id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2804637251,761,12,2,79,0,6oxoag5c6zbnn09wx08vz4iak,1,7.3,47.5,2025-04-21T16:38:28.699Z,2025-04-21T16:38:30Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5671235275,141,39.2,5671235271,56,Back,5671235279,213,4.31,5671235277,212,6.1,5671235273,140,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637261,762,43,2,79,1,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-21T16:38:29.836Z,2025-04-21T16:46:33Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5671263237,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637331,665,1,2,79,6,ew0hpuiweoltpsg5f51r2w64t,1,39.5,64.6,2025-04-21T16:38:35.314Z,2025-04-21T16:38:37Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5671235751,140,27.3,5671235753,141,47.9,5671235757,213,3.87,5671235749,56,Back,5671235755,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637373,666,1,2,79,8,ew0hpuiweoltpsg5f51r2w64t,1,27.0,43.1,2025-04-21T16:38:37.099Z,2025-04-21T16:38:41Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5671235959,56,Back,5671235967,213,5.23,5671235963,141,9.5,5671235965,212,26.3,5671235961,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637421,667,1,2,79,12,ew0hpuiweoltpsg5f51r2w64t,1,39.4,9.5,2025-04-21T16:38:40.962Z,2025-04-21T16:38:48Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671236243,157,,5671236247,140,86.1,5671236245,56,Left,5671236251,212,72.1,5671236249,141,87.2,5671236255,1,,5671236253,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637457,668,1,2,79,19,ew0hpuiweoltpsg5f51r2w64t,0,85.3,88.9,2025-04-21T16:38:48.082Z,2025-04-21T16:38:50Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5671236453,2,,5671236457,56,Center,5671236461,141,36.6,5671236455,155,,5671236463,212,39.4,5671236467,1,,5671236459,140,100.0,5671236465,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637505,669,5,2,79,22,ew0hpuiweoltpsg5f51r2w64t,0,101.6,36.9,2025-04-21T16:38:50.530Z,2025-04-21T17:15:43Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5671236815,56,Center,5671236817,346,,5671237053,233,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637533,764,5,2,79,22,6oxoag5c6zbnn09wx08vz4iak,1,-1.6,63.1,2025-04-21T16:38:50.530Z,2025-04-21T17:15:43Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5671237037,233,669,5671236975,56,Back,5671236977,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637551,765,1,2,79,30,6oxoag5c6zbnn09wx08vz4iak,1,1.9,53.6,2025-04-21T16:38:59.131Z,2025-04-21T16:39:01Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5671237095,141,85.9,5671237127,189,,5671237093,140,13.8,5671237097,212,25.3,5671237089,124,,5671237103,237,,5671237099,213,1.05,5671237091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637563,766,1,2,79,33,6oxoag5c6zbnn09wx08vz4iak,1,19.1,85.0,2025-04-21T16:39:01.692Z,2025-04-21T16:39:02Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5671237175,140,19.0,5671237187,213,4.65,5671237183,212,1.8,5671237171,56,Back,5671237179,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637591,767,1,2,79,34,6oxoag5c6zbnn09wx08vz4iak,1,19.0,82.4,2025-04-21T16:39:02.642Z,2025-04-21T16:39:05Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5671237327,212,10.0,5671237329,213,4.54,5671237321,56,Back,5671237323,140,17.4,5671237325,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637651,768,1,2,79,37,6oxoag5c6zbnn09wx08vz4iak,1,23.5,63.9,2025-04-21T16:39:05.586Z,2025-04-21T16:39:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5671237663,212,45.6,5671237659,140,55.1,5671237667,1,,5671237665,213,5.53,5671237661,141,17.9,5671237657,56,Right,5671237655,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637699,769,1,2,79,41,6oxoag5c6zbnn09wx08vz4iak,1,58.8,16.4,2025-04-21T16:39:10.186Z,2025-04-21T16:39:13Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5671237887,141,15.5,5671237883,56,Right,5671237885,140,51.6,5671237889,212,7.6,5671237891,213,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637723,770,1,2,79,44,6oxoag5c6zbnn09wx08vz4iak,1,52.5,15.5,2025-04-21T16:39:12.835Z,2025-04-21T16:39:15Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5671237967,140,55.5,5671237965,56,Center,5671237971,212,10.4,5671237969,141,30.1,5671237973,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637739,771,1,2,79,46,6oxoag5c6zbnn09wx08vz4iak,1,56.9,35.1,2025-04-21T16:39:14.963Z,2025-04-21T16:39:16Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5671238037,140,59.4,5671238047,213,0.52,5671238033,56,Center,5671238043,212,3.0,5671238041,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637755,772,1,2,79,48,6oxoag5c6zbnn09wx08vz4iak,1,59.5,37.4,2025-04-21T16:39:16.547Z,2025-04-21T16:39:17Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5671238123,56,Center,5671238129,212,4.5,5671238127,141,43.3,5671238131,213,1.11,5671238125,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637773,773,1,2,79,49,6oxoag5c6zbnn09wx08vz4iak,1,62.9,43.1,2025-04-21T16:39:17.635Z,2025-04-21T16:39:18Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5671238229,212,3.0,5671238221,56,Center,5671238225,141,47.5,5671238223,140,63.0,5671238235,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637787,774,1,2,79,50,6oxoag5c6zbnn09wx08vz4iak,0,62.9,47.8,2025-04-21T16:39:18.603Z,2025-04-21T16:39:20Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5671238355,56,Center,5671238363,213,5.42,5671238357,140,66.0,5671238361,212,5.0,5671238359,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637829,670,1,2,79,53,ew0hpuiweoltpsg5f51r2w64t,1,21.7,63.4,2025-04-21T16:39:21.410Z,2025-04-21T16:39:23Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5671238623,213,0.60,5671238617,140,28.4,5671238615,56,Back,5671238621,212,8.5,5671238619,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637883,672,1,2,79,54,ew0hpuiweoltpsg5f51r2w64t,1,29.5,73.0,2025-04-21T16:39:23.146Z,2025-04-21T16:39:27Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5671238903,140,40.1,5671238907,212,16.5,5671238909,213,0.83,5671238901,56,Back,5671238905,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804637955,673,1,2,79,58,ew0hpuiweoltpsg5f51r2w64t,1,60.2,90.6,2025-04-21T16:39:27.147Z,2025-04-21T16:39:31Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5671239285,140,61.6,5671239283,56,Center,5671239287,141,72.1,5671239291,213,4.83,5671239289,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638075,674,1,2,80,3,ew0hpuiweoltpsg5f51r2w64t,1,60.3,65.5,2025-04-21T16:39:31.724Z,2025-04-21T16:39:38Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5671239769,213,4.77,5671239761,56,Right,5671239771,1,,5671239765,141,11.9,5671239767,212,36.5,5671239763,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638085,675,1,2,80,10,ew0hpuiweoltpsg5f51r2w64t,1,82.7,10.9,2025-04-21T16:39:38.635Z,2025-04-21T16:39:39Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671239817,212,10.1,5671239813,140,78.7,5671239809,56,Center,5671239815,141,24.4,5671239819,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638117,676,1,2,80,10,ew0hpuiweoltpsg5f51r2w64t,1,78.7,24.4,2025-04-21T16:39:39.259Z,2025-04-21T16:39:43Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5671240025,140,81.2,5671240031,213,5.10,5671240023,56,Right,5671240027,141,14.9,5671240029,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638151,677,1,2,80,14,ew0hpuiweoltpsg5f51r2w64t,1,81.2,14.9,2025-04-21T16:39:42.994Z,2025-04-21T16:39:46Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671240227,212,15.4,5671240229,213,0.52,5671240221,56,Center,5671240223,140,93.9,5671240225,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638177,678,1,2,80,17,ew0hpuiweoltpsg5f51r2w64t,1,94.2,23.4,2025-04-21T16:39:46.170Z,2025-04-21T16:39:48Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5671240387,140,90.2,5671240391,141,11.7,5671240383,56,Right,5671240397,212,9.0,5671240401,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638209,679,1,2,80,19,ew0hpuiweoltpsg5f51r2w64t,1,90.5,11.0,2025-04-21T16:39:48.011Z,2025-04-21T16:39:51Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5671240577,56,Center,5671240581,140,90.8,5671240589,213,1.56,5671240573,2,,5671240575,155,,5671240587,212,29.6,5671240585,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638215,680,61,2,80,22,ew0hpuiweoltpsg5f51r2w64t,0,90.8,54.6,2025-04-21T16:39:51.026Z,2025-04-21T16:39:51Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5671240623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638271,775,12,2,80,25,6oxoag5c6zbnn09wx08vz4iak,1,7.2,31.2,2025-04-21T16:39:53.508Z,2025-04-21T16:39:55Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5671240755,140,0.0,5671240801,167,,5671240753,56,Back,5671240761,213,4.28,5671240757,141,3.5,5671240759,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638269,681,5,2,80,26,ew0hpuiweoltpsg5f51r2w64t,1,94.0,101.6,2025-04-21T16:39:54.554Z,2025-04-21T16:41:10Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5671245717,347,,5671245221,233,776,5671240775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638275,776,5,2,80,26,6oxoag5c6zbnn09wx08vz4iak,0,6.0,-1.6,2025-04-21T16:39:54.554Z,2025-04-21T17:15:43Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5671240859,56,Back,5671245253,233,681,5671245715,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638735,682,18,2,81,1,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:40:30.210Z,2025-04-21T16:40:31Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5671243101,42,,5671243107,59,9,5671243103,44,Forward,5671243205,55,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804638741,683,19,2,81,1,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:40:30.211Z,2025-04-21T16:40:31Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5671243157,55,682,5671243153,44,Forward,5671243139,42,,5671243145,59,7,5671243151,293,3,5671243143,145,9,5671243147,292,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639013,684,18,2,81,19,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:40:47.765Z,2025-04-21T16:42:32Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5671244641,55,685,5671244541,44,Defender,5671244539,42,,5671244543,59,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639023,685,19,2,81,19,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:40:47.766Z,2025-04-21T16:42:33Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5671244585,59,17,5671244593,55,684,5671244587,292,3,5671244579,42,,5671244583,145,3,5671244589,293,1,5671244591,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639181,686,1,2,81,36,ew0hpuiweoltpsg5f51r2w64t,1,96.9,100.0,2025-04-21T16:41:04.441Z,2025-04-21T16:50:37Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5671272171,107,,5671245377,56,Left,5671245381,141,90.6,5671245385,213,3.47,5671245383,212,21.4,5671245379,140,77.6,5671272175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639189,687,1,2,81,37,ew0hpuiweoltpsg5f51r2w64t,1,77.2,88.9,2025-04-21T16:41:05.490Z,2025-04-21T16:41:06Z,4ja6as3sd53z72xqa7p8vrv9w,F. Ardraa,,,5671245477,213,1.20,5671245473,141,95.6,5671245469,56,Left,5671245475,212,4.9,5671245471,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639223,688,1,2,81,38,ew0hpuiweoltpsg5f51r2w64t,1,86.5,93.6,2025-04-21T16:41:06.666Z,2025-04-21T16:41:08Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5671245651,140,76.5,5671245655,212,10.5,5671245649,56,Left,5671245657,213,3.20,5671245653,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639269,689,1,2,81,40,ew0hpuiweoltpsg5f51r2w64t,1,78.9,93.2,2025-04-21T16:41:08.602Z,2025-04-21T16:41:13Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5671245893,2,,5671245897,56,Center,5671245901,141,49.0,5671245895,155,,5671245905,213,5.05,5671245899,140,89.0,5671245903,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639285,690,1,2,81,44,ew0hpuiweoltpsg5f51r2w64t,1,89.9,49.4,2025-04-21T16:41:13.354Z,2025-04-21T16:41:15Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5671246005,212,32.3,5671246003,141,7.6,5671245997,3,,5671246007,213,4.22,5671246001,140,75.3,5671246009,1,,5671245999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639295,691,1,2,81,47,ew0hpuiweoltpsg5f51r2w64t,1,77.5,8.8,2025-04-21T16:41:15.465Z,2025-04-21T16:41:17Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671246085,212,11.3,5671246079,56,Center,5671246083,141,22.7,5671246087,213,2.15,5671246081,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639329,692,1,2,81,48,ew0hpuiweoltpsg5f51r2w64t,1,71.6,21.3,2025-04-21T16:41:17.218Z,2025-04-21T16:41:20Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5671246295,56,Right,5671246297,140,78.4,5671246303,213,5.37,5671246299,141,7.7,5671246301,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639401,693,1,2,81,51,ew0hpuiweoltpsg5f51r2w64t,1,84.4,7.7,2025-04-21T16:41:20.115Z,2025-04-21T16:41:24Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671246609,212,10.1,5671246611,213,0.48,5671246605,140,92.9,5671246607,141,14.6,5671246603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639411,694,1,2,81,56,ew0hpuiweoltpsg5f51r2w64t,1,91.9,12.0,2025-04-21T16:41:24.418Z,2025-04-21T16:41:25Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5671246659,141,8.6,5671246663,213,3.40,5671246655,56,Right,5671246657,140,83.4,5671246661,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639425,695,1,2,81,57,ew0hpuiweoltpsg5f51r2w64t,1,83.4,8.3,2025-04-21T16:41:25.626Z,2025-04-21T16:41:28Z,7u76uh9164fs8tx6zqw0icqtx,B. Sørmo,,,5671246751,140,88.1,5671246755,212,6.4,5671246749,56,Right,5671246753,141,14.4,5671246757,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639433,696,1,2,81,59,ew0hpuiweoltpsg5f51r2w64t,0,86.7,15.9,2025-04-21T16:41:27.906Z,2025-04-21T16:42:43Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5671246803,140,93.4,5671246801,56,Right,5671246809,213,6.25,5671246807,212,7.0,5671246805,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639543,777,12,2,82,3,6oxoag5c6zbnn09wx08vz4iak,1,7.5,82.9,2025-04-21T16:41:32.084Z,2025-04-21T16:41:40Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5671247465,56,Back,5671247471,212,32.8,5671247473,213,6.25,5671247469,141,81.1,5671247467,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639509,697,1,2,82,7,ew0hpuiweoltpsg5f51r2w64t,1,65.7,29.4,2025-04-21T16:41:35.522Z,2025-04-21T16:41:38Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5671247291,140,63.0,5671247289,56,Center,5671247297,213,1.92,5671247293,141,40.7,5671247295,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639535,698,1,2,82,9,ew0hpuiweoltpsg5f51r2w64t,0,62.8,41.0,2025-04-21T16:41:38.058Z,2025-04-21T16:41:40Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5671247435,155,,5671247445,213,6.17,5671247443,212,28.5,5671247441,141,36.4,5671247437,56,Center,5671247439,140,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639549,778,12,2,82,11,6oxoag5c6zbnn09wx08vz4iak,1,7.8,57.9,2025-04-21T16:41:39.947Z,2025-04-21T16:41:41Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5671247487,141,57.0,5671247489,212,0.6,5671247483,56,Back,5671247491,213,4.88,5671247513,15,,5671247485,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639585,779,1,2,82,12,6oxoag5c6zbnn09wx08vz4iak,1,7.9,57.0,2025-04-21T16:41:41.252Z,2025-04-21T16:41:43Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5671247681,140,10.1,5671247677,3,,5671247685,212,2.3,5671247687,213,6.17,5671247679,56,Back,5671247683,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639593,780,61,2,82,15,6oxoag5c6zbnn09wx08vz4iak,1,11.7,56.1,2025-04-21T16:41:43.416Z,2025-04-21T16:41:44Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5671247721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639621,782,1,2,82,17,6oxoag5c6zbnn09wx08vz4iak,1,23.2,53.3,2025-04-21T16:41:45.754Z,2025-04-21T18:01:01Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5671247855,56,Back,5671247857,140,27.5,5671247861,212,8.5,5671247859,141,63.9,5671247863,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639653,783,1,2,82,18,6oxoag5c6zbnn09wx08vz4iak,1,28.4,65.1,2025-04-21T16:41:47.195Z,2025-04-21T16:41:50Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5671248009,141,53.1,5671248007,140,39.9,5671248013,213,5.69,5671248005,56,Back,5671248011,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639659,784,4,2,82,22,6oxoag5c6zbnn09wx08vz4iak,1,60.0,49.2,2025-04-21T16:41:50.540Z,2025-04-21T17:15:50Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5671248187,286,,5671248281,233,699,5671248171,295,,5671248167,13,,5671248181,152,,5671248175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639671,699,4,2,82,22,ew0hpuiweoltpsg5f51r2w64t,0,40.0,50.8,2025-04-21T16:41:50.541Z,2025-04-21T17:15:50Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5671248239,56,Back,5671248241,152,,5671248307,233,784,5671248243,285,,5671248237,295,,5671248235,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804639729,700,17,2,82,27,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:41:56.306Z,2025-04-21T16:42:01Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5671248725,393,,5671248723,31,,5671248729,55,699,5671248727,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640009,785,18,2,82,52,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-21T16:42:20.603Z,2025-04-21T16:42:22Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5671249801,44,Midfielder,5671249945,55,786,5671249803,59,19,5671249799,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640017,786,19,2,82,52,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-21T16:42:20.604Z,2025-04-21T16:54:17Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5671249837,145,7,5671249843,44,Midfielder,5671249845,55,785,5671280899,292,7,5671249831,42,,5671280901,293,5,5671249841,59,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640211,787,1,2,83,10,6oxoag5c6zbnn09wx08vz4iak,1,60.0,54.2,2025-04-21T16:42:39.387Z,2025-04-21T16:42:40Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5671251069,213,4.13,5671251049,152,,5671251055,56,Center,5671251067,212,8.0,5671251059,140,55.8,5671251045,5,,5671251065,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640219,788,1,2,83,12,6oxoag5c6zbnn09wx08vz4iak,1,55.8,44.3,2025-04-21T16:42:40.667Z,2025-04-21T16:42:41Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5671251097,56,Center,5671251111,213,1.52,5671251099,140,56.0,5671251103,141,50.9,5671251107,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640251,789,1,2,83,13,6oxoag5c6zbnn09wx08vz4iak,1,56.4,52.4,2025-04-21T16:42:41.475Z,2025-04-21T16:42:44Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5671251269,212,6.9,5671251267,141,49.1,5671251263,56,Center,5671251271,213,5.95,5671251265,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640293,790,1,2,83,15,6oxoag5c6zbnn09wx08vz4iak,1,65.6,48.4,2025-04-21T16:42:44.139Z,2025-04-21T16:43:04Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5671252471,4,,5671251513,140,76.5,5671251517,212,12.0,5671251515,141,53.7,5671251519,213,0.31,5671251511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804664483,910,61,2,83,16,6oxoag5c6zbnn09wx08vz4iak,0,88.6,46.0,2025-04-21T16:42:44.400Z,2025-04-21T17:36:48Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5671394455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804640301,791,84,2,83,19,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-21T16:42:48.387Z,2025-04-21T17:36:05Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5671391005,436,4,5671251647,13,,5671251649,56,Back,5671259901,343,2,5671251651,152,,5671282893,285,,5671392267,9,,5671251653,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804641579,704,17,2,83,27,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-21T16:42:56.040Z,2025-04-21T18:04:39Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5671281063,184,,5671259231,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
