id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2815322459,561,1,2,76,4,doohk95o6e8pkqah8vkop51dg,1,27.1,89.6,2025-05-16T17:34:27.226Z,2025-05-16T17:34:28Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5730396783,213,0.00,5730396775,56,Back,5730396777,140,30.4,5730396781,212,3.5,5730396779,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322465,562,1,2,76,5,doohk95o6e8pkqah8vkop51dg,1,30.6,89.6,2025-05-16T17:34:28.274Z,2025-05-16T17:34:29Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5730396833,141,72.9,5730396835,212,11.5,5730396837,213,4.89,5730396829,56,Back,5730396831,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322517,563,1,2,76,6,doohk95o6e8pkqah8vkop51dg,1,32.6,72.9,2025-05-16T17:34:29.146Z,2025-05-16T17:34:35Z,xctg7y5ks41cjjnerqkia38p,S. Guðjohnsen,,,5730397169,212,14.7,5730397163,56,Back,5730397167,141,84.8,5730397165,140,44.3,5730397171,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322541,564,3,2,76,11,doohk95o6e8pkqah8vkop51dg,1,51.2,79.6,2025-05-16T17:34:34.970Z,2025-05-16T18:06:08Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730397287,56,Left,5730397339,233,725,5730397289,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322543,725,45,2,76,11,6oxoag5c6zbnn09wx08vz4iak,0,48.8,20.4,2025-05-16T17:34:34.970Z,2025-05-16T18:06:09Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730397351,233,564,5730397355,285,,5730397349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322583,565,1,2,76,13,doohk95o6e8pkqah8vkop51dg,1,40.6,67.8,2025-05-16T17:34:36.954Z,2025-05-16T17:34:40Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730397483,140,48.0,5730397485,141,23.7,5730397487,212,31.0,5730397479,155,,5730397481,56,Back,5730397489,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322565,726,43,2,76,15,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T17:34:38.432Z,2025-05-16T17:34:40Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730397389,56,Right,5730397509,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322619,566,1,2,76,17,doohk95o6e8pkqah8vkop51dg,1,54.4,24.6,2025-05-16T17:34:40.226Z,2025-05-16T17:34:43Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730397675,141,40.4,5730397677,212,19.1,5730397673,140,39.4,5730397669,56,Back,5730397679,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322635,567,1,2,76,20,doohk95o6e8pkqah8vkop51dg,1,42.5,37.1,2025-05-16T17:34:43.265Z,2025-05-16T17:34:45Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730397761,141,20.7,5730397757,56,Back,5730397765,213,4.85,5730397763,212,11.3,5730397759,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322645,568,1,2,76,22,doohk95o6e8pkqah8vkop51dg,1,44.0,20.7,2025-05-16T17:34:45.218Z,2025-05-16T17:34:46Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730397851,213,0.39,5730397847,212,13.3,5730397837,140,55.7,5730397841,141,28.2,5730397833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322675,569,1,2,76,23,doohk95o6e8pkqah8vkop51dg,1,55.7,28.2,2025-05-16T17:34:46.305Z,2025-05-16T17:34:48Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730398033,141,32.7,5730398029,56,Back,5730398037,213,2.85,5730398035,212,10.6,5730398031,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322695,570,1,2,76,25,doohk95o6e8pkqah8vkop51dg,1,41.3,33.9,2025-05-16T17:34:48.153Z,2025-05-16T17:34:50Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730398137,141,22.4,5730398141,212,8.5,5730398129,56,Back,5730398133,140,44.5,5730398145,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322771,571,1,2,76,26,doohk95o6e8pkqah8vkop51dg,1,45.5,21.8,2025-05-16T17:34:49.993Z,2025-05-16T17:34:55Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730398571,141,19.2,5730398567,56,Right,5730398575,213,6.12,5730398573,212,10.6,5730398569,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322777,572,61,2,76,32,doohk95o6e8pkqah8vkop51dg,1,69.8,27.3,2025-05-16T17:34:55.136Z,2025-05-16T17:34:55Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730398617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322793,573,1,2,76,33,doohk95o6e8pkqah8vkop51dg,1,69.8,27.3,2025-05-16T17:34:56.729Z,2025-05-16T17:34:58Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730398725,56,Right,5730398727,140,74.9,5730398731,212,11.3,5730398729,141,12.6,5730398733,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322809,574,1,2,76,34,doohk95o6e8pkqah8vkop51dg,0,74.9,12.6,2025-05-16T17:34:57.864Z,2025-05-16T17:34:59Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730398799,56,Center,5730398801,140,100.0,5730398807,213,0.36,5730398805,212,29.5,5730398803,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322883,575,5,2,76,35,doohk95o6e8pkqah8vkop51dg,0,101.2,30.4,2025-05-16T17:34:58.841Z,2025-05-16T18:16:57Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730399129,346,,5730399125,56,Center,5730399743,233,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815322977,727,5,2,76,35,6oxoag5c6zbnn09wx08vz4iak,1,-1.2,69.6,2025-05-16T17:34:58.841Z,2025-05-16T18:16:57Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730399641,56,Back,5730399643,346,,5730399701,233,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323187,576,18,2,76,45,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T17:35:08.804Z,2025-05-16T18:29:25Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730400863,59,11,5730400857,42,,5730400861,44,Forward,5730400899,55,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323191,577,19,2,76,45,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T17:35:08.805Z,2025-05-16T17:37:48Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5730400879,42,,5730400883,145,9,5730400887,292,9,5730400885,59,7,5730400891,44,Forward,5730400889,293,3,5730400893,55,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323163,728,1,2,77,5,6oxoag5c6zbnn09wx08vz4iak,1,3.8,61.3,2025-05-16T17:35:28.367Z,2025-05-16T17:35:30Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730400709,56,Back,5730400711,140,3.4,5730400707,124,,5730400721,237,,5730400717,213,4.63,5730400715,212,4.9,5730400713,141,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323275,729,1,2,77,7,6oxoag5c6zbnn09wx08vz4iak,1,3.4,52.6,2025-05-16T17:35:30.647Z,2025-05-16T17:35:38Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5730401371,140,6.4,5730401375,212,18.2,5730401377,213,4.89,5730401373,141,26.3,5730401369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323303,730,1,2,77,15,6oxoag5c6zbnn09wx08vz4iak,0,9.1,15.4,2025-05-16T17:35:38.185Z,2025-05-16T17:35:40Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5730401539,141,32.9,5730401533,157,,5730401537,140,63.2,5730401541,212,58.0,5730401535,56,Center,5730401543,213,0.21,5730401545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323311,578,44,2,77,16,doohk95o6e8pkqah8vkop51dg,1,34.6,70.6,2025-05-16T17:35:39.702Z,2025-05-16T18:16:39Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5730401559,56,Back,5730401663,233,731,5730401563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323315,731,44,2,77,16,6oxoag5c6zbnn09wx08vz4iak,0,65.4,29.4,2025-05-16T17:35:39.703Z,2025-05-16T18:16:39Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730401581,56,Center,5730401749,233,578,5730401585,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323319,579,12,2,77,16,doohk95o6e8pkqah8vkop51dg,1,31.0,76.4,2025-05-16T17:35:39.969Z,2025-05-16T17:35:43Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5730401611,56,Back,5730401613,140,39.4,5730401615,141,74.5,5730401617,212,8.9,5730401619,213,6.14,5730401645,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323349,580,61,2,77,19,doohk95o6e8pkqah8vkop51dg,0,39.4,74.5,2025-05-16T17:35:42.656Z,2025-05-16T18:21:00Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730401853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323357,581,5,2,77,20,doohk95o6e8pkqah8vkop51dg,0,43.5,101.1,2025-05-16T17:35:43.360Z,2025-05-16T18:16:58Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730401899,56,Back,5730401901,347,,5730402169,233,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323397,732,5,2,77,20,6oxoag5c6zbnn09wx08vz4iak,1,56.5,-1.1,2025-05-16T17:35:43.360Z,2025-05-16T18:16:58Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730402111,347,,5730402129,233,581,5730402109,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323439,733,1,2,77,26,6oxoag5c6zbnn09wx08vz4iak,1,52.5,0.0,2025-05-16T17:35:49.359Z,2025-05-16T17:35:53Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,,5730402387,213,2.45,5730402385,212,9.9,5730402383,141,7.9,5730402379,56,Back,5730402381,140,45.2,5730402377,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323469,734,1,2,77,30,6oxoag5c6zbnn09wx08vz4iak,1,51.6,6.2,2025-05-16T17:35:53.159Z,2025-05-16T17:35:55Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730402511,212,11.7,5730402507,140,57.9,5730402505,56,Right,5730402513,213,0.97,5730402509,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323509,735,1,2,77,31,6oxoag5c6zbnn09wx08vz4iak,1,58.1,21.6,2025-05-16T17:35:54.911Z,2025-05-16T17:36:13Z,avnrtae50pid6aomt6sq3dqi2,D. De Roeve,,1.0,5730402737,213,1.24,5730402729,56,Left,5730402735,212,42.4,5730402733,141,80.6,5730403537,210,13,5730402731,140,71.2,5730402727,155,,5730402739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323511,582,45,2,77,36,doohk95o6e8pkqah8vkop51dg,0,22.1,23.7,2025-05-16T17:35:59.726Z,2025-05-16T18:06:10Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730403069,233,736,5730402745,285,,5730402743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323559,736,3,2,77,36,6oxoag5c6zbnn09wx08vz4iak,1,77.9,76.3,2025-05-16T17:35:59.726Z,2025-05-16T18:06:09Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730403027,233,582,5730402995,286,,5730402991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323561,737,13,2,77,40,6oxoag5c6zbnn09wx08vz4iak,1,80.6,57.3,2025-05-16T17:36:03.447Z,2025-05-16T17:36:13Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730403551,103,83.3,5730403549,102,46.2,5730403241,20,,5730403015,56,Center,5730403013,18,,5730403541,74,,5730403557,231,49.5,5730403555,230,99.0,5730403553,215,5730403543,29,,,5730403545,55,735,5730403011,22,,,,,,,,,,,,,,,
2815323765,583,5,2,77,41,doohk95o6e8pkqah8vkop51dg,1,-1.0,59.1,2025-05-16T17:36:04.122Z,2025-05-16T18:16:58Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730404195,346,,5730404193,56,Back,5730404213,233,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323587,738,5,2,77,41,6oxoag5c6zbnn09wx08vz4iak,0,101.0,40.9,2025-05-16T17:36:04.122Z,2025-05-16T18:16:59Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730404257,233,583,5730403211,346,,5730403209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323783,584,1,2,78,2,doohk95o6e8pkqah8vkop51dg,1,5.3,37.8,2025-05-16T17:36:25.929Z,2025-05-16T18:00:40Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730404353,237,,5730404343,140,5.3,5730404345,141,40.9,5730404347,212,2.1,5730404339,124,,5730404349,213,1.57,5730404341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323789,585,1,2,78,3,doohk95o6e8pkqah8vkop51dg,1,12.3,41.2,2025-05-16T17:36:26.760Z,2025-05-16T18:00:42Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730404389,212,11.1,5730404393,213,0.48,5730404377,56,Back,5730404381,140,21.7,5730404385,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323805,586,1,2,78,4,doohk95o6e8pkqah8vkop51dg,1,21.7,48.7,2025-05-16T17:36:27.368Z,2025-05-16T17:36:28Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730404431,140,15.7,5730404437,213,1.92,5730404435,212,18.3,5730404429,56,Back,5730404433,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323819,587,1,2,78,5,doohk95o6e8pkqah8vkop51dg,1,15.7,73.9,2025-05-16T17:36:28.025Z,2025-05-16T17:36:29Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5730404519,140,14.0,5730404523,212,7.0,5730404525,213,1.83,5730404521,141,83.8,5730404517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323859,588,1,2,78,6,doohk95o6e8pkqah8vkop51dg,1,13.8,83.8,2025-05-16T17:36:29.513Z,2025-05-16T17:36:35Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5730404833,140,42.4,5730404835,141,15.6,5730404829,157,,5730404837,212,55.2,5730404839,213,5.29,5730404831,56,Back,5730404841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323903,589,1,2,78,11,doohk95o6e8pkqah8vkop51dg,1,43.0,12.6,2025-05-16T17:36:34.960Z,2025-05-16T17:36:39Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5730405073,212,10.5,5730405075,213,2.61,5730405069,140,34.4,5730405071,141,20.4,5730405067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323911,590,4,2,78,16,doohk95o6e8pkqah8vkop51dg,1,39.9,9.4,2025-05-16T17:36:39.649Z,2025-05-16T18:05:47Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730405153,286,,5730405145,13,,5730405147,56,Back,5730405275,233,739,5730405151,265,,5730405149,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815323919,739,4,2,78,16,6oxoag5c6zbnn09wx08vz4iak,0,60.1,90.6,2025-05-16T17:36:39.650Z,2025-05-16T18:05:47Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5730405233,56,Left,5730405237,265,,5730405235,152,,5730405295,233,590,5730405231,13,,5730405239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324097,591,1,2,78,36,doohk95o6e8pkqah8vkop51dg,1,40.6,11.3,2025-05-16T17:36:59.904Z,2025-05-16T18:00:54Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730406327,212,58.0,5730406313,5,,5730406321,56,Left,5730406459,196,,5730406329,213,1.12,5730406325,141,88.0,5730406323,140,64.8,5730406461,1,,5730406319,152,5730406317,155,,,,,,,,,,,,,,,,,,,,,,
2815324149,592,1,2,78,39,doohk95o6e8pkqah8vkop51dg,1,64.8,88.0,2025-05-16T17:37:02.984Z,2025-05-16T17:37:04Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5730406591,140,63.1,5730406597,213,4.50,5730406595,212,8.4,5730406593,141,75.9,5730406589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324183,593,1,2,78,41,doohk95o6e8pkqah8vkop51dg,1,63.1,75.9,2025-05-16T17:37:04.440Z,2025-05-16T17:37:08Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5730406785,140,68.1,5730406787,141,88.3,5730406783,56,Left,5730406791,213,1.01,5730406789,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324193,594,1,2,78,45,doohk95o6e8pkqah8vkop51dg,0,67.4,85.1,2025-05-16T17:37:08.352Z,2025-05-16T17:37:09Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5730406847,56,Center,5730406853,212,8.0,5730406849,140,63.8,5730406855,213,4.22,5730406851,141,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324217,740,8,2,78,48,6oxoag5c6zbnn09wx08vz4iak,1,43.4,21.8,2025-05-16T17:37:11.071Z,2025-05-16T17:37:11Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730406979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324231,595,83,2,78,48,doohk95o6e8pkqah8vkop51dg,0,62.8,70.0,2025-05-16T17:37:11.888Z,2025-05-16T17:37:15Z,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,,,5730407251,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324261,596,83,2,78,51,doohk95o6e8pkqah8vkop51dg,0,56.1,59.7,2025-05-16T17:37:14.112Z,2025-05-16T18:01:09Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730407505,399,d4ye48utus6dfrp5jxhipjo8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324265,742,61,2,78,51,6oxoag5c6zbnn09wx08vz4iak,1,45.3,27.8,2025-05-16T17:37:14.429Z,2025-05-16T17:37:14Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730407215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324317,743,1,2,78,54,6oxoag5c6zbnn09wx08vz4iak,1,55.0,52.0,2025-05-16T17:37:17.390Z,2025-05-16T17:37:22Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730407529,141,15.1,5730407537,213,5.65,5730407533,212,42.4,5730407845,1,,5730407527,140,87.5,5730407525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324379,744,1,2,78,56,6oxoag5c6zbnn09wx08vz4iak,0,90.5,15.8,2025-05-16T17:37:19.135Z,2025-05-16T18:20:55Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5730407899,212,25.6,5730407901,213,1.32,5730407891,155,,5730407889,2,,5730407893,56,Center,5730407897,141,52.2,5730407895,140,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324539,598,1,2,79,13,doohk95o6e8pkqah8vkop51dg,0,14.9,44.3,2025-05-16T17:37:36.392Z,2025-05-16T17:37:40Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730408851,213,6.02,5730408849,212,44.9,5730408853,1,,5730408843,56,Center,5730408845,140,56.2,5730408847,141,27.3,5730408841,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324577,599,4,2,79,20,doohk95o6e8pkqah8vkop51dg,1,58.0,24.8,2025-05-16T17:37:43.582Z,2025-05-16T17:37:51Z,,,,,5730409219,286,,5730409229,233,745,5730409215,152,,5730409207,10,,5730409211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324563,745,4,2,79,20,6oxoag5c6zbnn09wx08vz4iak,0,42.0,75.2,2025-05-16T17:37:43.583Z,2025-05-16T17:37:52Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5730409241,233,599,5730409149,285,,5730409147,152,,5730409145,56,Back,5730409141,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324927,746,18,2,79,56,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T17:38:19.714Z,2025-05-16T17:38:20Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730411095,59,11,5730411149,55,747,5730411091,44,Forward,5730411089,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815324933,747,19,2,79,56,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T17:38:19.715Z,2025-05-16T17:38:21Z,b29o112lpprnfqosulo4bc44,J. Torsvik,,,5730411133,55,746,5730411121,145,11,5730411117,42,,5730411131,44,Midfielder,5730411123,59,15,5730411127,293,4,5730411125,292,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325139,600,2,2,80,12,doohk95o6e8pkqah8vkop51dg,1,60.3,28.0,2025-05-16T17:38:35.928Z,2025-05-16T18:02:17Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730412301,152,,5730412325,1,,5730481917,7,115owbh8c39gfwcja2wxuweay,5730412297,5,,5730412309,140,76.9,5730412305,56,Center,5730412313,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325159,601,43,2,80,15,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T17:38:38.487Z,2025-05-16T18:02:07Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5730412929,7,193140,5730412931,56,Center,5730481595,144,2,5730412403,140,81.3,5730412405,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325381,749,1,2,80,30,6oxoag5c6zbnn09wx08vz4iak,1,20.9,36.9,2025-05-16T17:38:53.886Z,2025-05-16T17:39:00Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5730413665,241,,5730413663,155,,5730413673,141,73.3,5730413675,212,51.8,5730413679,1,,5730413667,56,Center,5730413669,140,64.2,5730414037,189,,5730413677,213,5730413661,5,,0.50,,,,,,,,,,,,,,,,,,,,
2815325391,750,1,2,80,31,6oxoag5c6zbnn09wx08vz4iak,0,64.2,73.3,2025-05-16T17:38:54.846Z,2025-05-16T18:20:44Z,b29o112lpprnfqosulo4bc44,J. Torsvik,,,5730413715,56,Center,5730413735,213,5.09,5730413729,212,10.2,5730413723,141,59.4,5730413719,140,67.8,5730413709,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325405,603,1,2,80,33,doohk95o6e8pkqah8vkop51dg,1,30.8,38.5,2025-05-16T17:38:56.279Z,2025-05-16T17:39:34Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730413809,213,5.77,5730413801,56,Back,5730413803,140,37.1,5730413807,212,7.6,5730413805,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325733,609,1,2,80,34,doohk95o6e8pkqah8vkop51dg,1,42.9,17.6,2025-05-16T17:38:57.879Z,2025-05-16T17:39:32Z,6wxneuych76i6tlb49sqkmy5m,A. Sanyang,,,5730415701,156,,5730415683,212,13.0,5730415685,213,3.27,5730415679,140,30.6,5730415681,141,15.2,5730415677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325473,604,1,2,80,35,doohk95o6e8pkqah8vkop51dg,1,31.4,23.6,2025-05-16T17:38:58.943Z,2025-05-16T17:39:02Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730414145,56,Back,5730414147,140,37.1,5730414153,213,1.19,5730414149,141,45.5,5730414151,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325539,605,1,2,80,39,doohk95o6e8pkqah8vkop51dg,1,37.7,43.9,2025-05-16T17:39:02.368Z,2025-05-16T17:39:09Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730414575,140,72.9,5730414577,141,90.8,5730414573,56,Left,5730414581,213,0.71,5730414583,1,,5730414571,155,,5730414579,212,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815325561,606,1,2,80,45,doohk95o6e8pkqah8vkop51dg,1,77.6,83.5,2025-05-16T17:39:08.999Z,2025-05-16T17:39:18Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,1.0,5730415177,154,,5730415175,210,13,5730414745,213,5.21,5730414743,212,27.6,5730414737,56,Center,5730414735,155,,5730414739,140,90.2,5730414741,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,
