id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2818974013,694,1,2,81,52,bsykw9d70ffqe9atosc92n1e9,1,83.5,87.5,2025-05-25T16:41:55.636Z,2025-05-25T16:41:58Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750547341,56,Left,5750547353,213,3.00,5750547343,140,73.4,5750547345,141,89.7,5750547349,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974061,695,3,2,81,54,bsykw9d70ffqe9atosc92n1e9,1,79.0,82.3,2025-05-25T16:41:57.948Z,2025-05-25T17:32:34Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750547641,56,Left,5750547737,233,743,5750547643,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974027,743,45,2,81,54,uqspd1bx7f6mq8ohj50u1k1k,0,21.0,17.7,2025-05-25T16:41:57.948Z,2025-05-25T17:32:35Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750547471,56,Back,5750547853,233,695,5750547473,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974073,696,3,2,81,57,bsykw9d70ffqe9atosc92n1e9,0,82.0,79.8,2025-05-25T16:42:00.340Z,2025-05-25T16:42:08Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750547693,286,,5750548587,233,744,5750547691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974081,744,7,2,81,57,uqspd1bx7f6mq8ohj50u1k1k,0,18.0,20.2,2025-05-25T16:42:00.341Z,2025-05-25T16:42:09Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750547721,285,,5750547719,56,Back,5750548629,233,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974141,697,61,2,81,59,bsykw9d70ffqe9atosc92n1e9,1,78.4,75.9,2025-05-25T16:42:02.504Z,2025-05-25T16:42:04Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750548031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974159,698,83,2,82,1,bsykw9d70ffqe9atosc92n1e9,0,77.9,60.8,2025-05-25T16:42:04.619Z,2025-05-25T16:42:08Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750548569,399,15823p8n34f7coivq6wq687is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974237,746,1,2,82,1,uqspd1bx7f6mq8ohj50u1k1k,1,23.3,41.8,2025-05-25T16:42:05.037Z,2025-05-25T16:42:07Z,15823p8n34f7coivq6wq687is,W. Igor,,5750548497,140,27.1,5750548499,141,81.5,5750548503,213,1.42,5750548501,212,27.3,5750548495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974491,747,1,2,82,7,uqspd1bx7f6mq8ohj50u1k1k,1,34.9,91.8,2025-05-25T16:42:10.821Z,2025-05-25T16:42:16Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750549789,141,79.4,5750549787,140,36.5,5750549791,212,8.6,5750549785,56,Back,5750549793,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974621,748,1,2,82,12,uqspd1bx7f6mq8ohj50u1k1k,1,49.7,66.1,2025-05-25T16:42:15.949Z,2025-05-25T16:42:20Z,15823p8n34f7coivq6wq687is,W. Igor,,5750550437,140,49.0,5750550445,213,4.65,5750550439,141,49.6,5750550435,56,Back,5750550441,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974691,749,1,2,82,17,uqspd1bx7f6mq8ohj50u1k1k,1,54.4,38.6,2025-05-25T16:42:20.645Z,2025-05-25T16:42:23Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750550789,212,10.9,5750550783,56,Back,5750550787,141,41.3,5750550791,213,2.97,5750550785,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974755,750,1,2,82,20,uqspd1bx7f6mq8ohj50u1k1k,1,44.0,40.7,2025-05-25T16:42:23.269Z,2025-05-25T16:42:26Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750551191,140,64.9,5750551195,212,29.1,5750551189,56,Right,5750551193,141,12.6,5750551197,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974831,751,1,2,82,23,uqspd1bx7f6mq8ohj50u1k1k,1,68.6,8.6,2025-05-25T16:42:26.333Z,2025-05-25T16:42:30Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750551615,140,63.7,5750551623,212,12.4,5750551619,141,25.2,5750551627,213,2.00,5750551613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974863,752,1,2,82,26,uqspd1bx7f6mq8ohj50u1k1k,0,60.8,28.3,2025-05-25T16:42:29.605Z,2025-05-25T16:42:31Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750551805,141,59.1,5750551801,140,71.4,5750551809,213,1.08,5750551797,56,Center,5750551807,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818974999,699,1,2,82,30,bsykw9d70ffqe9atosc92n1e9,0,27.0,41.3,2025-05-25T16:42:33.484Z,2025-05-25T16:49:57Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750552577,157,,5750552595,212,63.2,5750552591,141,5.9,5750552579,56,Right,5750552583,140,82.7,5750552603,1,,5750552597,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975161,753,1,2,82,36,uqspd1bx7f6mq8ohj50u1k1k,1,22.7,94.7,2025-05-25T16:42:39.677Z,2025-05-25T16:42:42Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750553505,140,31.4,5750553507,141,85.1,5750553509,212,11.2,5750553513,213,5.66,5750553503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975285,754,1,2,82,38,uqspd1bx7f6mq8ohj50u1k1k,1,31.4,83.0,2025-05-25T16:42:41.757Z,2025-05-25T16:42:47Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750554261,56,Back,5750554271,213,4.58,5750554265,140,27.9,5750554267,141,41.6,5750554269,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975315,755,1,2,82,43,uqspd1bx7f6mq8ohj50u1k1k,0,32.7,30.4,2025-05-25T16:42:47.109Z,2025-05-25T16:42:48Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750554421,1,,5750554417,212,51.7,5750554419,213,0.70,5750554415,141,79.1,5750554409,155,,5750554413,140,70.5,5750554411,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975355,700,12,2,82,45,bsykw9d70ffqe9atosc92n1e9,1,20.3,15.3,2025-05-25T16:42:49.147Z,2025-05-25T16:42:50Z,aeq6jlhgxpnkywoc20kp8tvu2,H. Haugen,,5750554699,15,,5750554599,140,29.9,5750554595,56,Back,5750554615,213,0.17,5750554609,212,10.2,5750554605,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975501,702,1,2,82,49,bsykw9d70ffqe9atosc92n1e9,0,29.0,13.8,2025-05-25T16:42:52.492Z,2025-05-25T16:42:54Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750555443,140,71.7,5750555441,56,Right,5750555451,1,,5750555449,213,6.05,5750555447,212,46.1,5750555445,141,0.0,5750555439,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975511,703,5,2,82,51,bsykw9d70ffqe9atosc92n1e9,0,75.8,-1.6,2025-05-25T16:42:54.459Z,2025-05-25T17:18:47Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750617415,233,756,5750555485,56,Right,5750555487,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975881,756,5,2,82,51,uqspd1bx7f6mq8ohj50u1k1k,1,24.2,101.6,2025-05-25T16:42:54.459Z,2025-05-25T17:18:47Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750617313,233,703,5750557681,56,Back,5750557683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975891,757,18,2,83,7,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:43:10.975Z,2025-05-25T16:43:12Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750557909,55,758,5750557737,59,10,5750557733,42,,5750557735,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818975911,758,19,2,83,7,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:43:10.976Z,2025-05-25T17:22:32Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,5750557853,42,,5750557861,59,11,5750557867,293,4,5750557869,44,Midfielder,5750557871,55,757,5750557865,292,6,5750557857,145,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976061,759,18,2,83,13,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:43:17.191Z,2025-05-25T16:43:18Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,5750558631,42,,5750558637,59,16,5750558781,55,760,5750558633,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976077,760,19,2,83,13,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:43:17.192Z,2025-05-25T16:43:18Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5750558719,59,18,5750558721,292,8,5750558715,145,10,5750558707,42,,5750558725,293,2,5750558727,44,Forward,5750558729,55,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976657,704,18,2,83,35,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-25T16:43:39.249Z,2025-05-25T16:43:41Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750561895,59,7,5750561891,42,,5750562071,55,705,5750561893,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976675,705,19,2,83,36,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-25T16:43:39.250Z,2025-05-25T17:31:53Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,5750561983,59,19,5750561975,42,,5750561997,44,Midfielder,5750561981,145,8,5750561987,292,6,5750562003,55,704,5750561993,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976787,761,1,2,83,39,uqspd1bx7f6mq8ohj50u1k1k,1,49.0,100.0,2025-05-25T16:43:42.605Z,2025-05-25T16:43:44Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750562601,107,,5750562603,56,Back,5750562611,213,3.41,5750562605,140,38.5,5750562607,141,97.5,5750562609,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976851,762,1,2,83,41,uqspd1bx7f6mq8ohj50u1k1k,1,37.5,95.7,2025-05-25T16:43:44.532Z,2025-05-25T16:43:47Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750562971,212,27.5,5750562965,56,Back,5750562967,140,20.1,5750562973,213,3.99,5750562969,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818976895,763,1,2,83,43,uqspd1bx7f6mq8ohj50u1k1k,1,20.9,64.3,2025-05-25T16:43:47.091Z,2025-05-25T16:43:49Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750563239,212,13.6,5750563233,140,25.4,5750563231,56,Back,5750563243,213,5.07,5750563235,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977067,764,1,2,83,45,uqspd1bx7f6mq8ohj50u1k1k,1,28.1,38.8,2025-05-25T16:43:48.956Z,2025-05-25T16:43:55Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750564221,56,Back,5750564237,213,1.18,5750564233,212,16.7,5750564225,140,34.1,5750564229,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977131,765,1,2,83,52,uqspd1bx7f6mq8ohj50u1k1k,1,43.0,65.7,2025-05-25T16:43:55.444Z,2025-05-25T16:43:57Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750564615,140,43.6,5750564617,141,43.0,5750564621,213,4.75,5750564613,56,Back,5750564619,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977255,766,1,2,83,54,uqspd1bx7f6mq8ohj50u1k1k,1,45.4,38.6,2025-05-25T16:43:57.508Z,2025-05-25T16:44:02Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750565245,141,22.7,5750565247,212,11.5,5750565249,213,5.07,5750565241,56,Back,5750565243,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977327,767,1,2,83,58,uqspd1bx7f6mq8ohj50u1k1k,1,57.4,21.5,2025-05-25T16:44:02.131Z,2025-05-25T16:44:05Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750565615,56,Back,5750565623,213,2.12,5750565619,141,53.6,5750565621,212,25.6,5750565617,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977429,768,1,2,84,1,uqspd1bx7f6mq8ohj50u1k1k,1,50.1,65.7,2025-05-25T16:44:04.748Z,2025-05-25T16:44:08Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750566157,212,17.9,5750566155,141,91.5,5750566161,213,1.36,5750566153,140,53.6,5750566151,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977495,769,1,2,84,4,uqspd1bx7f6mq8ohj50u1k1k,1,57.5,98.3,2025-05-25T16:44:08.139Z,2025-05-25T16:44:10Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750566507,56,Left,5750566521,141,83.6,5750566529,212,11.7,5750566531,213,5.25,5750566513,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818986973,749,45,2,84,7,bsykw9d70ffqe9atosc92n1e9,0,31.4,20.6,2025-05-25T16:44:10.427Z,2025-05-25T17:32:35Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750623925,285,,5750623921,56,Back,5750624007,233,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977523,770,3,2,84,7,uqspd1bx7f6mq8ohj50u1k1k,1,68.6,79.4,2025-05-25T16:44:10.427Z,2025-05-25T17:32:35Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5750566693,56,Left,5750566695,286,,5750623965,233,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977689,707,45,2,84,8,bsykw9d70ffqe9atosc92n1e9,0,24.2,14.8,2025-05-25T16:44:11.292Z,2025-05-25T17:32:36Z,aeq6jlhgxpnkywoc20kp8tvu2,H. Haugen,,5750631153,233,771,5750567487,56,Back,5750567489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977599,771,3,2,84,8,uqspd1bx7f6mq8ohj50u1k1k,1,75.8,85.2,2025-05-25T16:44:11.292Z,2025-05-25T17:32:36Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5750631121,233,707,5750567057,286,,5750567055,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977673,772,1,2,84,11,uqspd1bx7f6mq8ohj50u1k1k,1,72.3,97.1,2025-05-25T16:44:14.371Z,2025-05-25T16:44:17Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5750567413,141,95.9,5750567417,213,3.25,5750567415,212,7.4,5750567409,56,Left,5750567411,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977701,773,1,2,84,13,uqspd1bx7f6mq8ohj50u1k1k,1,67.6,94.2,2025-05-25T16:44:16.891Z,2025-05-25T16:44:18Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750567563,213,4.60,5750567561,212,9.8,5750567555,56,Left,5750567557,140,66.6,5750567559,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977755,774,1,2,84,14,uqspd1bx7f6mq8ohj50u1k1k,1,66.3,78.4,2025-05-25T16:44:17.851Z,2025-05-25T16:44:20Z,15823p8n34f7coivq6wq687is,W. Igor,,5750567875,141,75.4,5750567879,213,3.31,5750567877,212,11.8,5750567871,56,Center,5750567873,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977811,775,1,2,84,16,uqspd1bx7f6mq8ohj50u1k1k,1,56.2,74.5,2025-05-25T16:44:20.131Z,2025-05-25T16:44:22Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750568225,56,Center,5750568233,141,56.1,5750568229,140,54.1,5750568239,213,4.54,5750568237,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977899,776,1,2,84,19,uqspd1bx7f6mq8ohj50u1k1k,1,55.4,53.3,2025-05-25T16:44:22.612Z,2025-05-25T16:44:26Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750568761,212,13.4,5750568765,213,1.63,5750568757,141,72.9,5750568749,56,Center,5750568753,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818977961,777,1,2,84,22,uqspd1bx7f6mq8ohj50u1k1k,1,54.0,71.5,2025-05-25T16:44:25.875Z,2025-05-25T16:44:28Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750569105,140,43.8,5750569109,212,13.1,5750569107,141,60.5,5750569111,213,3.75,5750569103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978197,778,1,2,84,24,uqspd1bx7f6mq8ohj50u1k1k,1,44.5,59.0,2025-05-25T16:44:28.131Z,2025-05-25T16:44:36Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750570307,56,Center,5750570309,140,57.1,5750570311,141,22.5,5750570315,213,5.20,5750570313,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978279,779,1,2,84,33,uqspd1bx7f6mq8ohj50u1k1k,1,63.9,25.2,2025-05-25T16:44:36.395Z,2025-05-25T16:44:39Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750570747,56,Center,5750570757,213,1.63,5750570753,141,61.4,5750570751,140,62.6,5750570755,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978401,780,1,2,84,36,uqspd1bx7f6mq8ohj50u1k1k,1,67.0,62.6,2025-05-25T16:44:39.443Z,2025-05-25T16:44:44Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750571561,140,73.1,5750571563,141,84.2,5750571569,213,1.16,5750571555,56,Left,5750571567,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978439,781,1,2,84,41,uqspd1bx7f6mq8ohj50u1k1k,1,72.9,90.3,2025-05-25T16:44:44.259Z,2025-05-25T16:44:45Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750571719,56,Center,5750571725,212,12.4,5750571721,140,77.0,5750571727,213,5.07,5750571723,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978475,782,1,2,84,42,uqspd1bx7f6mq8ohj50u1k1k,1,75.3,68.8,2025-05-25T16:44:45.731Z,2025-05-25T16:44:47Z,15823p8n34f7coivq6wq687is,W. Igor,,5750571931,140,59.4,5750571929,56,Center,5750571935,212,17.6,5750571933,141,76.9,5750571937,213,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978543,783,1,2,84,44,uqspd1bx7f6mq8ohj50u1k1k,1,59.1,75.7,2025-05-25T16:44:47.316Z,2025-05-25T16:44:49Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750572283,141,91.5,5750572277,56,Left,5750572287,213,0.91,5750572281,140,67.0,5750572285,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978551,784,1,2,84,46,uqspd1bx7f6mq8ohj50u1k1k,0,70.7,93.2,2025-05-25T16:44:49.259Z,2025-05-25T16:44:49Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5750572335,212,3.0,5750572329,56,Left,5750572331,140,73.3,5750572337,213,5.86,5750572333,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978563,708,61,2,84,46,bsykw9d70ffqe9atosc92n1e9,1,19.7,14.1,2025-05-25T16:44:50.204Z,2025-05-25T16:44:50Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,5750572419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978701,785,1,2,84,49,uqspd1bx7f6mq8ohj50u1k1k,1,67.0,84.2,2025-05-25T16:44:52.795Z,2025-05-25T16:44:55Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750573119,141,95.3,5750573117,140,68.7,5750573121,212,7.8,5750573115,56,Left,5750573123,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978761,786,1,2,84,52,uqspd1bx7f6mq8ohj50u1k1k,1,71.2,93.8,2025-05-25T16:44:55.323Z,2025-05-25T16:44:57Z,94s19kazaywfzrg007vsha6wa,R. Alte,,5750573419,140,63.7,5750573423,141,83.0,5750573435,213,3.89,5750573413,56,Left,5750573429,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818978821,787,1,2,84,54,uqspd1bx7f6mq8ohj50u1k1k,1,64.4,77.5,2025-05-25T16:44:57.699Z,2025-05-25T16:45:00Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750573793,141,58.4,5750573797,213,4.70,5750573795,212,13.0,5750573791,140,64.2,5750573789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979031,788,1,2,84,56,uqspd1bx7f6mq8ohj50u1k1k,1,66.3,50.7,2025-05-25T16:45:00.043Z,2025-05-25T16:45:06Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750574861,141,5.2,5750574865,212,31.6,5750574859,140,72.4,5750574855,56,Right,5750574867,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979055,709,45,2,85,2,bsykw9d70ffqe9atosc92n1e9,0,14.4,91.4,2025-05-25T16:45:06.131Z,2025-05-25T16:45:14Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750574969,285,,5750575509,233,789,5750574967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979143,789,3,2,85,2,uqspd1bx7f6mq8ohj50u1k1k,1,85.6,8.6,2025-05-25T16:45:06.131Z,2025-05-25T16:45:13Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,5750575407,56,Right,5750575453,233,709,5750575409,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979129,710,43,2,85,5,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-25T16:45:08.836Z,2025-05-25T16:45:15Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750576035,144,45,5750575347,285,0,5750575345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979245,790,3,2,85,6,uqspd1bx7f6mq8ohj50u1k1k,0,92.4,16.4,2025-05-25T16:45:09.868Z,2025-05-25T17:07:19Z,d0phfsg3amx6r0xblx5wia9k9,F. Nyenetue,,5750575969,56,Right,5750575971,286,,5750576217,233,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979197,711,7,2,85,6,bsykw9d70ffqe9atosc92n1e9,0,7.6,83.6,2025-05-25T16:45:09.869Z,2025-05-25T17:07:19Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750575689,285,,5750576079,233,790,5750575687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979371,791,1,2,85,8,uqspd1bx7f6mq8ohj50u1k1k,1,88.3,29.1,2025-05-25T16:45:11.834Z,2025-05-25T16:45:19Z,dfinorpyitke7fsso0fkgz28k,N. Ødegård,,5750576673,56,Right,5750576681,213,4.31,5750576675,140,82.7,5750576677,141,8.8,5750576679,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979455,792,1,2,85,15,uqspd1bx7f6mq8ohj50u1k1k,1,64.7,12.9,2025-05-25T16:45:18.931Z,2025-05-25T16:45:22Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750577185,141,51.3,5750577181,140,53.8,5750577175,56,Center,5750577187,212,28.5,5750577191,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979553,793,1,2,85,19,uqspd1bx7f6mq8ohj50u1k1k,1,55.6,55.5,2025-05-25T16:45:22.754Z,2025-05-25T16:45:27Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750577723,213,1.22,5750577715,56,Left,5750577717,140,64.0,5750577721,212,25.4,5750577719,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818979587,794,1,2,85,23,uqspd1bx7f6mq8ohj50u1k1k,0,66.5,94.2,2025-05-25T16:45:27.018Z,2025-05-25T16:45:28Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750577907,212,38.7,5750577909,213,5.32,5750577895,155,,5750577897,56,Center,5750577905,141,47.6,5750577891,2,,5750577911,1,,5750577901,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
