id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2810591993,356,1,2,51,28,eujf9nqky8c5jnahb2f76m86o,1,69.9,89.4,2025-05-04T18:23:33.604Z,2025-05-04T18:23:37Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704116135,141,92.9,5704116131,56,Left,5704116133,140,79.3,5704116139,213,0.24,5704116137,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592009,357,1,2,51,31,eujf9nqky8c5jnahb2f76m86o,0,84.7,92.9,2025-05-04T18:23:36.853Z,2025-05-04T18:23:40Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5704116217,56,Center,5704116221,141,56.1,5704116225,213,4.47,5704116213,2,,5704116219,140,78.9,5704116223,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592131,660,1,2,51,36,c7jgkxx1czv5etn7snf1r6p2m,1,15.7,70.9,2025-05-04T18:23:42.098Z,2025-05-04T18:23:47Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704116871,140,33.8,5704116869,56,Back,5704116875,212,23.9,5704116877,213,0.65,5704116873,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592139,661,3,2,51,41,c7jgkxx1czv5etn7snf1r6p2m,0,31.8,94.4,2025-05-04T18:23:46.891Z,2025-05-04T18:23:53Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5704116927,285,,5704116925,56,Back,5704117311,233,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592187,358,7,2,51,41,eujf9nqky8c5jnahb2f76m86o,1,68.2,5.6,2025-05-04T18:23:46.892Z,2025-05-04T20:00:46Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5704117227,167,,5704117249,233,661,5704117229,56,Right,5704117231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592235,359,5,2,51,43,eujf9nqky8c5jnahb2f76m86o,0,67.3,-1.6,2025-05-04T18:23:48.539Z,2025-05-04T19:28:23Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704117503,56,Right,5704117505,347,,5704118201,233,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592349,662,5,2,51,43,c7jgkxx1czv5etn7snf1r6p2m,1,32.7,101.6,2025-05-04T18:23:48.539Z,2025-05-04T19:28:23Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5704118151,233,359,5704118101,56,Back,5704118103,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592439,663,1,2,51,56,c7jgkxx1czv5etn7snf1r6p2m,1,32.7,100.0,2025-05-04T18:24:02.083Z,2025-05-04T18:24:06Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704118479,140,46.1,5704118481,141,92.9,5704118485,213,5.87,5704118475,107,,5704118477,56,Back,5704118483,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592445,664,1,2,52,0,c7jgkxx1czv5etn7snf1r6p2m,0,51.8,95.0,2025-05-04T18:24:05.875Z,2025-05-04T18:24:09Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5704118735,286,,5704118731,233,360,5704118509,140,53.5,5704118729,236,,5704118513,212,2.0,5704118507,56,Left,5704118511,141,93.8,5704118515,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592477,360,74,2,52,0,eujf9nqky8c5jnahb2f76m86o,1,45.9,5.8,2025-05-04T18:24:05.876Z,2025-05-04T19:25:31Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5704118753,233,664,5704118683,285,,5704118679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592493,361,5,2,52,2,eujf9nqky8c5jnahb2f76m86o,0,44.0,-0.8,2025-05-04T18:24:07.668Z,2025-05-04T19:28:24Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5704118771,56,Back,5704118773,347,,5704119213,233,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592569,665,5,2,52,2,c7jgkxx1czv5etn7snf1r6p2m,1,56.0,100.8,2025-05-04T18:24:07.668Z,2025-05-04T19:28:24Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5704119123,56,Left,5704119125,347,,5704119143,233,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592591,666,1,2,52,10,c7jgkxx1czv5etn7snf1r6p2m,1,53.0,100.0,2025-05-04T18:24:15.851Z,2025-05-04T18:50:26Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704119247,107,,5704119257,213,3.88,5704119251,140,47.0,5704119255,212,8.5,5704119277,189,,5704119249,56,Back,5704119253,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810598769,742,1,2,52,11,c7jgkxx1czv5etn7snf1r6p2m,1,48.1,87.1,2025-05-04T18:24:16.626Z,2025-05-04T18:50:13Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5704152967,212,6.8,5704152965,141,97.1,5704153235,189,,5704152961,56,Back,5704152963,140,47.9,5704152969,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810609901,872,1,2,52,12,c7jgkxx1czv5etn7snf1r6p2m,0,49.4,95.4,2025-05-04T18:24:18.003Z,2025-05-04T18:50:28Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704213955,141,78.4,5704213951,56,Center,5704213959,213,5.66,5704213949,157,,5704213953,140,64.7,5704213961,1,,5704213957,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592597,363,1,2,52,14,eujf9nqky8c5jnahb2f76m86o,1,46.1,47.0,2025-05-04T18:24:19.475Z,2025-05-04T18:24:20Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704119289,56,Back,5704119297,212,8.3,5704119291,140,40.0,5704119299,213,3.83,5704119293,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592641,364,1,2,52,15,eujf9nqky8c5jnahb2f76m86o,1,40.0,38.3,2025-05-04T18:24:20.491Z,2025-05-04T18:24:23Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5704119533,213,5.07,5704119525,56,Back,5704119527,140,42.5,5704119531,212,7.5,5704119529,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592651,365,1,2,52,17,eujf9nqky8c5jnahb2f76m86o,1,42.6,27.7,2025-05-04T18:24:23.195Z,2025-05-04T18:24:24Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5704119579,141,31.5,5704119581,212,9.5,5704119575,56,Back,5704119577,140,33.9,5704119583,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592725,366,1,2,52,18,eujf9nqky8c5jnahb2f76m86o,1,33.9,31.5,2025-05-04T18:24:23.893Z,2025-05-04T18:24:28Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704120003,140,37.5,5704120009,213,5.02,5704120007,212,12.6,5704120005,141,13.8,5704120001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592779,367,1,2,52,23,eujf9nqky8c5jnahb2f76m86o,1,38.4,12.8,2025-05-04T18:24:28.643Z,2025-05-04T18:24:31Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704120299,212,12.2,5704120291,140,32.8,5704120303,213,2.07,5704120295,141,28.6,5704120289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592875,368,1,2,52,25,eujf9nqky8c5jnahb2f76m86o,1,33.0,32.2,2025-05-04T18:24:31.012Z,2025-05-04T18:24:37Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704120793,140,31.6,5704120799,213,1.62,5704120797,212,28.0,5704120795,141,73.3,5704120791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592967,369,1,2,52,32,eujf9nqky8c5jnahb2f76m86o,1,30.9,73.6,2025-05-04T18:24:37.532Z,2025-05-04T18:24:42Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5704121173,212,27.6,5704121167,56,Back,5704121175,213,4.37,5704121169,140,22.1,5704121171,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810592995,370,1,2,52,36,eujf9nqky8c5jnahb2f76m86o,1,22.5,32.7,2025-05-04T18:24:41.827Z,2025-05-04T18:24:43Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704121281,212,15.5,5704121279,141,10.9,5704121277,140,26.8,5704121275,56,Back,5704121283,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593025,371,1,2,52,38,eujf9nqky8c5jnahb2f76m86o,1,27.0,11.6,2025-05-04T18:24:43.515Z,2025-05-04T18:24:45Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704121463,213,1.21,5704121459,141,25.8,5704121461,212,10.3,5704121455,56,Back,5704121457,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593071,372,2,2,52,40,eujf9nqky8c5jnahb2f76m86o,1,34.4,18.0,2025-05-04T18:24:45.614Z,2025-05-04T19:14:45Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5704121739,141,18.0,5704121763,7,6yyum3rgz21z8aln67irm508a,5704121765,1,,5704121767,56,Right,5704121737,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593457,668,1,2,53,12,c7jgkxx1czv5etn7snf1r6p2m,1,34.7,77.5,2025-05-04T18:25:17.780Z,2025-05-04T18:25:18Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5704123885,5,,5704123897,213,4.96,5704123889,56,Back,5704123893,141,69.4,5704123887,241,,5704123895,212,5.7,5704123891,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593485,669,1,2,53,13,c7jgkxx1czv5etn7snf1r6p2m,1,36.0,69.4,2025-05-04T18:25:18.628Z,2025-05-04T18:25:22Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5704124085,56,Back,5704124093,212,10.7,5704124087,140,36.4,5704124089,141,85.1,5704124097,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593497,670,50,2,53,16,c7jgkxx1czv5etn7snf1r6p2m,1,39.6,89.4,2025-05-04T18:25:21.853Z,2025-05-04T18:25:30Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5704124161,286,,5704124349,233,373,5704124159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593527,373,7,2,53,16,eujf9nqky8c5jnahb2f76m86o,1,60.4,10.6,2025-05-04T18:25:21.854Z,2025-05-04T18:25:29Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5704124297,167,,5704124299,56,Right,5704124301,285,,5704124323,233,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593589,374,5,2,53,17,eujf9nqky8c5jnahb2f76m86o,0,59.3,-1.4,2025-05-04T18:25:23.260Z,2025-05-04T19:28:25Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5704124613,347,,5704125137,233,671,5704124611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593675,671,5,2,53,17,c7jgkxx1czv5etn7snf1r6p2m,1,40.7,101.4,2025-05-04T18:25:23.260Z,2025-05-04T19:28:24Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5704125129,233,374,5704125067,347,,5704125065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593701,672,1,2,53,31,c7jgkxx1czv5etn7snf1r6p2m,0,48.8,100.0,2025-05-04T18:25:36.957Z,2025-05-04T18:25:39Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704125213,141,92.7,5704125207,107,,5704125211,140,63.6,5704125217,213,5.91,5704125215,212,16.7,5704125209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593709,375,8,2,53,34,eujf9nqky8c5jnahb2f76m86o,1,36.5,14.7,2025-05-04T18:25:39.867Z,2025-05-04T18:25:40Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704125265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810627739,673,61,2,53,35,eujf9nqky8c5jnahb2f76m86o,1,35.7,19.7,2025-05-04T18:25:40.351Z,2025-05-04T19:15:28Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704313621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593735,673,1,2,53,35,c7jgkxx1czv5etn7snf1r6p2m,0,63.6,92.7,2025-05-04T18:25:40.685Z,2025-05-04T18:25:41Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5704125391,141,93.3,5704125395,213,0.09,5704125389,140,68.0,5704125387,56,Left,5704125393,212,4.6,5704125385,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593737,376,44,2,53,36,eujf9nqky8c5jnahb2f76m86o,1,33.6,9.5,2025-05-04T18:25:41.699Z,2025-05-04T19:27:40Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704125403,56,Back,5704125453,233,674,5704125405,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593743,674,44,2,53,36,c7jgkxx1czv5etn7snf1r6p2m,0,66.4,90.5,2025-05-04T18:25:41.700Z,2025-05-04T19:27:41Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5704125433,56,Left,5704125497,233,376,5704125437,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593769,377,1,2,53,36,eujf9nqky8c5jnahb2f76m86o,1,36.4,14.0,2025-05-04T18:25:41.917Z,2025-05-04T18:25:45Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704125599,56,Back,5704125607,213,4.71,5704125601,140,36.4,5704125605,212,4.7,5704125603,141,7.1,5704125597,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593783,378,1,2,53,40,eujf9nqky8c5jnahb2f76m86o,1,36.4,7.1,2025-05-04T18:25:45.501Z,2025-05-04T19:15:45Z,39zbpdxha7mync2430sxuig9h,J. Tveita,,,5704125683,212,21.7,5704125687,213,0.54,5704125665,157,,5704125679,141,23.4,5704125673,140,54.2,5704125669,56,Center,5704125691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593813,379,1,2,53,41,eujf9nqky8c5jnahb2f76m86o,1,54.2,23.4,2025-05-04T18:25:46.980Z,2025-05-04T19:15:54Z,6yyum3rgz21z8aln67irm508a,S. Bojadzic,,,5704125827,140,44.8,5704125825,56,Back,5704125833,213,2.48,5704125829,141,34.8,5704125831,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593827,380,3,2,53,43,eujf9nqky8c5jnahb2f76m86o,1,41.0,25.4,2025-05-04T18:25:48.796Z,2025-05-04T18:25:54Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704125909,56,Back,5704125911,286,,5704125925,233,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593825,675,45,2,53,43,c7jgkxx1czv5etn7snf1r6p2m,0,59.0,74.6,2025-05-04T18:25:48.796Z,2025-05-04T18:25:59Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5704125903,285,,5704125957,233,380,5704125901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593891,381,3,2,53,44,eujf9nqky8c5jnahb2f76m86o,1,40.0,20.8,2025-05-04T18:25:49.581Z,2025-05-04T18:25:58Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704126281,286,,5704126279,56,Back,5704126327,233,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593833,676,45,2,53,44,c7jgkxx1czv5etn7snf1r6p2m,0,60.0,79.2,2025-05-04T18:25:49.581Z,2025-05-04T18:26:00Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5704126349,233,381,5704125945,285,,5704125943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593967,382,1,2,53,44,eujf9nqky8c5jnahb2f76m86o,1,43.5,21.3,2025-05-04T18:25:50.091Z,2025-05-04T18:26:01Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704126713,141,10.6,5704126711,140,59.9,5704126709,56,Right,5704126715,212,18.7,5704126717,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593977,383,1,2,53,45,eujf9nqky8c5jnahb2f76m86o,1,58.0,10.1,2025-05-04T18:25:50.528Z,2025-05-04T19:35:49Z,39zbpdxha7mync2430sxuig9h,J. Tveita,,,5704319109,213,0.36,5704319103,140,62.5,5704319105,141,12.7,5704319107,212,5.0,5704319101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593901,677,83,2,53,45,c7jgkxx1czv5etn7snf1r6p2m,0,31.0,89.6,2025-05-04T18:25:50.576Z,2025-05-04T19:36:09Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5704357549,399,7adevxj1o3gpqpmrv3f72v3oq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593979,384,1,2,53,45,eujf9nqky8c5jnahb2f76m86o,1,63.0,11.7,2025-05-04T18:25:50.715Z,2025-05-04T19:35:34Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5704319417,56,Right,5704319421,141,19.5,5704319425,213,0.74,5704319419,140,68.5,5704319423,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593989,385,3,2,53,50,eujf9nqky8c5jnahb2f76m86o,0,77.8,15.4,2025-05-04T18:25:56.350Z,2025-05-04T19:25:20Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704357361,233,1078,5704319803,286,,5704319799,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810622087,1078,7,2,53,51,c7jgkxx1czv5etn7snf1r6p2m,1,22.2,84.6,2025-05-04T18:25:56.351Z,2025-05-04T19:25:19Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5704281571,56,Back,5704357341,233,385,5704281573,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593997,386,83,2,53,51,eujf9nqky8c5jnahb2f76m86o,0,72.7,15.6,2025-05-04T18:25:57.068Z,2025-05-04T19:27:18Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704365933,399,e58qeh3alborxqkuk5bz7nw9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810593971,678,61,2,53,52,c7jgkxx1czv5etn7snf1r6p2m,1,23.0,78.2,2025-05-04T18:25:58.092Z,2025-05-04T20:01:03Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5704284243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594003,679,12,2,53,56,c7jgkxx1czv5etn7snf1r6p2m,1,3.2,73.3,2025-05-04T18:26:01.613Z,2025-05-04T19:09:01Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5704126869,141,94.5,5704126871,212,14.9,5704126873,213,1.31,5704126865,56,Back,5704126867,140,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594055,681,1,2,53,58,c7jgkxx1czv5etn7snf1r6p2m,0,6.8,94.5,2025-05-04T18:26:03.685Z,2025-05-04T18:26:06Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5704127175,56,Back,5704127171,155,,5704127179,141,91.4,5704127177,140,38.7,5704127183,213,6.22,5704127181,212,33.6,5704127185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594091,388,1,2,54,2,eujf9nqky8c5jnahb2f76m86o,1,63.5,10.7,2025-05-04T18:26:08.188Z,2025-05-04T18:26:09Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704127361,141,25.5,5704127365,213,1.36,5704127359,140,65.6,5704127353,56,Center,5704127363,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594139,389,1,2,54,3,eujf9nqky8c5jnahb2f76m86o,1,66.1,26.8,2025-05-04T18:26:09.155Z,2025-05-04T18:26:12Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5704127647,140,69.5,5704127657,213,5.79,5704127653,212,4.0,5704127649,141,24.0,5704127645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594177,390,1,2,54,6,eujf9nqky8c5jnahb2f76m86o,1,69.4,28.9,2025-05-04T18:26:12.100Z,2025-05-04T18:26:15Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704127881,212,13.3,5704127879,141,24.9,5704127877,140,57.0,5704127875,56,Center,5704127883,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594193,391,1,2,54,9,eujf9nqky8c5jnahb2f76m86o,1,57.0,24.9,2025-05-04T18:26:14.820Z,2025-05-04T18:26:16Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5704128033,141,8.3,5704128031,140,71.7,5704128035,212,19.1,5704128029,56,Right,5704128037,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594245,392,1,2,54,10,eujf9nqky8c5jnahb2f76m86o,1,72.6,8.8,2025-05-04T18:26:16.037Z,2025-05-04T18:26:18Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5704128291,2,,5704128303,212,25.1,5704128295,56,Center,5704128301,141,40.3,5704128293,155,,5704128299,140,85.0,5704128307,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594249,393,61,2,54,13,eujf9nqky8c5jnahb2f76m86o,0,85.3,40.4,2025-05-04T18:26:18.771Z,2025-05-04T18:26:19Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704128315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594335,682,12,2,54,14,c7jgkxx1czv5etn7snf1r6p2m,1,15.8,57.0,2025-05-04T18:26:19.885Z,2025-05-04T18:26:25Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5704128759,212,22.8,5704128753,56,Back,5704128755,140,36.1,5704128761,213,5.92,5704128757,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594311,394,12,2,54,17,eujf9nqky8c5jnahb2f76m86o,1,69.6,69.4,2025-05-04T18:26:22.948Z,2025-05-04T18:26:24Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5704128595,213,0.99,5704128583,56,Left,5704128589,141,100.0,5704128669,167,,5704128585,140,82.8,5704128593,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594319,395,5,2,54,18,eujf9nqky8c5jnahb2f76m86o,0,84.2,100.7,2025-05-04T18:26:23.586Z,2025-05-04T19:28:26Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5704129671,233,683,5704128623,56,Left,5704128625,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594503,683,5,2,54,18,c7jgkxx1czv5etn7snf1r6p2m,1,15.8,-0.7,2025-05-04T18:26:23.586Z,2025-05-04T19:28:25Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5704129583,56,Back,5704129629,233,395,5704129585,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594525,684,1,2,54,34,c7jgkxx1czv5etn7snf1r6p2m,0,15.7,0.0,2025-05-04T18:26:39.950Z,2025-05-04T18:26:41Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5704129745,213,0.48,5704129737,56,Back,5704129741,141,9.4,5704129735,107,,5704129743,212,16.3,5704129739,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594563,396,8,2,54,35,eujf9nqky8c5jnahb2f76m86o,1,83.0,91.1,2025-05-04T18:26:41.187Z,2025-05-04T19:26:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704129945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594579,397,5,2,54,37,eujf9nqky8c5jnahb2f76m86o,0,75.2,101.6,2025-05-04T18:26:43.062Z,2025-05-04T19:28:26Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5704130015,347,,5704130091,233,685,5704130013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594571,685,5,2,54,37,c7jgkxx1czv5etn7snf1r6p2m,1,24.8,-1.6,2025-05-04T18:26:43.062Z,2025-05-04T19:26:25Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5704130059,233,397,5704129969,56,Back,5704129971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810594593,686,1,2,54,39,c7jgkxx1czv5etn7snf1r6p2m,1,27.6,0.0,2025-05-04T18:26:44.645Z,2025-05-04T18:26:47Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5704130137,107,,5704130141,140,36.4,5704130147,213,0.82,5704130145,212,13.5,5704130139,56,Back,5704130143,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
