id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2701865927,210,1,1,16,56,77tfx9me4aaqhzv78bmgsy9bg,1,35.2,23.0,2024-07-19T18:17:18.398Z,2024-07-19T18:17:20Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109211827,213,5.44,5109211821,140,47.3,5109211823,141,2.0,5109211825,212,19.1,5109211819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701865935,211,1,1,16,58,77tfx9me4aaqhzv78bmgsy9bg,0,47.8,1.6,2024-07-19T18:17:20.656Z,2024-07-19T18:17:22Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109211873,140,68.7,5109211869,155,,5109211875,141,24.1,5109211871,56,Center,5109211877,212,26.8,5109211879,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701865945,175,1,1,17,1,36g6ifzjliec1jqnbtf7yesme,1,25.4,70.8,2024-07-19T18:17:22.872Z,2024-07-19T18:59:18Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109211923,56,Back,5109211927,141,73.1,5109211921,3,,5109211931,213,0.17,5109211925,140,34.1,5109211929,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701865949,176,1,1,17,2,36g6ifzjliec1jqnbtf7yesme,0,34.1,73.1,2024-07-19T18:17:24.521Z,2024-07-19T18:17:25Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109211955,140,28.8,5109211961,213,4.02,5109211957,141,63.3,5109211953,56,Back,5109211959,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701865961,212,1,1,17,4,77tfx9me4aaqhzv78bmgsy9bg,1,66.4,37.1,2024-07-19T18:17:25.919Z,2024-07-19T18:17:27Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5109212015,56,Center,5109212017,140,60.7,5109212023,213,2.67,5109212021,212,6.7,5109212019,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866001,213,1,1,17,5,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,46.0,2024-07-19T18:17:27.487Z,2024-07-19T18:17:32Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5109212265,1,,5109212261,212,33.5,5109212259,141,90.0,5109212257,140,69.6,5109212263,213,1.11,5109212255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866033,214,1,1,17,10,77tfx9me4aaqhzv78bmgsy9bg,1,72.4,81.2,2024-07-19T18:17:32.767Z,2024-07-19T21:30:56Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,1.0,5109212403,2,,5109212415,212,30.2,5109212411,140,89.5,5109212413,141,45.4,5109214557,154,,5109212409,56,Center,5109451499,20,,5109212417,213,5.35,5109214555,210,16,5109212407,155,5109451497,223,5109214559,22,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866043,215,16,1,17,13,77tfx9me4aaqhzv78bmgsy9bg,1,89.3,45.2,2024-07-19T18:17:34.823Z,2024-07-19T21:31:17Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5109212467,56,Center,5109214591,231,49.1,5109212465,17,,5109212463,22,,5109214575,80,,5109213627,15,,5109214579,154,,5109214589,230,99.1,5109213641,375,17:12.323,5109214585,102,5109451641,396,5109214581,55,214,53.6,5109214577,29,5109213635,374,5109451639,395,0.7,5109213631,328,,46.1,2024-07-19 19:17:34.121,5109214587,103,13.9,,,,,,,,,
2701866513,177,1,1,18,14,36g6ifzjliec1jqnbtf7yesme,1,49.6,49.4,2024-07-19T18:18:35.802Z,2024-07-19T19:00:48Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5109215243,56,Back,5109215253,279,G,5109219249,189,,5109215245,140,43.2,5109215247,141,42.8,5109215251,213,3.73,5109215249,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866525,178,1,1,18,15,36g6ifzjliec1jqnbtf7yesme,1,43.0,42.5,2024-07-19T18:18:37.145Z,2024-07-19T18:59:57Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109215315,141,25.1,5109215317,212,19.0,5109215313,140,28.8,5109215311,56,Back,5109215319,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866537,179,1,1,18,16,36g6ifzjliec1jqnbtf7yesme,0,28.9,25.3,2024-07-19T18:18:38.585Z,2024-07-19T18:18:39Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109215393,140,71.8,5109215401,1,,5109215389,157,,5109215397,212,45.8,5109215391,56,Center,5109215395,141,37.7,5109215399,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866573,217,4,1,18,21,77tfx9me4aaqhzv78bmgsy9bg,1,36.2,58.0,2024-07-19T18:18:42.858Z,2024-07-19T18:18:43Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109215593,265,,5109215591,152,,5109215589,56,Back,5109215595,286,,5109215587,13,,5109215599,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866571,180,4,1,18,21,36g6ifzjliec1jqnbtf7yesme,0,63.8,42.0,2024-07-19T18:18:42.859Z,2024-07-19T18:18:44Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5109215585,285,,5109215607,233,217,5109215581,152,,5109215579,56,Center,5109215583,265,,5109215577,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866665,218,1,1,18,32,77tfx9me4aaqhzv78bmgsy9bg,1,36.0,59.1,2024-07-19T18:18:54.734Z,2024-07-19T18:18:56Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109216177,152,,5109216175,5,,5109216183,141,41.2,5109216179,56,Back,5109216185,212,12.6,5109216181,140,39.0,5109216187,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866669,219,1,1,18,34,77tfx9me4aaqhzv78bmgsy9bg,1,39.0,40.7,2024-07-19T18:18:56.383Z,2024-07-19T18:18:57Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5109216211,141,58.5,5109216215,213,1.97,5109216209,140,34.2,5109216213,212,13.1,5109216207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866687,220,1,1,18,35,77tfx9me4aaqhzv78bmgsy9bg,1,34.2,58.5,2024-07-19T18:18:57.206Z,2024-07-19T18:51:46Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109216329,213,3.87,5109216327,212,8.0,5109216321,56,Back,5109216323,140,28.5,5109216325,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866691,221,1,1,18,37,77tfx9me4aaqhzv78bmgsy9bg,1,28.5,50.7,2024-07-19T18:18:59.279Z,2024-07-19T18:19:03Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109216365,212,12.8,5109216357,56,Back,5109216363,141,65.5,5109216367,213,0.90,5109216361,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866709,222,1,1,18,39,77tfx9me4aaqhzv78bmgsy9bg,1,36.1,65.5,2024-07-19T18:19:01.007Z,2024-07-19T18:19:02Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109216479,141,53.4,5109216487,213,4.05,5109216483,212,10.4,5109216477,140,30.0,5109216475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866779,223,1,1,18,42,77tfx9me4aaqhzv78bmgsy9bg,1,29.5,57.2,2024-07-19T18:19:04.486Z,2024-07-19T18:19:10Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109216841,212,21.9,5109216843,213,1.50,5109216839,141,89.3,5109216837,140,30.9,5109216835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866803,224,1,1,18,48,77tfx9me4aaqhzv78bmgsy9bg,1,31.9,92.9,2024-07-19T18:19:10.111Z,2024-07-19T18:52:04Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5109216963,141,62.6,5109216955,56,Center,5109216959,140,61.5,5109216953,155,,5109216965,212,37.3,5109216967,213,5.70,5109216969,1,,5109299455,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866837,225,1,1,18,50,77tfx9me4aaqhzv78bmgsy9bg,1,61.5,62.6,2024-07-19T18:19:12.623Z,2024-07-19T18:19:31Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,1.0,,5109217885,154,,5109217185,212,25.9,5109217181,140,85.2,5109217183,141,73.0,5109217179,56,Center,5109217883,210,15,5109217189,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866839,226,15,1,18,54,77tfx9me4aaqhzv78bmgsy9bg,1,93.6,65.6,2024-07-19T18:19:16.783Z,2024-07-19T21:32:46Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109217197,64,,5109220267,214,,5109217957,233,181,5109217921,29,,5109217935,147,56.1,5109217195,22,,5109217931,103,14.6,5109217577,20,,5109217925,55,225,5109217199,56,5109220263,120,5109217929,102,48.5,,5109217923,154,5109217933,146,5109220265,78,,,,,Center,98.0,,,,,,,,,,,,
2701866857,181,10,1,18,55,36g6ifzjliec1jqnbtf7yesme,1,2.8,43.0,2024-07-19T18:19:16.883Z,2024-07-19T21:33:00Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5109452017,377,,5109217325,56,Back,5109217323,182,,5109217621,233,226,5109217497,174,,5109217499,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701907937,981,44,1,18,56,77tfx9me4aaqhzv78bmgsy9bg,1,95.2,46.7,2024-07-19T18:19:18.634Z,2024-07-19T21:33:20Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109452123,233,977,5109452093,56,Center,5109452097,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701907941,977,44,1,18,56,36g6ifzjliec1jqnbtf7yesme,0,4.8,53.3,2024-07-19T18:19:18.635Z,2024-07-19T21:33:19Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5109452105,233,981,5109452103,285,,5109452099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701866871,227,16,1,18,56,77tfx9me4aaqhzv78bmgsy9bg,1,96.5,47.4,2024-07-19T18:19:18.678Z,2024-07-19T21:33:51Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109218561,328,,5109219303,214,,5109452187,396,47.5,5109218563,374,2024-07-19 19:19:18.433,5109219309,231,54.9,5109219301,103,32.9,5109219305,458,,5109218567,375,18:56.635,5109452185,395,1.9,5109218551,15,5109219307,230,5109217367,16,,96.0,5109219319,472,5109219315,282,5109219299,102,47.1,5109219311,280,ATTEMPT_SAVED,,2592,5109219313,281,bxx5rebv553opcpvc2x70g6sq,226,5109219297,81,5109217365,22,5109217369,56,Center,
2701867271,182,1,1,19,51,36g6ifzjliec1jqnbtf7yesme,1,49.9,50.4,2024-07-19T18:20:13.544Z,2024-07-19T18:20:18Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5109219669,141,72.8,5109219673,213,2.61,5109219667,140,25.3,5109219665,56,Back,5109219697,189,,5109219671,212,30.0,5109219675,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867385,183,1,1,19,56,36g6ifzjliec1jqnbtf7yesme,1,24.8,71.9,2024-07-19T18:20:18.592Z,2024-07-19T18:20:31Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109220331,140,11.2,5109220337,213,3.90,5109220333,141,51.9,5109220335,212,19.7,5109220329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867419,184,1,1,20,9,36g6ifzjliec1jqnbtf7yesme,1,10.0,40.6,2024-07-19T18:20:31.529Z,2024-07-19T18:20:35Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5109220491,157,,5109220497,141,57.8,5109220501,213,0.24,5109220495,140,55.9,5109220499,212,49.6,5109220493,56,Center,5109220503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867425,185,1,1,20,13,36g6ifzjliec1jqnbtf7yesme,0,55.9,57.8,2024-07-19T18:20:34.968Z,2024-07-19T18:20:36Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5109220537,212,5.9,5109220531,56,Center,5109220533,140,54.8,5109220535,141,49.3,5109220541,213,4.52,5109220577,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867471,229,1,1,20,14,77tfx9me4aaqhzv78bmgsy9bg,1,41.8,60.3,2024-07-19T18:20:36.406Z,2024-07-19T18:20:38Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5109220747,213,1.98,5109220741,140,35.2,5109220743,141,83.5,5109220745,212,17.2,5109220739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867515,230,1,1,20,16,77tfx9me4aaqhzv78bmgsy9bg,1,33.6,83.6,2024-07-19T18:20:38.686Z,2024-07-19T18:20:42Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109220969,56,Back,5109220973,141,58.4,5109220975,212,30.8,5109220971,140,9.2,5109220977,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867551,231,1,1,20,20,77tfx9me4aaqhzv78bmgsy9bg,1,9.2,58.4,2024-07-19T18:20:42.766Z,2024-07-19T18:20:47Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5109221159,213,5.27,5109221151,56,Back,5109221157,212,27.0,5109221153,140,22.7,5109221155,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867561,232,1,1,20,25,77tfx9me4aaqhzv78bmgsy9bg,1,22.2,24.1,2024-07-19T18:20:46.974Z,2024-07-19T18:20:48Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109221219,213,2.33,5109221211,56,Back,5109221217,212,20.5,5109221213,140,8.8,5109221215,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867587,233,1,1,20,26,77tfx9me4aaqhzv78bmgsy9bg,1,8.7,46.1,2024-07-19T18:20:48.422Z,2024-07-19T18:20:52Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5109221339,141,56.9,5109221343,213,1.60,5109221335,56,Back,5109221337,140,8.5,5109221341,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867603,234,1,1,20,30,77tfx9me4aaqhzv78bmgsy9bg,1,8.7,57.2,2024-07-19T18:20:52.183Z,2024-07-19T18:20:55Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109221415,56,Back,5109221417,140,13.9,5109221423,213,1.35,5109221421,212,25.1,5109221419,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867627,235,1,1,20,33,77tfx9me4aaqhzv78bmgsy9bg,1,13.2,93.5,2024-07-19T18:20:55.023Z,2024-07-19T18:20:57Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109221545,212,20.9,5109221539,56,Back,5109221547,213,4.18,5109221541,140,3.2,5109221543,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867655,236,1,1,20,35,77tfx9me4aaqhzv78bmgsy9bg,1,3.1,65.8,2024-07-19T18:20:57.790Z,2024-07-19T18:21:01Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109221711,213,5.09,5109221703,56,Back,5109221709,212,33.7,5109221705,140,14.9,5109221713,1,,5109221707,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867681,237,1,1,20,39,77tfx9me4aaqhzv78bmgsy9bg,1,22.4,15.9,2024-07-19T18:21:01.446Z,2024-07-19T18:21:04Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109221843,56,Back,5109221845,140,44.7,5109221851,213,5.91,5109221847,141,2.3,5109221849,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867683,238,1,1,20,42,77tfx9me4aaqhzv78bmgsy9bg,0,48.8,4.0,2024-07-19T18:21:04.702Z,2024-07-19T18:21:05Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109221865,140,54.3,5109221867,141,17.0,5109221871,213,0.99,5109221863,56,Right,5109221869,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867697,186,8,1,20,45,36g6ifzjliec1jqnbtf7yesme,1,39.5,71.0,2024-07-19T18:21:07.496Z,2024-07-19T21:34:54Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109452405,384,,5109221925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867801,188,1,1,20,47,36g6ifzjliec1jqnbtf7yesme,1,33.9,63.8,2024-07-19T18:21:09.273Z,2024-07-19T18:21:18Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109222509,56,Back,5109222513,141,24.7,5109222517,213,4.65,5109222511,140,32.2,5109222515,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867815,189,1,1,20,56,36g6ifzjliec1jqnbtf7yesme,1,32.8,21.7,2024-07-19T18:21:18.713Z,2024-07-19T18:21:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5109222591,212,13.8,5109222909,189,,5109222593,213,2.08,5109222589,141,39.4,5109222585,56,Back,5109222587,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867821,190,1,1,20,57,36g6ifzjliec1jqnbtf7yesme,1,26.4,40.3,2024-07-19T18:21:19.656Z,2024-07-19T18:23:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109227605,189,,5109222615,213,1.53,5109222611,141,72.0,5109222609,140,27.2,5109222607,56,Back,5109222613,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867841,191,1,1,20,58,36g6ifzjliec1jqnbtf7yesme,1,27.8,75.5,2024-07-19T18:21:20.456Z,2024-07-19T18:23:18Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109222685,212,17.0,5109227621,189,,5109222679,56,Back,5109222687,213,0.80,5109222683,141,93.5,5109222681,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867871,192,1,1,20,59,36g6ifzjliec1jqnbtf7yesme,1,39.3,93.9,2024-07-19T18:21:21.689Z,2024-07-19T18:21:24Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5109222869,212,16.6,5109222865,140,29.5,5109222867,141,74.7,5109222871,213,4.04,5109222863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867891,193,1,1,21,3,36g6ifzjliec1jqnbtf7yesme,1,29.5,64.1,2024-07-19T18:21:25.721Z,2024-07-19T18:21:26Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109222965,141,45.7,5109222967,212,13.0,5109222961,56,Back,5109222969,213,4.45,5109222963,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867895,194,1,1,21,4,36g6ifzjliec1jqnbtf7yesme,1,25.4,43.1,2024-07-19T18:21:26.648Z,2024-07-19T18:21:27Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109222977,56,Back,5109222983,212,5.0,5109222979,140,27.3,5109222985,213,1.16,5109222981,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867899,195,1,1,21,5,36g6ifzjliec1jqnbtf7yesme,0,27.8,50.4,2024-07-19T18:21:27.368Z,2024-07-19T18:21:27Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109222999,212,1.5,5109222993,56,Back,5109222997,141,48.5,5109222995,140,28.6,5109223001,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867915,239,61,1,21,6,77tfx9me4aaqhzv78bmgsy9bg,1,70.6,64.5,2024-07-19T18:21:28.555Z,2024-07-19T18:21:33Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5109223071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867933,196,1,1,21,8,36g6ifzjliec1jqnbtf7yesme,1,33.1,32.0,2024-07-19T18:21:30.280Z,2024-07-19T18:21:32Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5109223203,141,14.0,5109223207,213,4.16,5109223201,140,25.9,5109223199,56,Back,5109223205,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867939,197,1,1,21,10,36g6ifzjliec1jqnbtf7yesme,1,25.9,12.8,2024-07-19T18:21:32.344Z,2024-07-19T18:21:34Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5109223233,212,11.9,5109223229,140,25.2,5109223231,141,30.2,5109223235,213,1.63,5109223227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867959,198,1,1,21,12,36g6ifzjliec1jqnbtf7yesme,1,25.2,30.2,2024-07-19T18:21:33.930Z,2024-07-19T18:21:36Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109223333,213,6.21,5109223323,155,,5109223329,141,25.6,5109223331,212,45.9,5109223325,56,Center,5109223327,140,68.8,5109223335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867961,199,61,1,21,14,36g6ifzjliec1jqnbtf7yesme,0,67.5,26.3,2024-07-19T18:21:36.232Z,2024-07-19T18:21:36Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5109223339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867975,200,45,1,21,15,36g6ifzjliec1jqnbtf7yesme,0,71.5,31.3,2024-07-19T18:21:36.854Z,2024-07-19T21:39:00Z,5hw5sfiqhzg7mnghdp52f7fqi,J. Iredale,,,5109452989,233,240,5109223403,286,,5109223401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867969,240,3,1,21,15,77tfx9me4aaqhzv78bmgsy9bg,1,28.5,68.7,2024-07-19T18:21:36.854Z,2024-07-19T21:35:26Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109223371,285,,5109223417,233,200,5109452449,464,,5109223369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701908017,979,45,1,21,17,36g6ifzjliec1jqnbtf7yesme,0,67.9,40.6,2024-07-19T18:21:39.235Z,2024-07-19T21:36:00Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5109452547,233,982,5109452541,56,Center,5109452545,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701908015,982,3,1,21,17,77tfx9me4aaqhzv78bmgsy9bg,1,32.1,59.4,2024-07-19T18:21:39.235Z,2024-07-19T21:39:01Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109452539,464,,5109452537,285,,5109452993,233,979,5109452533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701867993,242,50,1,21,18,77tfx9me4aaqhzv78bmgsy9bg,1,34.2,66.0,2024-07-19T18:21:40.286Z,2024-07-19T18:52:59Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109223479,56,Back,5109300729,233,201,5109223633,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701868009,201,7,1,21,18,36g6ifzjliec1jqnbtf7yesme,1,65.8,34.0,2024-07-19T18:21:40.287Z,2024-07-19T21:35:48Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5109223595,285,,5109223593,56,Center,5109223621,233,242,5109452487,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701868013,202,61,1,21,20,36g6ifzjliec1jqnbtf7yesme,1,65.0,41.6,2024-07-19T18:21:42.440Z,2024-07-19T18:21:42Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5109223619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701868019,243,52,1,21,21,77tfx9me4aaqhzv78bmgsy9bg,1,12.9,62.7,2024-07-19T18:21:43.575Z,2024-07-19T21:36:12Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5109452551,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701868127,244,1,1,21,33,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,54.3,2024-07-19T18:21:55.182Z,2024-07-19T18:21:59Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5109224289,141,43.6,5109224293,213,5.06,5109224287,140,16.3,5109224285,56,Back,5109224291,212,7.7,5109224283,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
