id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2802200759,321,70,1,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:45:12.479Z,2025-04-17T21:59:38Z,,,,,5657978269,277,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200581,434,1,1,45,0,b3r6d8ydtmtjckam6pku9y400,1,66.8,29.8,2025-04-17T16:45:13.105Z,2025-04-17T16:45:15Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657977153,213,5.66,5657977145,56,Right,5657977147,140,79.2,5657977151,212,16.1,5657977149,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200599,435,1,1,45,2,b3r6d8ydtmtjckam6pku9y400,1,78.8,15.9,2025-04-17T16:45:15.281Z,2025-04-17T16:45:17Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5657977207,212,17.3,5657977201,56,Right,5657977205,141,19.2,5657977209,213,0.13,5657977203,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200605,436,1,1,45,5,b3r6d8ydtmtjckam6pku9y400,0,95.1,19.2,2025-04-17T16:45:17.824Z,2025-04-17T21:55:21Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657979823,233,314,5657977215,2,,5657977227,213,1.65,5657977219,56,Center,5658416309,20,,5658416307,224,,5657977217,155,,5657977223,141,47.8,5657977225,212,19.5,5657977221,140,,,,,,,,,,,,,,,,,,,,,93.7,,,,,,,,,,,,,
2802200995,329,44,1,45,6,59as3grjvj19voay31j3yfgni,1,6.3,54.0,2025-04-17T16:45:18.472Z,2025-04-17T17:22:32Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657981447,233,467,5657979623,285,,5657979621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201285,467,44,1,45,6,b3r6d8ydtmtjckam6pku9y400,0,93.7,46.0,2025-04-17T16:45:18.473Z,2025-04-17T17:22:32Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657981363,286,,5657981491,233,329,5657981359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200611,314,41,1,45,6,59as3grjvj19voay31j3yfgni,1,6.5,51.1,2025-04-17T16:45:19.280Z,2025-04-17T21:55:37Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5658416379,213,1.17,5658416377,212,5.3,5658416373,140,8.5,5657979847,233,436,5658416375,141,58.3,5658416381,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200623,315,12,1,45,9,59as3grjvj19voay31j3yfgni,1,8.4,57.2,2025-04-17T16:45:21.515Z,2025-04-17T16:47:51Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657977311,213,6.25,5657977307,141,56.4,5657977309,212,15.9,5657977305,140,23.5,5657977303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200613,437,15,1,45,9,b3r6d8ydtmtjckam6pku9y400,1,83.9,42.7,2025-04-17T16:45:22.161Z,2025-04-17T21:58:07Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657977903,103,19,5657977247,22,,5657977909,146,85.5,5657983127,17,,5657977915,231,46.4,5657977911,147,43.7,5657977901,102,52.5,5657977905,328,,5657977919,233,317,5657977913,230,5657977837,20,,5657977841,82,,5657977251,56,5657983129,76,5657977907,458,,,,,,,,,96.0,Center,,,,,,,,,,,,
2802200697,317,10,1,45,9,59as3grjvj19voay31j3yfgni,1,15.9,56.5,2025-04-17T16:45:22.261Z,2025-04-17T21:57:24Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5657977755,56,Back,5657977923,233,437,5657977753,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200625,438,1,1,45,12,b3r6d8ydtmtjckam6pku9y400,1,92.6,52.7,2025-04-17T16:45:24.497Z,2025-04-17T16:45:32Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,1.0,,5657977313,56,Center,5657977495,210,13,5657977321,213,3.76,5657977497,154,,5657977319,212,6.4,5657977315,140,87.6,5657977317,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200631,439,13,1,45,12,b3r6d8ydtmtjckam6pku9y400,1,87.3,47.2,2025-04-17T16:45:25.362Z,2025-04-17T21:58:20Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657977503,154,,5657977511,103,69.4,5657977515,231,50.5,5657977499,74,,5657977509,102,49.1,5657977343,56,Center,5657977505,55,438,5657977501,29,,5657977513,230,98.6,5657977339,22,5657977341,17,,5657977417,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200695,316,5,1,45,13,59as3grjvj19voay31j3yfgni,1,-1.2,53.0,2025-04-17T16:45:25.761Z,2025-04-17T17:51:49Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657977757,233,440,5657977749,56,Back,5657977751,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200639,440,5,1,45,13,b3r6d8ydtmtjckam6pku9y400,0,101.2,47.0,2025-04-17T16:45:25.761Z,2025-04-17T17:51:49Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657977761,233,316,5657977403,346,,5657977401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200713,318,1,1,45,43,59as3grjvj19voay31j3yfgni,0,4.4,45.6,2025-04-17T16:45:56.238Z,2025-04-17T21:59:10Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657977943,1,,5657977937,141,22.5,5657977935,140,61.4,5657977931,124,,5657977941,213,6.03,5657977945,74,,5657977939,212,61.9,5657977933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200715,441,8,1,45,48,b3r6d8ydtmtjckam6pku9y400,1,35.7,75.7,2025-04-17T16:46:00.433Z,2025-04-17T21:59:22Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657977979,56,Back,5658417797,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200719,442,1,1,45,49,b3r6d8ydtmtjckam6pku9y400,0,40.0,83.3,2025-04-17T16:46:02.162Z,2025-04-17T16:46:02Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657978013,213,5.71,5657978007,140,57.5,5657978005,56,Center,5657978009,141,66.0,5657978011,212,21.8,5657978015,1,,5657978003,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200731,319,1,1,45,54,59as3grjvj19voay31j3yfgni,1,29.0,54.6,2025-04-17T16:46:07.090Z,2025-04-17T16:46:11Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657978115,213,3.29,5657978111,212,17.4,5657978103,140,12.6,5657978099,56,Back,5657978107,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200745,320,1,1,45,59,59as3grjvj19voay31j3yfgni,0,20.8,37.1,2025-04-17T16:46:11.674Z,2025-04-17T16:46:14Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657978189,140,68.1,5657978193,212,51.6,5657978187,56,Right,5657978197,1,,5657978185,157,,5657978195,213,6.01,5657978191,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200765,444,1,1,46,3,b3r6d8ydtmtjckam6pku9y400,1,32.9,84.2,2025-04-17T16:46:15.585Z,2025-04-17T16:46:18Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657978295,141,65.8,5657978293,140,37.8,5657978291,56,Back,5657978297,212,13.5,5657978299,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200769,445,1,1,46,5,b3r6d8ydtmtjckam6pku9y400,0,37.8,67.3,2025-04-17T16:46:18.113Z,2025-04-17T16:46:19Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657978321,140,69.7,5657978323,141,82.7,5657978325,212,35.1,5657978329,1,,5657978317,155,,5657978319,56,Left,5657978327,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200781,323,1,1,46,7,59as3grjvj19voay31j3yfgni,1,31.2,23.7,2025-04-17T16:46:20.272Z,2025-04-17T16:46:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5657978389,140,39.4,5657978393,212,9.7,5657978387,56,Back,5657978395,213,0.49,5657978391,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200803,324,1,1,46,9,59as3grjvj19voay31j3yfgni,1,39.4,30.4,2025-04-17T16:46:21.809Z,2025-04-17T16:46:23Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657978471,56,Center,5657978473,140,53.1,5657978475,141,31.0,5657978479,213,0.03,5657978477,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200815,325,2,1,46,11,59as3grjvj19voay31j3yfgni,1,53.9,31.8,2025-04-17T16:46:23.646Z,2025-04-17T16:46:37Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657978569,140,73.9,5657978773,7,djlyi0ad4x1p0k4thn8n0axw4,5657978573,141,5.3,5657978565,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200837,326,43,1,46,13,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:46:26.371Z,2025-04-17T16:46:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5657978685,211,0,5657978823,144,3,5657978677,56,Right,5657978679,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200841,446,43,1,46,15,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:46:27.457Z,2025-04-17T16:46:34Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657978703,56,Back,5657978705,285,0,5657978743,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200909,448,1,1,46,32,b3r6d8ydtmtjckam6pku9y400,1,23.2,74.7,2025-04-17T16:46:45.121Z,2025-04-17T16:46:46Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657979093,141,38.3,5657979089,56,Back,5657979095,212,26.5,5657979085,5,,5657979091,140,14.3,5657979087,241,,5657979097,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200933,449,1,1,46,33,b3r6d8ydtmtjckam6pku9y400,1,14.3,38.3,2025-04-17T16:46:46.273Z,2025-04-17T16:46:54Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657979249,212,17.1,5657979251,213,5.67,5657979243,56,Back,5657979247,141,23.9,5657979245,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200945,450,1,1,46,41,b3r6d8ydtmtjckam6pku9y400,1,40.1,24.7,2025-04-17T16:46:54.289Z,2025-04-17T16:46:58Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657979299,56,Back,5657979307,213,2.72,5657979303,141,37.3,5657979301,140,21.7,5657979305,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200965,451,1,1,46,45,b3r6d8ydtmtjckam6pku9y400,1,22.8,38.0,2025-04-17T16:46:58.369Z,2025-04-17T16:47:04Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657979435,212,11.3,5657979431,140,26.6,5657979437,213,1.21,5657979429,56,Back,5657979433,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200977,452,1,1,46,52,b3r6d8ydtmtjckam6pku9y400,1,32.6,44.8,2025-04-17T16:47:04.833Z,2025-04-17T16:47:09Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657979507,140,37.2,5657979513,213,1.16,5657979511,212,12.2,5657979509,141,61.2,5657979505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802200985,453,1,1,46,57,b3r6d8ydtmtjckam6pku9y400,1,43.5,77.5,2025-04-17T16:47:09.521Z,2025-04-17T16:47:12Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657979567,213,2.17,5657979559,56,Back,5657979565,212,9.4,5657979563,141,88.9,5657979561,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201027,454,1,1,46,59,b3r6d8ydtmtjckam6pku9y400,1,37.4,87.5,2025-04-17T16:47:12.272Z,2025-04-17T16:47:18Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657979789,141,44.3,5657979793,213,4.47,5657979787,140,30.6,5657979785,56,Back,5657979791,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201043,455,1,1,47,5,b3r6d8ydtmtjckam6pku9y400,1,36.7,35.5,2025-04-17T16:47:18.225Z,2025-04-17T16:47:21Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657979883,140,41.0,5657979889,213,5.03,5657979881,56,Back,5657979885,141,15.0,5657979887,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201057,456,1,1,47,8,b3r6d8ydtmtjckam6pku9y400,0,41.4,11.4,2025-04-17T16:47:20.960Z,2025-04-17T16:47:23Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657979951,141,0.0,5657979955,213,5.95,5657979949,140,66.2,5657979953,212,27.5,5657979945,155,,5657979947,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201125,330,5,1,47,10,59as3grjvj19voay31j3yfgni,1,31.6,101.3,2025-04-17T16:47:23.063Z,2025-04-17T17:51:49Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657980371,56,Back,5657980373,347,,5657980387,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201059,457,5,1,47,10,b3r6d8ydtmtjckam6pku9y400,0,68.4,-1.3,2025-04-17T16:47:23.063Z,2025-04-17T17:51:50Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657979959,347,,5657979957,56,Right,5657980391,233,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201133,331,1,1,47,25,59as3grjvj19voay31j3yfgni,0,27.7,100.0,2025-04-17T16:47:37.682Z,2025-04-17T16:48:51Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657980429,1,,5657980417,107,,5657980423,141,91.5,5657980419,56,Left,5657980427,213,6.08,5657980441,189,,5657980421,140,56.7,5657980425,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201387,339,1,1,47,26,59as3grjvj19voay31j3yfgni,0,53.9,90.8,2025-04-17T16:47:38.420Z,2025-04-17T16:48:44Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657981933,156,,5657981909,213,2.72,5657981907,212,3.5,5657981905,141,92.9,5657981903,140,50.9,5657981901,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201143,458,1,1,47,29,b3r6d8ydtmtjckam6pku9y400,1,44.3,3.5,2025-04-17T16:47:41.965Z,2025-04-17T16:49:10Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657982297,213,1.46,5657982291,140,45.2,5657982295,212,8.6,5657982289,3,,5657982293,141,16.0,5657980489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201163,459,50,1,47,30,b3r6d8ydtmtjckam6pku9y400,1,46.2,14.6,2025-04-17T16:47:42.459Z,2025-04-17T17:22:28Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657980601,56,Back,5657980603,286,,5657980609,233,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201149,332,7,1,47,30,59as3grjvj19voay31j3yfgni,0,53.8,85.4,2025-04-17T16:47:42.460Z,2025-04-17T22:01:14Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5657980545,285,,5658418767,383,,5657980605,233,459,5657980543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201165,460,4,1,47,31,b3r6d8ydtmtjckam6pku9y400,1,47.4,13.8,2025-04-17T16:47:44.381Z,2025-04-17T16:47:49Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657980645,13,,5657980653,286,,5657980647,295,,5657980659,233,333,5657980651,152,,5657980649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201159,333,4,1,47,31,59as3grjvj19voay31j3yfgni,0,52.6,86.2,2025-04-17T16:47:44.382Z,2025-04-17T16:47:50Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657980627,13,,5657980669,233,460,5657980629,295,,5657980635,285,,5657980631,56,Left,5657980633,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201181,461,1,1,47,34,b3r6d8ydtmtjckam6pku9y400,1,38.2,19.5,2025-04-17T16:47:47.344Z,2025-04-17T16:49:20Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657980719,212,12.6,5657980721,213,1.88,5657980713,56,Back,5657980717,141,37.1,5657980709,5,,5657980711,152,,5657980715,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201185,462,1,1,47,36,b3r6d8ydtmtjckam6pku9y400,1,43.9,44.5,2025-04-17T16:47:48.960Z,2025-04-17T16:49:22Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657980765,213,0.01,5657980757,56,Center,5657980761,141,44.9,5657980763,212,19.8,5657980759,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201203,463,1,1,47,38,b3r6d8ydtmtjckam6pku9y400,1,66.2,46.0,2025-04-17T16:47:51.136Z,2025-04-17T16:47:55Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657980879,213,0.71,5657980873,140,95.5,5657980877,212,40.5,5657980881,1,,5657980875,141,84.8,5657980871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201209,464,1,1,47,42,b3r6d8ydtmtjckam6pku9y400,0,95.8,86.3,2025-04-17T16:47:55.360Z,2025-04-17T16:47:56Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5657980903,213,2.80,5657980895,56,Left,5657980901,212,8.6,5657980897,140,88.1,5657980899,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201211,334,43,1,47,44,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:47:57.374Z,2025-04-17T16:48:00Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657980943,144,8,5657980913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201213,335,8,1,47,46,59as3grjvj19voay31j3yfgni,1,13.0,4.7,2025-04-17T16:47:58.901Z,2025-04-17T22:01:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5657980917,56,Back,5658419025,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201229,337,1,1,47,49,59as3grjvj19voay31j3yfgni,0,4.7,13.4,2025-04-17T16:48:01.943Z,2025-04-17T16:48:02Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5657981007,236,,5657980987,141,13.7,5657981013,286,,5657980981,157,,5657980991,213,0.08,5657980985,140,7.0,5657980989,212,2.4,5657981009,233,465,5657980993,1,,5657980983,56,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,
2802201227,465,74,1,47,49,b3r6d8ydtmtjckam6pku9y400,1,93.7,87.7,2025-04-17T16:48:01.944Z,2025-04-17T22:01:47Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5657980979,285,,5657980977,56,Left,5657981017,233,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802202289,340,5,1,47,52,59as3grjvj19voay31j3yfgni,1,22.8,-1.8,2025-04-17T16:48:04.528Z,2025-04-17T17:51:50Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5657987299,56,Back,5657987301,347,,5657987305,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201241,466,5,1,47,52,b3r6d8ydtmtjckam6pku9y400,0,77.2,101.8,2025-04-17T16:48:04.528Z,2025-04-17T16:55:07Z,7hw1plnv7nvxnqpnfnxcxszpx,A. Cornelius,,,5657981063,56,Left,5657981065,347,,5657987311,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201313,338,30,1,48,5,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:48:17.948Z,2025-04-17T16:48:26Z,,,,,5657981511,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802201315,468,30,1,48,5,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:48:17.948Z,2025-04-17T16:48:26Z,,,,,5657981513,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204003,346,18,2,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T17:03:55.229Z,2025-04-17T17:04:28Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,,5657997093,44,Forward,5657997091,42,,5657997095,59,41,5657997127,55,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204007,347,19,2,45,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T17:03:55.230Z,2025-04-17T17:11:51Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5657997113,42,,5657997121,44,Midfielder,5658007743,292,6,5657997119,59,58,5658007745,293,1,5657997123,55,346,5657997117,145,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204059,483,18,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.329Z,2025-04-17T17:06:09Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657997437,44,Defender,5657997439,59,4,5657997435,42,,5657997465,55,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204061,484,19,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.330Z,2025-04-17T17:16:06Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5657997451,55,483,5657997449,44,Midfielder,5658014055,292,7,5657997445,145,4,5657997441,42,,5657997447,59,27,5658014057,293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204283,493,18,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.429Z,2025-04-17T17:05:53Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657998757,59,22,5657998777,55,494,5657998753,42,,5657998755,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204285,494,19,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.430Z,2025-04-17T17:16:01Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5657998767,59,30,5657998759,42,,5657998771,44,Forward,5658013945,292,8,5657998773,55,493,5657998763,145,3,5658013947,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204323,495,18,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.529Z,2025-04-17T17:06:01Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5657998977,55,496,5657998959,44,Forward,5657998961,59,11,5657998957,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802204325,496,19,2,45,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:03:55.530Z,2025-04-17T17:15:58Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658013861,292,8,5657998973,55,495,5657998963,42,,5657998969,59,40,5658013863,293,2,5657998971,44,Forward,5657998967,145,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
