id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2712473479,434,1,2,51,29,59as3grjvj19voay31j3yfgni,1,37.3,20.9,2024-08-24T15:12:36.880Z,2024-08-24T17:07:03Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5167984695,141,51.1,5167984693,140,27.5,5167984699,213,2.04,5167984697,212,23.0,5167984691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473571,435,1,2,51,30,59as3grjvj19voay31j3yfgni,1,30.3,60.9,2024-08-24T15:12:38.032Z,2024-08-24T15:12:40Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167985215,56,Back,5167985223,141,89.0,5167985227,212,22.4,5167985233,213,1.02,5167985219,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473667,436,1,2,51,32,59as3grjvj19voay31j3yfgni,1,42.2,90.1,2024-08-24T15:12:40.640Z,2024-08-24T15:12:43Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167985753,213,4.18,5167985729,56,Back,5167985747,212,20.6,5167985739,141,64.0,5167985735,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473727,437,1,2,51,35,59as3grjvj19voay31j3yfgni,1,33.4,64.8,2024-08-24T15:12:43.520Z,2024-08-24T15:12:45Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167986023,56,Back,5167986031,213,5.04,5167986029,212,16.0,5167986027,141,42.5,5167986025,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473811,438,1,2,51,37,59as3grjvj19voay31j3yfgni,1,37.7,42.5,2024-08-24T15:12:45.024Z,2024-08-24T15:12:47Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5167986395,56,Center,5167986403,213,5.88,5167986401,212,19.6,5167986397,140,54.9,5167986399,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473835,439,1,2,51,39,59as3grjvj19voay31j3yfgni,1,48.9,38.8,2024-08-24T15:12:47.584Z,2024-08-24T15:12:48Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5167986529,140,47.3,5167986541,212,9.9,5167986525,56,Back,5167986535,141,53.2,5167986549,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473861,440,1,2,51,40,59as3grjvj19voay31j3yfgni,0,47.3,53.2,2024-08-24T15:12:48.128Z,2024-08-24T15:12:48Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5167986715,212,10.1,5167986711,140,56.7,5167986713,141,49.9,5167986717,213,6.06,5167986709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473985,431,8,2,51,41,aljua8crr0vkwit0j3m59jw9j,1,44.3,49.5,2024-08-24T15:12:49.196Z,2024-08-24T17:07:52Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5168770281,385,,5167987325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712473913,441,61,2,51,42,59as3grjvj19voay31j3yfgni,0,53.0,46.4,2024-08-24T15:12:50.144Z,2024-08-24T15:12:50Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5167986961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712621541,829,1,2,51,42,aljua8crr0vkwit0j3m59jw9j,1,52.0,49.6,2024-08-24T15:12:50.699Z,2024-08-24T17:08:40Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5168775731,56,Center,5168775737,212,5.6,5168775733,140,54.0,5168775735,141,57.3,5168775739,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712621759,830,1,2,51,44,aljua8crr0vkwit0j3m59jw9j,1,54.0,57.3,2024-08-24T15:12:51.872Z,2024-08-24T17:08:52Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5168776903,212,3.5,5168776897,56,Center,5168776901,141,58.5,5168776899,140,50.8,5168776905,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712622151,831,1,2,51,44,aljua8crr0vkwit0j3m59jw9j,1,53.2,57.6,2024-08-24T15:12:52.278Z,2024-08-24T17:09:14Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5168779255,141,72.9,5168779259,213,0.50,5168779257,212,21.7,5168779253,140,71.3,5168779251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474251,432,3,2,51,46,aljua8crr0vkwit0j3m59jw9j,1,76.8,73.6,2024-08-24T15:12:53.952Z,2024-08-24T17:09:28Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5168780563,464,,5167988809,233,442,5167988771,286,,5167988767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474071,442,45,2,51,46,59as3grjvj19voay31j3yfgni,0,23.2,26.4,2024-08-24T15:12:53.952Z,2024-08-24T15:28:18Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5167988871,233,432,5167987717,285,,5167987709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474345,433,1,2,51,51,aljua8crr0vkwit0j3m59jw9j,1,88.5,82.3,2024-08-24T15:12:59.459Z,2024-08-24T15:13:01Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5167989191,56,Center,5167989193,140,87.9,5167989197,212,14.4,5167989199,213,4.67,5167989195,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474373,434,1,2,51,53,aljua8crr0vkwit0j3m59jw9j,0,95.6,72.0,2024-08-24T15:13:01.519Z,2024-08-24T15:13:03Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5167989307,56,Center,5167989321,213,4.71,5167989377,286,,5167989313,141,69.1,5167989309,140,95.6,5167989373,233,443,5167989317,212,2.0,5167989371,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474337,443,74,2,51,53,59as3grjvj19voay31j3yfgni,1,8.9,32.5,2024-08-24T15:13:01.520Z,2024-08-24T15:13:03Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5167989471,233,434,5167989133,285,,5167989129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475309,444,12,2,51,56,59as3grjvj19voay31j3yfgni,1,6.5,39.9,2024-08-24T15:13:03.968Z,2024-08-24T15:13:28Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167994355,213,5.67,5167994353,212,43.3,5167994351,141,3.1,5167994349,140,40.2,5167994347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474725,435,1,2,52,1,aljua8crr0vkwit0j3m59jw9j,1,58.6,98.3,2024-08-24T15:13:08.947Z,2024-08-24T15:13:12Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5167991339,213,3.41,5167991329,140,42.8,5167991337,212,17.2,5167991333,141,91.7,5167991327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474777,436,1,2,52,4,aljua8crr0vkwit0j3m59jw9j,1,40.7,84.2,2024-08-24T15:13:12.611Z,2024-08-24T15:13:14Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5167991573,56,Back,5167991577,141,42.5,5167991581,213,4.71,5167991579,212,28.4,5167991575,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474833,437,1,2,52,6,aljua8crr0vkwit0j3m59jw9j,1,39.8,42.1,2024-08-24T15:13:14.147Z,2024-08-24T15:13:15Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167991861,213,0.83,5167991853,56,Back,5167991859,212,10.4,5167991857,141,53.3,5167991855,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712474885,438,1,2,52,7,aljua8crr0vkwit0j3m59jw9j,1,46.5,53.3,2024-08-24T15:13:15.508Z,2024-08-24T15:13:17Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167992161,56,Back,5167992169,141,39.7,5167992171,212,10.5,5167992175,213,4.22,5167992165,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475103,439,1,2,52,9,aljua8crr0vkwit0j3m59jw9j,1,41.8,39.7,2024-08-24T15:13:17.027Z,2024-08-24T15:13:22Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167993263,56,Back,5167993269,212,24.6,5167993267,141,4.7,5167993271,213,4.98,5167993265,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475175,440,1,2,52,15,aljua8crr0vkwit0j3m59jw9j,1,46.2,3.1,2024-08-24T15:13:22.820Z,2024-08-24T15:13:25Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5167993657,213,2.63,5167993653,141,25.6,5167993649,56,Back,5167993651,140,20.2,5167993655,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475259,441,1,2,52,17,aljua8crr0vkwit0j3m59jw9j,1,20.0,25.8,2024-08-24T15:13:24.787Z,2024-08-24T15:13:26Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167994095,141,51.3,5167994099,213,2.13,5167994093,140,9.6,5167994097,212,20.5,5167994091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475299,442,1,2,52,19,aljua8crr0vkwit0j3m59jw9j,0,9.6,51.3,2024-08-24T15:13:26.787Z,2024-08-24T15:13:28Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5167994297,56,Back,5167994299,140,24.6,5167994305,213,6.19,5167994301,141,49.1,5167994303,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475313,445,43,2,52,20,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-24T15:13:27.968Z,2024-08-24T15:13:31Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167994973,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475339,446,61,2,52,21,59as3grjvj19voay31j3yfgni,0,83.1,50.8,2024-08-24T15:13:29.312Z,2024-08-24T15:13:29Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167994511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712475383,443,52,2,52,22,aljua8crr0vkwit0j3m59jw9j,1,14.9,51.3,2024-08-24T15:13:30.179Z,2024-08-24T17:10:26Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168785899,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476143,444,1,2,52,42,aljua8crr0vkwit0j3m59jw9j,1,15.2,51.0,2024-08-24T15:13:50.052Z,2024-08-24T15:13:51Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5167998829,140,19.0,5167998835,213,1.31,5167998833,212,15.6,5167998879,189,,5167998827,56,Back,5167998823,123,,5167998831,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476269,445,1,2,52,44,aljua8crr0vkwit0j3m59jw9j,1,19.6,77.2,2024-08-24T15:13:52.643Z,2024-08-24T15:13:54Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5167999481,141,97.7,5167999483,212,15.0,5167999487,213,1.20,5167999477,56,Back,5167999479,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476291,446,1,2,52,46,aljua8crr0vkwit0j3m59jw9j,0,24.2,98.0,2024-08-24T15:13:53.987Z,2024-08-24T15:13:54Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5167999605,213,6.05,5167999599,140,26.4,5167999603,212,2.4,5167999595,56,Back,5167999601,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476301,447,5,2,52,46,59as3grjvj19voay31j3yfgni,1,71.6,-1.1,2024-08-24T15:13:54.352Z,2024-08-24T15:43:41Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167999621,347,,5167999619,56,Right,5168315957,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476595,447,5,2,52,46,aljua8crr0vkwit0j3m59jw9j,0,28.4,101.1,2024-08-24T15:13:54.352Z,2024-08-24T15:43:46Z,5q4p56lg1vjsqo824aql0e1d6,D. Wilkins,,,5168315995,233,447,5168001213,347,,5168001211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476329,448,1,2,52,46,59as3grjvj19voay31j3yfgni,1,66.7,0.0,2024-08-24T15:13:54.575Z,2024-08-24T15:13:55Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5167999733,107,,5167999737,56,Right,5167999745,212,12.5,5167999741,140,70.2,5167999747,213,1.27,5167999743,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476415,449,1,2,52,47,59as3grjvj19voay31j3yfgni,1,70.2,15.5,2024-08-24T15:13:55.391Z,2024-08-24T15:13:57Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5168000205,56,Right,5168000211,212,11.3,5168000209,141,4.3,5168000213,213,5.55,5168000207,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476535,450,1,2,52,49,59as3grjvj19voay31j3yfgni,1,81.5,6.8,2024-08-24T15:13:57.216Z,2024-08-24T15:14:06Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,1.0,5168000887,140,77.6,5168002281,210,15,5168000893,212,10.6,5168000889,141,21.2,5168000897,213,1.97,5168000885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476543,451,15,2,52,52,59as3grjvj19voay31j3yfgni,1,80.2,25.0,2024-08-24T15:13:59.776Z,2024-08-24T16:24:23Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5168002381,55,450,5168002377,29,,5168002391,215,,5168002393,146,97.3,5168000949,22,,5168000951,18,,5168000953,56,Center,5168001291,72,,5168002485,233,448,5168002387,102,49.2,5168002395,147,48.4,5168002373,78,5168002389,103,7.0,,,,,,,,,,,,,,,,,,,,,,
2712476633,448,10,2,52,52,aljua8crr0vkwit0j3m59jw9j,1,1.3,50.7,2024-08-24T15:13:59.876Z,2024-08-24T17:11:08Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168001385,56,Back,5168790201,377,,5168002549,233,451,5168002451,180,,5168002447,177,,5168001381,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476915,449,1,2,53,1,aljua8crr0vkwit0j3m59jw9j,1,3.0,50.3,2024-08-24T15:14:08.948Z,2024-08-24T17:11:17Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168002911,213,5.29,5168002899,123,,5168002905,141,5.5,5168791105,287,,5168002907,212,36.5,5168002903,140,22.1,5168002901,56,Back,5168002915,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712476975,450,1,2,53,2,aljua8crr0vkwit0j3m59jw9j,1,22.1,5.5,2024-08-24T15:14:10.259Z,2024-08-24T15:14:11Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5168003175,213,2.39,5168003169,140,9.9,5168003167,56,Back,5168003171,141,23.0,5168003173,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477001,451,1,2,53,3,aljua8crr0vkwit0j3m59jw9j,0,9.6,23.4,2024-08-24T15:14:11.540Z,2024-08-24T15:14:12Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5168003325,213,0.01,5168003315,157,,5168003323,212,31.8,5168003327,1,,5168003321,141,24.0,5168003317,56,Back,5168003319,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477017,452,1,2,53,4,59as3grjvj19voay31j3yfgni,1,59.0,76.0,2024-08-24T15:14:12.295Z,2024-08-24T16:01:42Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5168003403,56,Center,5168003419,213,5.94,5168003411,141,71.9,5168003405,140,66.5,5168003415,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477109,454,1,2,53,5,59as3grjvj19voay31j3yfgni,0,64.8,72.5,2024-08-24T15:14:13.231Z,2024-08-24T15:14:17Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5168003843,212,28.1,5168004355,4,,5168003841,141,55.9,5168003839,140,89.3,5168003845,213,5.87,5168003837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477145,455,43,2,53,7,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-24T15:14:15.710Z,2024-08-24T15:14:17Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5168004325,144,61,5168004039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477165,452,52,2,53,8,aljua8crr0vkwit0j3m59jw9j,1,10.3,41.2,2024-08-24T15:14:16.196Z,2024-08-24T17:11:31Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168792505,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477663,453,1,2,53,22,aljua8crr0vkwit0j3m59jw9j,1,14.9,41.6,2024-08-24T15:14:29.956Z,2024-08-24T17:11:42Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168006849,123,,5168006851,56,Back,5168006853,140,25.6,5168006857,212,11.4,5168793589,189,,5168006859,213,6.12,5168006855,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477697,454,1,2,53,23,aljua8crr0vkwit0j3m59jw9j,1,25.6,38.9,2024-08-24T15:14:30.915Z,2024-08-24T15:14:32Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5168007075,140,7.3,5168007081,212,19.7,5168007083,213,2.92,5168007073,56,Back,5168007077,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477797,455,1,2,53,24,aljua8crr0vkwit0j3m59jw9j,1,7.2,45.5,2024-08-24T15:14:32.196Z,2024-08-24T15:14:34Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168007541,213,4.77,5168007523,56,Back,5168007531,141,25.6,5168007527,140,7.9,5168007537,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712477871,456,1,2,53,26,aljua8crr0vkwit0j3m59jw9j,0,7.9,18.9,2024-08-24T15:14:34.100Z,2024-08-24T15:14:35Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5168007903,140,81.2,5168007907,141,51.9,5168007897,157,,5168007909,212,80.2,5168007913,1,,5168007899,56,Center,5168007911,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478157,457,1,2,53,29,59as3grjvj19voay31j3yfgni,1,18.2,53.0,2024-08-24T15:14:37.455Z,2024-08-24T15:14:43Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5168009345,141,61.4,5168009349,213,0.79,5168009343,140,23.6,5168009347,212,8.0,5168009341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478281,458,1,2,53,35,59as3grjvj19voay31j3yfgni,1,31.9,64.6,2024-08-24T15:14:42.911Z,2024-08-24T15:14:45Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5168010025,56,Back,5168010029,140,33.8,5168010033,141,33.2,5168010041,213,4.81,5168010037,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478413,459,1,2,53,37,59as3grjvj19voay31j3yfgni,1,36.0,30.9,2024-08-24T15:14:45.679Z,2024-08-24T15:14:49Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5168010745,213,2.55,5168010735,141,53.9,5168010731,56,Back,5168010733,140,14.0,5168010739,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478525,460,1,2,53,41,59as3grjvj19voay31j3yfgni,1,14.6,53.3,2024-08-24T15:14:48.816Z,2024-08-24T15:14:51Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5168011325,140,30.1,5168011327,141,63.2,5168011329,212,17.6,5168011321,56,Back,5168011333,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478617,461,1,2,53,43,59as3grjvj19voay31j3yfgni,1,27.8,54.1,2024-08-24T15:14:51.391Z,2024-08-24T15:14:53Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5168011679,56,Back,5168011685,212,17.6,5168011689,213,3.40,5168011683,141,47.5,5168011681,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478747,462,1,2,53,45,59as3grjvj19voay31j3yfgni,0,10.2,47.3,2024-08-24T15:14:53.503Z,2024-08-24T15:14:57Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5168012395,56,Center,5168012405,212,50.7,5168012415,1,,5168012397,140,57.3,5168012401,141,63.7,5168012389,157,,5168012409,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478801,457,44,2,53,49,aljua8crr0vkwit0j3m59jw9j,1,39.4,39.3,2024-08-24T15:14:56.942Z,2024-08-24T15:15:01Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5168012701,56,Back,5168012703,285,,5168012807,233,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478765,463,44,2,53,49,59as3grjvj19voay31j3yfgni,0,60.6,60.7,2024-08-24T15:14:56.943Z,2024-08-24T15:15:02Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5168012473,56,Center,5168012475,286,,5168012843,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478941,458,1,2,53,49,aljua8crr0vkwit0j3m59jw9j,1,38.9,41.9,2024-08-24T15:14:57.211Z,2024-08-24T16:01:39Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5168013451,56,Back,5168013449,3,,5168013457,212,6.4,5168013453,140,44.9,5168013459,213,0.21,5168013455,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478969,459,1,2,53,51,aljua8crr0vkwit0j3m59jw9j,0,44.9,43.9,2024-08-24T15:14:59.347Z,2024-08-24T15:15:02Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5168013561,212,9.6,5168013553,56,Center,5168013557,141,38.0,5168013565,213,5.85,5168013555,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478951,464,4,2,53,53,59as3grjvj19voay31j3yfgni,1,47.0,59.4,2024-08-24T15:15:01.218Z,2024-08-24T15:28:09Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5168013805,233,460,5168013695,286,,5168013683,13,,5168013687,295,,5168013691,56,Back,5168013693,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712478979,460,4,2,53,53,aljua8crr0vkwit0j3m59jw9j,0,53.0,40.6,2024-08-24T15:15:01.219Z,2024-08-24T15:28:09Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5168013783,285,,5168013781,152,,5168013777,295,,5168013775,13,,5168013873,233,464,5168013779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712479329,465,1,2,54,3,59as3grjvj19voay31j3yfgni,1,45.4,56.1,2024-08-24T15:15:11.023Z,2024-08-24T15:15:12Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5168015499,189,,5168015435,152,,5168015439,56,Back,5168015443,140,36.1,5168015447,212,12.4,5168015445,141,67.4,5168015433,5,,5168015449,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712479385,466,1,2,54,4,59as3grjvj19voay31j3yfgni,1,36.1,67.7,2024-08-24T15:15:12.543Z,2024-08-24T15:15:13Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5168015689,56,Back,5168015697,213,4.86,5168015693,141,30.6,5168015691,140,39.6,5168015695,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712479427,467,1,2,54,5,59as3grjvj19voay31j3yfgni,1,39.6,30.6,2024-08-24T15:15:13.455Z,2024-08-24T15:15:14Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5168015897,141,42.7,5168015911,213,0.93,5168015889,56,Back,5168015895,140,45.5,5168015905,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
