id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2728025489,90,5,1,9,39,ahnt9ejgwj58ul8auzdvi3czf,1,-0.8,70.0,2024-09-29T14:11:06.047Z,2024-09-29T14:11:13Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253123759,346,,5253123801,233,103,5253123757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728025403,103,5,1,9,39,anga7587r1zv4ey71ge9zxol3,0,100.8,30.0,2024-09-29T14:11:06.047Z,2024-09-29T14:11:13Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253123843,233,90,5253123291,56,Center,5253123295,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728025923,91,1,1,9,58,ahnt9ejgwj58ul8auzdvi3czf,1,5.1,45.5,2024-09-29T14:11:24.391Z,2024-09-29T14:11:27Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5253126207,140,5.6,5253126205,56,Back,5253126217,237,,5253126211,212,2.3,5253126209,141,48.8,5253126199,124,,5253126213,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728025991,92,1,1,10,1,ahnt9ejgwj58ul8auzdvi3czf,1,8.9,43.7,2024-09-29T14:11:27.463Z,2024-09-29T14:11:31Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253126667,141,16.1,5253126665,140,10.9,5253126671,212,18.9,5253126663,56,Back,5253126675,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026075,93,1,1,10,4,ahnt9ejgwj58ul8auzdvi3czf,0,14.5,5.9,2024-09-29T14:11:31.063Z,2024-09-29T14:11:33Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5253127107,213,0.20,5253127105,212,33.7,5253127097,157,,5253127099,56,Back,5253127103,141,15.8,5253127109,1,,5253127101,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026155,104,1,1,10,8,anga7587r1zv4ey71ge9zxol3,1,54.3,74.4,2024-09-29T14:11:35.199Z,2024-09-29T14:11:37Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253127507,56,Left,5253127505,157,,5253127517,1,,5253127515,213,0.38,5253127511,141,82.9,5253127513,212,15.7,5253127509,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026189,106,1,1,10,10,anga7587r1zv4ey71ge9zxol3,1,64.0,82.9,2024-09-29T14:11:37.102Z,2024-09-29T14:57:31Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253127723,140,59.4,5253127725,141,73.0,5253127727,212,8.3,5253127721,56,Center,5253127729,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026249,107,1,1,10,12,anga7587r1zv4ey71ge9zxol3,1,59.4,73.0,2024-09-29T14:11:38.430Z,2024-09-29T14:11:40Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253127975,213,0.18,5253127967,56,Center,5253127973,212,18.6,5253127969,140,76.8,5253127971,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026313,108,1,1,10,14,anga7587r1zv4ey71ge9zxol3,1,76.8,77.9,2024-09-29T14:11:40.478Z,2024-09-29T14:11:43Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253128311,213,0.58,5253128307,141,84.1,5253128305,140,82.9,5253128303,56,Left,5253128309,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026319,109,3,1,10,16,anga7587r1zv4ey71ge9zxol3,0,81.0,86.2,2024-09-29T14:11:42.582Z,2024-09-29T18:27:32Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253128335,286,,5254736079,465,,5253128493,233,94,5253128333,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026305,94,7,1,10,16,ahnt9ejgwj58ul8auzdvi3czf,0,19.0,13.8,2024-09-29T14:11:42.583Z,2024-09-29T18:27:37Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5253128261,285,,5253128441,233,109,5254736427,385,,5253128259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026409,110,1,1,10,18,anga7587r1zv4ey71ge9zxol3,1,81.9,84.1,2024-09-29T14:11:44.494Z,2024-09-29T14:11:47Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253128831,213,4.43,5253128827,141,70.0,5253128829,212,10.0,5253128819,56,Center,5253128823,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026467,111,1,1,10,21,anga7587r1zv4ey71ge9zxol3,1,74.9,60.3,2024-09-29T14:11:47.550Z,2024-09-29T14:11:50Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5253129127,56,Center,5253129133,212,16.3,5253129131,141,36.4,5253129135,213,4.62,5253129129,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026519,112,1,1,10,25,anga7587r1zv4ey71ge9zxol3,1,73.6,26.2,2024-09-29T14:11:51.503Z,2024-09-29T14:11:52Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253129461,56,Right,5253129469,212,17.0,5253129471,213,5.56,5253129463,140,85.8,5253129467,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026559,113,1,1,10,26,anga7587r1zv4ey71ge9zxol3,1,85.8,9.7,2024-09-29T14:11:52.799Z,2024-09-29T14:11:54Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253129687,141,19.5,5253129685,140,82.4,5253129683,56,Right,5253129691,213,2.06,5253129689,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026645,114,1,1,10,27,anga7587r1zv4ey71ge9zxol3,1,82.3,19.7,2024-09-29T14:11:53.983Z,2024-09-29T14:11:58Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5253130093,212,12.1,5253130089,140,89.8,5253130091,141,33.3,5253130095,213,0.87,5253130087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026665,115,1,1,10,31,anga7587r1zv4ey71ge9zxol3,1,95.9,28.0,2024-09-29T14:11:58.016Z,2024-09-29T18:28:27Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,1.0,,5253130251,141,51.2,5253130247,140,96.1,5253130235,2,,5254739283,224,,5253130243,56,Center,5253133723,154,,5253133719,210,13,5254739285,20,,5253130257,213,1.56,5253130255,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026759,116,13,1,10,32,anga7587r1zv4ey71ge9zxol3,1,96.1,51.2,2024-09-29T14:11:58.407Z,2024-09-29T14:57:25Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5253130753,16,,5253130751,22,,5253132759,72,,5253133781,231,48.2,5253133759,29,,5253133777,328,,5253133775,214,,5253133779,230,97.3,5253133763,55,115,5253133769,102,59.0,5253133757,83,5253133773,103,6.9,5253133761,154,,5253130755,56,Center,,,,,,,,,,,,,,,
2728027437,95,5,1,10,33,ahnt9ejgwj58ul8auzdvi3czf,1,-0.7000000000000001,40.4,2024-09-29T14:12:00.008Z,2024-09-29T14:12:53Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5253134201,56,Back,5253134247,233,117,5253134203,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728026767,117,5,1,10,33,anga7587r1zv4ey71ge9zxol3,0,100.7,59.6,2024-09-29T14:12:00.008Z,2024-09-29T14:12:53Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5253130811,346,,5253134301,233,95,5253130809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027507,96,1,1,10,55,ahnt9ejgwj58ul8auzdvi3czf,1,4.5,50.4,2024-09-29T14:12:21.657Z,2024-09-29T14:12:23Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5253134575,1,,5253134571,212,42.5,5253134579,74,,5253134539,155,,5253134543,140,45.0,5253134533,124,,5253134573,213,6.27,5253134541,56,Back,5253134569,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027515,97,44,1,10,56,ahnt9ejgwj58ul8auzdvi3czf,1,45.4,49.9,2024-09-29T14:12:22.670Z,2024-09-29T15:07:39Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5253134663,233,118,5253134595,56,Back,5253134597,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027485,118,44,1,10,56,anga7587r1zv4ey71ge9zxol3,0,54.6,50.1,2024-09-29T14:12:22.671Z,2024-09-29T15:07:39Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253134475,286,,5253134473,56,Center,5253134745,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027569,98,1,1,10,57,ahnt9ejgwj58ul8auzdvi3czf,0,45.0,49.4,2024-09-29T14:12:23.369Z,2024-09-29T14:12:26Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5253134931,141,46.7,5253134917,3,,5253134933,212,25.2,5253134925,56,Center,5253134927,140,68.9,5253134921,168,,5253134937,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027715,120,1,1,10,58,anga7587r1zv4ey71ge9zxol3,1,44.7,50.9,2024-09-29T14:12:24.783Z,2024-09-29T14:12:30Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253135703,212,29.9,5253135699,140,45.9,5253135701,141,94.8,5253135705,213,1.53,5253135697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027737,121,1,1,11,4,anga7587r1zv4ey71ge9zxol3,1,62.8,90.9,2024-09-29T14:12:30.256Z,2024-09-29T14:12:31Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5253135851,56,Left,5253135859,213,5.38,5253135853,140,66.4,5253135857,212,6.1,5253135855,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027781,122,1,1,11,4,anga7587r1zv4ey71ge9zxol3,1,66.5,83.5,2024-09-29T14:12:31.200Z,2024-09-29T14:12:33Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253136075,213,3.47,5253136067,141,77.8,5253136059,56,Center,5253136071,212,11.9,5253136063,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027881,123,1,1,11,6,anga7587r1zv4ey71ge9zxol3,1,56.2,73.5,2024-09-29T14:12:33.153Z,2024-09-29T14:12:37Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253136697,56,Right,5253136707,1,,5253136705,213,4.78,5253136703,212,38.1,5253136701,141,17.6,5253136699,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728027999,124,1,1,11,11,anga7587r1zv4ey71ge9zxol3,1,64.3,12.5,2024-09-29T14:12:37.856Z,2024-09-29T14:12:42Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253137311,141,4.4,5253137313,212,10.0,5253137309,140,72.2,5253137307,56,Right,5253137315,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028065,125,1,1,11,16,anga7587r1zv4ey71ge9zxol3,1,58.2,17.6,2024-09-29T14:12:42.432Z,2024-09-29T14:12:44Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253137699,56,Back,5253137701,140,45.9,5253137705,212,13.6,5253137707,213,2.82,5253137703,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028149,126,1,1,11,18,anga7587r1zv4ey71ge9zxol3,1,47.3,22.4,2024-09-29T14:12:44.544Z,2024-09-29T14:12:47Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253138089,212,11.4,5253138091,213,5.42,5253138083,56,Right,5253138085,140,54.4,5253138087,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028211,127,1,1,11,21,anga7587r1zv4ey71ge9zxol3,0,61.3,9.8,2024-09-29T14:12:47.569Z,2024-09-29T14:12:50Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253138421,212,43.5,5253138417,140,100.0,5253138415,56,Center,5253138413,155,,5253138419,141,28.2,5253138423,213,0.29,5253138425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028315,99,5,1,11,23,ahnt9ejgwj58ul8auzdvi3czf,1,-1.2,74.6,2024-09-29T14:12:50.090Z,2024-09-29T14:12:56Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253138947,346,,5253138943,233,128,5253138941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028219,128,5,1,11,23,anga7587r1zv4ey71ge9zxol3,0,101.2,25.4,2024-09-29T14:12:50.090Z,2024-09-29T14:12:56Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253138447,56,Center,5253138449,346,,5253138957,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028835,100,1,1,11,43,ahnt9ejgwj58ul8auzdvi3czf,1,4.1,50.1,2024-09-29T14:13:10.138Z,2024-09-29T14:13:12Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5253141739,124,,5253141743,140,7.6,5253141741,56,Back,5253141749,212,13.1,5253141745,141,68.6,5253141759,237,,5253141753,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728028951,101,1,1,11,46,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,73.7,2024-09-29T14:13:12.378Z,2024-09-29T14:13:28Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253142311,141,94.1,5253142313,212,16.2,5253142305,56,Back,5253142307,140,20.6,5253142315,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029385,103,1,1,11,48,ahnt9ejgwj58ul8auzdvi3czf,1,23.1,93.8,2024-09-29T14:13:14.698Z,2024-09-29T14:13:33Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253144593,141,93.2,5253144589,56,Back,5253144597,213,6.26,5253144595,212,19.8,5253144591,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029025,102,1,1,11,52,ahnt9ejgwj58ul8auzdvi3czf,0,43.4,94.4,2024-09-29T14:13:18.378Z,2024-09-29T14:13:19Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253142691,140,39.1,5253142751,156,,5253142689,56,Back,5253142693,141,84.3,5253142697,213,4.13,5253142695,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029055,130,1,1,11,53,anga7587r1zv4ey71ge9zxol3,1,58.2,23.1,2024-09-29T14:13:20.033Z,2024-09-29T18:31:06Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253142889,141,20.3,5253142893,213,3.35,5253142887,140,49.8,5253142885,56,Back,5254749771,156,,5253142891,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029071,131,1,1,11,54,anga7587r1zv4ey71ge9zxol3,1,49.8,20.3,2024-09-29T14:13:20.865Z,2024-09-29T14:13:21Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253142997,56,Right,5253143005,213,5.51,5253143001,141,6.1,5253143003,212,13.8,5253142999,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029107,132,1,1,11,55,anga7587r1zv4ey71ge9zxol3,1,59.2,6.1,2024-09-29T14:13:21.505Z,2024-09-29T14:13:23Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253143169,212,9.4,5253143165,140,61.2,5253143167,141,19.5,5253143163,56,Right,5253143171,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029161,133,1,1,11,56,anga7587r1zv4ey71ge9zxol3,1,56.2,17.6,2024-09-29T14:13:23.041Z,2024-09-29T14:13:25Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253143445,56,Back,5253143447,140,39.3,5253143451,212,17.7,5253143453,213,3.13,5253143449,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029213,134,1,1,11,59,anga7587r1zv4ey71ge9zxol3,1,39.3,17.9,2024-09-29T14:13:25.458Z,2024-09-29T14:13:27Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253143787,212,17.9,5253143785,141,7.4,5253143779,56,Right,5253143783,140,54.9,5253143789,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029273,135,1,1,12,1,anga7587r1zv4ey71ge9zxol3,1,54.7,11.9,2024-09-29T14:13:27.761Z,2024-09-29T14:13:29Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253144079,141,21.5,5253144081,212,13.4,5253144083,213,2.63,5253144077,140,43.6,5253144075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029345,136,1,1,12,3,anga7587r1zv4ey71ge9zxol3,1,43.8,21.5,2024-09-29T14:13:29.745Z,2024-09-29T14:13:31Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253144415,140,40.0,5253144421,213,1.85,5253144417,141,41.8,5253144413,56,Back,5253144419,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029491,137,1,1,12,5,anga7587r1zv4ey71ge9zxol3,1,40.0,41.8,2024-09-29T14:13:31.777Z,2024-09-29T14:13:36Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253145091,56,Back,5253145099,213,1.35,5253145093,140,43.5,5253145097,212,17.1,5253145095,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029619,138,1,1,12,10,anga7587r1zv4ey71ge9zxol3,1,46.5,64.6,2024-09-29T14:13:36.498Z,2024-09-29T14:13:41Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253145753,56,Back,5253145759,212,15.0,5253145761,213,4.19,5253145755,140,39.4,5253145757,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029711,139,1,1,12,15,anga7587r1zv4ey71ge9zxol3,0,45.5,25.9,2024-09-29T14:13:41.250Z,2024-09-29T14:13:44Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253146229,140,83.2,5253146235,213,6.20,5253146237,1,,5253146231,141,21.3,5253146233,212,39.7,5253146225,155,,5253146227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029737,104,1,1,12,18,ahnt9ejgwj58ul8auzdvi3czf,1,19.0,79.7,2024-09-29T14:13:44.618Z,2024-09-29T14:14:04Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253146325,140,21.1,5253146333,212,9.1,5253149341,3,,5253146335,213,1.33,5253146329,141,92.7,5253146321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029797,106,1,1,12,20,ahnt9ejgwj58ul8auzdvi3czf,1,21.6,93.5,2024-09-29T14:13:46.907Z,2024-09-29T14:13:48Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5253146625,140,12.0,5253146633,213,3.05,5253146627,141,94.8,5253146623,56,Back,5253146629,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029893,107,1,1,12,22,ahnt9ejgwj58ul8auzdvi3czf,0,10.3,96.3,2024-09-29T14:13:48.298Z,2024-09-29T14:13:51Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253147103,157,,5253147107,140,42.4,5253147111,212,34.0,5253147105,56,Back,5253147115,1,,5253147109,141,90.3,5253147113,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728029937,140,1,1,12,25,anga7587r1zv4ey71ge9zxol3,0,63.1,10.1,2024-09-29T14:13:51.458Z,2024-09-29T14:13:52Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253147365,213,6.27,5253147347,56,Right,5253147345,3,,5253147349,140,74.3,5253147355,141,9.8,5253147361,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030015,108,61,1,12,28,ahnt9ejgwj58ul8auzdvi3czf,0,36.8,89.0,2024-09-29T14:13:54.834Z,2024-09-29T14:13:54Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253147693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030103,141,4,1,12,31,anga7587r1zv4ey71ge9zxol3,1,65.0,19.2,2024-09-29T14:13:57.234Z,2024-09-29T14:18:40Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5253148197,56,Right,5253148583,233,109,5253148191,13,,5253148209,265,,5253148203,152,,5253148211,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030159,109,4,1,12,31,ahnt9ejgwj58ul8auzdvi3czf,0,35.0,80.8,2024-09-29T14:13:57.235Z,2024-09-29T14:18:41Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5253148519,56,Back,5253148523,265,,5253148609,233,141,5253148521,152,,5253148525,285,,5253148517,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030697,142,1,1,12,48,anga7587r1zv4ey71ge9zxol3,1,65.9,22.8,2024-09-29T14:14:14.899Z,2024-09-29T14:14:41Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253151025,140,56.5,5253154579,189,,5253151031,141,35.8,5253151019,56,Center,5253151035,212,13.2,5253151037,213,2.41,5253151011,152,,5253151001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030779,143,1,1,12,50,anga7587r1zv4ey71ge9zxol3,1,56.5,35.8,2024-09-29T14:14:16.594Z,2024-09-29T14:14:19Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253151511,140,74.5,5253151513,141,6.5,5253151509,56,Right,5253151517,213,5.47,5253151515,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030809,144,1,1,12,53,anga7587r1zv4ey71ge9zxol3,1,74.5,6.2,2024-09-29T14:14:19.267Z,2024-09-29T14:14:20Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253151671,140,65.0,5253151673,141,5.5,5253151677,213,3.19,5253151675,212,10.0,5253151669,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030841,145,1,1,12,54,anga7587r1zv4ey71ge9zxol3,0,64.8,5.5,2024-09-29T14:14:20.596Z,2024-09-29T14:14:22Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253151861,212,24.4,5253151855,56,Right,5253151857,140,85.9,5253151863,213,0.44,5253151853,155,,5253151859,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030885,110,1,1,12,57,ahnt9ejgwj58ul8auzdvi3czf,1,12.7,80.3,2024-09-29T14:14:23.372Z,2024-09-29T14:25:20Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253152099,140,21.5,5253152103,212,9.4,5253152101,141,83.1,5253152105,213,0.20,5253152097,56,Back,5253152095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030917,111,1,1,12,57,ahnt9ejgwj58ul8auzdvi3czf,1,21.5,83.1,2024-09-29T14:14:23.980Z,2024-09-29T14:19:06Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253152267,56,Back,5253194627,168,,5253152275,213,1.77,5253152271,141,90.0,5253152269,140,20.6,5253152273,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030959,112,1,1,12,58,ahnt9ejgwj58ul8auzdvi3czf,0,20.7,90.3,2024-09-29T14:14:24.811Z,2024-09-29T14:25:21Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253152501,56,Back,5253152499,155,,5253152509,213,6.21,5253152503,140,40.4,5253152507,212,20.7,5253152505,141,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728030991,146,8,1,13,1,anga7587r1zv4ey71ge9zxol3,1,62.4,13.7,2024-09-29T14:14:27.540Z,2024-09-29T18:32:37Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253152687,56,Right,5254755459,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728031051,113,5,1,13,1,ahnt9ejgwj58ul8auzdvi3czf,1,35.4,101.1,2024-09-29T14:14:27.804Z,2024-09-29T14:18:38Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253153043,233,147,5253152953,56,Back,5253152955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728031031,147,5,1,13,1,anga7587r1zv4ey71ge9zxol3,0,64.6,-1.1,2024-09-29T14:14:27.804Z,2024-09-29T14:18:38Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253153097,233,113,5253152869,347,,5253152867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728031243,114,1,1,13,7,ahnt9ejgwj58ul8auzdvi3czf,1,44.8,100.0,2024-09-29T14:14:34.140Z,2024-09-29T14:14:36Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5253154077,212,24.9,5253154075,141,88.7,5253154083,1,,5253154071,56,Back,5253154079,213,3.48,5253154073,140,22.5,5253154069,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
