id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value
2701846065,417,1,2,52,29,5rz9enoyknpg8ji78za5b82p0,1,79.5,9.4,2024-07-19T17:15:56.289Z,2024-07-19T19:43:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,1.0,,5109098327,56,Center,5109098333,212,9.2,5109098329,140,79.1,5109098331,141,22.9,5109100193,210,15,5109098335,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846061,410,45,2,52,31,59as3grjvj19voay31j3yfgni,0,21.2,75.1,2024-07-19T17:15:58.347Z,2024-07-19T18:11:17Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5109098491,233,418,5109098297,56,Back,5109098299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846073,418,3,2,52,31,5rz9enoyknpg8ji78za5b82p0,1,78.8,24.9,2024-07-19T17:15:58.347Z,2024-07-19T19:43:41Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5109389703,465,,5109098475,233,410,5109098385,286,,5109098383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846077,419,15,2,52,32,5rz9enoyknpg8ji78za5b82p0,1,85.3,38.0,2024-07-19T17:15:59.218Z,2024-07-19T19:43:56Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5109100217,103,3.2,5109100211,55,417,5109098407,56,Center,5109100207,80,,5109100221,146,99.1,5109100215,102,46.5,5109098657,20,,5109098403,22,,5109100219,215,,5109098861,17,,5109098665,233,411,5109100209,29,5109100223,147,48.7,,,,,,,,,,,,,,,,,,,,,,
2701846087,411,10,2,52,32,59as3grjvj19voay31j3yfgni,1,2.4,54.2,2024-07-19T17:15:59.318Z,2024-07-19T19:44:00Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109098521,180,,5109098519,177,,5109098469,182,,5109390211,376,,5109098471,56,Back,5109098683,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846089,412,52,2,52,35,59as3grjvj19voay31j3yfgni,1,2.4,54.2,2024-07-19T17:16:02.141Z,2024-07-19T19:44:02Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109390281,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846133,413,1,2,52,38,59as3grjvj19voay31j3yfgni,0,11.7,52.4,2024-07-19T17:16:05.708Z,2024-07-19T17:16:09Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109098717,213,0.15,5109098715,212,82.6,5109098711,141,71.1,5109098701,199,,5109098705,56,Center,5109098707,140,89.4,5109098719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846139,420,52,2,52,44,5rz9enoyknpg8ji78za5b82p0,1,9.5,27.0,2024-07-19T17:16:10.946Z,2024-07-19T19:44:11Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5109390481,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846181,421,1,2,52,50,5rz9enoyknpg8ji78za5b82p0,1,14.7,52.8,2024-07-19T17:16:17.491Z,2024-07-19T17:16:19Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5109098965,213,1.32,5109098949,123,,5109098961,212,17.1,5109098953,140,18.8,5109098951,56,Back,5109098957,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846195,422,1,2,52,52,5rz9enoyknpg8ji78za5b82p0,1,18.8,77.2,2024-07-19T17:16:19.667Z,2024-07-19T17:17:37Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109099007,140,25.3,5109099005,56,Back,5109099011,212,14.3,5109099013,213,1.07,5109099009,141,95.6,5109099043,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846205,423,1,2,52,55,5rz9enoyknpg8ji78za5b82p0,1,26.3,95.3,2024-07-19T17:16:21.971Z,2024-07-19T17:16:23Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109099071,213,4.61,5109099069,212,7.9,5109099067,141,83.8,5109099065,140,25.5,5109099063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846241,424,1,2,52,56,5rz9enoyknpg8ji78za5b82p0,1,25.5,83.8,2024-07-19T17:16:22.947Z,2024-07-19T17:16:29Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109099233,56,Back,5109099241,213,0.52,5109099237,141,95.9,5109099239,212,16.5,5109099235,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846255,414,83,2,53,1,59as3grjvj19voay31j3yfgni,0,34.9,10.1,2024-07-19T17:16:28.581Z,2024-07-19T17:16:36Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109099443,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846253,425,1,2,53,2,5rz9enoyknpg8ji78za5b82p0,1,60.3,96.0,2024-07-19T17:16:29.379Z,2024-07-19T17:16:31Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109099331,141,85.3,5109099335,213,4.23,5109099333,212,8.2,5109099329,140,56.7,5109099327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846259,426,1,2,53,4,5rz9enoyknpg8ji78za5b82p0,1,57.2,85.6,2024-07-19T17:16:31.395Z,2024-07-19T17:16:32Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109099365,213,1.67,5109099361,141,94.5,5109099363,212,6.1,5109099359,140,56.6,5109099357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846285,427,1,2,53,5,5rz9enoyknpg8ji78za5b82p0,1,56.6,94.5,2024-07-19T17:16:32.788Z,2024-07-19T17:16:37Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109099469,56,Back,5109099475,212,18.9,5109099477,213,3.65,5109099471,140,40.9,5109099473,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846297,428,1,2,53,11,5rz9enoyknpg8ji78za5b82p0,1,38.0,69.0,2024-07-19T17:16:37.811Z,2024-07-19T17:16:43Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109099533,56,Back,5109099541,213,3.60,5109099539,212,21.3,5109099535,140,19.8,5109099537,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846303,429,1,2,53,16,5rz9enoyknpg8ji78za5b82p0,1,19.2,49.0,2024-07-19T17:16:43.012Z,2024-07-19T17:16:44Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5109099573,56,Back,5109099577,141,11.7,5109099579,212,27.5,5109099575,140,29.4,5109099581,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846321,430,1,2,53,18,5rz9enoyknpg8ji78za5b82p0,0,31.5,9.0,2024-07-19T17:16:45.380Z,2024-07-19T19:44:34Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109099715,155,,5109099717,56,Right,5109099723,212,44.2,5109099719,140,73.0,5109099721,141,0.0,5109099727,1,,5109099725,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846433,415,5,2,53,22,59as3grjvj19voay31j3yfgni,1,24.0,101.6,2024-07-19T17:16:48.833Z,2024-07-19T17:23:25Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109100369,56,Back,5109100371,347,,5109100373,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846323,431,5,2,53,22,5rz9enoyknpg8ji78za5b82p0,0,76.0,-1.6,2024-07-19T17:16:48.833Z,2024-07-19T17:17:11Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109099729,56,Right,5109099731,347,,5109100389,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846629,418,1,2,53,33,59as3grjvj19voay31j3yfgni,0,20.1,100.0,2024-07-19T17:17:00.215Z,2024-07-19T17:23:15Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109101673,141,97.2,5109101669,56,Back,5109101677,213,5.98,5109101675,212,9.5,5109101671,140,28.7,5109102999,107,,5109103603,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846621,442,61,2,53,34,5rz9enoyknpg8ji78za5b82p0,1,71.2,2.0,2024-07-19T17:17:01.447Z,2024-07-19T17:23:16Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109101615,56,Right,5109101621,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847075,428,5,2,53,36,59as3grjvj19voay31j3yfgni,1,30.4,101.8,2024-07-19T17:17:03.633Z,2024-07-19T17:23:25Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109103863,347,,5109104151,189,,5109103879,233,445,5109103861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846669,445,5,2,53,36,5rz9enoyknpg8ji78za5b82p0,0,69.6,-1.8,2024-07-19T17:17:03.633Z,2024-07-19T17:19:08Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109101963,189,,5109101921,56,Right,5109103883,233,428,5109101923,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846441,416,1,2,53,43,59as3grjvj19voay31j3yfgni,0,25.3,100.0,2024-07-19T17:17:10.558Z,2024-07-19T17:17:12Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109100413,212,23.2,5109100411,141,95.7,5109100415,213,6.12,5109100417,1,,5109100405,107,,5109100407,56,Back,5109100409,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846447,432,1,2,53,45,5rz9enoyknpg8ji78za5b82p0,1,58.1,6.6,2024-07-19T17:17:12.548Z,2024-07-19T19:44:50Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109100453,56,Right,5109100457,141,13.5,5109100455,140,65.2,5109100451,3,,5109100461,213,0.56,5109100459,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846451,434,1,2,53,47,5rz9enoyknpg8ji78za5b82p0,1,63.4,17.0,2024-07-19T17:17:14.308Z,2024-07-19T17:17:15Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5109100469,141,5.9,5109100467,140,54.3,5109100465,56,Right,5109100471,212,12.2,5109100473,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846475,435,1,2,53,48,5rz9enoyknpg8ji78za5b82p0,1,54.3,5.9,2024-07-19T17:17:15.316Z,2024-07-19T17:17:18Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109100591,212,28.2,5109100595,1,,5109100589,141,44.8,5109100593,213,1.22,5109100587,140,63.6,5109100585,56,Center,5109100583,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846495,436,1,2,53,51,5rz9enoyknpg8ji78za5b82p0,1,63.6,44.8,2024-07-19T17:17:18.116Z,2024-07-19T19:45:08Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5109100743,212,17.8,5109100745,213,2.19,5109100741,141,66.1,5109100739,140,53.7,5109392263,156,,5109100737,56,Center,5109100735,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846507,437,1,2,53,54,5rz9enoyknpg8ji78za5b82p0,1,47.3,65.5,2024-07-19T17:17:21.637Z,2024-07-19T17:17:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109100863,141,55.8,5109100859,56,Back,5109100861,140,48.0,5109100867,213,4.82,5109100865,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846521,438,1,2,53,57,5rz9enoyknpg8ji78za5b82p0,1,55.9,71.4,2024-07-19T17:17:24.693Z,2024-07-19T17:17:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109100955,141,96.2,5109100959,213,1.24,5109100957,212,17.8,5109100951,56,Left,5109100953,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846539,439,1,2,54,0,5rz9enoyknpg8ji78za5b82p0,1,59.9,95.6,2024-07-19T17:17:27.525Z,2024-07-19T17:17:29Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109101049,140,44.0,5109101047,56,Back,5109101053,212,18.4,5109101051,141,84.1,5109101055,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846553,440,1,2,54,2,5rz9enoyknpg8ji78za5b82p0,1,44.0,84.1,2024-07-19T17:17:29.605Z,2024-07-19T17:17:32Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109101129,212,15.4,5109101125,140,48.3,5109101127,141,62.4,5109101131,213,5.01,5109101123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701897505,820,3,2,54,5,5rz9enoyknpg8ji78za5b82p0,0,38.6,58.5,2024-07-19T17:17:32.238Z,2024-07-19T19:45:30Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109392821,56,Back,5109392825,464,,5109392827,467,drlp4xtkta08jiu0px6m4ocq2,5109392823,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846559,441,4,2,54,5,5rz9enoyknpg8ji78za5b82p0,1,42.4,67.4,2024-07-19T17:17:32.518Z,2024-07-19T17:17:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109101299,233,417,5109101163,265,,5109101157,13,,5109101159,56,Back,5109101165,286,,5109101161,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846565,417,4,2,54,5,59as3grjvj19voay31j3yfgni,0,57.6,32.6,2024-07-19T17:17:32.519Z,2024-07-19T17:17:37Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5109101239,285,,5109101233,56,Center,5109101235,152,,5109101237,265,,5109101231,13,,5109101317,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846645,443,1,2,54,29,5rz9enoyknpg8ji78za5b82p0,0,36.5,64.6,2024-07-19T17:17:56.150Z,2024-07-19T19:46:37Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109101783,5,,5109101799,1,,5109101787,152,,5109101785,155,,5109101793,141,74.8,5109103067,189,,5109101791,140,76.1,5109101797,213,0.17,5109101795,212,42.2,5109101789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846657,419,1,2,54,30,59as3grjvj19voay31j3yfgni,1,21.8,26.4,2024-07-19T17:17:57.680Z,2024-07-19T19:46:44Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109101873,212,28.2,5109101869,140,45.0,5109101875,213,0.53,5109101871,141,47.2,5109101865,3,,5109101867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846653,444,43,2,54,32,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-19T17:17:59.174Z,2024-07-19T17:18:51Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109101843,56,Center,5109103271,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846723,421,1,2,54,38,59as3grjvj19voay31j3yfgni,1,71.1,76.7,2024-07-19T17:18:05.007Z,2024-07-19T19:46:54Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109102217,56,Left,5109102223,212,15.9,5109102227,213,0.43,5109102219,140,84.8,5109102221,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846747,422,1,2,54,44,59as3grjvj19voay31j3yfgni,1,75.0,76.0,2024-07-19T17:18:10.927Z,2024-07-19T17:18:16Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5109102343,213,4.17,5109102341,212,8.2,5109102339,141,65.7,5109102337,140,71.0,5109102335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846751,423,3,2,54,49,59as3grjvj19voay31j3yfgni,0,88.0,73.6,2024-07-19T17:18:16.096Z,2024-07-19T19:47:03Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5109102363,56,Center,5109102419,233,446,5109394789,465,,5109102365,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846759,446,7,2,54,49,5rz9enoyknpg8ji78za5b82p0,1,12.0,26.4,2024-07-19T17:18:16.097Z,2024-07-19T19:47:09Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109394921,384,,5109102413,233,423,5109102409,285,,5109102407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846781,448,1,2,54,55,5rz9enoyknpg8ji78za5b82p0,1,6.9,18.5,2024-07-19T17:18:22.007Z,2024-07-19T17:18:23Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109102525,213,4.15,5109102521,212,9.2,5109102509,56,Back,5109102517,141,7.1,5109102513,140,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846803,449,1,2,54,56,5rz9enoyknpg8ji78za5b82p0,0,4.7,7.2,2024-07-19T17:18:23.623Z,2024-07-19T19:47:24Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5109102623,56,Back,5109102621,157,,5109102627,141,7.2,5109102625,140,39.0,5109102631,213,0.00,5109102633,1,,5109102629,212,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846809,450,4,2,55,2,5rz9enoyknpg8ji78za5b82p0,1,38.6,10.8,2024-07-19T17:18:29.400Z,2024-07-19T17:18:32Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5109102693,295,,5109102695,56,Back,5109102697,152,,5109102691,13,,5109102745,233,424,5109102699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846819,424,4,2,55,2,59as3grjvj19voay31j3yfgni,0,61.4,89.2,2024-07-19T17:18:29.401Z,2024-07-19T17:18:33Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109102743,285,,5109102741,152,,5109102737,295,,5109102739,56,Left,5109102735,13,,5109102749,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846941,425,18,2,55,26,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T17:18:53.277Z,2024-07-19T17:18:53Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5109103351,59,21,5109103347,42,,5109103385,55,426,5109103349,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701846945,426,19,2,55,26,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T17:18:53.278Z,2024-07-19T17:21:57Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5109103369,55,425,5109109001,292,7,5109103363,145,8,5109103359,42,,5109103367,44,Midfielder,5109103365,59,17,5109103403,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847041,427,43,2,55,35,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T17:19:02.657Z,2024-07-19T17:19:05Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109103719,285,0,5109103717,56,Back,5109103749,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847065,451,1,2,55,38,5rz9enoyknpg8ji78za5b82p0,1,41.6,10.6,2024-07-19T17:19:05.208Z,2024-07-19T17:19:15Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109103809,212,19.5,5109104147,189,,5109103801,152,,5109103805,140,38.6,5109103807,141,38.9,5109103811,213,1.73,5109103799,5,,5109103803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847073,452,1,2,55,39,5rz9enoyknpg8ji78za5b82p0,1,38.6,38.9,2024-07-19T17:19:06.280Z,2024-07-19T17:19:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109103855,212,16.2,5109103857,213,3.34,5109103851,140,23.5,5109104179,189,,5109103853,141,34.2,5109103849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847085,453,1,2,55,40,5rz9enoyknpg8ji78za5b82p0,1,32.0,35.6,2024-07-19T17:19:07.480Z,2024-07-19T19:48:22Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109103943,213,1.88,5109103941,212,15.5,5109103937,140,27.5,5109103939,141,57.3,5109103935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847101,454,1,2,55,42,5rz9enoyknpg8ji78za5b82p0,1,24.4,53.9,2024-07-19T17:19:08.952Z,2024-07-19T17:19:12Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109104011,213,0.32,5109104005,140,32.5,5109104009,212,9.0,5109104007,141,58.1,5109104003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847125,455,1,2,55,45,5rz9enoyknpg8ji78za5b82p0,1,32.6,64.2,2024-07-19T17:19:12.089Z,2024-07-19T17:19:15Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109104133,140,48.1,5109104131,56,Back,5109104135,141,91.7,5109104137,212,24.8,5109104139,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847133,456,1,2,55,49,5rz9enoyknpg8ji78za5b82p0,1,59.4,85.9,2024-07-19T17:19:16.488Z,2024-07-19T17:19:18Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109104203,140,64.2,5109104201,56,Center,5109104205,141,64.2,5109104209,213,5.04,5109104207,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847151,457,1,2,55,51,5rz9enoyknpg8ji78za5b82p0,1,64.2,64.2,2024-07-19T17:19:18.137Z,2024-07-19T17:19:21Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109104303,140,68.7,5109104311,1,,5109104307,212,37.9,5109104305,141,8.9,5109104301,56,Right,5109104309,213,4.84,5109104299,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847157,458,1,2,55,54,5rz9enoyknpg8ji78za5b82p0,0,68.7,8.9,2024-07-19T17:19:21.641Z,2024-07-19T17:19:23Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5109104343,213,0.77,5109104341,212,24.3,5109104335,56,Center,5109104339,141,33.7,5109104337,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847167,429,12,2,55,57,59as3grjvj19voay31j3yfgni,1,14.2,69.4,2024-07-19T17:19:23.987Z,2024-07-19T17:19:25Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109104393,141,68.1,5109104391,140,22.4,5109104397,213,6.18,5109104395,212,8.7,5109104389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847195,431,1,2,56,2,59as3grjvj19voay31j3yfgni,0,24.1,70.5,2024-07-19T17:19:28.962Z,2024-07-19T17:19:30Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5109104525,56,Back,5109104529,141,93.8,5109104527,140,27.3,5109104533,213,1.36,5109104531,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847197,460,1,2,56,3,5rz9enoyknpg8ji78za5b82p0,1,65.5,10.0,2024-07-19T17:19:30.593Z,2024-07-19T19:48:55Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109104543,213,1.21,5109104541,212,6.2,5109104539,141,18.5,5109104535,56,Right,5109104537,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847201,461,1,2,56,3,5rz9enoyknpg8ji78za5b82p0,1,67.6,18.5,2024-07-19T17:19:30.648Z,2024-07-19T17:21:14Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109104563,141,20.0,5109104559,56,Right,5109104567,213,0.04,5109104565,212,23.3,5109104561,140,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701847223,462,1,2,56,5,5rz9enoyknpg8ji78za5b82p0,1,89.8,20.0,2024-07-19T17:19:32.729Z,2024-07-19T17:19:35Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109104703,140,86.6,5109104709,213,4.32,5109104705,141,8.0,5109104707,212,8.8,5109104701,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
