id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2783217321,135,1,1,11,35,b3r6d8ydtmtjckam6pku9y400,0,82.6,10.1,2025-03-02T17:14:46.888Z,2025-03-02T23:01:11Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5553572391,141,19.7,5553572393,212,8.8,5553572387,56,Right,5553572395,213,2.30,5553572389,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217319,130,8,1,11,36,36g6ifzjliec1jqnbtf7yesme,1,25.6,81.3,2025-03-02T17:14:48.188Z,2025-03-02T23:01:18Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5553572385,56,Back,5554852257,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217361,131,4,1,11,38,36g6ifzjliec1jqnbtf7yesme,1,24.4,75.0,2025-03-02T17:14:50.828Z,2025-03-02T19:01:53Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553572817,56,Back,5553572813,13,,5553572815,295,,5553572823,285,,5553572821,152,,5553572861,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217367,136,4,1,11,38,b3r6d8ydtmtjckam6pku9y400,0,75.6,25.0,2025-03-02T17:14:50.829Z,2025-03-02T18:18:02Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5553572725,152,,5553893095,295,,5553572729,286,,5553572887,233,131,5553572721,13,,5553572723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217859,132,1,1,12,6,36g6ifzjliec1jqnbtf7yesme,1,36.2,65.9,2025-03-02T17:15:18.675Z,2025-03-03T00:36:45Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553575315,141,31.2,5553575307,5,,5553575309,152,,5553575313,140,36.2,5553575311,56,Back,5553575317,212,23.6,5553575319,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217887,133,1,1,12,7,36g6ifzjliec1jqnbtf7yesme,1,36.2,31.5,2025-03-02T17:15:19.636Z,2025-03-02T23:02:17Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553575509,212,22.7,5553575511,213,1.60,5553575503,140,35.6,5553575499,56,Back,5553575507,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217907,134,1,1,12,10,36g6ifzjliec1jqnbtf7yesme,1,35.6,64.8,2025-03-02T17:15:22.275Z,2025-03-02T17:15:25Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553575681,140,34.7,5553575687,213,4.67,5553575683,141,28.4,5553575685,212,24.8,5553575679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217947,135,1,1,12,13,36g6ifzjliec1jqnbtf7yesme,0,34.7,22.6,2025-03-02T17:15:25.108Z,2025-03-02T17:15:28Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553575953,56,Right,5553575951,155,,5553575957,141,15.8,5553575959,212,47.3,5553575955,140,79.5,5553575963,1,,5553575961,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218019,138,1,1,12,18,b3r6d8ydtmtjckam6pku9y400,0,21.2,98.3,2025-03-02T17:15:30.136Z,2025-03-02T23:02:29Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553576369,141,96.2,5553576375,1,,5553576367,140,37.6,5553576363,157,,5553576365,56,Back,5553576371,212,17.3,5553576373,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783217989,136,44,1,12,19,36g6ifzjliec1jqnbtf7yesme,1,61.8,4.1,2025-03-02T17:15:31.340Z,2025-03-02T19:08:09Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553576211,56,Right,5553576213,286,,5553576471,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218033,139,44,1,12,19,b3r6d8ydtmtjckam6pku9y400,0,38.2,95.9,2025-03-02T17:15:31.341Z,2025-03-02T19:08:10Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553576453,285,,5553576451,56,Back,5553576491,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218011,137,1,1,12,19,36g6ifzjliec1jqnbtf7yesme,0,61.0,4.6,2025-03-02T17:15:31.660Z,2025-03-02T17:15:32Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553576329,141,0.0,5553576321,56,Right,5553576333,212,6.6,5553576337,213,5.58,5553576317,3,,5553576325,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218027,138,5,1,12,20,36g6ifzjliec1jqnbtf7yesme,0,66.4,-1.2,2025-03-02T17:15:32.630Z,2025-03-02T18:10:31Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553576419,347,,5553577225,233,140,5553576417,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218183,140,5,1,12,20,b3r6d8ydtmtjckam6pku9y400,1,33.6,101.2,2025-03-02T17:15:32.630Z,2025-03-02T18:10:31Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553577165,347,,5553577183,233,138,5553577163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218199,141,1,1,12,31,b3r6d8ydtmtjckam6pku9y400,0,33.2,100.0,2025-03-02T17:15:43.064Z,2025-03-02T19:03:02Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5553577293,140,42.3,5553577291,56,Back,5553577295,141,86.9,5553577289,107,,5553577299,212,13.4,5553577303,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218177,139,1,1,12,32,36g6ifzjliec1jqnbtf7yesme,1,62.8,11.9,2025-03-02T17:15:43.955Z,2025-03-02T17:16:14Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553577149,56,Center,5553579357,1,,5553579351,141,35.8,5553579347,140,67.4,5553579353,212,17.0,5553579345,157,,5553579355,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218515,142,3,1,12,34,36g6ifzjliec1jqnbtf7yesme,1,64.0,35.8,2025-03-02T17:15:46.451Z,2025-03-03T00:39:50Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5553581243,233,157,5553579041,56,Center,5553579043,286,,5554854955,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218867,157,45,1,12,34,b3r6d8ydtmtjckam6pku9y400,0,36.0,64.2,2025-03-02T17:15:46.451Z,2025-03-03T00:39:50Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553581047,285,,5553581273,233,142,5553581045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783314345,733,43,1,12,35,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-02T17:15:46.838Z,2025-03-02T23:02:45Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5554854833,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218241,140,1,1,12,35,36g6ifzjliec1jqnbtf7yesme,0,60.7,31.7,2025-03-02T17:15:47.115Z,2025-03-02T23:02:57Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5553577561,56,Center,5553577567,212,13.1,5553577563,140,71.4,5553577559,155,,5553577565,141,21.9,5553577569,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218227,142,43,1,12,35,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-02T17:15:47.489Z,2025-03-02T17:15:54Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553578019,144,45,5553577489,56,Back,5553577491,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218281,143,1,1,12,37,b3r6d8ydtmtjckam6pku9y400,1,32.2,77.8,2025-03-02T17:15:49.232Z,2025-03-02T17:15:51Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5553577799,213,5.53,5553577793,140,38.6,5553577797,212,9.2,5553577791,56,Back,5553577795,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783314663,1014,43,1,12,38,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-02T17:15:49.838Z,2025-03-02T23:02:59Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5554855307,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218287,144,4,1,12,39,b3r6d8ydtmtjckam6pku9y400,1,34.6,73.2,2025-03-02T17:15:50.946Z,2025-03-02T17:15:54Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5553577843,56,Back,5553577841,13,,5553577847,265,,5553577877,233,141,5553577849,286,,5553577845,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218275,141,4,1,12,39,36g6ifzjliec1jqnbtf7yesme,0,65.4,26.8,2025-03-02T17:15:50.947Z,2025-03-02T17:15:53Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553577891,233,144,5553577825,13,,5553577827,56,Center,5553577889,285,,5553577829,152,,5553577831,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218451,145,1,1,12,52,b3r6d8ydtmtjckam6pku9y400,1,30.6,65.2,2025-03-02T17:16:03.919Z,2025-03-02T23:03:17Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553578705,56,Back,5553578713,213,4.83,5553578711,212,16.6,5553578707,140,32.5,5553578701,5,,5553578703,152,,5553578709,141,41.0,5554855907,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218519,146,1,1,12,55,b3r6d8ydtmtjckam6pku9y400,1,32.5,41.0,2025-03-02T17:16:07.456Z,2025-03-02T23:03:21Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5554856051,189,,5553579055,213,1.64,5553579049,140,31.5,5553579051,141,63.1,5553579053,212,15.1,5553579047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218581,147,1,1,12,58,b3r6d8ydtmtjckam6pku9y400,1,32.5,62.6,2025-03-02T17:16:10.032Z,2025-03-02T17:16:14Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553579415,56,Back,5553579417,140,28.8,5553579419,141,39.5,5553579421,212,16.2,5553579423,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218625,148,1,1,13,2,b3r6d8ydtmtjckam6pku9y400,1,33.2,39.5,2025-03-02T17:16:14.719Z,2025-03-02T17:16:19Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553579721,212,15.4,5553579715,56,Back,5553579725,213,1.76,5553579719,141,61.7,5553579717,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218637,149,1,1,13,7,b3r6d8ydtmtjckam6pku9y400,1,32.9,62.3,2025-03-02T17:16:19.423Z,2025-03-02T17:16:20Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553579805,141,34.2,5553579809,213,4.74,5553579803,140,33.4,5553579801,56,Back,5553579807,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218663,150,1,1,13,8,b3r6d8ydtmtjckam6pku9y400,1,33.4,34.2,2025-03-02T17:16:20.767Z,2025-03-02T17:16:23Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553579981,212,22.5,5553579983,213,0.24,5553579975,56,Center,5553579977,140,54.2,5553579979,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218697,151,1,1,13,11,b3r6d8ydtmtjckam6pku9y400,1,48.2,34.0,2025-03-02T17:16:23.312Z,2025-03-02T17:16:26Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5553580119,56,Back,5553580125,141,4.7,5553580121,140,46.4,5553580135,213,4.62,5553580129,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218737,152,1,1,13,14,b3r6d8ydtmtjckam6pku9y400,1,46.4,4.7,2025-03-02T17:16:26.159Z,2025-03-02T17:16:30Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5553580451,212,25.1,5553580447,140,29.6,5553580453,213,2.35,5553580445,56,Back,5553580449,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218763,153,1,1,13,17,b3r6d8ydtmtjckam6pku9y400,1,29.5,30.9,2025-03-02T17:16:29.455Z,2025-03-02T17:16:32Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553580553,56,Back,5553580557,141,63.3,5553580559,212,22.1,5553580555,140,27.9,5553580561,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218787,154,1,1,13,20,b3r6d8ydtmtjckam6pku9y400,1,28.4,62.9,2025-03-02T17:16:32.096Z,2025-03-02T17:16:34Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553580699,141,36.1,5553580703,213,4.63,5553580701,212,18.3,5553580697,140,27.0,5553580695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218801,155,1,1,13,22,b3r6d8ydtmtjckam6pku9y400,1,26.9,35.8,2025-03-02T17:16:34.591Z,2025-03-02T17:16:36Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553580779,213,1.79,5553580775,141,66.4,5553580773,140,22.4,5553580777,212,21.3,5553580771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218863,156,1,1,13,24,b3r6d8ydtmtjckam6pku9y400,1,22.4,66.4,2025-03-02T17:16:36.527Z,2025-03-02T17:16:40Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553581029,212,17.6,5553581031,213,3.63,5553581025,140,7.6,5553581023,56,Back,5553581027,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218939,158,1,1,13,38,b3r6d8ydtmtjckam6pku9y400,1,9.8,47.6,2025-03-02T17:16:50.127Z,2025-03-02T17:16:51Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,5553581593,140,23.8,5553581591,56,Back,5553581597,141,27.1,5553581605,213,5.52,5553581601,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783218963,159,1,1,13,39,b3r6d8ydtmtjckam6pku9y400,1,23.8,27.1,2025-03-02T17:16:51.135Z,2025-03-02T17:16:52Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553581759,213,1.43,5553581753,140,27.3,5553581751,56,Back,5553581757,212,25.4,5553581755,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219029,160,1,1,13,41,b3r6d8ydtmtjckam6pku9y400,1,27.7,64.3,2025-03-02T17:16:52.863Z,2025-03-02T17:16:58Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553582093,56,Back,5553582097,141,52.1,5553582099,212,13.1,5553582095,140,37.3,5553582101,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219061,161,1,1,13,46,b3r6d8ydtmtjckam6pku9y400,1,38.2,48.8,2025-03-02T17:16:58.288Z,2025-03-02T17:17:02Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553582255,140,57.9,5553582263,1,,5553582261,213,5.33,5553582253,56,Right,5553582257,141,5.9,5553582259,212,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219103,162,1,1,13,50,b3r6d8ydtmtjckam6pku9y400,1,58.7,6.7,2025-03-02T17:17:01.919Z,2025-03-02T17:17:04Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5553582485,140,55.1,5553582489,212,7.8,5553582487,141,16.8,5553582483,56,Right,5553582491,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219147,163,1,1,13,52,b3r6d8ydtmtjckam6pku9y400,1,49.4,19.2,2025-03-02T17:17:04.815Z,2025-03-02T17:17:08Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5553582755,56,Back,5553582761,212,16.2,5553582757,140,37.2,5553582759,141,33.7,5553582765,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219217,164,1,1,13,56,b3r6d8ydtmtjckam6pku9y400,1,37.2,33.7,2025-03-02T17:17:08.416Z,2025-03-02T17:17:12Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553583109,212,21.8,5553583107,141,65.1,5553583103,56,Back,5553583111,213,1.37,5553583105,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219255,165,1,1,14,0,b3r6d8ydtmtjckam6pku9y400,1,52.7,76.3,2025-03-02T17:17:12.063Z,2025-03-02T17:17:14Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553583299,56,Center,5553583305,212,19.3,5553583301,140,68.6,5553583303,141,62.0,5553583309,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219267,166,1,1,14,2,b3r6d8ydtmtjckam6pku9y400,1,68.6,62.0,2025-03-02T17:17:14.608Z,2025-03-02T17:17:15Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553583407,156,,5553583401,213,3.08,5553583395,140,58.7,5553583399,212,10.4,5553583397,141,63.0,5553583393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219291,167,1,1,14,4,b3r6d8ydtmtjckam6pku9y400,1,58.7,62.3,2025-03-02T17:17:16.047Z,2025-03-02T17:17:17Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553583515,56,Back,5553583517,140,45.9,5553583519,141,49.7,5553583521,212,15.9,5553583523,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219353,168,1,1,14,5,b3r6d8ydtmtjckam6pku9y400,1,45.9,49.7,2025-03-02T17:17:17.279Z,2025-03-02T17:17:21Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553583785,213,4.86,5553583777,140,48.2,5553583779,141,25.9,5553583775,56,Back,5553583781,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219383,169,1,1,14,9,b3r6d8ydtmtjckam6pku9y400,1,48.8,25.8,2025-03-02T17:17:21.135Z,2025-03-02T17:17:24Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5553583965,212,31.4,5553583959,56,Back,5553583963,141,71.5,5553583961,140,44.7,5553583967,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219411,170,1,1,14,12,b3r6d8ydtmtjckam6pku9y400,1,46.4,71.7,2025-03-02T17:17:23.968Z,2025-03-02T17:17:26Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553584137,212,15.4,5553584133,141,68.5,5553584141,213,6.14,5553584125,56,Center,5553584129,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219441,171,1,1,14,15,b3r6d8ydtmtjckam6pku9y400,1,60.9,68.5,2025-03-02T17:17:26.847Z,2025-03-02T23:04:37Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553584309,56,Back,5554858635,156,,5553584315,212,16.6,5553584313,141,72.0,5553584317,213,3.00,5553584311,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219467,172,1,1,14,17,b3r6d8ydtmtjckam6pku9y400,1,46.9,72.0,2025-03-02T17:17:29.471Z,2025-03-02T17:17:32Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553584467,212,16.1,5553584461,56,Back,5553584463,140,41.8,5553584469,213,4.37,5553584465,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219489,173,1,1,14,20,b3r6d8ydtmtjckam6pku9y400,1,41.8,49.6,2025-03-02T17:17:32.079Z,2025-03-02T17:17:34Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553584595,212,31.0,5553584591,140,65.8,5553584597,213,5.66,5553584593,141,23.1,5553584589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219593,174,1,1,14,22,b3r6d8ydtmtjckam6pku9y400,1,65.8,23.1,2025-03-02T17:17:34.048Z,2025-03-02T17:17:39Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553585145,140,70.8,5553585149,212,14.8,5553585147,141,2.8,5553585143,56,Right,5553585151,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219663,175,1,1,14,27,b3r6d8ydtmtjckam6pku9y400,1,73.4,7.6,2025-03-02T17:17:39.551Z,2025-03-02T17:17:45Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5553585549,140,64.8,5553585547,56,Right,5553585553,212,9.3,5553585551,141,10.9,5553585555,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219725,176,1,1,14,33,b3r6d8ydtmtjckam6pku9y400,1,67.3,7.1,2025-03-02T17:17:45.183Z,2025-03-02T17:17:48Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5553585887,140,53.7,5553585891,212,20.2,5553585893,213,2.35,5553585889,141,28.2,5553585885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219809,177,1,1,14,36,b3r6d8ydtmtjckam6pku9y400,1,56.0,27.9,2025-03-02T17:17:48.511Z,2025-03-02T17:17:54Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553586277,140,69.7,5553586271,155,,5553586273,196,,5553586285,1,,5553586279,141,95.3,5553586281,212,48.0,5553586283,213,1.27,5553586275,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219843,178,1,1,14,42,b3r6d8ydtmtjckam6pku9y400,1,68.3,82.9,2025-03-02T17:17:54.111Z,2025-03-02T17:17:57Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5553586509,212,16.0,5553586503,56,Center,5553586507,141,63.3,5553586511,213,4.12,5553586505,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219855,179,1,1,14,45,b3r6d8ydtmtjckam6pku9y400,1,61.0,62.7,2025-03-02T17:17:57.647Z,2025-03-02T17:18:00Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553586609,213,5.12,5553586601,56,Center,5553586607,212,24.1,5553586603,140,70.1,5553586605,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219869,180,1,1,14,48,b3r6d8ydtmtjckam6pku9y400,1,70.1,30.1,2025-03-02T17:17:59.903Z,2025-03-02T17:18:01Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553586699,212,11.4,5553586701,213,0.97,5553586693,56,Center,5553586697,141,43.9,5553586695,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783219877,181,1,1,14,49,b3r6d8ydtmtjckam6pku9y400,1,76.1,43.1,2025-03-02T17:18:01.502Z,2025-03-02T17:18:02Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553586749,141,56.4,5553586747,140,76.5,5553586753,213,1.52,5553586751,212,9.1,5553586743,168,,5553586745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783220101,182,2,1,14,50,b3r6d8ydtmtjckam6pku9y400,1,77.1,55.4,2025-03-02T17:18:02.783Z,2025-03-03T00:37:17Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553588041,140,83.1,5553588043,141,27.2,5553588121,7,6b8vhoisrfwkljhz4u7pduej8,5553588123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783220205,144,1,1,15,19,36g6ifzjliec1jqnbtf7yesme,1,3.7,50.2,2025-03-02T17:18:31.434Z,2025-03-02T17:39:26Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553588619,5,,5553588625,140,11.7,5553588627,141,83.0,5553588621,241,,5553588623,56,Back,5553683689,189,,5553588629,212,23.8,5553588631,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783220241,145,1,1,15,21,36g6ifzjliec1jqnbtf7yesme,1,11.7,83.0,2025-03-02T17:18:33.674Z,2025-03-02T17:18:36Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553588843,213,0.23,5553588837,140,31.8,5553588841,212,21.7,5553588835,56,Back,5553588839,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783220257,146,1,1,15,23,36g6ifzjliec1jqnbtf7yesme,1,31.8,90.3,2025-03-02T17:18:35.250Z,2025-03-02T18:28:02Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,5553588931,213,5.13,5553588929,212,4.7,5553588923,56,Back,5553588927,141,84.0,5553588925,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783257687,544,83,1,15,24,b3r6d8ydtmtjckam6pku9y400,0,60.4,6.1,2025-03-02T17:18:35.838Z,2025-03-02T23:23:33Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553793119,399,bm3k1knugkwa8z319dscr2yhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783220269,147,61,1,15,24,36g6ifzjliec1jqnbtf7yesme,0,32.9,84.2,2025-03-02T17:18:36.170Z,2025-03-02T19:03:48Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5553589005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
