id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2810167209,94,44,1,12,28,czkf5t3ai00ghwbga03i5aqxw,1,88.6,36.8,2025-05-04T12:12:55.130Z,2025-05-04T14:32:32Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701888155,233,96,5701809245,56,Center,5701809247,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167201,96,44,1,12,28,5mbo4f0vps12dr0fcvjn3wyp5,0,11.4,63.2,2025-05-04T12:12:55.131Z,2025-05-04T14:32:31Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5701888191,233,94,5701809215,285,,5701809213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810182303,259,1,1,12,29,czkf5t3ai00ghwbga03i5aqxw,0,88.2,33.1,2025-05-04T12:12:56.098Z,2025-05-04T12:32:52Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701891591,3,,5701891599,141,54.0,5701891597,140,88.6,5701891595,56,Center,5701891905,168,,5701891605,213,1.54,5701891601,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167267,97,12,1,12,31,5mbo4f0vps12dr0fcvjn3wyp5,1,12.6,51.8,2025-05-04T12:12:58.395Z,2025-05-04T13:11:26Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701809527,140,21.7,5701809533,213,0.92,5701809529,141,70.3,5701809531,212,15.8,5701809525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810183377,230,44,1,12,32,5mbo4f0vps12dr0fcvjn3wyp5,1,20.1,64.8,2025-05-04T12:12:59.334Z,2025-05-04T14:32:31Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701897571,285,,5701897581,233,95,5701897569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167255,95,44,1,12,32,czkf5t3ai00ghwbga03i5aqxw,0,79.9,35.2,2025-05-04T12:12:59.335Z,2025-05-04T14:32:31Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5701897587,233,230,5701809459,56,Center,5701809461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167279,98,12,1,12,33,5mbo4f0vps12dr0fcvjn3wyp5,1,21.6,70.3,2025-05-04T12:13:00.092Z,2025-05-04T12:34:00Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701809597,15,,5701809563,140,29.0,5701809567,212,8.0,5701809565,141,72.9,5701809571,213,0.22,5701809561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167297,96,13,1,12,33,czkf5t3ai00ghwbga03i5aqxw,1,73.2,40.9,2025-05-04T12:13:00.541Z,2025-05-04T13:02:05Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701810479,328,,5701810477,103,38.9,5701810483,230,98.6,5701810475,102,41.2,5701810471,160,,5701809675,18,,5701809677,56,Center,5701810481,458,,5701809919,20,,5701810473,84,,5701810485,231,,,,,,48.6,,,,,,,,,,,,,,,,,,,
2810167313,97,5,1,12,34,czkf5t3ai00ghwbga03i5aqxw,0,100.8,41.2,2025-05-04T12:13:01.404Z,2025-05-04T14:21:04Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701809757,56,Center,5701809759,346,,5701809855,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167315,99,5,1,12,34,5mbo4f0vps12dr0fcvjn3wyp5,1,-0.8,58.8,2025-05-04T12:13:01.404Z,2025-05-04T12:13:05Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701809841,233,97,5701809767,346,,5701809765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167687,100,1,1,12,54,5mbo4f0vps12dr0fcvjn3wyp5,1,4.8,51.2,2025-05-04T12:13:21.756Z,2025-05-04T12:13:26Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5701811921,141,95.6,5701811917,56,Back,5701811925,213,0.67,5701811919,140,40.9,5701811915,124,,5701811927,1,,5701811923,212,48.5,5701811931,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167693,101,61,1,12,59,5mbo4f0vps12dr0fcvjn3wyp5,0,41.0,95.6,2025-05-04T12:13:25.931Z,2025-05-04T12:13:26Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5701811937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167705,98,8,1,12,59,czkf5t3ai00ghwbga03i5aqxw,1,26.4,7.4,2025-05-04T12:13:26.548Z,2025-05-04T12:13:26Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701811999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167751,99,1,1,13,2,czkf5t3ai00ghwbga03i5aqxw,1,31.2,11.7,2025-05-04T12:13:28.997Z,2025-05-04T13:11:03Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5701812223,56,Back,5701812231,213,1.70,5701812229,212,5.8,5701812227,141,20.1,5701812225,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167793,101,1,1,13,3,czkf5t3ai00ghwbga03i5aqxw,1,24.9,17.1,2025-05-04T12:13:30.549Z,2025-05-04T12:13:32Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5701812447,141,29.5,5701812449,212,19.8,5701812445,140,42.0,5701812451,213,0.44,5701812443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167811,102,1,1,13,5,czkf5t3ai00ghwbga03i5aqxw,1,41.1,27.3,2025-05-04T12:13:31.893Z,2025-05-04T12:13:32Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701812559,213,4.11,5701812557,212,16.2,5701812555,141,7.7,5701812551,56,Back,5701812553,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167823,103,1,1,13,5,czkf5t3ai00ghwbga03i5aqxw,1,32.4,7.7,2025-05-04T12:13:32.516Z,2025-05-04T12:13:33Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5701812621,141,4.4,5701812615,56,Back,5701812629,213,3.38,5701812625,212,9.4,5701812617,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167857,104,1,1,13,6,czkf5t3ai00ghwbga03i5aqxw,1,25.7,4.7,2025-05-04T12:13:33.300Z,2025-05-04T12:13:35Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701812791,213,2.00,5701812789,212,14.5,5701812787,141,24.1,5701812785,140,19.9,5701812783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167911,105,1,1,13,8,czkf5t3ai00ghwbga03i5aqxw,1,20.8,24.3,2025-05-04T12:13:35.412Z,2025-05-04T12:13:38Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701813015,140,9.0,5701813017,141,49.3,5701813019,212,21.0,5701813013,56,Back,5701813021,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167957,106,1,1,13,11,czkf5t3ai00ghwbga03i5aqxw,1,11.0,50.1,2025-05-04T12:13:38.213Z,2025-05-04T12:13:41Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5701813271,213,1.31,5701813263,56,Back,5701813267,141,69.6,5701813269,212,13.7,5701813265,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810167975,107,1,1,13,14,czkf5t3ai00ghwbga03i5aqxw,0,14.8,66.7,2025-05-04T12:13:41.045Z,2025-05-04T12:13:42Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701813339,1,,5701813337,213,5.29,5701813335,212,37.1,5701813331,140,34.0,5701813327,155,,5701813329,56,Back,5701813333,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168005,102,1,1,13,17,5mbo4f0vps12dr0fcvjn3wyp5,0,61.1,80.8,2025-05-04T12:13:43.994Z,2025-05-04T12:13:44Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5701813481,213,0.08,5701813473,56,Left,5701813479,212,13.3,5701813477,141,82.3,5701813475,140,73.7,5701813471,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168075,108,1,1,13,18,czkf5t3ai00ghwbga03i5aqxw,0,25.5,24.1,2025-05-04T12:13:45.300Z,2025-05-04T12:13:47Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701813747,140,30.8,5701813749,141,45.5,5701813745,56,Back,5701813753,213,1.21,5701813751,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168121,104,1,1,13,22,5mbo4f0vps12dr0fcvjn3wyp5,1,73.1,50.3,2025-05-04T12:13:48.971Z,2025-05-04T12:13:50Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701813997,213,5.29,5701813989,56,Center,5701813995,212,4.5,5701813991,140,75.4,5701813993,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168133,105,1,1,13,23,5mbo4f0vps12dr0fcvjn3wyp5,1,75.4,44.8,2025-05-04T12:13:50.795Z,2025-05-04T12:13:52Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5701814077,140,78.8,5701814081,212,7.9,5701814079,141,55.1,5701814083,213,1.10,5701814075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168141,106,50,1,13,25,5mbo4f0vps12dr0fcvjn3wyp5,1,77.0,55.6,2025-05-04T12:13:51.852Z,2025-05-04T17:22:11Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701814325,233,109,5701814097,56,Center,5701814099,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168179,109,7,1,13,25,czkf5t3ai00ghwbga03i5aqxw,1,23.0,44.4,2025-05-04T12:13:51.853Z,2025-05-04T17:22:10Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701814317,233,106,5701814309,285,,5701814307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168195,111,1,1,13,28,czkf5t3ai00ghwbga03i5aqxw,0,28.4,32.5,2025-05-04T12:13:55.636Z,2025-05-04T12:13:59Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701814385,140,30.9,5701814387,141,33.7,5701814389,212,2.7,5701814391,213,0.30,5701814703,233,107,5701814707,286,,5701814701,236,,5701814383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168247,107,74,1,13,28,5mbo4f0vps12dr0fcvjn3wyp5,1,74.0,74.4,2025-05-04T12:13:55.637Z,2025-05-04T17:22:07Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701814747,233,111,5701814685,56,Center,5701814687,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168307,108,1,1,13,33,5mbo4f0vps12dr0fcvjn3wyp5,1,49.5,74.4,2025-05-04T12:14:00.789Z,2025-05-04T12:34:53Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5701815013,140,65.8,5701815015,141,86.0,5701815019,213,0.43,5701815017,212,18.8,5701815011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168315,109,1,1,13,34,5mbo4f0vps12dr0fcvjn3wyp5,0,65.8,86.0,2025-05-04T12:14:01.731Z,2025-05-04T12:34:48Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701815073,213,5.95,5701815063,3,,5701815071,212,7.1,5701815065,56,Left,5701815069,141,82.6,5701815067,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168299,112,12,1,13,35,czkf5t3ai00ghwbga03i5aqxw,1,29.1,19.8,2025-05-04T12:14:01.957Z,2025-05-04T12:14:02Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701815001,15,,5701814983,212,14.9,5701814979,140,42.4,5701814977,56,Back,5701814985,213,0.35,5701814981,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168359,110,1,1,13,37,5mbo4f0vps12dr0fcvjn3wyp5,0,55.7,75.9,2025-05-04T12:14:04.355Z,2025-05-04T12:14:05Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5701815283,141,40.3,5701815277,155,,5701815279,56,Center,5701815281,140,66.6,5701815285,212,26.8,5701815287,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168401,113,1,1,13,39,czkf5t3ai00ghwbga03i5aqxw,1,30.6,67.3,2025-05-04T12:14:06.325Z,2025-05-04T12:14:08Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701815503,213,0.85,5701815501,212,7.3,5701815499,141,75.4,5701815497,140,35.2,5701815495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168433,114,1,1,13,41,czkf5t3ai00ghwbga03i5aqxw,1,36.1,77.3,2025-05-04T12:14:08.037Z,2025-05-04T12:14:09Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5701815653,213,5.60,5701815645,56,Back,5701815649,141,71.4,5701815647,140,40.8,5701815651,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168441,115,3,1,13,42,czkf5t3ai00ghwbga03i5aqxw,0,44.7,65.3,2025-05-04T12:14:08.987Z,2025-05-04T17:22:11Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701815717,233,111,5701815687,286,,5701815685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168437,111,7,1,13,42,5mbo4f0vps12dr0fcvjn3wyp5,0,55.3,34.7,2025-05-04T12:14:08.988Z,2025-05-04T17:22:11Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701815671,285,,5701815669,56,Center,5701815693,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168461,116,61,1,13,43,czkf5t3ai00ghwbga03i5aqxw,1,29.7,64.3,2025-05-04T12:14:10.679Z,2025-05-04T12:35:47Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701815821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168529,112,1,1,13,44,5mbo4f0vps12dr0fcvjn3wyp5,1,58.5,34.2,2025-05-04T12:14:11.660Z,2025-05-04T12:35:35Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701816153,140,54.4,5701816155,141,52.8,5701816149,3,,5701816157,212,13.4,5701816159,213,1.90,5701816151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168539,114,50,1,13,48,5mbo4f0vps12dr0fcvjn3wyp5,1,59.3,51.6,2025-05-04T12:14:14.852Z,2025-05-04T17:22:12Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701816197,286,,5701816283,233,117,5701816195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168519,117,7,1,13,48,czkf5t3ai00ghwbga03i5aqxw,0,40.7,48.4,2025-05-04T12:14:14.853Z,2025-05-04T17:22:12Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5701816117,56,Back,5701816221,233,114,5701816123,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168579,115,1,1,13,50,5mbo4f0vps12dr0fcvjn3wyp5,1,59.1,40.0,2025-05-04T12:14:17.215Z,2025-05-04T12:14:18Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701816401,212,7.1,5701816399,141,46.9,5701816397,140,54.0,5701816395,56,Center,5701816403,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168609,116,1,1,13,51,5mbo4f0vps12dr0fcvjn3wyp5,1,54.0,46.9,2025-05-04T12:14:17.948Z,2025-05-04T12:14:19Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701816559,56,Center,5701816561,140,54.3,5701816563,141,33.6,5701816567,213,4.75,5701816565,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168633,117,1,1,13,52,5mbo4f0vps12dr0fcvjn3wyp5,1,54.3,33.6,2025-05-04T12:14:19.100Z,2025-05-04T12:14:20Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701816685,213,2.20,5701816683,212,23.9,5701816677,56,Back,5701816681,141,62.1,5701816679,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168657,118,1,1,13,53,5mbo4f0vps12dr0fcvjn3wyp5,1,40.9,62.1,2025-05-04T12:14:19.980Z,2025-05-04T12:14:21Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5701816797,56,Back,5701816805,213,4.58,5701816799,140,38.9,5701816801,141,39.1,5701816803,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168695,119,1,1,13,54,5mbo4f0vps12dr0fcvjn3wyp5,1,38.9,39.1,2025-05-04T12:14:21.500Z,2025-05-04T12:36:10Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5701816951,56,Back,5701816959,213,6.03,5701816957,212,8.0,5701816955,141,36.1,5701816953,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168761,120,1,1,13,56,5mbo4f0vps12dr0fcvjn3wyp5,1,46.2,34.9,2025-05-04T12:14:23.403Z,2025-05-04T12:14:29Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701817301,141,47.3,5701817297,56,Back,5701817299,140,14.9,5701817303,212,33.9,5701817307,1,,5701817305,213,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168971,121,1,1,14,6,5mbo4f0vps12dr0fcvjn3wyp5,1,18.0,47.5,2025-05-04T12:14:33.501Z,2025-05-04T12:14:39Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5701818213,141,7.4,5701818209,56,Right,5701818207,157,,5701818211,140,57.5,5701818219,1,,5701818217,213,5.70,5701818215,212,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168975,122,44,1,14,10,5mbo4f0vps12dr0fcvjn3wyp5,1,61.4,5.1,2025-05-04T12:14:36.963Z,2025-05-04T14:32:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701818229,56,Right,5701818263,233,118,5701818231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810168927,118,44,1,14,10,czkf5t3ai00ghwbga03i5aqxw,0,38.6,94.9,2025-05-04T12:14:36.964Z,2025-05-04T14:32:30Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701818023,56,Back,5701818321,233,122,5701818029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169011,123,1,1,14,10,5mbo4f0vps12dr0fcvjn3wyp5,1,58.1,7.7,2025-05-04T12:14:37.733Z,2025-05-04T13:11:16Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701818443,3,,5701818453,212,9.1,5701818451,141,4.7,5701818445,168,,5701818447,56,Right,5701818455,213,6.06,5701818449,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169019,124,1,1,14,14,5mbo4f0vps12dr0fcvjn3wyp5,0,66.5,4.7,2025-05-04T12:14:41.245Z,2025-05-04T12:36:47Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701818535,1,,5701818509,2,,5701818521,140,96.3,5701818511,155,,5701818529,212,43.6,5701818533,213,0.77,5701818515,56,Center,5701818525,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169089,120,1,1,14,17,czkf5t3ai00ghwbga03i5aqxw,1,6.8,44.8,2025-05-04T12:14:44.180Z,2025-05-04T12:14:47Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5701818883,140,17.3,5701818879,56,Back,5701818877,123,,5701818885,141,27.7,5701818889,213,5.47,5701818887,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169159,121,1,1,14,20,czkf5t3ai00ghwbga03i5aqxw,1,17.8,26.8,2025-05-04T12:14:47.173Z,2025-05-04T12:14:52Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701819243,140,27.4,5701819253,189,,5701819241,56,Back,5701819245,141,52.2,5701819249,213,1.04,5701819247,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169171,122,1,1,14,25,czkf5t3ai00ghwbga03i5aqxw,1,27.4,52.2,2025-05-04T12:14:52.486Z,2025-05-04T12:14:53Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5701819311,56,Back,5701819319,213,3.68,5701819317,212,11.0,5701819315,141,43.9,5701819313,140,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169187,123,1,1,14,26,czkf5t3ai00ghwbga03i5aqxw,1,18.4,43.9,2025-05-04T12:14:53.189Z,2025-05-04T12:14:54Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701819359,141,48.5,5701819361,212,10.3,5701819357,140,27.7,5701819363,213,0.31,5701819355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169227,124,1,1,14,27,czkf5t3ai00ghwbga03i5aqxw,1,26.1,46.9,2025-05-04T12:14:54.102Z,2025-05-04T12:14:57Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,5701819575,56,Back,5701819583,212,30.1,5701819581,141,5.2,5701819579,140,16.4,5701819585,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169261,125,1,1,14,30,czkf5t3ai00ghwbga03i5aqxw,1,17.3,7.9,2025-05-04T12:14:56.949Z,2025-05-04T12:14:59Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5701819771,213,2.42,5701819759,140,5.2,5701819755,56,Back,5701819769,212,16.9,5701819763,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169285,126,1,1,14,32,czkf5t3ai00ghwbga03i5aqxw,1,5.6,24.1,2025-05-04T12:14:58.950Z,2025-05-04T12:15:00Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701819893,212,13.0,5701819883,56,Back,5701819891,141,42.5,5701819895,213,1.86,5701819887,140,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169311,127,1,1,14,33,czkf5t3ai00ghwbga03i5aqxw,0,2.3,42.5,2025-05-04T12:15:00.501Z,2025-05-04T12:15:12Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5701820059,1,,5701820057,213,6.04,5701820047,157,,5701820055,212,38.7,5701820049,56,Back,5701820051,140,38.1,5701820053,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169329,125,1,1,14,37,5mbo4f0vps12dr0fcvjn3wyp5,1,57.8,69.9,2025-05-04T12:15:04.684Z,2025-05-04T12:15:05Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701820193,213,5.80,5701820183,3,,5701820185,56,Center,5701820187,140,67.1,5701820189,141,62.4,5701820191,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169349,126,1,1,14,38,5mbo4f0vps12dr0fcvjn3wyp5,1,67.1,62.4,2025-05-04T12:15:05.526Z,2025-05-04T12:15:06Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701820283,56,Center,5701820291,213,1.79,5701820281,3,,5701820289,212,9.7,5701820287,141,76.3,5701820285,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169379,128,1,1,14,39,5mbo4f0vps12dr0fcvjn3wyp5,1,64.6,75.3,2025-05-04T12:15:06.812Z,2025-05-04T12:15:08Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5701820447,140,61.6,5701820449,141,66.1,5701820445,56,Center,5701820451,212,7.0,5701820453,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169395,129,1,1,14,41,5mbo4f0vps12dr0fcvjn3wyp5,1,61.6,66.1,2025-05-04T12:15:08.620Z,2025-05-04T12:15:10Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701820541,140,58.7,5701820539,56,Left,5701820543,141,83.5,5701820547,213,1.82,5701820545,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810169413,130,1,1,14,43,5mbo4f0vps12dr0fcvjn3wyp5,1,58.7,83.5,2025-05-04T12:15:09.916Z,2025-05-04T12:15:11Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5701820649,213,0.45,5701820647,212,11.9,5701820645,141,91.1,5701820641,56,Left,5701820643,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
