id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2802980831,101,5,1,7,23,46yo78zak2j7kaxc5ak1fnm60,1,57.0,102.0,2025-04-19T13:08:13.366Z,2025-04-19T13:53:22Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5662306923,56,Left,5662307003,233,53,5662306925,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981173,103,1,1,7,46,46yo78zak2j7kaxc5ak1fnm60,1,51.1,100.0,2025-04-19T13:08:36.115Z,2025-04-19T13:14:58Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662308751,141,67.7,5662308757,1,,5662308755,213,4.10,5662308747,56,Back,5662338375,189,,5662308753,212,27.5,5662308749,140,36.0,5662308745,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986393,170,61,1,7,47,46yo78zak2j7kaxc5ak1fnm60,1,37.6,67.7,2025-04-19T13:08:37.540Z,2025-04-19T13:15:11Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662339659,189,,5662339551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802985659,159,1,1,7,48,46yo78zak2j7kaxc5ak1fnm60,1,46.4,53.8,2025-04-19T13:08:38.829Z,2025-04-19T13:14:12Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5662335495,141,77.7,5662335499,213,1.71,5662335491,56,Back,5662335497,212,16.4,5662335493,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802985761,163,1,1,7,49,46yo78zak2j7kaxc5ak1fnm60,0,43.9,70.5,2025-04-19T13:08:39.668Z,2025-04-19T13:14:25Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662336387,213,0.12,5662336381,140,57.7,5662336379,56,Center,5662336385,212,14.6,5662336383,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986081,111,61,1,7,50,1939bnru25svvgv15k2c7tw2y,1,45.2,28.6,2025-04-19T13:08:40.517Z,2025-04-19T13:14:45Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,5662337757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981235,106,1,1,7,52,46yo78zak2j7kaxc5ak1fnm60,1,64.2,77.9,2025-04-19T13:08:42.139Z,2025-04-19T13:08:44Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662309073,212,17.0,5662309075,213,2.80,5662309069,140,48.9,5662309071,141,86.2,5662309067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981273,107,1,1,7,54,46yo78zak2j7kaxc5ak1fnm60,1,48.8,86.2,2025-04-19T13:08:44.410Z,2025-04-19T13:08:46Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662309285,56,Center,5662309291,212,14.1,5662309289,141,72.4,5662309287,140,58.8,5662309293,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981307,108,1,1,7,56,46yo78zak2j7kaxc5ak1fnm60,1,59.6,72.0,2025-04-19T13:08:46.435Z,2025-04-19T13:08:48Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5662309445,212,8.1,5662309441,140,65.6,5662309447,213,5.60,5662309439,56,Center,5662309443,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981311,109,1,1,7,57,46yo78zak2j7kaxc5ak1fnm60,0,66.3,60.2,2025-04-19T13:08:47.915Z,2025-04-19T13:08:50Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662309487,213,0.72,5662309481,140,71.5,5662309479,56,Center,5662309485,212,7.3,5662309483,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981321,54,8,1,7,59,1939bnru25svvgv15k2c7tw2y,1,27.7,36.3,2025-04-19T13:08:49.286Z,2025-04-19T13:15:25Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,5662309541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981351,55,5,1,8,1,1939bnru25svvgv15k2c7tw2y,0,35.1,-1.8,2025-04-19T13:08:51.355Z,2025-04-19T13:53:22Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,5662309757,347,,5662309787,233,110,5662309755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981347,110,5,1,8,1,46yo78zak2j7kaxc5ak1fnm60,1,64.9,101.8,2025-04-19T13:08:51.355Z,2025-04-19T13:53:22Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662309725,56,Left,5662309771,233,55,5662309727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981507,111,1,1,8,11,46yo78zak2j7kaxc5ak1fnm60,1,60.4,100.0,2025-04-19T13:09:01.419Z,2025-04-19T13:09:04Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662310619,56,Left,5662310623,141,91.2,5662310617,107,,5662310621,140,77.5,5662310627,213,5.91,5662310625,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987061,126,45,1,8,13,1939bnru25svvgv15k2c7tw2y,0,50.0,50.0,2025-04-19T13:09:03.455Z,2025-04-19T13:16:12Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,5662343339,56,Center,5662343449,233,184,5662343341,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987123,184,3,1,8,13,46yo78zak2j7kaxc5ak1fnm60,1,50.0,50.0,2025-04-19T13:09:03.455Z,2025-04-19T13:16:16Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662343175,286,,5662343173,56,Center,5662343429,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981513,112,1,1,8,14,46yo78zak2j7kaxc5ak1fnm60,0,76.7,93.0,2025-04-19T13:09:04.666Z,2025-04-19T13:09:09Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662310663,212,1.0,5662311003,286,,5662310657,56,Left,5662310999,233,57,5662310665,213,4.14,5662310997,236,,5662310659,140,76.2,5662310661,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981575,57,74,1,8,14,1939bnru25svvgv15k2c7tw2y,1,33.8,16.4,2025-04-19T13:09:04.667Z,2025-04-19T13:16:31Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662311033,233,112,5662310977,285,,5662310975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981559,113,1,1,8,16,46yo78zak2j7kaxc5ak1fnm60,1,66.0,92.0,2025-04-19T13:09:06.699Z,2025-04-19T13:09:07Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662310891,140,63.9,5662310897,213,4.59,5662310895,212,18.2,5662310889,56,Center,5662310893,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981565,114,1,1,8,17,46yo78zak2j7kaxc5ak1fnm60,0,63.9,65.4,2025-04-19T13:09:07.795Z,2025-04-19T13:17:07Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5662310945,212,2.3,5662347571,236,,5662347577,286,,5662310947,213,4.29,5662310941,140,63.0,5662310943,141,62.3,5662310939,56,Center,5662347573,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802987781,128,74,1,8,17,1939bnru25svvgv15k2c7tw2y,1,39.9,34.4,2025-04-19T13:09:07.796Z,2025-04-19T13:35:34Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,5662347563,56,Back,5662347579,233,114,5662347565,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981649,115,1,1,8,22,46yo78zak2j7kaxc5ak1fnm60,1,47.1,50.3,2025-04-19T13:09:13.035Z,2025-04-19T13:09:15Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662311371,212,9.0,5662311367,140,44.4,5662311373,213,1.89,5662311369,141,62.9,5662311365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981675,116,1,1,8,25,46yo78zak2j7kaxc5ak1fnm60,1,47.0,68.8,2025-04-19T13:09:15.387Z,2025-04-19T13:09:17Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662311589,213,0.59,5662311585,141,84.8,5662311581,56,Left,5662311587,212,19.7,5662311583,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981757,117,1,1,8,26,46yo78zak2j7kaxc5ak1fnm60,1,63.1,85.1,2025-04-19T13:09:17.043Z,2025-04-19T13:09:23Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662312115,213,2.87,5662312109,140,47.7,5662312113,212,16.8,5662312107,56,Back,5662312111,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981841,118,1,1,8,32,46yo78zak2j7kaxc5ak1fnm60,1,38.2,90.6,2025-04-19T13:09:22.947Z,2025-04-19T13:09:28Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662312603,213,3.94,5662312597,140,14.2,5662312605,1,,5662312601,212,36.3,5662312599,141,52.2,5662312595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981875,119,1,1,8,37,46yo78zak2j7kaxc5ak1fnm60,1,15.0,54.5,2025-04-19T13:09:27.963Z,2025-04-19T13:09:32Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,5662312813,56,Back,5662312821,213,5.09,5662312827,1,,5662312817,141,10.1,5662312819,212,32.5,5662312815,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981937,120,1,1,8,41,46yo78zak2j7kaxc5ak1fnm60,1,28.5,4.6,2025-04-19T13:09:32.011Z,2025-04-19T13:09:36Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662313173,141,13.1,5662313175,212,16.1,5662313167,56,Back,5662313177,213,0.37,5662313171,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981963,121,1,1,8,45,46yo78zak2j7kaxc5ak1fnm60,1,70.8,13.5,2025-04-19T13:09:36.075Z,2025-04-19T13:09:38Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5662313339,56,Right,5662313343,141,3.4,5662313347,213,5.93,5662313341,140,88.8,5662313345,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802981999,122,1,1,8,48,46yo78zak2j7kaxc5ak1fnm60,0,88.8,3.4,2025-04-19T13:09:38.314Z,2025-04-19T13:09:40Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5662313563,140,92.5,5662313571,1,,5662313561,56,Center,5662313559,155,,5662313567,212,32.2,5662313557,2,,5662313565,141,50.4,5662313569,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982101,59,1,1,8,52,1939bnru25svvgv15k2c7tw2y,1,13.0,42.8,2025-04-19T13:09:42.725Z,2025-04-19T13:09:49Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,5662314197,140,36.8,5662314203,213,6.01,5662314199,141,32.4,5662314195,56,Back,5662314193,123,,5662314201,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982103,60,3,1,8,58,1939bnru25svvgv15k2c7tw2y,0,35.3,34.5,2025-04-19T13:09:48.900Z,2025-04-19T13:17:52Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662314209,286,,5662314207,56,Back,5662350515,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982123,123,7,1,8,58,46yo78zak2j7kaxc5ak1fnm60,1,64.7,65.5,2025-04-19T13:09:48.901Z,2025-04-19T13:17:49Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5662350555,233,60,5662314371,285,,5662314311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982141,125,1,1,9,0,46yo78zak2j7kaxc5ak1fnm60,1,67.9,47.3,2025-04-19T13:09:50.976Z,2025-04-19T13:10:03Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5662314449,212,5.0,5662314445,141,48.1,5662314441,140,72.6,5662314437,56,Center,5662314457,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982161,126,1,1,9,1,46yo78zak2j7kaxc5ak1fnm60,1,72.6,48.1,2025-04-19T13:09:51.555Z,2025-04-19T13:10:08Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,1.0,5662314585,213,1.24,5662315669,210,13,5662314581,141,64.3,5662314577,56,Center,5662314583,212,11.6,5662314579,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982167,127,13,1,9,2,46yo78zak2j7kaxc5ak1fnm60,1,76.2,64.3,2025-04-19T13:09:52.579Z,2025-04-19T13:18:07Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662315683,29,,5662315685,55,126,5662315689,102,33.1,5662315681,81,,5662315691,103,83.3,5662314625,18,,5662315697,231,52.2,5662314627,56,Center,5662315695,230,99.1,5662314623,22,5662315693,215,,5662315439,20,,,,,,,,,,,,,,,,,,,,,,,
2802982173,61,5,1,9,2,1939bnru25svvgv15k2c7tw2y,1,-0.7,63.5,2025-04-19T13:09:53.060Z,2025-04-19T13:53:23Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662314673,346,,5662314777,233,128,5662314671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982195,128,5,1,9,2,46yo78zak2j7kaxc5ak1fnm60,0,100.7,36.5,2025-04-19T13:09:53.060Z,2025-04-19T13:53:23Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662314799,233,61,5662314763,346,,5662314761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982451,62,1,1,9,24,1939bnru25svvgv15k2c7tw2y,1,5.7,60.8,2025-04-19T13:10:14.084Z,2025-04-19T13:10:35Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662316147,140,3.7,5662316149,141,48.8,5662316145,56,Back,5662316153,213,4.46,5662316151,212,8.4,5662316157,237,,5662317999,189,,5662316143,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982497,63,1,1,9,25,1939bnru25svvgv15k2c7tw2y,1,3.7,48.8,2025-04-19T13:10:15.124Z,2025-04-19T13:10:18Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,5662316427,212,12.6,5662316421,56,Back,5662316429,213,0.07,5662316425,141,50.1,5662316423,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982539,64,1,1,9,28,1939bnru25svvgv15k2c7tw2y,1,14.2,47.2,2025-04-19T13:10:18.132Z,2025-04-19T13:10:21Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662316663,140,10.8,5662316665,141,8.3,5662316669,213,4.58,5662316661,56,Back,5662316667,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982607,65,1,1,9,31,1939bnru25svvgv15k2c7tw2y,1,10.8,8.3,2025-04-19T13:10:21.493Z,2025-04-19T13:18:34Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662317051,212,19.7,5662317047,141,11.9,5662317043,140,29.4,5662317039,56,Back,5662317053,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982649,66,1,1,9,34,1939bnru25svvgv15k2c7tw2y,1,36.1,11.7,2025-04-19T13:10:24.884Z,2025-04-19T13:18:35Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,5662317221,140,25.0,5662317227,213,2.84,5662353479,156,,5662317225,212,12.2,5662317219,56,Back,5662317223,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982671,67,1,1,9,36,1939bnru25svvgv15k2c7tw2y,0,25.0,17.0,2025-04-19T13:10:26.548Z,2025-04-19T13:18:41Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662317299,141,0.0,5662317295,56,Right,5662317303,213,6.04,5662354191,155,,5662317297,140,74.5,5662317301,212,53.6,5662317365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982681,68,5,1,9,37,1939bnru25svvgv15k2c7tw2y,0,71.6,-2.0,2025-04-19T13:10:28.016Z,2025-04-19T13:10:34Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662317619,233,129,5662317369,56,Right,5662317371,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982713,129,5,1,9,37,46yo78zak2j7kaxc5ak1fnm60,1,28.4,102.0,2025-04-19T13:10:28.016Z,2025-04-19T13:53:23Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662317557,56,Back,5662317581,233,68,5662317559,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982811,130,1,1,9,44,46yo78zak2j7kaxc5ak1fnm60,1,36.7,100.0,2025-04-19T13:10:34.803Z,2025-04-19T13:10:37Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662318093,140,39.4,5662318089,107,,5662318099,213,4.98,5662318095,141,86.6,5662318091,56,Back,5662318097,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982847,131,1,1,9,46,46yo78zak2j7kaxc5ak1fnm60,0,39.4,86.6,2025-04-19T13:10:36.956Z,2025-04-19T13:10:40Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662318317,56,Center,5662318315,155,,5662318325,141,66.1,5662318329,213,5.64,5662318321,140,57.2,5662318327,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982845,69,44,1,9,48,1939bnru25svvgv15k2c7tw2y,1,41.6,37.4,2025-04-19T13:10:38.916Z,2025-04-19T13:11:25Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662318283,285,,5662318471,233,132,5662318281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982853,132,44,1,9,48,46yo78zak2j7kaxc5ak1fnm60,0,58.4,62.6,2025-04-19T13:10:38.917Z,2025-04-19T13:11:26Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5662318339,56,Center,5662318341,286,,5662318493,233,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982863,70,1,1,9,49,1939bnru25svvgv15k2c7tw2y,0,39.4,43.3,2025-04-19T13:10:39.380Z,2025-04-19T13:10:42Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662318401,140,67.6,5662318407,213,0.20,5662318405,212,30.2,5662318399,56,Center,5662318403,141,52.1,5662318397,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982907,133,1,1,9,51,46yo78zak2j7kaxc5ak1fnm60,1,36.2,63.7,2025-04-19T13:10:41.418Z,2025-04-19T13:10:42Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5662318601,141,53.9,5662318599,140,31.8,5662318595,3,,5662318603,212,8.1,5662318597,56,Back,5662318605,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982917,134,1,1,9,52,46yo78zak2j7kaxc5ak1fnm60,0,31.4,52.4,2025-04-19T13:10:42.291Z,2025-04-19T13:10:42Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662318661,141,55.7,5662318659,140,34.9,5662318657,56,Back,5662318663,212,4.3,5662318665,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802982925,71,61,1,9,52,1939bnru25svvgv15k2c7tw2y,1,67.6,52.1,2025-04-19T13:10:42.443Z,2025-04-19T13:10:43Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,5662318707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983047,135,1,1,9,56,46yo78zak2j7kaxc5ak1fnm60,1,14.6,55.8,2025-04-19T13:10:46.843Z,2025-04-19T13:10:52Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,5662319475,56,Back,5662319481,212,22.8,5662319479,141,87.4,5662319477,140,21.9,5662319483,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983067,136,1,1,10,2,46yo78zak2j7kaxc5ak1fnm60,1,26.0,87.2,2025-04-19T13:10:52.740Z,2025-04-19T13:10:54Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662319645,212,11.0,5662319647,213,6.09,5662319641,140,36.3,5662319643,141,84.1,5662319639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983073,137,3,1,10,4,46yo78zak2j7kaxc5ak1fnm60,0,34.6,84.6,2025-04-19T13:10:54.683Z,2025-04-19T13:11:01Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662319887,233,72,5662319689,56,Back,5662319691,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983093,72,7,1,10,4,1939bnru25svvgv15k2c7tw2y,0,65.4,15.4,2025-04-19T13:10:54.684Z,2025-04-19T13:11:00Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662319807,56,Right,5662319837,233,137,5662319841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983077,138,61,1,10,5,46yo78zak2j7kaxc5ak1fnm60,1,35.6,84.1,2025-04-19T13:10:55.686Z,2025-04-19T13:10:55Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662319707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983135,73,1,1,10,8,1939bnru25svvgv15k2c7tw2y,1,65.3,6.1,2025-04-19T13:10:58.628Z,2025-04-19T13:11:00Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,5662320035,212,19.5,5662320037,213,1.80,5662320029,56,Center,5662320031,140,61.1,5662320033,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983155,75,1,1,10,11,1939bnru25svvgv15k2c7tw2y,0,61.1,34.0,2025-04-19T13:11:01.253Z,2025-04-19T13:11:01Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662320131,212,26.0,5662320129,141,20.4,5662320125,56,Right,5662320133,213,5.92,5662320127,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983197,140,1,1,10,13,46yo78zak2j7kaxc5ak1fnm60,1,27.7,80.2,2025-04-19T13:11:03.979Z,2025-04-19T13:11:07Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662320421,140,39.6,5662320427,213,5.38,5662320425,212,20.2,5662320419,56,Back,5662320423,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983201,141,3,1,10,16,46yo78zak2j7kaxc5ak1fnm60,0,49.0,57.8,2025-04-19T13:11:06.852Z,2025-04-19T13:11:24Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5662320457,56,Back,5662320801,233,76,5662320459,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983247,76,7,1,10,16,1939bnru25svvgv15k2c7tw2y,1,51.0,42.2,2025-04-19T13:11:06.853Z,2025-04-19T13:11:24Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662320685,56,Center,5662320743,233,141,5662320687,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983277,77,1,1,10,17,1939bnru25svvgv15k2c7tw2y,0,44.1,55.2,2025-04-19T13:11:07.342Z,2025-04-19T13:19:22Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,5662320859,213,0.25,5662320855,141,59.3,5662320853,140,54.4,5662320857,212,11.2,5662320851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983215,142,43,1,10,17,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T13:11:07.956Z,2025-04-19T13:19:07Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5662356269,144,61,5662320519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983263,143,61,1,10,18,46yo78zak2j7kaxc5ak1fnm60,1,49.7,49.3,2025-04-19T13:11:09.043Z,2025-04-19T13:19:36Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662320765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802989729,227,61,1,10,19,46yo78zak2j7kaxc5ak1fnm60,1,47.0,47.7,2025-04-19T13:11:09.725Z,2025-04-19T13:19:34Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662358265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
