id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2809970257,227,1,1,25,49,2iwybwokic7nmr1t33abdbjoq,1,30.7,15.4,2025-05-04T01:33:24.531Z,2025-05-04T01:33:28Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700771629,141,28.4,5700771627,140,24.7,5700771631,212,10.9,5700771633,213,2.19,5700771625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970283,228,1,1,25,53,2iwybwokic7nmr1t33abdbjoq,1,24.2,33.1,2025-05-04T01:33:28.051Z,2025-05-04T01:33:30Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700771819,56,Back,5700771835,213,2.12,5700771831,212,21.0,5700771827,141,59.4,5700771823,140,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970371,229,1,1,25,55,2iwybwokic7nmr1t33abdbjoq,1,14.8,62.7,2025-05-04T01:33:30.275Z,2025-05-04T01:33:37Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700772335,141,89.3,5700772331,56,Back,5700772333,140,34.1,5700772339,213,0.73,5700772337,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970383,230,1,1,26,2,2iwybwokic7nmr1t33abdbjoq,1,34.1,89.3,2025-05-04T01:33:37.547Z,2025-05-04T01:33:38Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700772417,212,4.1,5700772419,213,5.52,5700772411,56,Back,5700772413,140,36.9,5700772415,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970419,231,1,1,26,3,2iwybwokic7nmr1t33abdbjoq,1,36.9,85.2,2025-05-04T01:33:38.388Z,2025-05-04T01:33:40Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700772623,141,75.0,5700772621,140,38.2,5700772629,213,4.91,5700772627,212,7.1,5700772619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970441,232,1,1,26,5,2iwybwokic7nmr1t33abdbjoq,1,41.0,73.2,2025-05-04T01:33:40.700Z,2025-05-04T01:33:43Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700772769,140,69.8,5700772767,56,Center,5700772771,141,50.4,5700772765,155,,5700772773,212,34.0,5700772777,1,,5700772775,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970457,233,1,1,26,8,2iwybwokic7nmr1t33abdbjoq,1,69.8,50.4,2025-05-04T01:33:42.852Z,2025-05-04T01:33:44Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700772911,56,Center,5700772915,141,60.9,5700772909,3,,5700772919,213,0.72,5700772917,212,10.9,5700772913,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970539,234,1,1,26,9,2iwybwokic7nmr1t33abdbjoq,1,77.6,60.9,2025-05-04T01:33:44.371Z,2025-05-04T01:33:50Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700773321,155,,5700773325,140,94.0,5700773331,213,5.33,5700773327,141,25.1,5700773329,212,29.8,5700773323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970551,235,1,1,26,15,2iwybwokic7nmr1t33abdbjoq,1,97.9,15.4,2025-05-04T01:33:50.379Z,2025-05-04T01:33:52Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700773391,213,3.22,5700773385,140,88.8,5700773389,212,9.6,5700773387,141,14.3,5700773383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970585,236,1,1,26,17,2iwybwokic7nmr1t33abdbjoq,1,88.8,14.3,2025-05-04T01:33:51.916Z,2025-05-04T01:33:54Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700773533,140,90.5,5700773537,212,4.5,5700773535,141,8.2,5700773531,56,Right,5700773541,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970621,237,1,1,26,19,2iwybwokic7nmr1t33abdbjoq,1,88.8,8.5,2025-05-04T01:33:53.932Z,2025-05-04T01:33:56Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700773735,141,6.8,5700773737,212,17.3,5700773739,213,3.21,5700773733,140,72.4,5700773731,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970627,238,1,1,26,21,2iwybwokic7nmr1t33abdbjoq,1,72.1,7.7,2025-05-04T01:33:56.347Z,2025-05-04T01:33:57Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700773769,141,28.0,5700773767,140,71.8,5700773773,213,1.59,5700773771,212,13.8,5700773765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970667,239,1,1,26,24,2iwybwokic7nmr1t33abdbjoq,0,72.7,23.0,2025-05-04T01:33:58.900Z,2025-05-04T01:34:01Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700774041,213,6.06,5700774031,56,Right,5700774033,140,100.0,5700774039,212,30.7,5700774029,155,,5700774035,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970815,172,5,1,26,26,ak0rmms5xl49w57i2rvid1tk9,1,-1.2,82.4,2025-05-04T01:34:00.898Z,2025-05-04T03:36:12Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700775665,233,240,5700774879,346,,5700774877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970969,240,5,1,26,26,2iwybwokic7nmr1t33abdbjoq,0,101.2,17.6,2025-05-04T01:34:00.898Z,2025-05-04T03:36:12Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700775701,233,172,5700775659,56,Right,5700775661,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970839,173,1,1,26,41,ak0rmms5xl49w57i2rvid1tk9,1,5.0,49.9,2025-05-04T01:34:16.454Z,2025-05-04T01:34:18Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700774991,141,73.9,5700774985,124,,5700774995,213,1.25,5700774993,212,17.2,5700774987,56,Back,5700774989,140,10.1,5700774999,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970851,174,1,1,26,43,ak0rmms5xl49w57i2rvid1tk9,1,10.1,73.9,2025-05-04T01:34:17.853Z,2025-05-04T01:34:19Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700775085,56,Back,5700775091,212,16.3,5700775093,213,4.19,5700775089,141,53.1,5700775087,140,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970903,175,1,1,26,44,ak0rmms5xl49w57i2rvid1tk9,1,2.4,53.1,2025-05-04T01:34:19.238Z,2025-05-04T01:34:53Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700775329,140,22.9,5700775327,56,Back,5700775331,141,95.3,5700775335,213,0.93,5700777447,155,,5700775333,212,35.9,5700775337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970925,176,1,1,26,47,ak0rmms5xl49w57i2rvid1tk9,0,22.9,95.3,2025-05-04T01:34:22.621Z,2025-05-04T01:35:06Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700775461,140,33.6,5700775463,141,80.6,5700775467,213,5.56,5700775459,56,Back,5700775465,212,15.0,5700775457,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970977,241,8,1,26,52,2iwybwokic7nmr1t33abdbjoq,1,62.1,17.8,2025-05-04T01:34:27.180Z,2025-05-04T08:09:26Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5701381931,384,,5700775685,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970989,242,1,1,26,53,2iwybwokic7nmr1t33abdbjoq,0,72.9,13.9,2025-05-04T01:34:28.203Z,2025-05-04T01:34:29Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700775771,56,Center,5700775769,3,,5700775775,141,24.1,5700775773,140,80.7,5700775779,213,0.70,5700775777,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971003,177,12,1,26,53,ak0rmms5xl49w57i2rvid1tk9,1,20.1,68.4,2025-05-04T01:34:28.741Z,2025-05-04T08:09:30Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700775869,141,62.6,5700775867,140,37.6,5700775873,213,6.07,5700775871,212,18.8,5700775865,56,Back,5701382019,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971065,243,1,1,26,55,2iwybwokic7nmr1t33abdbjoq,1,65.6,37.7,2025-05-04T01:34:30.667Z,2025-05-04T01:34:34Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700776211,140,62.8,5700776217,213,4.48,5700776213,141,19.1,5700776209,56,Right,5700776215,212,13.0,5700776207,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971069,244,4,1,26,59,2iwybwokic7nmr1t33abdbjoq,1,61.2,24.4,2025-05-04T01:34:34.155Z,2025-05-04T01:34:39Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700776279,286,,5700776273,56,Center,5700776469,233,178,5700776275,152,,5700776271,13,,5700776547,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971081,178,4,1,26,59,ak0rmms5xl49w57i2rvid1tk9,0,38.8,75.6,2025-05-04T01:34:34.156Z,2025-05-04T01:34:40Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700776419,295,,5700776417,13,,5700776577,233,244,5700776421,56,Back,5700776425,285,,5700776423,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971629,245,1,1,27,49,2iwybwokic7nmr1t33abdbjoq,1,60.9,19.7,2025-05-04T01:35:23.892Z,2025-05-04T01:35:26Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700779479,5,,5700779489,212,16.4,5700779487,141,6.7,5700779483,56,Right,5700779485,140,74.1,5700779491,213,5.72,5700779481,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971701,246,1,1,27,50,2iwybwokic7nmr1t33abdbjoq,1,72.7,7.3,2025-05-04T01:35:25.739Z,2025-05-04T01:35:45Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,1.0,,5700779991,141,19.6,5700779993,212,12.2,5700779987,56,Right,5700779989,140,64.2,5700780873,210,13,5700779995,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971715,179,45,1,27,57,ak0rmms5xl49w57i2rvid1tk9,0,24.2,74.8,2025-05-04T01:35:32.043Z,2025-05-04T03:25:57Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700780079,56,Back,5700780081,285,,5700780369,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971749,247,3,1,27,57,2iwybwokic7nmr1t33abdbjoq,1,75.8,25.2,2025-05-04T01:35:32.043Z,2025-05-04T08:10:09Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700780251,56,Center,5700780253,286,,5701383117,465,,5700780357,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971763,248,13,1,27,59,2iwybwokic7nmr1t33abdbjoq,1,85.9,28.0,2025-05-04T01:35:34.651Z,2025-05-04T01:35:46Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700780951,55,246,5700780929,24,,5700780559,20,,5700780937,73,,5700780957,102,62.0,5700780961,215,,5700780941,29,,5700780965,231,48.7,5700780963,230,99.8,5700780959,103,4.2,5700780319,56,Center,5700780313,63,,,,,,,,,,,,,,,,,,,
2809971831,180,5,1,27,59,ak0rmms5xl49w57i2rvid1tk9,1,-1.4,40.9,2025-05-04T01:35:34.725Z,2025-05-04T03:36:12Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700780733,56,Back,5700780737,346,,5700780809,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971791,249,5,1,27,59,2iwybwokic7nmr1t33abdbjoq,0,101.4,59.1,2025-05-04T01:35:34.725Z,2025-05-04T03:36:13Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700780525,346,,5700780523,56,Center,5700780833,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971861,181,1,1,28,8,ak0rmms5xl49w57i2rvid1tk9,1,4.2,52.4,2025-05-04T01:35:43.204Z,2025-05-04T01:35:47Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700781011,140,21.2,5700781021,237,,5700781015,212,25.8,5700781007,124,,5700781009,56,Back,5700781013,141,79.7,5700781017,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971893,182,1,1,28,12,ak0rmms5xl49w57i2rvid1tk9,1,26.4,80.5,2025-05-04T01:35:47.572Z,2025-05-04T01:35:51Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700781259,213,3.91,5700781257,212,13.2,5700781251,56,Back,5700781253,140,17.4,5700781255,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971941,183,1,1,28,16,ak0rmms5xl49w57i2rvid1tk9,1,18.5,63.7,2025-05-04T01:35:51.164Z,2025-05-04T01:35:56Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700781537,140,32.5,5700781539,141,5.2,5700781533,155,,5700781547,1,,5700781543,213,5.07,5700781535,56,Back,5700781541,212,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971969,184,1,1,28,18,ak0rmms5xl49w57i2rvid1tk9,1,32.9,8.8,2025-05-04T01:35:53.236Z,2025-05-04T08:11:29Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700781745,140,60.6,5700781749,212,30.9,5700781747,141,24.3,5700781743,56,Center,5700781751,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809971981,185,50,1,28,21,ak0rmms5xl49w57i2rvid1tk9,1,63.8,24.8,2025-05-04T01:35:56.189Z,2025-05-04T08:52:47Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5701384803,286,,5701429867,233,250,5700781797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972005,250,7,1,28,21,2iwybwokic7nmr1t33abdbjoq,0,36.2,75.2,2025-05-04T01:35:56.190Z,2025-05-04T08:52:46Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5701384761,285,,5701385613,178,,5701385611,385,,5701429855,233,185,5701384759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809988549,377,61,1,28,21,ak0rmms5xl49w57i2rvid1tk9,1,65.9,25.4,2025-05-04T01:35:56.657Z,2025-05-04T08:11:58Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700864653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809988557,397,1,1,28,22,2iwybwokic7nmr1t33abdbjoq,1,35.0,73.8,2025-05-04T01:35:57.658Z,2025-05-04T08:12:07Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700864689,56,Back,5701384675,140,29.3,5701384679,212,8.0,5701384677,141,81.6,5701384681,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972053,252,1,1,28,28,2iwybwokic7nmr1t33abdbjoq,1,30.6,72.2,2025-05-04T01:36:03.411Z,2025-05-04T01:36:06Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700782153,140,32.9,5700782157,212,15.3,5700782161,213,4.87,5700782155,141,50.0,5700782151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972069,253,1,1,28,32,2iwybwokic7nmr1t33abdbjoq,1,31.4,40.1,2025-05-04T01:36:07.163Z,2025-05-04T01:36:08Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700782243,213,3.54,5700782241,212,18.5,5700782237,140,15.1,5700782239,141,29.6,5700782235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972099,254,1,1,28,33,2iwybwokic7nmr1t33abdbjoq,1,15.1,29.6,2025-05-04T01:36:08.363Z,2025-05-04T01:36:10Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700782415,141,40.0,5700782411,56,Back,5700782413,140,6.0,5700782419,213,2.50,5700782417,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972135,255,1,1,28,35,2iwybwokic7nmr1t33abdbjoq,1,6.0,40.0,2025-05-04T01:36:10.179Z,2025-05-04T01:36:13Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700782583,213,6.12,5700782577,140,45.8,5700782579,141,29.8,5700782573,157,,5700782585,1,,5700782575,56,Back,5700782581,212,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972145,256,44,1,28,38,2iwybwokic7nmr1t33abdbjoq,1,44.6,33.0,2025-05-04T01:36:13.042Z,2025-05-04T03:41:55Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700782641,56,Back,5700782643,285,,5700782695,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972131,186,44,1,28,38,ak0rmms5xl49w57i2rvid1tk9,0,55.4,67.0,2025-05-04T01:36:13.043Z,2025-05-04T03:41:55Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700782541,56,Center,5700782547,286,,5700782743,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972151,257,1,1,28,38,2iwybwokic7nmr1t33abdbjoq,0,45.8,29.8,2025-05-04T01:36:13.738Z,2025-05-04T01:36:14Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700782673,212,22.8,5700782675,213,5.97,5700782669,140,66.4,5700782667,56,Right,5700782663,3,,5700782671,141,19.4,5700782665,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972171,187,1,1,28,39,ak0rmms5xl49w57i2rvid1tk9,1,45.1,76.4,2025-05-04T01:36:14.452Z,2025-05-04T03:26:09Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700782795,140,47.3,5700782789,3,,5700782801,212,16.9,5700782793,56,Back,5700782799,141,51.8,5700782803,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972229,189,1,1,28,41,ak0rmms5xl49w57i2rvid1tk9,0,45.3,49.9,2025-05-04T01:36:16.395Z,2025-05-04T08:53:14Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5701430381,233,734,5701386857,286,,5700783081,141,54.0,5700783077,56,Back,5701386851,236,,5700783079,140,46.6,5700783083,212,3.1,5700783085,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810087777,734,74,1,28,41,2iwybwokic7nmr1t33abdbjoq,1,54.4,47.8,2025-05-04T01:36:16.396Z,2025-05-04T08:53:14Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5701386653,56,Center,5701386655,285,,5701430397,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972313,259,1,1,28,50,2iwybwokic7nmr1t33abdbjoq,0,86.6,33.2,2025-05-04T01:36:24.835Z,2025-05-04T01:36:25Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700783547,141,36.2,5700783549,212,3.4,5700783543,56,Center,5700783551,213,0.64,5700783545,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972335,190,8,1,28,51,ak0rmms5xl49w57i2rvid1tk9,1,11.7,61.5,2025-05-04T01:36:26.252Z,2025-05-04T08:13:21Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700783625,56,Back,5701387387,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972421,193,1,1,28,51,ak0rmms5xl49w57i2rvid1tk9,1,15.0,64.8,2025-05-04T01:36:26.469Z,2025-05-04T01:39:23Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700794743,56,Back,5700794749,212,6.1,5700794747,141,56.4,5700794745,140,13.0,5700794751,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972399,192,1,1,28,52,ak0rmms5xl49w57i2rvid1tk9,1,11.5,56.4,2025-05-04T01:36:27.580Z,2025-05-04T03:26:09Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700789635,213,0.94,5700789627,141,63.8,5700789623,140,15.0,5700789631,212,6.2,5700783929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972349,260,83,1,28,53,2iwybwokic7nmr1t33abdbjoq,0,86.6,31.8,2025-05-04T01:36:28.331Z,2025-05-04T08:13:49Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700854765,399,b9lt0sfts2zxf2ali8vpf0pn9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972367,191,12,1,28,53,ak0rmms5xl49w57i2rvid1tk9,1,13.7,67.7,2025-05-04T01:36:28.430Z,2025-05-04T08:13:49Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700854413,213,6.27,5700854411,212,11.7,5700854407,140,24.8,5700854409,141,67.5,5700783765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972441,261,1,1,28,58,2iwybwokic7nmr1t33abdbjoq,1,72.9,28.7,2025-05-04T01:36:32.842Z,2025-05-04T01:36:34Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700784145,141,62.4,5700784147,212,23.0,5700784149,213,1.51,5700784143,140,74.3,5700784141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972463,262,1,1,28,59,2iwybwokic7nmr1t33abdbjoq,1,74.3,62.4,2025-05-04T01:36:33.987Z,2025-05-04T01:36:36Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700784261,213,0.29,5700784255,140,93.5,5700784253,56,Center,5700784259,212,21.0,5700784257,141,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972477,263,1,1,29,0,2iwybwokic7nmr1t33abdbjoq,0,97.7,67.7,2025-05-04T01:36:34.978Z,2025-05-04T08:14:29Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700784361,212,12.3,5700784357,141,51.3,5700784365,213,4.27,5700784349,56,Center,5700784353,140,92.7,5700847729,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972505,194,12,1,29,1,ak0rmms5xl49w57i2rvid1tk9,1,3.8,46.4,2025-05-04T01:36:35.851Z,2025-05-04T08:14:38Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5701388693,212,5.3,5701388689,140,6.8,5701388691,141,40.1,5701388695,213,5.35,5700784495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809985243,386,61,1,29,1,2iwybwokic7nmr1t33abdbjoq,1,94.7,54.6,2025-05-04T01:36:36.376Z,2025-05-04T08:15:01Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700848911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810088139,800,43,1,29,1,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:36:36.755Z,2025-05-04T08:16:51Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5701388899,56,Back,5701390985,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972555,195,61,1,29,2,ak0rmms5xl49w57i2rvid1tk9,1,8.7,43.6,2025-05-04T01:36:36.940Z,2025-05-04T08:16:48Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700823735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972511,264,15,1,29,4,2iwybwokic7nmr1t33abdbjoq,1,95.8,57.0,2025-05-04T01:36:38.930Z,2025-05-04T08:17:30Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5701391571,214,,5700785411,103,19,5701075509,133,,5701074397,233,198,5700785433,231,53.6,5700784527,56,Center,5701135959,78,,5700785037,20,,5700785423,146,99.8,5700785429,147,50.9,5700785431,230,97.6,5701135957,61,5700784519,22,,5700785415,100,,5700785409,102,50.6,5700785041,82,,,5700785419,101,5700785413,458,,
2809972601,198,10,1,29,4,ak0rmms5xl49w57i2rvid1tk9,1,1.4,48.9,2025-05-04T01:36:39.030Z,2025-05-04T03:48:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5701075259,14,,5700784967,56,Back,5700784965,94,,5701074435,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972807,199,6,1,29,14,ak0rmms5xl49w57i2rvid1tk9,0,6.9,82.9,2025-05-04T01:36:49.379Z,2025-05-04T08:18:25Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700787321,233,265,5700786047,56,Back,5700787245,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809972703,265,6,1,29,14,2iwybwokic7nmr1t33abdbjoq,1,93.1,17.1,2025-05-04T01:36:49.379Z,2025-05-04T03:25:32Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700785585,75,,5700785583,56,Right,5700787293,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
