id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2809966265,145,43,1,20,21,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:27:56.646Z,2025-05-04T01:28:14Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700748183,346,0,5700748181,56,Center,5700749425,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809966439,146,6,1,20,27,ak0rmms5xl49w57i2rvid1tk9,1,100.0,60.0,2025-05-04T01:28:02.245Z,2025-05-04T04:09:31Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5701042207,233,183,5700749307,56,Center,5700749309,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809966331,183,6,1,20,27,2iwybwokic7nmr1t33abdbjoq,0,0.0,40.0,2025-05-04T01:28:02.245Z,2025-05-04T07:58:54Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700748561,73,,5701042227,233,146,5700748559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809966733,147,1,1,20,58,ak0rmms5xl49w57i2rvid1tk9,1,99.5,99.5,2025-05-04T01:28:33.124Z,2025-05-04T01:28:39Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700751021,56,Left,5700751017,6,,5700751027,141,95.0,5700751029,212,9.0,5700751031,213,3.49,5700751025,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809966747,148,1,1,21,0,ak0rmms5xl49w57i2rvid1tk9,1,89.3,90.2,2025-05-04T01:28:35.515Z,2025-05-04T01:28:36Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700751097,56,Left,5700751099,140,80.9,5700751101,141,90.9,5700751103,212,8.8,5700751105,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809966775,149,1,1,21,1,ak0rmms5xl49w57i2rvid1tk9,0,80.7,90.5,2025-05-04T01:28:36.724Z,2025-05-04T07:59:09Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5701370237,223,,5701370239,20,,5700751275,141,18.2,5700751273,140,100.0,5700751279,213,5.11,5700751277,212,53.4,5700751341,1,,5700751267,2,,5700751269,155,,5700751271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,
2809966959,150,5,1,21,4,ak0rmms5xl49w57i2rvid1tk9,0,100.9,27.5,2025-05-04T01:28:39.709Z,2025-05-04T03:36:10Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700752159,56,Center,5700752161,346,,5700752601,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967035,184,5,1,21,4,2iwybwokic7nmr1t33abdbjoq,1,-0.9,72.5,2025-05-04T01:28:39.709Z,2025-05-04T03:36:09Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700752499,346,,5700752553,233,150,5700752497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967095,185,1,1,21,23,2iwybwokic7nmr1t33abdbjoq,1,5.0,44.0,2025-05-04T01:28:58.629Z,2025-05-04T01:29:03Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700752841,140,12.6,5700752851,237,,5700752845,212,20.5,5700752843,141,71.7,5700752847,213,1.17,5700752839,56,Back,5700752837,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967139,186,1,1,21,28,2iwybwokic7nmr1t33abdbjoq,1,19.7,80.9,2025-05-04T01:29:03.252Z,2025-05-04T01:29:06Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700753103,140,33.4,5700753101,56,Back,5700753109,213,5.86,5700753107,212,15.8,5700753105,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967181,187,1,1,21,31,2iwybwokic7nmr1t33abdbjoq,1,35.4,73.1,2025-05-04T01:29:06.708Z,2025-05-04T01:29:11Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700753381,213,1.67,5700753375,140,34.7,5700753373,56,Back,5700753377,141,84.2,5700753379,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967231,188,1,1,21,36,2iwybwokic7nmr1t33abdbjoq,1,34.7,84.2,2025-05-04T01:29:11.268Z,2025-05-04T01:29:15Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700753735,140,56.0,5700753733,56,Left,5700753737,141,93.0,5700753739,212,23.2,5700753741,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967245,189,1,1,21,40,2iwybwokic7nmr1t33abdbjoq,1,56.0,93.0,2025-05-04T01:29:15.724Z,2025-05-04T01:29:16Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700753815,141,84.8,5700753813,140,44.6,5700753811,56,Back,5700753819,213,3.58,5700753817,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967281,190,1,1,21,41,2iwybwokic7nmr1t33abdbjoq,1,44.6,84.8,2025-05-04T01:29:16.788Z,2025-05-04T01:29:19Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700753997,213,5.17,5700753987,56,Center,5700753993,141,51.8,5700753989,140,55.0,5700753995,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967289,152,45,1,21,43,ak0rmms5xl49w57i2rvid1tk9,0,50.3,56.4,2025-05-04T01:29:18.796Z,2025-05-04T03:25:56Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700754043,285,,5700754151,233,191,5700754041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967291,191,3,1,21,43,2iwybwokic7nmr1t33abdbjoq,1,49.7,43.6,2025-05-04T01:29:18.796Z,2025-05-04T08:01:40Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700754077,56,Back,5700754079,286,,5701372671,464,,5700754105,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967327,192,1,1,21,45,2iwybwokic7nmr1t33abdbjoq,1,49.6,45.5,2025-05-04T01:29:19.916Z,2025-05-04T01:29:23Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700754327,212,16.8,5700754323,141,20.9,5700754331,213,4.65,5700754317,56,Back,5700754319,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967365,193,1,1,21,48,2iwybwokic7nmr1t33abdbjoq,1,57.1,13.1,2025-05-04T01:29:23.165Z,2025-05-04T01:29:26Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700754531,56,Right,5700754541,213,6.16,5700754535,141,9.8,5700754533,140,75.0,5700754539,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967381,194,1,1,21,51,2iwybwokic7nmr1t33abdbjoq,1,80.2,14.9,2025-05-04T01:29:26.420Z,2025-05-04T01:29:28Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700754665,213,0.57,5700754657,56,Center,5700754659,140,91.8,5700754661,141,26.5,5700754663,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967395,195,1,1,21,53,2iwybwokic7nmr1t33abdbjoq,1,94.6,27.4,2025-05-04T01:29:28.140Z,2025-05-04T01:29:29Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700754731,212,7.0,5700754725,56,Center,5700754727,140,92.4,5700754729,141,37.1,5700754737,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967405,196,43,1,21,54,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:29:29.637Z,2025-05-04T01:30:26Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700758867,144,61,5700754773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967749,197,2,1,21,55,2iwybwokic7nmr1t33abdbjoq,1,88.6,36.6,2025-05-04T01:29:30.045Z,2025-05-04T08:52:43Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700756965,56,Center,5700759631,7,6ahu72g0u39bxbjiz7ggefai1,5700756969,141,24.2,5700756967,140,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967507,153,43,1,22,3,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:29:38.283Z,2025-05-04T08:02:18Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5701373279,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967655,154,1,1,22,14,ak0rmms5xl49w57i2rvid1tk9,1,5.2,80.9,2025-05-04T01:29:49.522Z,2025-05-04T01:29:53Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700756391,140,9.9,5700756393,141,59.9,5700756387,241,,5700756389,56,Back,5700756397,213,5.05,5700756385,5,,5700756395,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967687,155,1,1,22,17,ak0rmms5xl49w57i2rvid1tk9,0,9.4,53.1,2025-05-04T01:29:52.779Z,2025-05-04T01:29:56Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700756587,1,,5700756581,141,26.1,5700756583,212,62.7,5700756579,140,66.5,5700756577,56,Center,5700756585,213,5.99,5700756575,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967779,198,1,1,22,26,2iwybwokic7nmr1t33abdbjoq,1,22.8,76.1,2025-05-04T01:30:01.620Z,2025-05-04T01:30:04Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700757153,56,Back,5700757149,3,,5700757157,140,10.2,5700757161,141,44.8,5700757165,213,4.16,5700757163,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967785,199,52,1,22,29,2iwybwokic7nmr1t33abdbjoq,1,10.2,44.8,2025-05-04T01:30:04.277Z,2025-05-04T08:03:03Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5701374021,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967813,200,1,1,22,29,2iwybwokic7nmr1t33abdbjoq,1,10.2,44.8,2025-05-04T01:30:04.404Z,2025-05-04T01:30:07Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700757345,123,,5700757355,213,1.09,5700757347,56,Back,5700757349,140,21.4,5700757353,212,25.2,5700757351,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967839,201,1,1,22,32,2iwybwokic7nmr1t33abdbjoq,1,21.4,77.6,2025-05-04T01:30:07.644Z,2025-05-04T01:30:09Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700757531,212,13.4,5700757533,213,0.99,5700757525,140,28.4,5700757523,56,Back,5700757527,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967945,202,1,1,22,34,2iwybwokic7nmr1t33abdbjoq,1,28.9,94.2,2025-05-04T01:30:09.436Z,2025-05-04T01:30:16Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700758143,141,92.7,5700758147,213,6.18,5700758139,56,Back,5700758145,212,9.6,5700758141,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967883,156,83,1,22,36,ak0rmms5xl49w57i2rvid1tk9,0,56.2,10.7,2025-05-04T01:30:11.811Z,2025-05-04T01:30:18Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700758261,399,6naqq6f6acfec3zh2msuxrmqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967957,203,43,1,22,41,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:30:16.668Z,2025-05-04T08:03:45Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700758193,56,Back,5701374747,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967967,204,4,1,22,42,2iwybwokic7nmr1t33abdbjoq,0,36.6,92.8,2025-05-04T01:30:17.480Z,2025-05-04T08:03:33Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700758305,56,Back,5701374639,294,,5700758303,13,,5700758307,152,,5700758311,285,,5700758473,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809967989,157,4,1,22,42,ak0rmms5xl49w57i2rvid1tk9,1,63.4,7.2,2025-05-04T01:30:17.579Z,2025-05-04T08:53:33Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700758449,233,204,5700758421,13,,5701374587,294,,5700758425,152,,5700758429,286,,5700758423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968235,158,1,1,23,1,ak0rmms5xl49w57i2rvid1tk9,1,60.8,11.9,2025-05-04T01:30:36.738Z,2025-05-04T08:04:18Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700760063,213,1.79,5700760051,56,Center,5700760041,5,,5701374857,189,,5700760061,212,9.5,5700760055,140,58.8,5700760045,152,,5700760059,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968253,159,1,1,23,2,ak0rmms5xl49w57i2rvid1tk9,1,58.8,23.1,2025-05-04T01:30:37.362Z,2025-05-04T08:04:20Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700760167,141,16.4,5700760169,212,35.8,5701375233,189,,5700760163,140,92.6,5700760171,213,6.16,5700760173,1,,5700760159,56,Right,5700760157,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968283,160,1,1,23,10,ak0rmms5xl49w57i2rvid1tk9,1,98.5,25.3,2025-05-04T01:30:45.089Z,2025-05-04T08:04:24Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,1.0,,5700760281,141,57.0,5701108191,210,13,5700760283,212,24.3,5700760277,56,Center,5700760279,140,87.9,5700760285,213,2.05,5701108193,154,,5700760275,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968287,161,13,1,23,10,ak0rmms5xl49w57i2rvid1tk9,1,88.3,60.5,2025-05-04T01:30:45.143Z,2025-05-04T08:04:51Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5701108217,147,61.2,5701107663,20,,5701108211,103,15.3,5700760301,22,,5701108201,29,,5701108205,55,160,5701108219,230,99.0,5700760303,17,,5701108199,73,,5701108215,146,93.3,5701107667,153,,5701108209,102,5701108203,154,,5701108221,231,52.7,5700760305,56,Center,,,68.7,,,,,,,
2809968313,206,1,1,23,11,2iwybwokic7nmr1t33abdbjoq,1,6.2,40.9,2025-05-04T01:30:45.957Z,2025-05-04T08:05:00Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700760413,56,Back,5700760419,212,22.1,5700760417,141,19.7,5700760421,213,5.57,5700760415,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968275,205,43,1,23,12,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:30:47.243Z,2025-05-04T02:03:37Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700870619,144,10,5700760267,56,Back,5700760265,94,0,5700761113,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968461,208,1,1,23,17,2iwybwokic7nmr1t33abdbjoq,1,32.4,15.4,2025-05-04T01:30:52.700Z,2025-05-04T01:30:59Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700761195,140,40.9,5700761193,56,Back,5700761199,212,11.2,5700761197,141,5.5,5700761201,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968555,209,1,1,23,24,2iwybwokic7nmr1t33abdbjoq,1,69.2,5.5,2025-05-04T01:30:58.996Z,2025-05-04T01:31:04Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700761585,141,16.1,5700761583,140,93.0,5700761587,212,26.0,5700761589,213,0.28,5700761581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968599,210,1,1,23,27,2iwybwokic7nmr1t33abdbjoq,1,98.0,16.0,2025-05-04T01:31:01.836Z,2025-05-04T08:06:21Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,1.0,,5700761819,2,,5700761821,155,,5700763015,210,13,5701377767,20,,5700761827,141,43.8,5700761831,213,1.70,5700763017,154,,5701377765,224,,5700761825,140,95.7,5700761823,56,Center,5700761829,212,19.1,,,,,,,,,,,,,,,,,,,,,
2809968609,211,13,1,23,28,2iwybwokic7nmr1t33abdbjoq,1,96.5,44.6,2025-05-04T01:31:03.788Z,2025-05-04T08:07:04Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700763063,231,48.0,5700761889,56,Center,5700763047,154,,5700763059,328,,5700763053,102,61.8,5701378407,108,,5700762029,20,,5700763055,103,6.9,5700761887,60,,5700763057,214,,5701136193,23,,5700763049,55,5700763043,73,,5700763045,29,,5700763061,230,98.8,,,210,,,,,,,
2809968645,162,5,1,23,33,ak0rmms5xl49w57i2rvid1tk9,1,-0.6,33.0,2025-05-04T01:31:08.285Z,2025-05-04T03:36:10Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700762067,346,,5700762133,233,212,5700762065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968631,212,5,1,23,33,2iwybwokic7nmr1t33abdbjoq,0,100.6,67.0,2025-05-04T01:31:08.285Z,2025-05-04T03:36:10Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700762003,56,Center,5700762005,346,,5700762151,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809968973,163,1,1,23,55,ak0rmms5xl49w57i2rvid1tk9,1,5.0,48.5,2025-05-04T01:31:30.473Z,2025-05-04T01:31:34Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700763961,124,,5700763975,237,,5700763971,213,4.82,5700763963,56,Back,5700763967,141,31.8,5700763969,212,11.4,5700763965,140,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969041,164,1,1,23,59,ak0rmms5xl49w57i2rvid1tk9,1,14.9,44.9,2025-05-04T01:31:34.377Z,2025-05-04T01:31:40Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700764347,56,Back,5700764349,140,33.8,5700764353,212,20.5,5700764355,213,0.25,5700764351,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969097,165,1,1,24,3,ak0rmms5xl49w57i2rvid1tk9,1,36.9,34.6,2025-05-04T01:31:38.441Z,2025-05-04T01:31:44Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700764695,212,30.8,5700764691,141,3.5,5700764687,56,Right,5700764689,140,58.2,5700764699,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969127,166,3,1,24,9,ak0rmms5xl49w57i2rvid1tk9,1,74.7,13.4,2025-05-04T01:31:44.401Z,2025-05-04T08:07:38Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700764891,233,214,5701379025,465,,5700764883,56,Right,5700764885,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969113,214,45,1,24,9,2iwybwokic7nmr1t33abdbjoq,0,25.3,86.6,2025-05-04T01:31:44.401Z,2025-05-04T03:25:56Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700764917,233,166,5700764801,56,Back,5700764803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969143,167,1,1,24,12,ak0rmms5xl49w57i2rvid1tk9,0,91.9,18.2,2025-05-04T01:31:47.120Z,2025-05-04T08:07:44Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5701379203,20,,5700765011,141,62.9,5701379201,224,,5700765013,212,32.1,5700765017,1,,5700765005,155,,5700765003,2,,5700765015,213,1.25,5700765007,56,Center,5700765009,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,
2809969147,168,5,1,24,14,ak0rmms5xl49w57i2rvid1tk9,0,101.2,62.7,2025-05-04T01:31:49.002Z,2025-05-04T03:36:11Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700765039,346,,5700766707,233,215,5700765037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969411,215,5,1,24,14,2iwybwokic7nmr1t33abdbjoq,1,-1.2,37.3,2025-05-04T01:31:49.002Z,2025-05-04T03:36:11Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700766635,56,Back,5700766637,346,,5700766659,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969467,216,1,1,24,37,2iwybwokic7nmr1t33abdbjoq,1,3.3,47.8,2025-05-04T01:32:12.755Z,2025-05-04T02:02:44Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700767027,237,,5700767023,213,5.14,5700868719,189,,5700767013,124,,5700767019,141,20.0,5700767017,140,11.6,5700767021,212,20.8,5700767015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969505,217,1,1,24,43,2iwybwokic7nmr1t33abdbjoq,1,14.8,15.7,2025-05-04T01:32:18.131Z,2025-05-04T01:32:20Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700767253,140,22.6,5700767251,56,Back,5700767259,213,5.47,5700767257,212,12.0,5700767255,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969509,218,4,1,24,45,2iwybwokic7nmr1t33abdbjoq,1,24.3,4.0,2025-05-04T01:32:20.715Z,2025-05-04T08:08:05Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700767351,285,,5700767601,233,169,5700767347,152,,5700767343,13,,5700767345,56,Back,5701379815,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969517,169,4,1,24,45,ak0rmms5xl49w57i2rvid1tk9,0,75.7,96.0,2025-05-04T01:32:20.716Z,2025-05-04T08:08:01Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700767445,13,,5700767513,233,218,5700767453,286,,5700767449,56,Left,5701379741,265,,5700767451,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969973,219,1,1,25,25,2iwybwokic7nmr1t33abdbjoq,1,36.8,14.6,2025-05-04T01:33:00.507Z,2025-05-04T02:01:53Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700769795,140,5.4,5700769797,141,47.8,5700769799,212,40.0,5700769793,56,Back,5700769801,213,2.54,5700769789,5,,5700769803,1,,5700769791,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809969991,220,1,1,25,27,2iwybwokic7nmr1t33abdbjoq,1,6.9,51.5,2025-05-04T01:33:02.403Z,2025-05-04T01:33:04Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700769921,56,Back,5700769923,140,24.5,5700769927,212,29.4,5700769929,213,0.89,5700769925,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970011,221,1,1,25,29,2iwybwokic7nmr1t33abdbjoq,1,25.3,86.1,2025-05-04T01:33:04.067Z,2025-05-04T01:33:05Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700770045,141,81.2,5700770039,56,Back,5700770043,140,28.1,5700770053,213,5.44,5700770049,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970021,222,1,1,25,30,2iwybwokic7nmr1t33abdbjoq,1,27.8,81.4,2025-05-04T01:33:05.580Z,2025-05-04T08:08:28Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700770101,213,1.44,5700770095,140,28.8,5700770099,212,8.2,5700770097,141,93.4,5700770093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970087,223,1,1,25,34,2iwybwokic7nmr1t33abdbjoq,1,27.8,93.6,2025-05-04T01:33:08.931Z,2025-05-04T01:33:12Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700770533,212,14.9,5700770531,141,81.9,5700770535,213,3.70,5700770529,140,15.8,5700770527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970113,224,1,1,25,37,2iwybwokic7nmr1t33abdbjoq,1,13.3,81.6,2025-05-04T01:33:11.971Z,2025-05-04T01:33:14Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700770681,141,50.0,5700770679,140,5.6,5700770687,213,4.35,5700770675,56,Back,5700770685,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970171,225,1,1,25,39,2iwybwokic7nmr1t33abdbjoq,1,5.6,50.0,2025-05-04T01:33:14.515Z,2025-05-04T01:33:20Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700771071,141,35.8,5700771073,212,16.7,5700771069,140,18.6,5700771067,56,Back,5700771075,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809970221,226,1,1,25,45,2iwybwokic7nmr1t33abdbjoq,1,31.8,32.8,2025-05-04T01:33:20.044Z,2025-05-04T01:33:24Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700771429,213,4.52,5700771421,140,29.6,5700771423,141,15.2,5700771419,56,Back,5700771425,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
