id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value
2803514063,182,4,1,20,7,kfq8fhwnmycbtad1u0fyefx0,1,44.6,50.0,2025-04-19T23:27:08.739Z,2025-04-20T00:03:58Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665172561,286,,5665172553,13,,5665172587,233,180,5665172559,265,,5665172557,152,,5665172555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514043,180,4,1,20,7,ck22dnk93ng8ax7wonlff7yms,0,55.4,50.0,2025-04-19T23:27:08.740Z,2025-04-19T23:27:16Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665172401,265,,5665172397,56,Center,5665172395,13,,5665172399,152,,5665172607,233,182,5665172403,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514121,183,1,1,20,12,kfq8fhwnmycbtad1u0fyefx0,1,35.9,58.8,2025-04-19T23:27:13.736Z,2025-04-19T23:27:18Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665172853,141,33.4,5665172849,56,Back,5665172845,5,,5665172847,152,,5665172859,213,5.08,5665172855,212,18.5,5665172851,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514141,184,1,1,20,17,kfq8fhwnmycbtad1u0fyefx0,1,35.1,33.6,2025-04-19T23:27:18.728Z,2025-04-19T23:27:19Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665172973,140,29.4,5665172979,213,2.21,5665172977,212,10.0,5665172975,141,45.4,5665172971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514161,185,1,1,20,18,kfq8fhwnmycbtad1u0fyefx0,1,29.4,45.4,2025-04-19T23:27:19.481Z,2025-04-19T23:27:20Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665173089,212,18.4,5665173087,141,71.5,5665173085,140,24.8,5665173083,56,Back,5665173091,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514227,186,1,1,20,19,kfq8fhwnmycbtad1u0fyefx0,1,25.1,71.5,2025-04-19T23:27:20.793Z,2025-04-19T23:27:26Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665173463,56,Back,5665173471,213,3.96,5665173469,212,20.8,5665173465,140,11.6,5665173467,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514245,187,1,1,20,25,kfq8fhwnmycbtad1u0fyefx0,1,14.6,52.4,2025-04-19T23:27:26.352Z,2025-04-19T23:27:29Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665173591,213,5.11,5665173583,56,Back,5665173587,141,30.3,5665173585,140,20.6,5665173589,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514273,188,1,1,20,27,kfq8fhwnmycbtad1u0fyefx0,1,22.1,27.9,2025-04-19T23:27:28.832Z,2025-04-19T23:27:32Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665173719,213,2.36,5665173715,141,48.8,5665173717,212,20.2,5665173713,140,8.4,5665173711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514295,189,1,1,20,30,kfq8fhwnmycbtad1u0fyefx0,1,7.3,54.2,2025-04-19T23:27:32.104Z,2025-04-19T23:27:35Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665173873,141,86.3,5665173871,140,12.7,5665173869,56,Back,5665173875,212,22.6,5665173877,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514347,190,1,1,20,34,kfq8fhwnmycbtad1u0fyefx0,1,15.4,87.8,2025-04-19T23:27:35.344Z,2025-04-19T23:27:40Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665174141,140,6.4,5665174147,213,4.24,5665174145,212,20.6,5665174139,56,Back,5665174143,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514375,191,1,1,20,39,kfq8fhwnmycbtad1u0fyefx0,1,10.3,49.7,2025-04-19T23:27:40.720Z,2025-04-19T23:27:44Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665174333,213,5.84,5665174329,141,31.9,5665174327,140,34.7,5665174325,56,Back,5665174323,155,,5665174331,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514399,192,1,1,20,42,kfq8fhwnmycbtad1u0fyefx0,1,36.2,30.4,2025-04-19T23:27:43.936Z,2025-04-19T23:27:46Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665174429,141,8.5,5665174433,213,5.34,5665174431,212,18.4,5665174427,140,46.5,5665174425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514403,193,61,1,20,45,kfq8fhwnmycbtad1u0fyefx0,0,46.2,8.3,2025-04-19T23:27:46.320Z,2025-04-19T23:27:46Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665174459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514479,182,5,1,20,46,ck22dnk93ng8ax7wonlff7yms,1,49.0,101.3,2025-04-19T23:27:47.547Z,2025-04-20T00:08:43Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665174875,347,,5665174883,233,194,5665174873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514417,194,5,1,20,46,kfq8fhwnmycbtad1u0fyefx0,0,51.0,-1.3,2025-04-19T23:27:47.547Z,2025-04-20T01:53:44Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665174889,233,182,5665174561,347,,5665174559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514547,183,1,1,20,52,ck22dnk93ng8ax7wonlff7yms,1,47.8,100.0,2025-04-19T23:27:53.818Z,2025-04-19T23:28:00Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665175251,140,40.6,5665175249,56,Back,5665175253,141,86.0,5665175247,107,,5665175257,213,4.09,5665175255,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514577,184,1,1,20,59,ck22dnk93ng8ax7wonlff7yms,1,37.7,83.6,2025-04-19T23:28:00.362Z,2025-04-19T23:28:03Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665175451,213,4.31,5665175443,56,Back,5665175449,212,16.1,5665175447,141,61.8,5665175477,189,,5665175445,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514599,185,1,1,21,1,ck22dnk93ng8ax7wonlff7yms,1,32.3,60.6,2025-04-19T23:28:02.794Z,2025-04-19T23:28:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665175561,56,Back,5665175567,212,15.9,5665175565,141,42.5,5665175569,213,5.40,5665175563,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514631,186,1,1,21,2,ck22dnk93ng8ax7wonlff7yms,1,41.9,42.5,2025-04-19T23:28:03.890Z,2025-04-19T23:28:06Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665175711,141,32.1,5665175713,212,17.0,5665175707,56,Center,5665175709,140,56.6,5665175715,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514667,187,1,1,21,5,ck22dnk93ng8ax7wonlff7yms,1,58.3,36.3,2025-04-19T23:28:06.267Z,2025-04-19T23:28:09Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665175979,141,60.5,5665175977,140,66.2,5665175975,56,Center,5665175981,212,18.4,5665175983,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514695,188,1,1,21,8,ck22dnk93ng8ax7wonlff7yms,1,67.1,65.8,2025-04-19T23:28:09.554Z,2025-04-19T23:28:12Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665176155,140,80.7,5665176157,141,88.1,5665176159,212,20.8,5665176161,213,0.82,5665176153,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514713,189,1,1,21,11,ck22dnk93ng8ax7wonlff7yms,0,80.0,84.2,2025-04-19T23:28:12.402Z,2025-04-19T23:29:07Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665176261,212,9.3,5665176263,213,4.28,5665176259,141,71.8,5665176255,56,Center,5665176257,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514715,190,43,1,21,13,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:28:14.443Z,2025-04-19T23:29:18Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665180107,144,61,5665176279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514755,196,1,1,21,15,kfq8fhwnmycbtad1u0fyefx0,1,31.3,34.8,2025-04-19T23:28:16.487Z,2025-04-19T23:28:18Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665176513,140,29.0,5665176511,56,Back,5665176519,213,3.61,5665176515,141,33.0,5665176517,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514787,197,1,1,21,16,kfq8fhwnmycbtad1u0fyefx0,1,28.7,32.7,2025-04-19T23:28:17.999Z,2025-04-19T23:28:20Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665176695,213,2.64,5665176689,141,48.1,5665176693,212,21.8,5665176687,140,10.5,5665176685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514819,198,1,1,21,19,kfq8fhwnmycbtad1u0fyefx0,1,5.7,44.2,2025-04-19T23:28:20.632Z,2025-04-19T23:28:23Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665176859,56,Back,5665176857,155,,5665176861,140,30.6,5665176869,213,0.64,5665176871,1,,5665176865,141,72.6,5665176867,212,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514853,199,1,1,21,21,kfq8fhwnmycbtad1u0fyefx0,1,30.6,72.6,2025-04-19T23:28:23.063Z,2025-04-19T23:28:25Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665177075,213,2.43,5665177067,56,Back,5665177073,212,5.8,5665177071,141,78.2,5665177069,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514859,200,1,1,21,23,kfq8fhwnmycbtad1u0fyefx0,0,22.7,84.2,2025-04-19T23:28:25.111Z,2025-04-19T23:28:25Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665177091,140,27.0,5665177093,141,82.7,5665177089,56,Back,5665177097,213,6.06,5665177095,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514867,191,8,1,21,25,ck22dnk93ng8ax7wonlff7yms,1,65.5,18.3,2025-04-19T23:28:26.162Z,2025-04-19T23:28:32Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665177139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514883,192,5,1,21,26,ck22dnk93ng8ax7wonlff7yms,0,69.8,-2.0,2025-04-19T23:28:27.691Z,2025-04-20T01:53:45Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665177241,347,,5665177747,233,201,5665177239,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514963,201,5,1,21,26,kfq8fhwnmycbtad1u0fyefx0,1,30.2,102.0,2025-04-19T23:28:27.691Z,2025-04-20T01:53:45Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665177683,347,,5665177681,56,Back,5665177711,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515013,202,1,1,21,34,kfq8fhwnmycbtad1u0fyefx0,1,27.0,100.0,2025-04-19T23:28:35.863Z,2025-04-19T23:28:40Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665177977,140,60.0,5665177975,56,Left,5665177979,141,80.6,5665177973,107,,5665177981,212,37.6,5665177985,1,,5665177983,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515023,203,50,1,21,38,kfq8fhwnmycbtad1u0fyefx0,1,62.4,81.6,2025-04-19T23:28:39.999Z,2025-04-20T01:54:37Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665178025,56,Left,5665178027,286,,5665178419,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515083,193,7,1,21,38,ck22dnk93ng8ax7wonlff7yms,0,37.6,18.4,2025-04-19T23:28:40Z,2025-04-20T01:54:37Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665178383,233,203,5665178323,285,,5665178321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803543991,412,61,1,21,39,kfq8fhwnmycbtad1u0fyefx0,1,57.6,89.7,2025-04-19T23:28:40.162Z,2025-04-20T00:07:32Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665337975,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518077,246,1,1,21,40,ck22dnk93ng8ax7wonlff7yms,1,40.4,5.2,2025-04-19T23:28:42.101Z,2025-04-19T23:33:51Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665195839,141,6.5,5665195847,213,0.11,5665195837,140,47.8,5665195835,56,Back,5665195845,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518715,257,61,1,21,41,ck22dnk93ng8ax7wonlff7yms,1,44.6,6.1,2025-04-19T23:28:42.684Z,2025-04-19T23:35:10Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665199299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515079,204,61,1,21,43,kfq8fhwnmycbtad1u0fyefx0,1,57.5,73.9,2025-04-19T23:28:44.306Z,2025-04-19T23:28:44Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665178297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515099,195,1,1,21,43,ck22dnk93ng8ax7wonlff7yms,0,37.2,13.2,2025-04-19T23:28:44.826Z,2025-04-19T23:28:48Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665178673,286,,5665178483,213,0.69,5665178477,140,41.7,5665178475,56,Back,5665178667,236,,5665178479,141,18.9,5665178669,233,205,5665178481,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515119,205,74,1,21,43,kfq8fhwnmycbtad1u0fyefx0,1,55.8,75.4,2025-04-19T23:28:44.827Z,2025-04-20T01:55:07Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665178591,56,Center,5665178593,285,,5665178687,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519921,273,61,1,21,45,ck22dnk93ng8ax7wonlff7yms,1,43.5,11.9,2025-04-19T23:28:46.194Z,2025-04-19T23:36:41Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665205493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515137,206,4,1,21,46,kfq8fhwnmycbtad1u0fyefx0,1,57.8,77.8,2025-04-19T23:28:47.570Z,2025-04-19T23:28:53Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665178751,265,,5665178787,233,196,5665178749,152,,5665178753,286,,5665178747,56,Center,5665178745,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515113,196,4,1,21,46,ck22dnk93ng8ax7wonlff7yms,0,42.2,22.2,2025-04-19T23:28:47.571Z,2025-04-19T23:28:54Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665178701,152,,5665178697,13,,5665178699,56,Back,5665178705,285,,5665178821,233,206,5665178703,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515213,207,1,1,21,54,kfq8fhwnmycbtad1u0fyefx0,1,60.6,78.7,2025-04-19T23:28:55.863Z,2025-04-19T23:28:57Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665179141,141,64.8,5665179143,212,26.1,5665179133,5,,5665179137,56,Back,5665179145,213,3.51,5665179135,152,,5665179139,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515233,208,1,1,21,56,kfq8fhwnmycbtad1u0fyefx0,1,35.2,60.3,2025-04-19T23:28:57.287Z,2025-04-19T23:29:00Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665179251,56,Back,5665179257,212,17.5,5665179255,141,34.5,5665179259,213,4.72,5665179253,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515259,209,1,1,21,59,kfq8fhwnmycbtad1u0fyefx0,1,36.3,26.1,2025-04-19T23:29:00.527Z,2025-04-19T23:29:04Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665179417,140,65.0,5665179415,56,Right,5665179423,213,5.96,5665179419,141,11.3,5665179421,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515277,210,1,1,22,3,kfq8fhwnmycbtad1u0fyefx0,1,66.1,15.3,2025-04-19T23:29:04.695Z,2025-04-19T23:29:07Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665179531,141,27.0,5665179537,213,2.22,5665179527,56,Center,5665179529,140,60.3,5665179533,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515315,211,1,1,22,5,kfq8fhwnmycbtad1u0fyefx0,0,60.7,27.0,2025-04-19T23:29:06.856Z,2025-04-19T23:30:21Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665179803,56,Center,5665179809,212,11.4,5665179807,141,28.5,5665179805,140,71.5,5665179811,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515321,212,43,1,22,9,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-19T23:29:10.904Z,2025-04-19T23:30:15Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665179829,56,Center,5665183129,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515311,197,61,1,22,11,ck22dnk93ng8ax7wonlff7yms,1,31.4,72.4,2025-04-19T23:29:12.353Z,2025-04-19T23:29:12Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665179785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515469,199,1,1,22,18,ck22dnk93ng8ax7wonlff7yms,1,13.6,54.0,2025-04-19T23:29:20.042Z,2025-04-19T23:29:27Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,5665180717,56,Back,5665180715,123,,5665180719,140,18.5,5665180723,212,8.1,5665180721,141,44.8,5665180725,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515555,200,1,1,22,26,ck22dnk93ng8ax7wonlff7yms,1,26.1,49.1,2025-04-19T23:29:27.745Z,2025-04-19T23:29:39Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665181213,56,Back,5665181221,213,3.12,5665181219,212,15.1,5665181215,140,11.7,5665181217,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515575,201,1,1,22,37,ck22dnk93ng8ax7wonlff7yms,1,11.8,49.4,2025-04-19T23:29:38.809Z,2025-04-19T23:29:42Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,5665181341,140,12.0,5665181343,141,30.3,5665181339,56,Back,5665181347,213,4.73,5665181345,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515593,202,1,1,22,41,ck22dnk93ng8ax7wonlff7yms,1,15.3,18.8,2025-04-19T23:29:42.210Z,2025-04-19T23:29:45Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665181429,155,,5665181433,140,54.5,5665181437,212,42.3,5665181435,141,33.4,5665181439,213,0.24,5665181431,56,Center,5665181441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515601,203,44,1,22,43,ck22dnk93ng8ax7wonlff7yms,1,60.4,35.0,2025-04-19T23:29:44.639Z,2025-04-19T23:29:50Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665181477,286,,5665181493,233,213,5665181475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515591,213,44,1,22,43,kfq8fhwnmycbtad1u0fyefx0,0,39.6,65.0,2025-04-19T23:29:44.640Z,2025-04-19T23:29:51Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665181549,233,203,5665181427,285,,5665181425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515637,204,1,1,22,43,ck22dnk93ng8ax7wonlff7yms,0,56.3,32.4,2025-04-19T23:29:45.113Z,2025-04-19T23:29:50Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665181773,3,,5665181781,212,2.2,5665181783,213,0.31,5665181779,141,33.4,5665181775,56,Center,5665181777,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515621,214,61,1,22,46,kfq8fhwnmycbtad1u0fyefx0,1,35.3,65.4,2025-04-19T23:29:47.688Z,2025-04-19T23:29:48Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665181655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515629,215,61,1,22,48,kfq8fhwnmycbtad1u0fyefx0,0,32.5,83.2,2025-04-19T23:29:50.151Z,2025-04-19T23:29:50Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665181709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515645,205,5,1,22,49,ck22dnk93ng8ax7wonlff7yms,1,63.5,-1.8,2025-04-19T23:29:50.753Z,2025-04-20T00:08:40Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665181819,347,,5665181847,233,216,5665181817,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515641,216,5,1,22,49,kfq8fhwnmycbtad1u0fyefx0,0,36.5,101.8,2025-04-19T23:29:50.753Z,2025-04-20T01:53:46Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665181859,233,205,5665181797,347,,5665181795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515673,206,1,1,22,50,ck22dnk93ng8ax7wonlff7yms,1,57.2,0.0,2025-04-19T23:29:51.785Z,2025-04-19T23:29:54Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665181971,107,,5665181973,56,Right,5665181981,213,0.61,5665181977,141,9.8,5665181975,140,68.1,5665181979,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515697,207,1,1,22,53,ck22dnk93ng8ax7wonlff7yms,1,68.9,10.9,2025-04-19T23:29:54.264Z,2025-04-19T23:29:57Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665182101,56,Right,5665182107,212,9.8,5665182105,141,5.6,5665182109,213,3.52,5665182103,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515701,208,4,1,22,55,ck22dnk93ng8ax7wonlff7yms,1,61.2,7.6,2025-04-19T23:29:57.118Z,2025-04-19T23:30:02Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665182173,233,217,5665182143,56,Right,5665182147,265,,5665182145,152,,5665182149,286,,5665182141,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515695,217,4,1,22,55,kfq8fhwnmycbtad1u0fyefx0,0,38.8,92.4,2025-04-19T23:29:57.119Z,2025-04-19T23:30:02Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665182129,265,,5665182131,285,,5665182127,152,,5665182125,56,Back,5665182123,13,,5665182187,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515813,209,1,1,23,2,ck22dnk93ng8ax7wonlff7yms,1,59.2,7.6,2025-04-19T23:30:03.848Z,2025-04-19T23:30:10Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665182841,213,2.76,5665182831,152,,5665182829,5,,5665182833,56,Back,5665182835,140,36.8,5665182837,141,21.5,5665182839,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515837,210,1,1,23,8,ck22dnk93ng8ax7wonlff7yms,1,41.2,24.0,2025-04-19T23:30:10.008Z,2025-04-19T23:30:12Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665182961,141,61.4,5665182957,56,Center,5665182959,140,63.9,5665182963,212,34.9,5665182965,213,0.82,5665182967,1,,5665182995,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515857,211,1,1,23,11,ck22dnk93ng8ax7wonlff7yms,1,65.4,63.4,2025-04-19T23:30:12.768Z,2025-04-19T23:30:14Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665183095,213,1.21,5665183119,189,,5665183089,141,86.8,5665183085,56,Left,5665183087,140,71.2,5665183093,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803515881,212,1,1,23,13,ck22dnk93ng8ax7wonlff7yms,1,70.8,86.8,2025-04-19T23:30:14.648Z,2025-04-19T23:30:16Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665183209,140,56.5,5665183211,141,74.8,5665183213,212,17.1,5665183207,56,Center,5665183215,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
