id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value
2803511495,138,1,1,15,57,kfq8fhwnmycbtad1u0fyefx0,1,13.8,74.7,2025-04-19T23:22:58.705Z,2025-04-19T23:23:06Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665157345,212,5.7,5665157347,213,2.02,5665157337,140,11.4,5665157333,56,Back,5665157341,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511503,139,4,1,16,4,kfq8fhwnmycbtad1u0fyefx0,1,8.6,86.0,2025-04-19T23:23:05.527Z,2025-04-19T23:23:10Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665157453,233,156,5665157423,285,,5665157415,13,,5665157417,56,Back,5665157421,265,,5665157419,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511479,156,4,1,16,4,ck22dnk93ng8ax7wonlff7yms,0,91.4,14.0,2025-04-19T23:23:05.528Z,2025-04-19T23:23:11Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665157471,233,139,5665157405,56,Right,5665157411,286,,5665157407,152,,5665157409,265,,5665157403,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511879,140,1,1,16,42,kfq8fhwnmycbtad1u0fyefx0,1,18.5,81.8,2025-04-19T23:23:44.082Z,2025-04-19T23:23:45Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665159577,212,11.6,5665159575,141,74.2,5665159579,213,5.82,5665159573,140,28.4,5665159581,1,,5665159567,157,,5665159565,5,,5665159569,152,,5665159571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511897,141,1,1,16,44,kfq8fhwnmycbtad1u0fyefx0,0,28.4,74.2,2025-04-19T23:23:45.634Z,2025-04-19T23:23:46Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665159639,141,69.1,5665159635,56,Back,5665159637,140,23.2,5665159643,213,3.71,5665159641,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511887,157,8,1,16,44,ck22dnk93ng8ax7wonlff7yms,1,57.5,28.3,2025-04-19T23:23:46.143Z,2025-04-19T23:23:46Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665159597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511927,158,1,1,16,46,ck22dnk93ng8ax7wonlff7yms,1,64.8,20.9,2025-04-19T23:23:47.975Z,2025-04-19T23:23:49Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665159807,56,Center,5665159813,212,9.6,5665159811,141,33.6,5665159809,140,68.9,5665159815,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512023,160,1,1,16,51,ck22dnk93ng8ax7wonlff7yms,1,67.4,40.9,2025-04-19T23:23:52.200Z,2025-04-19T23:24:31Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,1.0,5665160337,213,1.37,5665160335,212,16.2,5665162745,210,15,5665160333,141,64.2,5665160329,56,Center,5665160331,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803511961,142,83,1,16,51,kfq8fhwnmycbtad1u0fyefx0,0,25.6,62.9,2025-04-19T23:23:52.802Z,2025-04-20T00:09:54Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665162519,399,chiwsyjdyk4sn4vxqu9mdr0x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512037,161,15,1,16,55,ck22dnk93ng8ax7wonlff7yms,1,78.7,59.9,2025-04-19T23:23:56.680Z,2025-04-20T02:18:58Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665162845,233,143,5665162785,147,58.3,5665160421,56,Center,5665160419,18,,5665162771,55,160,5665162767,78,,5665162775,102,50.1,5665162463,20,,5665162777,103,19,5665162781,146,82.2,5665162789,230,5665162793,231,51.6,5665162769,29,,97.6,5665160417,22,5665162779,215,,5665162467,82,,,,,,,
2803512029,143,10,1,16,55,kfq8fhwnmycbtad1u0fyefx0,1,20.3,44.7,2025-04-19T23:23:56.780Z,2025-04-20T00:09:55Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665160365,94,,5665160367,56,Back,5665162875,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512107,162,1,1,16,59,ck22dnk93ng8ax7wonlff7yms,0,91.3,17.7,2025-04-19T23:24:00.199Z,2025-04-20T00:09:52Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665160775,213,1.24,5665160773,212,4.8,5665346597,236,,5665346603,286,,5665346599,233,144,5665160763,2,,5665160767,56,Center,5665160765,155,,5665160769,140,92.8,5665160771,141,24.4,,,,,,,,,,,,,,,,,,,,,,,
2803512123,144,12,1,16,59,kfq8fhwnmycbtad1u0fyefx0,1,23.2,83.5,2025-04-19T23:24:00.299Z,2025-04-20T00:09:57Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665160855,56,Back,5665346641,233,162,5665346565,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512263,146,1,1,17,5,kfq8fhwnmycbtad1u0fyefx0,1,21.9,62.0,2025-04-19T23:24:06.801Z,2025-04-19T23:24:15Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665161633,140,30.4,5665161639,213,0.76,5665161637,212,12.3,5665161635,141,74.4,5665161631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512289,147,1,1,17,13,kfq8fhwnmycbtad1u0fyefx0,1,80.3,89.7,2025-04-19T23:24:15.074Z,2025-04-19T23:24:17Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665161805,212,9.1,5665161799,56,Left,5665161807,213,3.73,5665161803,141,82.3,5665161801,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512347,148,1,1,17,15,kfq8fhwnmycbtad1u0fyefx0,1,70.3,79.9,2025-04-19T23:24:17.113Z,2025-04-19T23:24:21Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665162139,141,87.5,5665162141,212,21.3,5665162131,56,Left,5665162143,213,0.24,5665162133,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512383,149,1,1,17,20,kfq8fhwnmycbtad1u0fyefx0,1,93.7,88.6,2025-04-19T23:24:21.169Z,2025-04-19T23:24:22Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665162295,213,3.62,5665162289,140,84.3,5665162291,141,81.1,5665162287,56,Left,5665162293,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512409,150,1,1,17,21,kfq8fhwnmycbtad1u0fyefx0,1,77.5,76.6,2025-04-19T23:24:22.729Z,2025-04-19T23:24:25Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665162413,212,10.5,5665162407,56,Left,5665162411,141,84.2,5665162409,140,68.8,5665162415,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512425,151,1,1,17,24,kfq8fhwnmycbtad1u0fyefx0,1,61.3,84.5,2025-04-19T23:24:25.458Z,2025-04-19T23:24:26Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665162479,140,42.6,5665162485,213,3.67,5665162477,56,Back,5665162483,212,22.7,5665162481,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512447,152,1,1,17,25,kfq8fhwnmycbtad1u0fyefx0,1,42.6,67.8,2025-04-19T23:24:26.556Z,2025-04-19T23:24:29Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665162627,56,Left,5665162633,212,22.6,5665162629,140,61.6,5665162631,141,83.3,5665162635,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512469,153,1,1,17,28,kfq8fhwnmycbtad1u0fyefx0,1,61.6,83.3,2025-04-19T23:24:29.569Z,2025-04-19T23:24:32Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665162809,141,64.3,5665162807,140,42.3,5665162813,213,3.71,5665162811,212,24.0,5665162805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512495,154,1,1,17,30,kfq8fhwnmycbtad1u0fyefx0,1,42.3,64.3,2025-04-19T23:24:31.593Z,2025-04-19T23:24:34Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665162957,56,Back,5665162965,213,5.04,5665162959,140,45.9,5665162961,141,47.8,5665162963,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512515,155,1,1,17,33,kfq8fhwnmycbtad1u0fyefx0,1,46.2,45.5,2025-04-19T23:24:34.377Z,2025-04-19T23:24:37Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665163089,56,Back,5665163091,140,47.7,5665163093,141,23.4,5665163097,213,4.82,5665163095,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512553,156,1,1,17,35,kfq8fhwnmycbtad1u0fyefx0,1,47.7,20.0,2025-04-19T23:24:37.017Z,2025-04-19T23:24:42Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665163351,56,Back,5665163353,140,45.7,5665163355,141,29.2,5665163357,212,6.6,5665163359,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512579,157,1,1,17,40,kfq8fhwnmycbtad1u0fyefx0,1,52.8,40.6,2025-04-19T23:24:42.033Z,2025-04-19T23:24:44Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665163503,141,65.2,5665163501,140,39.0,5665163499,56,Back,5665163505,212,22.1,5665163507,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512597,158,1,1,17,42,kfq8fhwnmycbtad1u0fyefx0,1,38.9,65.2,2025-04-19T23:24:43.816Z,2025-04-19T23:24:47Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665163623,140,58.3,5665163619,56,Left,5665163629,213,0.51,5665163625,141,82.1,5665163627,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512607,159,1,1,17,45,kfq8fhwnmycbtad1u0fyefx0,0,58.3,82.1,2025-04-19T23:24:46.857Z,2025-04-19T23:24:47Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665163675,56,Center,5665163677,140,73.8,5665163679,141,44.5,5665163673,155,,5665163681,212,30.3,5665163683,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512643,163,43,1,17,49,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:24:50.214Z,2025-04-19T23:25:51Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665167441,144,44,5665163887,285,0,5665163885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512653,164,12,1,17,49,ck22dnk93ng8ax7wonlff7yms,1,27.3,53.4,2025-04-19T23:24:50.685Z,2025-04-19T23:25:41Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665163927,212,14.0,5665163925,141,37.7,5665163929,213,5.41,5665163959,15,,5665163921,56,Back,5665163923,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512707,166,1,1,17,52,ck22dnk93ng8ax7wonlff7yms,1,35.9,36.9,2025-04-19T23:24:53.246Z,2025-04-19T23:24:59Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665164255,140,26.3,5665164257,141,34.8,5665164259,212,10.2,5665164261,213,3.28,5665164253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512761,167,1,1,17,59,ck22dnk93ng8ax7wonlff7yms,1,28.7,30.0,2025-04-19T23:25:00.285Z,2025-04-19T23:25:06Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665164581,140,31.9,5665164577,56,Back,5665164593,213,1.42,5665164585,141,62.3,5665164589,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512809,168,1,1,18,4,ck22dnk93ng8ax7wonlff7yms,1,33.9,64.2,2025-04-19T23:25:05.806Z,2025-04-19T23:25:13Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665164931,140,30.6,5665164933,141,44.0,5665164929,56,Back,5665164937,213,4.47,5665164935,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512827,169,1,1,18,12,ck22dnk93ng8ax7wonlff7yms,1,33.2,47.9,2025-04-19T23:25:13.702Z,2025-04-19T23:25:16Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665165057,56,Center,5665165065,213,6.27,5665165059,140,55.1,5665165061,141,47.6,5665165063,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512835,170,1,1,18,14,ck22dnk93ng8ax7wonlff7yms,1,54.7,47.9,2025-04-19T23:25:15.933Z,2025-04-19T23:25:17Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665165171,156,,5665165113,56,Center,5665165115,140,51.8,5665165117,141,44.0,5665165121,213,3.86,5665165119,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512891,171,1,1,18,16,ck22dnk93ng8ax7wonlff7yms,1,51.2,46.6,2025-04-19T23:25:17.534Z,2025-04-19T23:25:20Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665165483,140,72.7,5665165495,1,,5665165485,141,85.7,5665165493,213,0.87,5665165489,212,34.9,5665165479,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803512919,172,2,1,18,19,ck22dnk93ng8ax7wonlff7yms,1,75.5,87.2,2025-04-19T23:25:20.325Z,2025-04-19T23:25:24Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665165687,140,82.2,5665165705,56,Center,5665165689,141,65.1,5665165703,7,chiwsyjdyk4sn4vxqu9mdr0x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513097,161,1,1,18,39,kfq8fhwnmycbtad1u0fyefx0,1,8.8,41.6,2025-04-19T23:25:40.176Z,2025-04-19T23:25:44Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665166981,56,Back,5665166977,5,,5665166979,241,,5665166983,140,11.9,5665166987,212,12.0,5665166985,141,24.6,5665166989,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513117,162,1,1,18,43,kfq8fhwnmycbtad1u0fyefx0,1,20.5,23.1,2025-04-19T23:25:44.777Z,2025-04-19T23:25:47Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665167123,140,27.6,5665167121,56,Back,5665167125,141,39.7,5665167127,212,13.5,5665167131,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513171,163,1,1,18,45,kfq8fhwnmycbtad1u0fyefx0,1,29.6,43.1,2025-04-19T23:25:47.128Z,2025-04-19T23:25:52Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665167485,212,20.5,5665167487,213,0.25,5665167479,56,Back,5665167483,141,50.6,5665167481,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513227,164,1,1,18,50,kfq8fhwnmycbtad1u0fyefx0,1,46.7,49.7,2025-04-19T23:25:52.009Z,2025-04-19T23:25:56Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665167783,140,63.9,5665167789,213,0.70,5665167785,141,72.1,5665167787,212,23.6,5665167781,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513269,165,1,1,18,55,kfq8fhwnmycbtad1u0fyefx0,1,74.6,74.2,2025-04-19T23:25:56.497Z,2025-04-19T23:26:00Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665168009,212,13.7,5665168005,140,63.4,5665168011,213,3.68,5665168007,141,63.9,5665168003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513309,166,1,1,18,58,kfq8fhwnmycbtad1u0fyefx0,1,64.3,64.2,2025-04-19T23:25:59.785Z,2025-04-19T23:26:02Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665168233,56,Back,5665168239,212,21.5,5665168237,141,46.4,5665168235,140,47.4,5665168241,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513333,167,1,1,19,1,kfq8fhwnmycbtad1u0fyefx0,1,46.2,45.4,2025-04-19T23:26:02.769Z,2025-04-19T23:26:05Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665168391,213,1.90,5665168383,56,Back,5665168389,212,15.1,5665168385,140,41.6,5665168387,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513389,168,1,1,19,3,kfq8fhwnmycbtad1u0fyefx0,1,40.9,69.1,2025-04-19T23:26:04.881Z,2025-04-19T23:26:09Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665168647,56,Center,5665168649,140,57.9,5665168651,141,77.2,5665168653,212,18.7,5665168655,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513407,169,1,1,19,8,kfq8fhwnmycbtad1u0fyefx0,1,57.9,77.2,2025-04-19T23:26:09.592Z,2025-04-19T23:26:11Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665168747,213,3.88,5665168727,140,54.2,5665168733,141,72.0,5665168721,56,Center,5665168741,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513413,170,1,1,19,9,kfq8fhwnmycbtad1u0fyefx0,1,54.2,72.0,2025-04-19T23:26:10.927Z,2025-04-19T23:26:12Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665168793,56,Center,5665168801,213,5.54,5665168799,212,5.7,5665168797,141,66.3,5665168795,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513427,171,1,1,19,10,kfq8fhwnmycbtad1u0fyefx0,1,58.2,66.3,2025-04-19T23:26:12.088Z,2025-04-19T23:26:13Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665168869,141,71.4,5665168873,212,4.9,5665168865,140,54.9,5665168861,56,Center,5665168875,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513443,172,1,1,19,12,kfq8fhwnmycbtad1u0fyefx0,1,55.5,70.5,2025-04-19T23:26:13.473Z,2025-04-19T23:26:15Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665168967,56,Center,5665168971,140,56.0,5665168975,141,64.5,5665168977,212,4.1,5665168979,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513467,173,1,1,19,14,kfq8fhwnmycbtad1u0fyefx0,1,54.3,66.6,2025-04-19T23:26:15.497Z,2025-04-19T23:26:18Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665169141,213,4.06,5665169133,56,Back,5665169139,212,27.3,5665169137,141,34.6,5665169135,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513539,174,1,1,19,16,kfq8fhwnmycbtad1u0fyefx0,1,37.2,30.7,2025-04-19T23:26:18.033Z,2025-04-19T23:26:24Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665169511,56,Right,5665169513,140,71.7,5665169519,213,5.97,5665169521,1,,5665169517,212,38.0,5665169515,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513589,175,1,1,19,21,kfq8fhwnmycbtad1u0fyefx0,1,77.2,12.0,2025-04-19T23:26:22.392Z,2025-04-20T00:09:31Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665169789,155,,5665169793,140,80.3,5665169787,2,,5665169791,56,Center,5665169795,141,43.6,5665169797,212,21.7,5665169799,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803542883,410,61,1,19,23,kfq8fhwnmycbtad1u0fyefx0,1,87.7,57.2,2025-04-19T23:26:24.162Z,2025-04-20T00:05:41Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665331247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803542517,409,61,1,19,23,kfq8fhwnmycbtad1u0fyefx0,1,88.8,56.4,2025-04-19T23:26:24.262Z,2025-04-20T00:05:43Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665329031,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544367,413,61,1,19,23,kfq8fhwnmycbtad1u0fyefx0,0,88.3,62.7,2025-04-19T23:26:24.362Z,2025-04-20T00:09:53Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665340117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513609,173,12,1,19,24,ck22dnk93ng8ax7wonlff7yms,1,12.5,40.5,2025-04-19T23:26:25.325Z,2025-04-20T01:59:00Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665171563,212,2.8,5665343497,233,176,5665171565,213,0.51,5665169867,56,Back,5665171561,141,42.5,5665171559,140,14.8,5665172947,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513605,176,74,1,19,24,kfq8fhwnmycbtad1u0fyefx0,1,80.4,46.0,2025-04-19T23:26:25.326Z,2025-04-20T00:09:05Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665171429,285,,5665171427,397,,5665343627,233,173,5665169853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514287,181,61,1,19,27,ck22dnk93ng8ax7wonlff7yms,1,13.6,39.7,2025-04-19T23:26:28.319Z,2025-04-19T23:27:38Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665173815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513633,174,12,1,19,30,ck22dnk93ng8ax7wonlff7yms,1,11.8,34.0,2025-04-19T23:26:31.607Z,2025-04-20T00:09:04Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665170011,56,Back,5665170013,140,23.2,5665170017,212,19.1,5665170015,141,55.8,5665170019,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513649,177,13,1,19,31,kfq8fhwnmycbtad1u0fyefx0,1,86.7,47.9,2025-04-19T23:26:32.457Z,2025-04-20T00:08:28Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665170627,230,98.8,5665170625,215,,5665170629,231,49.1,5665341527,458,,5665170321,20,,5665170091,56,Center,5665170623,103,22.2,5665170613,84,,5665170089,17,,5665170621,102,41.5,5665170087,22,,,,,,,,,,,,,,,,,,,,,
2803513891,175,5,1,19,33,ck22dnk93ng8ax7wonlff7yms,1,-1.4,53.9,2025-04-19T23:26:34.192Z,2025-04-20T01:53:44Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665171589,233,178,5665171543,346,,5665171541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513695,178,5,1,19,33,kfq8fhwnmycbtad1u0fyefx0,0,101.4,46.1,2025-04-19T23:26:34.192Z,2025-04-20T00:08:47Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665170303,56,Center,5665171601,233,175,5665170307,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513971,176,1,1,20,0,ck22dnk93ng8ax7wonlff7yms,1,3.8,50.0,2025-04-19T23:27:01.636Z,2025-04-19T23:27:03Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,5665172019,74,,5665172015,1,,5665172013,213,6.05,5665172003,124,,5665172005,56,Back,5665172011,212,46.6,5665172007,140,47.0,5665172009,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513975,177,44,1,20,2,ck22dnk93ng8ax7wonlff7yms,1,47.0,29.2,2025-04-19T23:27:03.707Z,2025-04-20T01:54:53Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665172037,56,Back,5665172039,285,,5665172211,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514001,179,44,1,20,2,kfq8fhwnmycbtad1u0fyefx0,0,53.0,70.8,2025-04-19T23:27:03.708Z,2025-04-20T01:54:53Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665172161,56,Center,5665172163,286,,5665172239,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803513985,178,1,1,20,2,ck22dnk93ng8ax7wonlff7yms,0,46.8,35.2,2025-04-19T23:27:03.778Z,2025-04-19T23:27:04Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665172079,56,Center,5665172077,168,,5665172075,3,,5665172081,140,59.2,5665172085,212,13.7,5665172087,213,0.32,5665172083,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514057,181,1,1,20,6,kfq8fhwnmycbtad1u0fyefx0,1,38.3,66.7,2025-04-19T23:27:07.376Z,2025-04-19T23:27:11Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665172475,212,7.0,5665172477,213,5.21,5665172473,141,57.6,5665172469,56,Back,5665172471,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803514033,179,43,1,20,6,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:27:07.683Z,2025-04-19T23:27:11Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665172551,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
