id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803590877,867,44,2,82,10,6597wqy6gmpv3zjx7rp8cdj46,1,72.6,71.6,2025-04-20T00:48:19.870Z,2025-04-20T01:06:53Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665605079,286,,5665605089,233,736,5665605077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576091,736,44,2,82,10,bu5w8wprynlj9mvphvy8sd94f,0,27.4,28.4,2025-04-20T00:48:19.871Z,2025-04-20T01:06:54Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5665519077,56,Back,5665605125,233,867,5665519079,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576161,718,1,2,82,10,6597wqy6gmpv3zjx7rp8cdj46,1,70.6,78.2,2025-04-20T00:48:20.304Z,2025-04-20T01:25:12Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665519471,212,3.9,5665519467,140,73.0,5665519473,213,5.41,5665519463,3,,5665519465,56,Center,5665519469,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576171,719,1,2,82,14,6597wqy6gmpv3zjx7rp8cdj46,1,75.6,70.3,2025-04-20T00:48:24.051Z,2025-04-20T00:49:29Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5665525765,213,1.99,5665525763,212,13.2,5665525757,56,Left,5665525761,141,88.1,5665525759,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576177,720,1,2,82,14,6597wqy6gmpv3zjx7rp8cdj46,1,77.4,90.4,2025-04-20T00:48:24.161Z,2025-04-20T02:25:21Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,1.0,,5665808547,210,15,5665527317,56,Center,5665527323,212,32.3,5665527315,155,,5665527319,140,91.9,5665808549,154,,5665527325,213,5.20,5665527327,1,,5665527309,2,,5665527321,141,48.5,,,,,,,,,,,,,,,,,,,,,
2803576369,721,44,2,82,15,6597wqy6gmpv3zjx7rp8cdj46,1,89.9,45.7,2025-04-20T00:48:25.180Z,2025-04-20T01:41:23Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665679025,233,737,5665520661,286,,5665520659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576185,737,44,2,82,15,bu5w8wprynlj9mvphvy8sd94f,0,10.1,54.3,2025-04-20T00:48:25.181Z,2025-04-20T01:41:23Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665519627,56,Back,5665679081,233,721,5665519629,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576375,722,15,2,82,15,6597wqy6gmpv3zjx7rp8cdj46,1,90.9,48.9,2025-04-20T00:48:25.770Z,2025-04-20T02:27:02Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665679545,233,840,5665537535,82,,5665808571,154,,5665808577,328,,5665582631,147,49.5,5665520681,17,,5665808567,76,,5665582633,230,99.0,5665808573,55,720,5665582635,231,50,5665807287,160,,5665582623,102,53.0,5665520683,56,5665808565,15,Center,5665808569,29,5665582629,146,,,5665582625,103,19,92.1
2803590931,840,10,2,82,16,bu5w8wprynlj9mvphvy8sd94f,1,6.8,53.2,2025-04-20T00:48:25.870Z,2025-04-20T01:25:02Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665605457,94,,5665679611,233,722,5665605459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803578805,727,6,2,82,16,6597wqy6gmpv3zjx7rp8cdj46,1,100.0,32.8,2025-04-20T00:48:26.828Z,2025-04-20T01:40:44Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665535209,56,Center,5665679737,233,738,5665535211,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576433,738,6,2,82,16,bu5w8wprynlj9mvphvy8sd94f,0,0.0,67.2,2025-04-20T00:48:26.828Z,2025-04-20T01:40:45Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665679745,233,727,5665520995,56,Back,5665535143,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576381,723,43,2,82,27,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-20T00:48:36.912Z,2025-04-20T00:51:11Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665520729,346,0,5665520727,56,Center,5665534567,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803576521,724,27,2,82,30,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-20T00:48:40.729Z,2025-04-20T01:41:34Z,,,,,5665521443,53,9tknltys66s9j8ljchwu5efv9,5665726679,233,739,5665521441,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803577057,739,27,2,82,30,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-20T00:48:40.729Z,2025-04-20T01:41:34Z,,,,,5665726675,233,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803578779,726,28,2,85,1,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-20T00:51:11.266Z,2025-04-20T00:51:16Z,,,,,5665534961,55,724,5665535093,233,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803578721,740,28,2,85,1,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-20T00:51:11.266Z,2025-04-20T00:51:15Z,,,,,5665534609,55,739,5665535027,233,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581365,748,18,2,85,26,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-20T00:51:35.990Z,2025-04-20T00:54:15Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665549825,44,Defender,5665549827,59,5,5665549823,42,,5665549945,55,749,5665551001,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581383,749,19,2,85,26,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-20T00:51:35.991Z,2025-04-20T01:25:43Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5665549915,59,19,5665549919,55,748,5665550769,293,1,5665549903,42,,5665682197,292,6,5665551205,189,,5665549917,44,Midfielder,5665549913,145,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803579665,728,1,2,86,7,6597wqy6gmpv3zjx7rp8cdj46,0,99.5,0.5,2025-04-20T00:52:17.683Z,2025-04-20T00:52:19Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5665540195,6,,5665540211,1,,5665540199,223,,5665540203,140,95.4,5665540197,155,,5665540201,56,Center,5665540193,2,,5665540207,212,33.3,5665540205,141,49.0,5665540209,213,1.70,,,,,,,,,,,,,,,,,,,,,
2803579721,741,12,2,86,12,bu5w8wprynlj9mvphvy8sd94f,1,5.4,56.9,2025-04-20T00:52:22.583Z,2025-04-20T00:52:23Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5665540523,140,10.3,5665540577,15,,5665540521,56,Back,5665540527,212,8.9,5665540525,141,67.6,5665540529,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803579805,742,12,2,86,16,bu5w8wprynlj9mvphvy8sd94f,1,11.8,69.3,2025-04-20T00:52:26.328Z,2025-04-20T00:52:28Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5665541023,140,46.2,5665541079,167,,5665541025,141,100.0,5665541029,213,0.54,5665541021,56,Back,5665541027,212,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803579861,729,5,2,86,17,6597wqy6gmpv3zjx7rp8cdj46,1,49.0,-1.4,2025-04-20T00:52:27.705Z,2025-04-20T01:42:10Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5665541407,233,743,5665541351,347,,5665541349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803579811,743,5,2,86,17,bu5w8wprynlj9mvphvy8sd94f,0,51.0,101.4,2025-04-20T00:52:27.705Z,2025-04-20T01:42:10Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5665541459,233,729,5665541051,347,,5665541049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803579953,730,1,2,86,22,6597wqy6gmpv3zjx7rp8cdj46,1,44.8,0.0,2025-04-20T00:52:32.002Z,2025-04-20T00:52:36Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665541857,140,36.9,5665541863,213,2.61,5665541853,107,,5665541855,56,Back,5665541861,212,9.6,5665541859,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580045,731,1,2,86,26,6597wqy6gmpv3zjx7rp8cdj46,1,42.0,28.5,2025-04-20T00:52:36.713Z,2025-04-20T00:52:42Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665542363,212,37.1,5665542367,1,,5665542361,141,81.4,5665542359,140,50.7,5665542365,213,1.32,5665542357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580063,732,1,2,86,32,6597wqy6gmpv3zjx7rp8cdj46,1,50.9,81.4,2025-04-20T00:52:42.570Z,2025-04-20T00:52:43Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665542483,56,Center,5665542489,212,7.8,5665542491,213,4.81,5665542485,140,51.6,5665542487,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580083,733,1,2,86,33,6597wqy6gmpv3zjx7rp8cdj46,1,51.6,70.0,2025-04-20T00:52:43.536Z,2025-04-20T00:52:44Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665542625,212,16.5,5665542627,213,1.90,5665542621,140,46.5,5665542623,141,92.9,5665542619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580091,734,1,2,86,34,6597wqy6gmpv3zjx7rp8cdj46,1,46.5,92.9,2025-04-20T00:52:44.761Z,2025-04-20T00:52:45Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665542673,141,78.8,5665542677,213,5.47,5665542671,140,55.1,5665542675,212,13.2,5665542669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580145,735,1,2,86,35,6597wqy6gmpv3zjx7rp8cdj46,1,55.1,78.8,2025-04-20T00:52:45.337Z,2025-04-20T00:52:47Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665542977,140,37.4,5665542983,213,2.70,5665542975,56,Back,5665542981,212,20.6,5665542979,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580155,736,1,2,86,37,6597wqy6gmpv3zjx7rp8cdj46,0,37.7,90.9,2025-04-20T00:52:47.626Z,2025-04-20T00:52:48Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665543031,56,Back,5665543037,212,7.2,5665543033,140,44.5,5665543039,213,6.22,5665543035,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580253,744,61,2,86,38,bu5w8wprynlj9mvphvy8sd94f,1,42.9,11.6,2025-04-20T00:52:47.914Z,2025-04-20T00:52:59Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5665543587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580325,737,1,2,86,45,6597wqy6gmpv3zjx7rp8cdj46,1,56.2,96.5,2025-04-20T00:52:55.641Z,2025-04-20T01:06:04Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5665543989,56,Back,5665543993,141,76.0,5665543997,213,3.75,5665543991,140,37.1,5665543995,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580371,738,1,2,86,48,6597wqy6gmpv3zjx7rp8cdj46,1,37.1,76.0,2025-04-20T00:52:58.089Z,2025-04-20T00:53:00Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665544191,212,9.0,5665544189,141,89.1,5665544185,56,Back,5665544187,140,38.1,5665544193,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580459,739,1,2,86,50,6597wqy6gmpv3zjx7rp8cdj46,1,38.1,89.1,2025-04-20T00:53:00.601Z,2025-04-20T02:14:15Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,1.0,,5665544717,1,,5665544711,141,79.0,5665544715,213,6.15,5665681499,154,,5665544707,56,Left,5665544705,157,,5665681497,210,13,5665544709,140,87.6,5665544713,212,52.4,,,,,,,,,,,,,,,,,,,,,,,,
2803580465,740,13,2,86,52,6597wqy6gmpv3zjx7rp8cdj46,1,89.4,76.6,2025-04-20T00:53:02.793Z,2025-04-20T02:27:06Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665582065,102,42.9,5665582067,103,23.6,5665582063,84,,5665681529,154,,5665681527,29,,5665544745,22,,5665544749,56,Center,5665811257,72,,5665544747,64,,5665582071,230,99.1,5665681531,55,739,5665582073,231,55.4,,,,,,,,,,,,,,,
2803580483,741,5,2,86,57,6597wqy6gmpv3zjx7rp8cdj46,0,101.2,57.4,2025-04-20T00:53:07.536Z,2025-04-20T01:42:11Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5665544879,346,,5665544877,56,Center,5665546907,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580817,745,5,2,86,57,bu5w8wprynlj9mvphvy8sd94f,1,-1.2,42.6,2025-04-20T00:53:07.536Z,2025-04-20T01:25:16Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5665546845,233,741,5665546777,56,Back,5665546779,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580899,746,1,2,87,18,bu5w8wprynlj9mvphvy8sd94f,0,3.7,53.7,2025-04-20T00:53:28.472Z,2025-04-20T00:53:33Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665547215,140,53.2,5665547219,212,53.7,5665547211,124,,5665547223,1,,5665547217,141,33.6,5665547213,56,Center,5665547221,213,6.03,5665547227,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580917,742,44,2,87,22,6597wqy6gmpv3zjx7rp8cdj46,1,43.6,66.8,2025-04-20T00:53:32.261Z,2025-04-20T01:41:24Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5665547381,233,747,5665547301,56,Back,5665547303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580905,747,44,2,87,22,bu5w8wprynlj9mvphvy8sd94f,0,56.4,33.2,2025-04-20T00:53:32.262Z,2025-04-20T01:41:24Z,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,,,5665547451,233,742,5665547253,286,,5665547251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581001,743,1,2,87,22,6597wqy6gmpv3zjx7rp8cdj46,0,38.2,67.6,2025-04-20T00:53:32.841Z,2025-04-20T01:24:18Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5665547783,3,,5665547791,212,4.7,5665547785,56,Back,5665547789,141,60.8,5665547787,140,38.9,5665547793,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580985,748,44,2,87,22,bu5w8wprynlj9mvphvy8sd94f,1,51.2,51.2,2025-04-20T00:53:32.869Z,2025-04-20T01:41:25Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665676671,233,873,5665676675,286,,5665547713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803603095,873,44,2,87,23,6597wqy6gmpv3zjx7rp8cdj46,0,48.8,48.8,2025-04-20T00:53:32.870Z,2025-04-20T01:24:51Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665676337,285,,5665676715,233,748,5665676333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803580995,749,1,2,87,23,bu5w8wprynlj9mvphvy8sd94f,0,45.7,50.0,2025-04-20T00:53:33.287Z,2025-04-20T02:03:26Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665547773,141,53.4,5665547763,168,,5665547775,212,2.9,5665547769,140,47.3,5665547765,56,Back,5665547761,3,,5665547777,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581045,744,1,2,87,27,6597wqy6gmpv3zjx7rp8cdj46,1,37.6,41.8,2025-04-20T00:53:37.824Z,2025-04-20T00:53:40Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5665548021,212,20.0,5665548017,140,53.1,5665548023,213,5.66,5665548019,141,24.6,5665548015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581053,745,3,2,87,30,6597wqy6gmpv3zjx7rp8cdj46,0,67.0,21.8,2025-04-20T00:53:40.096Z,2025-04-20T00:53:53Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665548643,233,750,5665548065,286,,5665548063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581147,750,7,2,87,30,bu5w8wprynlj9mvphvy8sd94f,1,33.0,78.2,2025-04-20T00:53:40.097Z,2025-04-20T00:53:50Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665548553,56,Back,5665548557,285,,5665548607,233,745,5665548547,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581855,755,61,2,87,31,bu5w8wprynlj9mvphvy8sd94f,1,36.8,89.0,2025-04-20T00:53:41.512Z,2025-04-20T00:54:40Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665552873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581181,747,61,2,87,34,6597wqy6gmpv3zjx7rp8cdj46,1,70.1,13.1,2025-04-20T00:53:44.576Z,2025-04-20T00:53:50Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665548761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581141,746,5,2,87,35,6597wqy6gmpv3zjx7rp8cdj46,1,72.2,-1.7,2025-04-20T00:53:45.449Z,2025-04-20T01:42:11Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665549303,233,751,5665548539,347,,5665548537,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581233,751,5,2,87,35,bu5w8wprynlj9mvphvy8sd94f,0,27.8,101.7,2025-04-20T00:53:45.449Z,2025-04-20T01:42:12Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665549311,233,746,5665549059,347,,5665549057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581691,750,1,2,88,12,6597wqy6gmpv3zjx7rp8cdj46,0,80.5,0.0,2025-04-20T00:54:21.874Z,2025-04-20T00:54:24Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665551781,141,36.4,5665551779,140,88.5,5665551773,107,,5665551787,1,,5665551783,212,27.2,5665551777,56,Center,5665551785,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581761,752,44,2,88,18,bu5w8wprynlj9mvphvy8sd94f,1,10.0,60.0,2025-04-20T00:54:28.006Z,2025-04-20T01:41:25Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5665552459,233,751,5665552247,285,,5665552245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581785,751,44,2,88,18,6597wqy6gmpv3zjx7rp8cdj46,0,90.0,40.0,2025-04-20T00:54:28.007Z,2025-04-20T01:41:26Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665552431,286,,5665552515,233,752,5665552429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581781,753,12,2,88,18,bu5w8wprynlj9mvphvy8sd94f,1,11.1,57.8,2025-04-20T00:54:28.822Z,2025-04-20T00:54:32Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5665552379,140,0.0,5665552437,15,,5665552591,167,,5665552383,141,95.6,5665552377,56,Back,5665552389,213,2.02,5665552385,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581837,752,6,2,88,21,6597wqy6gmpv3zjx7rp8cdj46,1,100.0,5.0,2025-04-20T00:54:31.021Z,2025-04-20T01:40:45Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665552963,233,754,5665552911,56,Right,5665552913,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803581801,754,6,2,88,21,bu5w8wprynlj9mvphvy8sd94f,0,0.0,95.0,2025-04-20T00:54:31.021Z,2025-04-20T00:54:38Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5665552607,56,Back,5665552609,73,,5665552983,233,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582061,753,1,2,88,34,6597wqy6gmpv3zjx7rp8cdj46,0,99.5,0.5,2025-04-20T00:54:44.786Z,2025-04-20T00:54:46Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5665554017,223,,5665554023,141,49.6,5665554011,2,,5665554019,56,Center,5665554015,155,,5665554029,1,,5665554025,212,33.9,5665554027,213,1.75,5665554021,140,93.7,5665554013,6,,,,,,,,,,,,,,,,,,,,,,
2803582113,756,11,2,88,40,bu5w8wprynlj9mvphvy8sd94f,0,7.7,48.5,2025-04-20T00:54:49.965Z,2025-04-20T00:54:50Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665554307,88,,5665554305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582287,757,12,2,88,41,bu5w8wprynlj9mvphvy8sd94f,1,9.0,48.4,2025-04-20T00:54:51.334Z,2025-04-20T00:54:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665555263,213,5.68,5665555257,140,24.0,5665555261,212,19.1,5665555255,56,Back,5665555259,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582197,754,1,2,88,41,6597wqy6gmpv3zjx7rp8cdj46,1,81.0,62.1,2025-04-20T00:54:51.417Z,2025-04-20T00:54:54Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5665554799,213,3.09,5665554795,141,63.0,5665554793,140,70.6,5665554797,212,10.9,5665554791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582261,755,1,2,88,44,6597wqy6gmpv3zjx7rp8cdj46,1,70.6,63.0,2025-04-20T00:54:53.971Z,2025-04-20T00:54:57Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665555105,1,,5665555101,212,17.9,5665555093,157,,5665555097,140,86.4,5665555103,213,5.89,5665555095,56,Center,5665555099,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582267,756,61,2,88,47,6597wqy6gmpv3zjx7rp8cdj46,0,86.5,52.8,2025-04-20T00:54:57.635Z,2025-04-20T01:07:38Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5665555135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582317,758,12,2,88,49,bu5w8wprynlj9mvphvy8sd94f,1,10.4,47.8,2025-04-20T00:54:58.901Z,2025-04-20T00:55:01Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665555479,212,13.7,5665555481,213,0.13,5665555475,140,23.3,5665555473,56,Back,5665555477,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582407,759,12,2,88,51,bu5w8wprynlj9mvphvy8sd94f,1,23.3,50.4,2025-04-20T00:55:01.237Z,2025-04-20T00:55:07Z,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,,,5665555951,141,1.1,5665555947,56,Back,5665555949,140,31.6,5665555953,212,34.6,5665555955,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582409,757,1,2,88,53,6597wqy6gmpv3zjx7rp8cdj46,1,61.6,87.8,2025-04-20T00:55:03.417Z,2025-04-20T00:55:07Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665555967,212,11.6,5665555961,56,Left,5665555965,141,87.5,5665555969,213,6.27,5665555963,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582417,758,1,2,88,55,6597wqy6gmpv3zjx7rp8cdj46,0,68.7,82.6,2025-04-20T00:55:05.039Z,2025-04-20T01:23:08Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5665556015,213,5.48,5665556013,212,3.3,5665556009,140,70.9,5665671661,155,,5665556007,56,Left,5665556011,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582411,760,61,2,88,56,bu5w8wprynlj9mvphvy8sd94f,1,27.5,11.9,2025-04-20T00:55:06.806Z,2025-04-20T00:55:07Z,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,,,5665555979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803582459,761,1,2,88,59,bu5w8wprynlj9mvphvy8sd94f,0,29.2,35.8,2025-04-20T00:55:09.350Z,2025-04-20T00:55:13Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665556201,141,46.7,5665556205,213,1.00,5665556195,3,,5665556199,140,33.7,5665556203,212,8.8,5665556197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
