id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2822733995,614,61,2,79,51,83cpn99fh7ulkwe8nezy8a3mx,0,71.8,51.9,2025-06-15T01:44:47.559Z,2025-06-15T02:11:34Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5771636361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822733987,731,8,2,79,53,c9xffml4i7ihblp1qhus9w3fu,1,26.6,56.6,2025-06-15T01:44:49.290Z,2025-06-15T02:11:44Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771636311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734029,733,1,2,79,54,c9xffml4i7ihblp1qhus9w3fu,1,24.8,55.2,2025-06-15T01:44:50.495Z,2025-06-15T02:11:50Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771636539,141,50.7,5771636537,140,31.4,5771636535,56,Back,5771636543,213,5.87,5771636541,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734047,734,1,2,79,57,c9xffml4i7ihblp1qhus9w3fu,1,31.4,50.7,2025-06-15T01:44:53.440Z,2025-06-15T01:44:56Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771636635,140,53.8,5771636637,141,58.4,5771636639,212,24.1,5771636633,56,Center,5771636641,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734063,735,1,2,80,0,c9xffml4i7ihblp1qhus9w3fu,1,56.2,59.4,2025-06-15T01:44:56.568Z,2025-06-15T01:44:59Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5771636735,140,72.3,5771636739,212,19.7,5771636737,141,74.2,5771636733,56,Center,5771636741,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734073,736,1,2,80,2,c9xffml4i7ihblp1qhus9w3fu,1,73.6,72.6,2025-06-15T01:44:59.024Z,2025-06-15T01:45:01Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5771636833,140,73.9,5771636839,213,4.76,5771636831,56,Center,5771636837,212,7.1,5771636835,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734077,737,1,2,80,5,c9xffml4i7ihblp1qhus9w3fu,0,75.3,62.4,2025-06-15T01:45:01.862Z,2025-06-15T01:45:02Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771636863,212,2.7,5771636857,56,Center,5771636859,140,75.5,5771636855,155,,5771636865,213,4.79,5771636861,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734095,615,61,2,80,8,83cpn99fh7ulkwe8nezy8a3mx,1,14.5,31.1,2025-06-15T01:45:04.563Z,2025-06-15T01:45:04Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771636951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734225,617,1,2,80,30,83cpn99fh7ulkwe8nezy8a3mx,0,13.5,30.2,2025-06-15T01:45:27.065Z,2025-06-15T01:45:31Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771637735,1,,5771637725,56,Center,5771637727,140,58.4,5771637731,212,47.2,5771637733,213,0.06,5771637723,199,,5771637729,141,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734243,739,1,2,80,35,c9xffml4i7ihblp1qhus9w3fu,0,39.0,57.9,2025-06-15T01:45:32.128Z,2025-06-15T01:45:35Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771637847,56,Center,5771637845,155,,5771637855,213,5.80,5771637857,1,,5771637851,141,28.2,5771637853,212,43.6,5771637849,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734265,618,59,2,80,41,83cpn99fh7ulkwe8nezy8a3mx,1,18.5,67.5,2025-06-15T01:45:37.904Z,2025-06-15T01:45:38Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771637969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734393,619,12,2,80,42,83cpn99fh7ulkwe8nezy8a3mx,1,18.5,67.5,2025-06-15T01:45:38.633Z,2025-06-15T01:45:54Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771638723,213,0.75,5771638715,56,Back,5771638721,212,26.7,5771638719,141,94.2,5771638717,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734303,740,1,2,80,45,c9xffml4i7ihblp1qhus9w3fu,1,70.3,7.6,2025-06-15T01:45:41.663Z,2025-06-15T01:45:43Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771638119,141,20.7,5771638121,212,9.5,5771638117,140,67.1,5771638115,56,Right,5771638123,213,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734331,741,1,2,80,47,c9xffml4i7ihblp1qhus9w3fu,1,66.6,22.2,2025-06-15T01:45:43.455Z,2025-06-15T01:45:46Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5771638285,140,69.5,5771638287,141,23.7,5771638283,56,Center,5771638291,213,0.32,5771638289,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734355,742,1,2,80,50,c9xffml4i7ihblp1qhus9w3fu,1,70.3,30.4,2025-06-15T01:45:46.863Z,2025-06-15T01:45:50Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771638465,56,Center,5771638467,140,71.1,5771638469,141,45.2,5771638471,212,10.1,5771638473,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734373,743,1,2,80,53,c9xffml4i7ihblp1qhus9w3fu,1,73.8,57.0,2025-06-15T01:45:50.119Z,2025-06-15T01:45:53Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771638623,141,57.9,5771638625,212,5.8,5771638627,213,0.11,5771638621,140,79.3,5771638619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734377,744,61,2,80,56,c9xffml4i7ihblp1qhus9w3fu,0,79.3,57.9,2025-06-15T01:45:52.959Z,2025-06-15T01:45:53Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771638645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734411,620,1,2,80,58,83cpn99fh7ulkwe8nezy8a3mx,0,20.6,35.2,2025-06-15T01:45:54.649Z,2025-06-15T02:02:56Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771638811,212,4.8,5771638805,56,Back,5771638807,140,16.1,5771638809,141,36.7,5771638813,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734531,750,61,2,80,59,c9xffml4i7ihblp1qhus9w3fu,1,81.3,64.3,2025-06-15T01:45:55.256Z,2025-06-15T02:03:00Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771639477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734417,622,1,2,81,0,83cpn99fh7ulkwe8nezy8a3mx,1,16.1,36.7,2025-06-15T01:45:56.920Z,2025-06-15T02:05:38Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771638855,140,20.8,5771638857,141,31.1,5771638853,56,Back,5771638859,212,6.2,5771638861,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734443,623,1,2,81,1,83cpn99fh7ulkwe8nezy8a3mx,1,20.8,31.1,2025-06-15T01:45:57.479Z,2025-06-15T02:05:36Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5771638961,56,Back,5771638969,213,1.50,5771638967,212,7.9,5771638965,141,42.7,5771638963,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734461,624,1,2,81,2,83cpn99fh7ulkwe8nezy8a3mx,1,21.3,42.7,2025-06-15T01:45:58.191Z,2025-06-15T02:05:35Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771639061,212,6.0,5771639057,140,25.0,5771639063,213,5.41,5771639059,141,35.9,5771639055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734463,625,3,2,81,2,83cpn99fh7ulkwe8nezy8a3mx,0,29.4,45.1,2025-06-15T01:45:58.782Z,2025-06-15T02:28:56Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5771639069,56,Back,5771639079,233,745,5771639071,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734433,745,7,2,81,2,c9xffml4i7ihblp1qhus9w3fu,1,70.6,54.9,2025-06-15T01:45:58.783Z,2025-06-15T02:28:55Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771639077,286,,5771639073,233,625,5771638931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734479,747,1,2,81,4,c9xffml4i7ihblp1qhus9w3fu,1,60.8,31.2,2025-06-15T01:46:00.815Z,2025-06-15T01:46:05Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771639145,56,Right,5771639147,140,87.7,5771639151,212,33.7,5771639155,1,,5771639153,213,5.71,5771639149,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734483,748,61,2,81,9,c9xffml4i7ihblp1qhus9w3fu,0,87.7,4.1,2025-06-15T01:46:05.783Z,2025-06-15T01:46:06Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771639177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734717,626,5,2,81,11,83cpn99fh7ulkwe8nezy8a3mx,1,-1.0,88.3,2025-06-15T01:46:07.256Z,2025-06-15T02:18:09Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5771679707,233,749,5771640617,56,Back,5771683483,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734493,749,5,2,81,11,c9xffml4i7ihblp1qhus9w3fu,0,101.0,11.7,2025-06-15T01:46:07.256Z,2025-06-15T02:01:52Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771639237,56,Right,5771679715,233,626,5771683479,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734719,627,18,2,81,50,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T01:46:46.794Z,2025-06-15T01:46:56Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771640625,59,17,5771640621,42,,5771640675,55,628,5771640623,44,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734727,628,19,2,81,50,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T01:46:46.795Z,2025-06-15T02:31:47Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5771640647,145,7,5771640643,42,,5771640653,55,627,5771640649,59,8,5771640651,44,Midfielder,5771768529,292,5,5771640907,293,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734801,629,1,2,82,4,83cpn99fh7ulkwe8nezy8a3mx,0,3.6,41.5,2025-06-15T01:47:00.326Z,2025-06-15T02:01:59Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771641129,141,27.1,5771683751,237,,5771641127,140,62.3,5771641131,212,62.4,5771641125,56,Center,5771641135,1,,5771641133,213,6.13,5771683749,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734791,751,44,2,82,4,c9xffml4i7ihblp1qhus9w3fu,1,41.0,71.2,2025-06-15T01:47:00.629Z,2025-06-15T02:05:28Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771641089,56,Back,5771641091,285,,5771641175,233,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734807,630,44,2,82,4,83cpn99fh7ulkwe8nezy8a3mx,0,59.0,28.8,2025-06-15T01:47:00.630Z,2025-06-15T02:05:28Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5771641171,233,751,5771641161,56,Center,5771641163,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734795,752,1,2,82,5,c9xffml4i7ihblp1qhus9w3fu,0,42.7,70.9,2025-06-15T01:47:01.334Z,2025-06-15T01:48:59Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771646713,212,5.2,5771646711,141,69.7,5771646707,3,,5771646715,213,6.13,5771646709,140,47.6,5771641105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734821,631,61,2,82,5,83cpn99fh7ulkwe8nezy8a3mx,1,62.3,27.1,2025-06-15T01:47:01.879Z,2025-06-15T01:47:39Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5771641247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734849,754,1,2,82,8,c9xffml4i7ihblp1qhus9w3fu,1,39.1,18.6,2025-06-15T01:47:04.797Z,2025-06-15T01:47:07Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771641377,140,42.1,5771641379,141,26.8,5771641375,56,Back,5771641381,212,6.4,5771641383,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734871,755,1,2,82,11,c9xffml4i7ihblp1qhus9w3fu,1,40.4,20.4,2025-06-15T01:47:07.206Z,2025-06-15T01:47:10Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771641487,141,8.3,5771641485,140,56.0,5771641491,213,5.82,5771641483,56,Right,5771641489,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734881,756,43,2,82,14,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-15T01:47:10.203Z,2025-06-15T02:03:59Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771688493,144,3,5771641559,286,0,5771641557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734911,632,43,2,82,14,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T01:47:10.204Z,2025-06-15T01:47:19Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5771641989,144,7,5771641767,233,756,5771641727,285,0,5771641725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734897,757,4,2,82,16,c9xffml4i7ihblp1qhus9w3fu,1,59.7,6.8,2025-06-15T01:47:12.733Z,2025-06-15T02:05:07Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771641675,286,,5771641665,13,,5771641871,233,633,5771641667,56,Right,5771641673,265,,5771641669,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822734917,633,4,2,82,16,83cpn99fh7ulkwe8nezy8a3mx,0,40.3,93.2,2025-06-15T01:47:12.734Z,2025-06-15T02:05:07Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5771641847,265,,5771641841,13,,5771641845,152,,5771641843,56,Back,5771641849,285,,5771641901,233,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735109,758,1,2,82,39,c9xffml4i7ihblp1qhus9w3fu,1,56.3,15.2,2025-06-15T01:47:35.349Z,2025-06-15T01:47:38Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771642819,56,Right,5771642823,141,15.5,5771642821,140,56.4,5771642827,213,1.10,5771642817,152,,5771642825,212,0.2,5771642815,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735129,759,1,2,82,42,c9xffml4i7ihblp1qhus9w3fu,1,58.0,50.0,2025-06-15T01:47:38.221Z,2025-06-15T01:47:40Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771642953,141,84.8,5771642949,56,Left,5771642955,212,23.8,5771642951,140,60.2,5771642957,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735143,760,1,2,82,44,c9xffml4i7ihblp1qhus9w3fu,0,60.2,84.8,2025-06-15T01:47:40.694Z,2025-06-15T01:47:42Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771643029,213,6.19,5771643019,56,Left,5771643027,212,34.6,5771643031,1,,5771643025,141,80.0,5771643013,155,,5771643023,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735165,634,1,2,82,46,83cpn99fh7ulkwe8nezy8a3mx,1,20.7,24.4,2025-06-15T01:47:42.991Z,2025-06-15T01:47:44Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771643123,56,Back,5771643125,140,26.4,5771643131,213,5.44,5771643127,141,14.6,5771643121,3,,5771643129,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735193,635,1,2,82,48,83cpn99fh7ulkwe8nezy8a3mx,1,26.4,14.6,2025-06-15T01:47:44.719Z,2025-06-15T01:47:47Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5771643289,140,35.8,5771643293,212,10.2,5771643287,56,Back,5771643285,155,,5771643295,213,6.01,5771643291,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735203,636,1,2,82,51,83cpn99fh7ulkwe8nezy8a3mx,1,35.8,10.6,2025-06-15T01:47:47.190Z,2025-06-15T01:47:48Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5771643359,213,6.06,5771643351,56,Back,5771643357,212,8.3,5771643355,141,7.9,5771643353,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735219,638,1,2,82,52,83cpn99fh7ulkwe8nezy8a3mx,0,43.5,7.9,2025-06-15T01:47:48.574Z,2025-06-15T01:47:49Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5771643465,213,0.31,5771643461,141,16.0,5771643463,212,17.9,5771643459,140,59.7,5771643457,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735265,762,1,2,82,55,c9xffml4i7ihblp1qhus9w3fu,1,39.8,80.6,2025-06-15T01:47:51.389Z,2025-06-15T01:47:56Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771643747,56,Back,5771643753,212,24.9,5771643749,140,22.1,5771643755,213,3.87,5771643751,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735281,763,1,2,82,59,c9xffml4i7ihblp1qhus9w3fu,1,23.0,55.5,2025-06-15T01:47:55.901Z,2025-06-15T01:47:58Z,2ig362xub2syd45v3usgymbkk,F. Delgado,,,5771643829,141,71.4,5771643833,213,1.46,5771643831,212,10.9,5771643827,140,24.1,5771643825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735315,764,1,2,83,1,c9xffml4i7ihblp1qhus9w3fu,1,24.1,71.4,2025-06-15T01:47:57.892Z,2025-06-15T01:48:01Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771644029,213,4.38,5771644025,141,54.5,5771644027,212,12.2,5771644021,56,Back,5771644023,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735343,765,1,2,83,5,c9xffml4i7ihblp1qhus9w3fu,1,17.0,51.3,2025-06-15T01:48:01.204Z,2025-06-15T01:48:04Z,2ig362xub2syd45v3usgymbkk,F. Delgado,,,5771644187,141,38.2,5771644185,140,28.3,5771644191,213,5.64,5771644183,56,Back,5771644189,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735379,766,1,2,83,7,c9xffml4i7ihblp1qhus9w3fu,1,28.3,38.2,2025-06-15T01:48:03.941Z,2025-06-15T01:48:08Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771644375,56,Back,5771644381,212,12.4,5771644377,140,35.0,5771644379,141,23.1,5771644383,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735387,767,4,2,83,11,c9xffml4i7ihblp1qhus9w3fu,1,41.8,23.6,2025-06-15T01:48:08.036Z,2025-06-15T02:04:47Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771690137,294,,5771644439,13,,5771644533,233,639,5771644441,56,Back,5771644447,286,,5771644443,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735395,639,4,2,83,11,83cpn99fh7ulkwe8nezy8a3mx,0,58.2,76.4,2025-06-15T01:48:08.037Z,2025-06-15T02:04:47Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771644521,13,,5771644529,285,,5771644527,152,,5771644559,233,767,5771644525,56,Center,5771644523,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735491,768,1,2,83,23,c9xffml4i7ihblp1qhus9w3fu,1,39.3,17.0,2025-06-15T01:48:19.445Z,2025-06-15T02:02:44Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771644853,56,Back,5771644849,5,,5771644855,140,38.7,5771685599,189,,5771644857,141,12.5,5771644851,152,,5771644861,213,4.51,5771644859,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735497,769,1,2,83,23,c9xffml4i7ihblp1qhus9w3fu,1,38.7,12.5,2025-06-15T01:48:19.965Z,2025-06-15T02:02:43Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771644887,212,11.9,5771644881,56,Back,5771644885,141,7.9,5771644883,140,49.6,5771644889,213,6.02,5771685637,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735505,770,1,2,83,24,c9xffml4i7ihblp1qhus9w3fu,1,49.6,7.9,2025-06-15T01:48:20.556Z,2025-06-15T01:48:21Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5771644923,212,12.3,5771644921,141,4.1,5771644917,56,Right,5771644925,213,6.07,5771644919,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735541,771,1,2,83,25,c9xffml4i7ihblp1qhus9w3fu,1,61.1,4.1,2025-06-15T01:48:21.628Z,2025-06-15T01:48:25Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5771645149,213,2.41,5771645143,140,46.2,5771645141,56,Back,5771645147,212,21.0,5771645145,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735567,772,1,2,83,29,c9xffml4i7ihblp1qhus9w3fu,1,46.2,24.6,2025-06-15T01:48:25.413Z,2025-06-15T01:48:28Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771645283,141,50.7,5771645285,212,17.9,5771645287,213,1.45,5771645281,140,48.3,5771645279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735601,773,1,2,83,33,c9xffml4i7ihblp1qhus9w3fu,1,52.8,50.1,2025-06-15T01:48:29.860Z,2025-06-15T01:48:32Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771645439,56,Center,5771645447,213,1.53,5771645441,140,53.6,5771645445,212,19.5,5771645443,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735625,774,1,2,83,36,c9xffml4i7ihblp1qhus9w3fu,1,53.9,77.5,2025-06-15T01:48:32.252Z,2025-06-15T01:48:34Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771645553,141,61.8,5771645549,56,Center,5771645551,140,65.5,5771645557,213,5.56,5771645555,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735639,775,1,2,83,38,c9xffml4i7ihblp1qhus9w3fu,1,65.5,61.8,2025-06-15T01:48:34.460Z,2025-06-15T01:48:35Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771645605,212,14.5,5771645599,56,Left,5771645607,213,1.90,5771645601,140,61.1,5771645603,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735647,776,1,2,83,39,c9xffml4i7ihblp1qhus9w3fu,1,61.1,82.0,2025-06-15T01:48:35.748Z,2025-06-15T01:48:37Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5771645639,56,Center,5771645641,140,59.9,5771645647,213,4.58,5771645645,212,9.7,5771645643,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735653,777,1,2,83,40,c9xffml4i7ihblp1qhus9w3fu,0,59.9,67.8,2025-06-15T01:48:37.004Z,2025-06-15T01:48:39Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5771645679,56,Center,5771645685,212,1.4,5771645741,286,,5771645687,213,4.94,5771645681,140,60.2,5771645737,233,641,5771645683,141,65.8,5771645735,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735657,641,74,2,83,40,83cpn99fh7ulkwe8nezy8a3mx,1,43.3,29.8,2025-06-15T01:48:37.005Z,2025-06-15T02:05:40Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,,5771645703,56,Back,5771645757,233,777,5771645705,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735713,778,1,2,83,43,c9xffml4i7ihblp1qhus9w3fu,1,48.5,69.4,2025-06-15T01:48:39.199Z,2025-06-15T01:48:45Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5771646057,1,,5771646051,141,60.2,5771646055,213,5.65,5771646053,212,10.6,5771646049,140,56.7,5771646045,157,,5771646047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
