id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2821756297,395,1,1,48,25,7neuneh44n9rtsfsh6r0sb9no,1,85.6,83.6,2025-06-08T03:59:03.718Z,2025-06-08T04:00:07Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766175003,2,,5766175011,140,89.7,5766175007,155,,5766175013,141,64.6,5766175017,213,5.03,5766174109,56,Center,5766175015,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756303,396,61,1,48,27,7neuneh44n9rtsfsh6r0sb9no,1,88.2,53.1,2025-06-08T03:59:05.606Z,2025-06-08T03:59:05Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5766174157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756387,323,5,1,48,29,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.0,33.4,2025-06-08T03:59:07.487Z,2025-06-08T05:21:52Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766174551,56,Back,5766174553,346,,5766174681,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756413,397,5,1,48,29,7neuneh44n9rtsfsh6r0sb9no,0,101.0,66.6,2025-06-08T03:59:07.487Z,2025-06-08T04:18:24Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5766174667,346,,5766174665,56,Center,5766174707,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756399,324,1,1,48,59,aj8ytsr2ap33tod0hd8ofzaw9,0,4.2,56.3,2025-06-08T03:59:37.888Z,2025-06-08T03:59:41Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5766174611,74,,5766174597,124,,5766174603,141,77.8,5766174607,213,0.25,5766174605,212,59.8,5766174609,1,,5766174601,140,59.4,5766174599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756417,398,12,1,49,6,7neuneh44n9rtsfsh6r0sb9no,1,34.9,31.9,2025-06-08T03:59:44.678Z,2025-06-08T04:01:32Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766174723,15,,5766174689,141,9.4,5766174693,213,5.78,5766174687,140,61.1,5766174685,56,Right,5766174691,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756437,325,43,1,49,7,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T03:59:45.992Z,2025-06-08T04:01:33Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766174775,56,Center,5766174777,286,0,5766175799,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756441,326,43,1,49,9,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T03:59:48.137Z,2025-06-08T04:01:34Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766174789,140,59.0,5766174793,212,7.9,5766175825,144,1,5766174795,213,0.09,5766174791,141,73.6,5766174787,56,Center,5766174785,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756447,327,30,1,49,10,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T03:59:48.191Z,2025-06-08T03:59:50Z,,,,,5766174819,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821756439,399,30,1,49,10,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T03:59:48.191Z,2025-06-08T03:59:48Z,,,,,5766174779,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757271,407,18,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T04:13:53.138Z,2025-06-08T04:13:54Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5766179779,59,9,5766179795,55,408,5766179775,42,,5766179777,44,Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757273,408,19,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T04:13:53.139Z,2025-06-08T05:58:15Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5766179781,42,,5766179789,44,Midfielder,5766179785,145,9,5766179787,59,8,5766205823,292,7,5766179791,55,407,5766205825,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757401,334,32,2,45,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T04:15:55.374Z,2025-06-08T04:15:55Z,,,,,5766180453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757407,410,32,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T04:15:55.374Z,2025-06-08T04:15:58Z,,,,,5766180477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757411,411,1,2,45,0,7neuneh44n9rtsfsh6r0sb9no,1,49.8,50.0,2025-06-08T04:15:55.870Z,2025-06-08T04:16:00Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5766180493,140,23.9,5766180495,141,49.7,5766180497,212,27.2,5766180491,56,Back,5766180499,213,3.15,5766180501,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757419,412,1,2,45,4,7neuneh44n9rtsfsh6r0sb9no,0,18.4,51.8,2025-06-08T04:15:59.771Z,2025-06-08T04:16:04Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766180561,1,,5766180545,157,,5766180559,213,6.20,5766180547,56,Center,5766180551,141,46.0,5766180557,212,46.5,5766180549,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757423,335,1,2,45,9,aj8ytsr2ap33tod0hd8ofzaw9,0,34.2,62.3,2025-06-08T04:16:04.806Z,2025-06-08T04:21:18Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766180573,213,5.87,5766180575,1,,5766180569,141,43.7,5766180571,212,31.8,5766180565,56,Center,5766180567,140,62.0,5766180563,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757433,413,1,2,45,13,7neuneh44n9rtsfsh6r0sb9no,1,36.6,55.2,2025-06-08T04:16:08.563Z,2025-06-08T04:16:10Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5766180623,140,10.4,5766180627,212,29.6,5766180625,141,71.4,5766180619,157,,5766180629,213,2.76,5766180621,56,Back,5766180631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757437,414,12,2,45,16,7neuneh44n9rtsfsh6r0sb9no,1,14.4,70.5,2025-06-08T04:16:11.892Z,2025-06-08T04:16:13Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766180669,212,30.3,5766180677,167,,5766180667,141,100.0,5766180665,140,35.2,5766180671,213,0.77,5766180663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757453,336,5,2,45,17,aj8ytsr2ap33tod0hd8ofzaw9,1,66.5,-1.5,2025-06-08T04:16:12.699Z,2025-06-08T05:21:52Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766180757,56,Right,5766180759,347,,5766180761,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757439,415,5,2,45,17,7neuneh44n9rtsfsh6r0sb9no,0,33.5,101.5,2025-06-08T04:16:12.699Z,2025-06-08T04:23:14Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766180765,233,336,5766180673,56,Back,5766180675,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757457,337,1,2,45,29,aj8ytsr2ap33tod0hd8ofzaw9,1,70.5,0.0,2025-06-08T04:16:24.900Z,2025-06-08T04:16:27Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766180781,107,,5766180789,212,9.5,5766180785,140,76.2,5766180787,141,9.2,5766180791,213,0.89,5766180783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757463,338,1,2,45,31,aj8ytsr2ap33tod0hd8ofzaw9,0,73.8,10.3,2025-06-08T04:16:26.900Z,2025-06-08T06:03:20Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766180829,213,5.90,5766180823,140,81.3,5766180821,56,Right,5766180827,212,8.5,5766180825,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757507,417,1,2,45,35,7neuneh44n9rtsfsh6r0sb9no,1,18.1,86.9,2025-06-08T04:16:30.731Z,2025-06-08T04:18:30Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5766181059,141,93.6,5766181061,212,13.0,5766181063,213,0.36,5766181055,56,Back,5766181057,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757657,442,61,2,45,36,7neuneh44n9rtsfsh6r0sb9no,0,99.5,99.5,2025-06-08T04:16:32.146Z,2025-06-08T04:18:59Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5766181913,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757471,339,5,2,45,38,aj8ytsr2ap33tod0hd8ofzaw9,1,73.8,-1.4,2025-06-08T04:16:33.822Z,2025-06-08T04:23:51Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766182227,233,416,5766180845,347,,5766180843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757489,416,5,2,45,38,7neuneh44n9rtsfsh6r0sb9no,0,26.2,101.4,2025-06-08T04:16:33.822Z,2025-06-08T05:21:52Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5766180935,347,,5766182243,233,339,5766180933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757493,340,1,2,45,52,aj8ytsr2ap33tod0hd8ofzaw9,1,75.7,0.0,2025-06-08T04:16:47.700Z,2025-06-08T04:16:51Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766180973,212,16.7,5766180975,213,2.86,5766180969,140,60.4,5766180971,141,5.5,5766180965,107,,5766180967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757495,341,1,2,45,55,aj8ytsr2ap33tod0hd8ofzaw9,1,60.6,5.8,2025-06-08T04:16:50.924Z,2025-06-08T04:16:55Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766180983,141,49.7,5766180979,56,Back,5766180985,212,32.8,5766180987,213,2.00,5766180981,140,47.7,5766180989,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757497,342,1,2,46,0,aj8ytsr2ap33tod0hd8ofzaw9,1,47.1,51.3,2025-06-08T04:16:55.452Z,2025-06-08T04:16:58Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766181001,213,1.52,5766180999,212,20.1,5766180995,140,48.0,5766180997,141,80.8,5766180993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757503,343,1,2,46,5,aj8ytsr2ap33tod0hd8ofzaw9,1,45.4,85.0,2025-06-08T04:17:00.940Z,2025-06-08T04:17:02Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5766181039,141,85.3,5766181037,140,64.8,5766181043,213,0.01,5766181041,212,20.4,5766181035,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757505,344,61,2,46,6,aj8ytsr2ap33tod0hd8ofzaw9,0,66.2,86.9,2025-06-08T04:17:01.980Z,2025-06-08T06:03:23Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766181049,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757509,418,49,2,46,7,7neuneh44n9rtsfsh6r0sb9no,1,14.7,21.0,2025-06-08T04:17:03.283Z,2025-06-08T04:25:40Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766185847,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757513,419,1,2,46,8,7neuneh44n9rtsfsh6r0sb9no,1,14.7,21.0,2025-06-08T04:17:03.523Z,2025-06-08T04:25:42Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766181091,1,,5766181083,140,40.8,5766181087,212,27.9,5766181085,141,28.8,5766181079,157,,5766185861,189,,5766181089,213,0.19,5766181081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757515,420,61,2,46,10,7neuneh44n9rtsfsh6r0sb9no,0,40.8,28.8,2025-06-08T04:17:05.539Z,2025-06-08T04:21:48Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757521,346,1,2,46,11,aj8ytsr2ap33tod0hd8ofzaw9,1,46.5,86.2,2025-06-08T04:17:06.796Z,2025-06-08T04:17:09Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766181131,56,Left,5766181139,213,0.13,5766181133,140,74.7,5766181135,141,91.7,5766181137,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757525,347,1,2,46,14,aj8ytsr2ap33tod0hd8ofzaw9,0,75.9,91.5,2025-06-08T04:17:09.524Z,2025-06-08T04:17:10Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5766181157,56,Center,5766181165,213,4.50,5766181159,140,73.8,5766181163,212,10.5,5766181161,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757539,422,1,2,46,19,7neuneh44n9rtsfsh6r0sb9no,1,30.2,42.7,2025-06-08T04:17:14.443Z,2025-06-08T04:17:21Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5766181209,212,18.3,5766181211,213,4.28,5766181203,56,Back,5766181207,141,18.3,5766181205,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757541,423,1,2,46,26,7neuneh44n9rtsfsh6r0sb9no,0,22.9,18.3,2025-06-08T04:17:21.498Z,2025-06-08T06:05:45Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766181219,140,74.8,5766181221,141,50.0,5766181223,212,58.6,5766181217,56,Center,5766181227,1,,5766181225,213,0.38,5766181215,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757549,349,1,2,46,26,aj8ytsr2ap33tod0hd8ofzaw9,1,29.8,53.7,2025-06-08T04:17:22.092Z,2025-06-08T04:17:25Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766181259,140,37.7,5766181263,212,26.3,5766181261,141,17.0,5766181257,56,Back,5766181265,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757557,350,1,2,46,29,aj8ytsr2ap33tod0hd8ofzaw9,0,38.1,17.0,2025-06-08T04:17:25.013Z,2025-06-08T04:17:29Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766181285,140,88.9,5766181287,141,34.9,5766181291,213,0.22,5766181283,56,Center,5766181281,157,,5766181293,1,,5766181289,212,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757563,425,1,2,46,35,7neuneh44n9rtsfsh6r0sb9no,1,10.7,67.8,2025-06-08T04:17:30.819Z,2025-06-08T04:17:34Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766181333,212,25.1,5766181325,123,,5766181331,141,84.7,5766181327,56,Back,5766181335,213,0.47,5766181329,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757565,426,1,2,46,38,7neuneh44n9rtsfsh6r0sb9no,1,33.3,84.8,2025-06-08T04:17:34.363Z,2025-06-08T04:17:36Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181341,140,44.5,5766181343,141,86.5,5766181339,56,Back,5766181345,212,11.8,5766181347,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757573,427,4,2,46,41,7neuneh44n9rtsfsh6r0sb9no,1,42.0,92.0,2025-06-08T04:17:36.771Z,2025-06-08T04:17:48Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5766181405,152,,5766181407,286,,5766181403,56,Back,5766181401,294,,5766181399,13,,5766181409,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757569,351,4,2,46,41,aj8ytsr2ap33tod0hd8ofzaw9,0,58.0,8.0,2025-06-08T04:17:36.772Z,2025-06-08T04:17:49Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766181375,294,,5766181377,56,Right,5766181381,285,,5766181373,13,,5766181415,233,427,5766181379,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757577,428,1,2,46,50,7neuneh44n9rtsfsh6r0sb9no,1,35.0,93.9,2025-06-08T04:17:45.842Z,2025-06-08T06:03:32Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181433,5,,5766181445,213,4.23,5766181435,152,,5766181443,212,24.2,5766181437,56,Back,5766181439,140,24.2,5766181441,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757579,429,1,2,46,52,7neuneh44n9rtsfsh6r0sb9no,1,28.1,62.1,2025-06-08T04:17:47.971Z,2025-06-08T04:17:49Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5766181463,213,4.75,5766181455,56,Back,5766181457,140,28.9,5766181461,212,22.4,5766181459,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757585,430,1,2,46,53,7neuneh44n9rtsfsh6r0sb9no,1,28.9,29.2,2025-06-08T04:17:48.795Z,2025-06-08T04:17:50Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766181499,212,12.2,5766181501,213,5.40,5766181493,56,Back,5766181495,140,36.3,5766181497,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757591,431,1,2,46,54,7neuneh44n9rtsfsh6r0sb9no,0,36.6,14.4,2025-06-08T04:17:49.739Z,2025-06-08T04:17:52Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766181513,140,75.5,5766181509,155,,5766181515,141,18.0,5766181517,212,40.9,5766181511,56,Right,5766181521,1,,5766181519,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757595,352,1,2,46,57,aj8ytsr2ap33tod0hd8ofzaw9,1,18.3,70.5,2025-06-08T04:17:53.037Z,2025-06-08T04:29:45Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766181549,141,71.4,5766181553,213,0.06,5766187553,189,,5766181543,3,,5766181545,56,Back,5766181547,140,28.0,5766181551,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757597,353,1,2,46,58,aj8ytsr2ap33tod0hd8ofzaw9,1,28.0,71.4,2025-06-08T04:17:53.703Z,2025-06-08T04:17:55Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766181577,212,15.8,5766181575,141,83.5,5766181573,140,40.8,5766181579,213,0.55,5766181571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757599,354,61,2,47,0,aj8ytsr2ap33tod0hd8ofzaw9,0,40.8,84.1,2025-06-08T04:17:55.380Z,2025-06-08T04:17:55Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766181583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757601,432,1,2,47,2,7neuneh44n9rtsfsh6r0sb9no,1,64.7,21.8,2025-06-08T04:17:57.939Z,2025-06-08T04:18:00Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5766181595,141,6.7,5766181597,212,30.6,5766181593,140,92.2,5766181591,56,Right,5766181599,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757603,433,1,2,47,4,7neuneh44n9rtsfsh6r0sb9no,1,92.2,6.7,2025-06-08T04:18:00.338Z,2025-06-08T04:18:02Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5766181607,141,41.6,5766181605,140,73.0,5766181611,213,2.27,5766181603,56,Center,5766181609,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757605,434,1,2,47,7,7neuneh44n9rtsfsh6r0sb9no,0,73.0,41.6,2025-06-08T04:18:02.731Z,2025-06-08T04:18:03Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181619,141,53.6,5766181623,213,1.64,5766181621,212,8.2,5766181617,140,72.5,5766181615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757607,355,8,2,47,8,aj8ytsr2ap33tod0hd8ofzaw9,1,32.7,43.0,2025-06-08T04:18:03.404Z,2025-06-08T04:18:03Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766181625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757613,357,1,2,47,8,aj8ytsr2ap33tod0hd8ofzaw9,1,31.6,43.1,2025-06-08T04:18:03.916Z,2025-06-08T04:18:09Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766181643,56,Back,5766181645,140,14.9,5766181647,141,30.0,5766181651,213,3.61,5766181649,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757617,358,1,2,47,13,aj8ytsr2ap33tod0hd8ofzaw9,1,14.8,29.8,2025-06-08T04:18:08.956Z,2025-06-08T04:18:14Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766181673,140,34.9,5766181675,141,61.7,5766181681,1,,5766181677,212,30.3,5766181669,157,,5766181671,56,Back,5766181679,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757619,359,4,2,47,14,aj8ytsr2ap33tod0hd8ofzaw9,1,39.7,62.7,2025-06-08T04:18:10.242Z,2025-06-08T04:19:37Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766181695,233,435,5766181693,286,,5766181689,56,Back,5766181685,13,,5766181687,294,,5766181691,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757615,435,4,2,47,14,7neuneh44n9rtsfsh6r0sb9no,0,60.3,37.3,2025-06-08T04:18:10.243Z,2025-06-08T05:59:43Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766181665,152,,5766181667,285,,5766181663,56,Center,5766181701,233,359,5766181659,13,,5766181661,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757627,360,1,2,47,32,aj8ytsr2ap33tod0hd8ofzaw9,1,38.4,72.3,2025-06-08T04:18:27.667Z,2025-06-08T04:18:30Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766181775,5,,5766181777,152,,5766181783,141,32.2,5766181781,140,35.0,5766181787,213,4.58,5766181779,56,Back,5766181785,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757629,361,1,2,47,35,aj8ytsr2ap33tod0hd8ofzaw9,1,35.3,32.4,2025-06-08T04:18:30.596Z,2025-06-08T04:18:34Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766181799,212,23.6,5766181797,141,24.9,5766181801,213,6.06,5766181795,140,57.2,5766181793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757631,362,50,2,47,38,aj8ytsr2ap33tod0hd8ofzaw9,1,49.3,32.6,2025-06-08T04:18:34.161Z,2025-06-08T04:18:41Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766181805,56,Back,5766181807,286,,5766181819,233,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757633,436,7,2,47,38,7neuneh44n9rtsfsh6r0sb9no,1,50.7,67.4,2025-06-08T04:18:34.162Z,2025-06-08T06:03:34Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181813,233,362,5766181811,285,,5766181809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757635,437,1,2,47,39,7neuneh44n9rtsfsh6r0sb9no,1,53.1,52.4,2025-06-08T04:18:34.970Z,2025-06-08T04:18:40Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5766181829,141,49.0,5766181827,140,53.0,5766181831,212,2.3,5766181833,213,4.67,5766181825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757639,439,1,2,47,40,7neuneh44n9rtsfsh6r0sb9no,1,53.0,48.8,2025-06-08T04:18:35.938Z,2025-06-08T04:18:41Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766181845,213,0.79,5766181839,140,68.3,5766181843,212,22.8,5766181841,141,72.6,5766181837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757641,440,1,2,47,45,7neuneh44n9rtsfsh6r0sb9no,0,79.8,73.8,2025-06-08T04:18:40.918Z,2025-06-08T04:32:07Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766181849,56,Center,5766181855,212,3.9,5766181857,213,3.81,5766181851,140,76.9,5766181853,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757645,363,12,2,47,46,aj8ytsr2ap33tod0hd8ofzaw9,1,9.5,24.2,2025-06-08T04:18:41.772Z,2025-06-08T06:03:54Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766188759,167,,5766188761,140,0.0,5766188763,141,11.5,5766188765,212,13.4,5766181865,56,Back,5766188767,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821757647,364,6,2,47,47,aj8ytsr2ap33tod0hd8ofzaw9,0,9.1,16.6,2025-06-08T04:18:43.219Z,2025-06-08T05:44:32Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766184971,73,,5766185135,233,441,5766181869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
