id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785915715,398,5,2,53,9,b5l2e3csycjb8twvq9ek0j5gq,0,62.5,101.2,2025-03-09T04:18:05.289Z,2025-03-09T05:20:06Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,,5568451665,56,Left,5568451667,347,,5568543921,233,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915683,561,5,2,53,9,cf5r1qpotp6n5i3vdchsp2en1,1,37.5,-1.2,2025-03-09T04:18:05.289Z,2025-03-09T05:20:05Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568451491,347,,5568451489,56,Back,5568543917,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915705,562,1,2,53,13,cf5r1qpotp6n5i3vdchsp2en1,0,33.9,0.0,2025-03-09T04:18:08.691Z,2025-03-09T04:18:11Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568451623,213,0.23,5568451625,1,,5568451619,141,10.1,5568451617,140,67.3,5568451621,212,36.0,5568451615,56,Right,5568451613,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915735,400,1,2,53,17,b5l2e3csycjb8twvq9ek0j5gq,1,36.0,92.6,2025-03-09T04:18:12.449Z,2025-03-09T04:18:14Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568451757,140,45.5,5568451755,56,Back,5568451763,213,6.19,5568451759,141,91.2,5568451761,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915745,401,1,2,53,19,b5l2e3csycjb8twvq9ek0j5gq,1,39.5,89.9,2025-03-09T04:18:14.746Z,2025-03-09T04:18:17Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568451827,140,32.5,5568451825,56,Back,5568451829,141,79.0,5568451833,213,3.93,5568451831,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915763,402,1,2,53,21,b5l2e3csycjb8twvq9ek0j5gq,1,32.3,78.5,2025-03-09T04:18:17.242Z,2025-03-09T04:18:20Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568451929,140,25.5,5568451937,213,2.19,5568451935,212,12.3,5568451933,141,93.2,5568451927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915785,403,1,2,53,24,b5l2e3csycjb8twvq9ek0j5gq,1,25.2,93.6,2025-03-09T04:18:19.809Z,2025-03-09T04:18:23Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568452097,56,Back,5568452101,141,68.8,5568452103,212,23.8,5568452105,213,3.93,5568452099,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915807,404,1,2,53,28,b5l2e3csycjb8twvq9ek0j5gq,1,8.5,62.6,2025-03-09T04:18:23.802Z,2025-03-09T04:18:27Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5568452243,155,,5568452251,212,38.4,5568452245,56,Back,5568452247,140,31.3,5568452249,141,18.5,5568452253,213,5.39,5568452255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915809,405,43,2,53,32,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:18:27.721Z,2025-03-09T04:18:34Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568452267,56,Back,5568452507,144,44,5568452269,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915821,406,1,2,53,32,b5l2e3csycjb8twvq9ek0j5gq,1,31.3,18.5,2025-03-09T04:18:28.314Z,2025-03-09T04:18:30Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568452331,213,1.67,5568452329,212,17.2,5568452325,140,29.7,5568452327,141,43.7,5568452323,56,Back,5568452321,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915833,407,1,2,53,34,b5l2e3csycjb8twvq9ek0j5gq,0,29.4,44.6,2025-03-09T04:18:29.850Z,2025-03-09T04:18:31Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5568452407,140,57.1,5568452405,56,Center,5568452411,212,30.0,5568452413,213,6.04,5568452409,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915895,564,1,2,53,38,cf5r1qpotp6n5i3vdchsp2en1,1,39.7,69.7,2025-03-09T04:18:33.475Z,2025-03-09T04:18:39Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568452717,140,13.6,5568452721,212,31.7,5568452715,56,Back,5568452723,213,3.67,5568452719,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915913,565,1,2,53,44,cf5r1qpotp6n5i3vdchsp2en1,1,13.9,46.4,2025-03-09T04:18:39.491Z,2025-03-09T04:18:41Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5568452767,56,Back,5568452773,212,25.7,5568452771,141,79.9,5568452775,213,1.09,5568452769,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915921,566,1,2,53,46,cf5r1qpotp6n5i3vdchsp2en1,0,25.3,79.7,2025-03-09T04:18:41.531Z,2025-03-09T04:18:42Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568452833,140,31.3,5568452831,56,Back,5568452835,141,100.0,5568452837,212,15.2,5568452839,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915991,408,5,2,53,47,b5l2e3csycjb8twvq9ek0j5gq,1,67.1,-0.6,2025-03-09T04:18:42.767Z,2025-03-09T05:20:06Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568453115,233,567,5568453111,56,Right,5568453113,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915925,567,5,2,53,47,cf5r1qpotp6n5i3vdchsp2en1,0,32.9,100.6,2025-03-09T04:18:42.767Z,2025-03-09T05:20:06Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568453121,233,408,5568452853,56,Back,5568452855,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915995,409,1,2,53,55,b5l2e3csycjb8twvq9ek0j5gq,0,64.4,0.0,2025-03-09T04:18:51.233Z,2025-03-09T04:18:53Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568453131,141,30.0,5568453125,107,,5568453127,56,Center,5568453129,140,72.4,5568453137,1,,5568453135,213,1.19,5568453133,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785915999,568,8,2,53,58,cf5r1qpotp6n5i3vdchsp2en1,1,24.5,85.6,2025-03-09T04:18:54.156Z,2025-03-09T04:18:54Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568453159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916027,569,12,2,54,1,cf5r1qpotp6n5i3vdchsp2en1,1,12.9,83.3,2025-03-09T04:18:56.388Z,2025-03-09T04:18:58Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568453293,212,11.8,5568453289,140,14.5,5568453319,167,,5568453295,213,1.43,5568453291,141,100.0,5568453287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916035,410,5,2,54,2,b5l2e3csycjb8twvq9ek0j5gq,1,86.0,-0.8,2025-03-09T04:18:57.628Z,2025-03-09T05:20:07Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568453329,233,570,5568453317,347,,5568453315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916031,570,5,2,54,2,cf5r1qpotp6n5i3vdchsp2en1,0,14.0,100.8,2025-03-09T04:18:57.628Z,2025-03-09T04:19:00Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568453309,347,,5568453373,233,410,5568453307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916069,411,1,2,54,2,b5l2e3csycjb8twvq9ek0j5gq,0,84.9,0.0,2025-03-09T04:18:58.049Z,2025-03-09T04:19:09Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568453461,107,,5568453469,212,18.3,5568453465,140,100.0,5568453471,213,0.40,5568453467,141,9.4,5568453463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916075,412,43,2,54,6,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:19:02.329Z,2025-03-09T04:19:03Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568453495,140,100.0,5568453503,213,0.00,5568453545,144,1,5568453491,56,Right,5568453483,3,0,5568453499,141,11.0,5568453501,212,0,5568453487,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916095,413,5,2,54,9,b5l2e3csycjb8twvq9ek0j5gq,0,100.9,12.2,2025-03-09T04:19:04.778Z,2025-03-09T05:20:07Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568453611,56,Right,5568453613,346,,5568454205,233,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916237,571,5,2,54,9,cf5r1qpotp6n5i3vdchsp2en1,1,-0.9,87.8,2025-03-09T04:19:04.778Z,2025-03-09T05:20:07Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568454193,56,Back,5568454195,346,,5568454197,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916257,572,1,2,54,32,cf5r1qpotp6n5i3vdchsp2en1,1,4.6,49.9,2025-03-09T04:19:27.731Z,2025-03-09T04:19:32Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5568454283,140,13.8,5568454285,141,29.1,5568454287,212,17.1,5568454289,213,5.31,5568454293,237,,5568454279,124,,5568454281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916269,573,1,2,54,37,cf5r1qpotp6n5i3vdchsp2en1,1,16.0,18.2,2025-03-09T04:19:32.523Z,2025-03-09T04:19:34Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568454339,141,12.5,5568454343,213,6.12,5568454337,140,38.0,5568454335,56,Back,5568454341,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916281,574,1,2,54,38,cf5r1qpotp6n5i3vdchsp2en1,1,38.0,12.2,2025-03-09T04:19:34.163Z,2025-03-09T04:19:36Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568454379,213,5.73,5568454371,56,Back,5568454373,140,45.1,5568454375,141,5.5,5568454377,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916293,575,1,2,54,40,cf5r1qpotp6n5i3vdchsp2en1,1,45.4,7.7,2025-03-09T04:19:36.156Z,2025-03-09T04:19:37Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568454439,213,3.04,5568454431,56,Back,5568454433,140,35.9,5568454437,212,10.0,5568454435,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916335,576,1,2,54,41,cf5r1qpotp6n5i3vdchsp2en1,1,35.9,9.4,2025-03-09T04:19:37.284Z,2025-03-09T04:19:41Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568454619,140,41.0,5568454625,213,0.04,5568454623,212,5.4,5568454621,141,9.7,5568454617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916339,414,45,2,54,45,b5l2e3csycjb8twvq9ek0j5gq,0,58.6,92.2,2025-03-09T04:19:41.284Z,2025-03-09T04:19:45Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,,5568454643,285,,5568454641,56,Left,5568454703,233,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916343,577,3,2,54,45,cf5r1qpotp6n5i3vdchsp2en1,1,41.4,7.8,2025-03-09T04:19:41.284Z,2025-03-09T04:19:45Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568454667,233,414,5568454649,56,Back,5568454651,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916391,578,1,2,54,46,cf5r1qpotp6n5i3vdchsp2en1,1,34.9,12.5,2025-03-09T04:19:41.835Z,2025-03-09T04:19:46Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568454869,56,Back,5568454871,140,22.8,5568454873,141,17.6,5568454877,213,2.88,5568454875,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916397,579,1,2,54,51,cf5r1qpotp6n5i3vdchsp2en1,1,24.3,27.1,2025-03-09T04:19:46.365Z,2025-03-09T04:19:47Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568454909,141,71.7,5568454911,212,30.8,5568454905,56,Back,5568454907,140,19.0,5568454913,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916427,580,1,2,54,52,cf5r1qpotp6n5i3vdchsp2en1,1,19.1,69.0,2025-03-09T04:19:47.483Z,2025-03-09T04:19:51Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568455049,141,93.3,5568455053,213,1.15,5568455045,56,Back,5568455047,140,26.1,5568455051,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916445,581,1,2,54,56,cf5r1qpotp6n5i3vdchsp2en1,1,26.8,93.6,2025-03-09T04:19:51.723Z,2025-03-09T04:19:53Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568455109,213,3.67,5568455105,141,86.6,5568455107,212,9.4,5568455103,140,19.1,5568455101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916461,582,1,2,54,58,cf5r1qpotp6n5i3vdchsp2en1,1,23.7,79.7,2025-03-09T04:19:53.804Z,2025-03-09T04:19:56Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568455179,213,0.63,5568455171,56,Back,5568455173,140,36.0,5568455177,212,16.0,5568455175,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916467,583,1,2,55,1,cf5r1qpotp6n5i3vdchsp2en1,0,35.9,92.1,2025-03-09T04:19:56.493Z,2025-03-09T04:19:58Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568455199,212,35.8,5568455197,141,78.8,5568455195,140,68.9,5568455203,1,,5568455201,213,6.03,5568455193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916495,415,1,2,55,4,b5l2e3csycjb8twvq9ek0j5gq,1,27.5,18.2,2025-03-09T04:19:59.673Z,2025-03-09T04:20:01Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568455303,56,Back,5568455305,140,40.9,5568455307,141,28.5,5568455313,1,,5568455301,157,,5568455309,212,15.7,5568455311,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916507,416,1,2,55,5,b5l2e3csycjb8twvq9ek0j5gq,1,40.9,28.5,2025-03-09T04:20:00.929Z,2025-03-09T04:20:20Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568455363,3,,5568455367,56,Right,5568455365,168,,5568455371,141,14.9,5568455369,140,58.6,5568455375,213,5.82,5568455373,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916519,418,3,2,55,7,b5l2e3csycjb8twvq9ek0j5gq,0,64.4,4.2,2025-03-09T04:20:03.241Z,2025-03-09T04:20:11Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568455401,286,,5568455539,233,584,5568455399,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916529,584,7,2,55,7,cf5r1qpotp6n5i3vdchsp2en1,1,35.6,95.8,2025-03-09T04:20:03.242Z,2025-03-09T04:20:11Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568455453,285,,5568455451,56,Back,5568455557,233,418,5568455449,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916537,419,5,2,55,8,b5l2e3csycjb8twvq9ek0j5gq,1,64.3,-0.6,2025-03-09T04:20:04.035Z,2025-03-09T05:20:08Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568455497,56,Right,5568455499,347,,5568543633,233,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916561,585,5,2,55,8,cf5r1qpotp6n5i3vdchsp2en1,0,35.7,100.6,2025-03-09T04:20:04.035Z,2025-03-09T05:20:08Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568455601,347,,5568455597,56,Back,5568543653,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916569,420,1,2,55,12,b5l2e3csycjb8twvq9ek0j5gq,1,36.2,0.0,2025-03-09T04:20:08.265Z,2025-03-09T05:14:03Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568455641,213,1.67,5568455639,212,15.9,5568543713,107,,5568455635,140,34.7,5568455637,141,22.5,5568455633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916595,421,1,2,55,15,b5l2e3csycjb8twvq9ek0j5gq,1,33.5,24.9,2025-03-09T04:20:11.105Z,2025-03-09T04:20:12Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568455745,212,28.0,5568455747,213,0.83,5568455743,141,55.2,5568455741,140,51.5,5568455739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916611,422,1,2,55,17,b5l2e3csycjb8twvq9ek0j5gq,1,51.5,55.2,2025-03-09T04:20:12.657Z,2025-03-09T04:20:15Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5568455833,141,87.5,5568455831,140,55.6,5568455835,212,22.4,5568455837,213,1.38,5568455829,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916619,423,1,2,55,20,b5l2e3csycjb8twvq9ek0j5gq,0,55.6,87.5,2025-03-09T04:20:15.409Z,2025-03-09T04:20:16Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568455849,56,Left,5568455851,140,66.2,5568455853,141,79.7,5568455857,213,5.84,5568455855,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916661,587,1,2,55,21,cf5r1qpotp6n5i3vdchsp2en1,1,31.8,18.6,2025-03-09T04:20:16.915Z,2025-03-09T04:20:21Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568456061,141,10.3,5568456063,212,24.2,5568456067,213,6.05,5568456053,56,Right,5568456057,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916665,588,3,2,55,26,cf5r1qpotp6n5i3vdchsp2en1,0,59.6,8.2,2025-03-09T04:20:21.595Z,2025-03-09T05:13:06Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568456079,56,Right,5568456279,233,424,5568456081,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916701,424,7,2,55,26,b5l2e3csycjb8twvq9ek0j5gq,0,40.4,91.8,2025-03-09T04:20:21.596Z,2025-03-09T04:21:52Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568456257,233,588,5568456251,285,,5568456249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916779,425,5,2,55,27,b5l2e3csycjb8twvq9ek0j5gq,0,34.8,101.1,2025-03-09T04:20:23.051Z,2025-03-09T05:20:09Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568456587,56,Back,5568456591,347,,5568458113,233,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916761,589,5,2,55,27,cf5r1qpotp6n5i3vdchsp2en1,1,65.2,-1.1,2025-03-09T04:20:23.051Z,2025-03-09T05:20:08Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568456509,347,,5568458109,233,425,5568456507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916905,428,18,2,56,4,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:21:00.252Z,2025-03-09T04:21:13Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,,5568457145,42,,5568457147,44,Midfielder,5568457149,59,45,5568457183,55,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916909,429,19,2,56,4,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:21:00.253Z,2025-03-09T04:21:14Z,2j9i9ersvndkywcgqx9pzc9ka,E. Johnson,,,5568457169,292,9,5568457173,44,Forward,5568457175,55,428,5568457161,42,,5568457167,59,22,5568457165,145,9,5568457171,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916851,426,18,2,56,7,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:21:02.790Z,2025-03-09T04:21:07Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568456901,59,14,5568456897,42,,5568456949,55,427,5568456899,44,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785916857,427,19,2,56,7,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:21:02.791Z,2025-03-09T04:21:07Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5568456925,42,,5568456939,55,426,5568456931,59,7,5568456933,292,6,5568456929,145,11,5568456937,44,Midfielder,5568456935,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917145,590,1,2,56,27,cf5r1qpotp6n5i3vdchsp2en1,1,70.2,0.0,2025-03-09T04:21:22.886Z,2025-03-09T05:09:29Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568536793,212,11.1,5568536789,140,78.5,5568536791,141,9.0,5568536795,213,0.66,5568536785,107,,5568536787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917149,591,1,2,56,28,cf5r1qpotp6n5i3vdchsp2en1,1,76.1,10.1,2025-03-09T04:21:24.067Z,2025-03-09T05:09:43Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568537233,140,64.5,5568537243,213,3.09,5568537237,141,11.1,5568537231,56,Right,5568537241,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917155,592,1,2,56,29,cf5r1qpotp6n5i3vdchsp2en1,1,62.5,13.9,2025-03-09T04:21:25.211Z,2025-03-09T05:09:54Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568537513,141,36.0,5568537511,140,55.4,5568537515,212,16.8,5568537517,213,2.03,5568537507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917177,596,43,2,56,32,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-03-09T04:21:27.645Z,2025-03-09T05:10:01Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568537659,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917189,597,1,2,56,32,cf5r1qpotp6n5i3vdchsp2en1,1,54.6,50.4,2025-03-09T04:21:27.699Z,2025-03-09T04:21:29Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568458347,56,Center,5568458351,141,77.2,5568458355,213,1.13,5568458353,212,20.2,5568458349,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917235,598,1,2,56,33,cf5r1qpotp6n5i3vdchsp2en1,1,62.8,77.8,2025-03-09T04:21:28.891Z,2025-03-09T04:21:36Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568458607,141,89.3,5568458605,140,79.3,5568458603,56,Left,5568458611,213,0.42,5568458609,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917237,599,61,2,56,41,cf5r1qpotp6n5i3vdchsp2en1,0,81.4,88.6,2025-03-09T04:21:36.620Z,2025-03-09T04:26:30Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568458617,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917255,430,43,2,56,41,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T04:21:36.621Z,2025-03-09T04:25:24Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568466491,144,7,5568458697,285,0,5568458695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785917275,432,1,2,56,43,b5l2e3csycjb8twvq9ek0j5gq,1,8.6,18.6,2025-03-09T04:21:38.778Z,2025-03-09T04:22:09Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568458775,212,14.1,5568458777,213,1.10,5568458773,141,37.0,5568458771,140,14.7,5568458769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
