,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/var,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/VAR,liveData/missedPen
129,129,49wwiv3d0pukv5r2al43oljo,13,2025-07-16Z,16:00:00Z,2025-07-16,18:00:00,5,2,45,1,2025-06-05T07:06:54Z,Fredrikstad vs Bodø / Glimt,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,3hogaplljvp0lbytw6nh0r8d4,no,Nye Fredrikstad Stadion,Nye Fredrikstad Stadion,e5txudmuc2qpc460bs4lb5aff,Fredrikstad,Fredrikstad,Fredrikstad FK,FFK,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,ctvzi2jbl1q6xzq0s3sexj73g,Bodø / Glimt,Bodø/Glimt,FK Bodø / Glimt,BOD,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
130,130,tk3f6dg81xj0kwjq4japda8k,13,2025-07-13Z,17:15:00Z,2025-07-13,19:15:00,13,2,45,1,2025-06-12T16:48:00Z,Brann vs Viking,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,cg9bm2t7a8gh6ib7lum3fzgnf,no,Brann Stadion,Brann Stadion,6oxoag5c6zbnn09wx08vz4iak,Brann,Brann,SK Brann,BRA,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,bsykw9d70ffqe9atosc92n1e9,Viking,Viking,Viking FK,VIK,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
131,131,vweacmxwta6gci2bvqdvc1lg,13,2025-07-13Z,15:00:00Z,2025-07-13,17:00:00,13,2,45,1,2025-06-13T14:57:13Z,Strømsgodset vs Tromsø,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,1thaz2k7uj3rxn0k8rxgfbfyp,no,Marienlyst Stadion,Marienlyst Stadion,ew0hpuiweoltpsg5f51r2w64t,Strømsgodset,Strømsgodset,Strømsgodset IF,GOD,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,80hgdmpkvdrhw1ge9nks2kxvy,Tromsø,Tromsø,Tromsø IL,TIL,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
132,132,vilprf47vdtb3t8jnk6oqgic,13,2025-07-13Z,15:00:00Z,2025-07-13,17:00:00,13,2,45,1,2025-06-22T14:52:38Z,Rosenborg vs HamKam,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,7bcpy3wv2a9o0818kxwupcpmc,no,Lerkendal Stadion,Lerkendal Stadion,c7jgkxx1czv5etn7snf1r6p2m,Rosenborg,Rosenborg,Rosenborg BK,RBK,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,crlocdyqyb1fdhck54qxs65rl,HamKam,HamKam,Hamarkameratene Fotball,HAM,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
133,133,v4rffbjd76zyyta4xwhtofmc,13,2025-07-13Z,15:00:00Z,2025-07-13,17:00:00,13,2,45,1,2025-06-22T15:37:16Z,Kristiansund vs Sarpsborg 08,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,cvhs0q3yx5o6u9724sab3bzfn,no,Nordmøre stadion,Nordmøre stadion,uqspd1bx7f6mq8ohj50u1k1k,Kristiansund,Kristiansund,Kristiansund BK,KRI,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,doohk95o6e8pkqah8vkop51dg,Sarpsborg 08,Sarpsborg,Sarpsborg 08 FF,S08,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
134,134,uplr49gdwkpkrx5imb2t03dg,13,2025-07-13Z,15:00:00Z,2025-07-13,17:00:00,13,2,45,1,2025-05-29T14:11:56Z,Haugesund vs KFUM,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,x044veq9n5nj0vhlpoop5sl,no,Haugesund Sparebank Arena,Haugesund Sparebank Arena,d8w1m5j3jbd1eva8524dv4a20,Haugesund,Haugesund,FK Haugesund,HAU,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,4q0b35m26thti4c2on9a3npk0,KFUM,KFUM,KFUM Fotball,KFU,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
135,135,txwg5rqrnsh9nx5uckyew7x0,13,2025-07-13Z,12:30:00Z,2025-07-13,14:30:00,13,2,45,1,2025-05-23T13:51:55Z,Bryne vs Vålerenga,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,68ub8x08xhjzslsau2ak2tyjq,no,Bryne Stadion,Bryne Stadion,eujf9nqky8c5jnahb2f76m86o,Bryne,Bryne,Bryne FK,BRY,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,8q6cv8g4bd3xdl7m88kll16na,Vålerenga,Vålerenga,Vålerenga Fotball,VIF,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
136,136,ubrx9jkabe43vcpvfhynovtg,13,2025-07-12Z,16:00:00Z,2025-07-12,18:00:00,13,2,45,1,2025-05-31T13:07:33Z,Fredrikstad vs Molde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,3hogaplljvp0lbytw6nh0r8d4,no,Nye Fredrikstad Stadion,Nye Fredrikstad Stadion,e5txudmuc2qpc460bs4lb5aff,Fredrikstad,Fredrikstad,Fredrikstad FK,FFK,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,45v50owpvshpijizwwlcw4lni,Molde,Molde,Molde FK,MOL,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
137,137,t651guez9kzq0mj0nwd7k2s4,13,2025-07-12Z,14:00:00Z,2025-07-12,16:00:00,13,2,45,1,2025-06-05T07:06:54Z,Bodø / Glimt vs Sandefjord,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,b6p4a9phtpw6nfzusbejm36ag,no,Aspmyra Stadion,Aspmyra Stadion,ctvzi2jbl1q6xzq0s3sexj73g,Bodø / Glimt,Bodø/Glimt,FK Bodø / Glimt,BOD,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,btaf9fuj3xctycyjeqwereaow,Sandefjord,Sandefjord,Sandefjord Fotball,SAN,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
138,138,rmnk206ie16eit1awvzej47o,13,2025-07-06Z,12:30:00Z,2025-07-06,14:30:00,12,2,45,1,2025-06-22T15:37:16Z,Sarpsborg 08 vs Haugesund,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,78028q9ppfr0qw4ih6s1o95np,no,Sarpsborg Stadion,Sarpsborg Stadion,doohk95o6e8pkqah8vkop51dg,Sarpsborg 08,Sarpsborg,Sarpsborg 08 FF,S08,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,d8w1m5j3jbd1eva8524dv4a20,Haugesund,Haugesund,FK Haugesund,HAU,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
139,139,r8tnt31mh87wnz86bt2f6bdg,13,2025-07-06Z,12:30:00Z,2025-07-06,14:30:00,12,2,45,1,2025-06-22T11:18:29Z,Sandefjord vs Rosenborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,4ihibhrz4ui5sf261fchl6g30,no,Jotun Arena,Jotun Arena,btaf9fuj3xctycyjeqwereaow,Sandefjord,Sandefjord,Sandefjord Fotball,SAN,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,c7jgkxx1czv5etn7snf1r6p2m,Rosenborg,Rosenborg,Rosenborg BK,RBK,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
140,140,qh874hzwwyocvz5zv8ly2dck,13,2025-07-06Z,12:30:00Z,2025-07-06,14:30:00,12,2,45,1,2025-05-23T13:51:54Z,KFUM vs Bryne,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,9u4qsrteaxamd1v0ei161hv3x,no,KFUM Arena,KFUM Arena,4q0b35m26thti4c2on9a3npk0,KFUM,KFUM,KFUM Fotball,KFU,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,eujf9nqky8c5jnahb2f76m86o,Bryne,Bryne,Bryne FK,BRY,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
141,141,s0q4pet7xk54fldvvnhny1as,13,2025-07-05Z,20:00:00Z,2025-07-05,22:00:00,12,2,45,1,2025-05-30T16:22:28Z,Tromsø vs Molde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,9w2ds742sq7eqsm1wl4i7pdnq,no,Romssa Arena,Romssa Arena,80hgdmpkvdrhw1ge9nks2kxvy,Tromsø,Tromsø,Tromsø IL,TIL,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,45v50owpvshpijizwwlcw4lni,Molde,Molde,Molde FK,MOL,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
142,142,quxsm4s528q86div4baaoff8,13,2025-07-05Z,18:00:00Z,2025-07-05,20:00:00,12,2,45,1,2025-06-22T12:28:54Z,Kristiansund vs Bodø / Glimt,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,cvhs0q3yx5o6u9724sab3bzfn,no,Nordmøre stadion,Nordmøre stadion,uqspd1bx7f6mq8ohj50u1k1k,Kristiansund,Kristiansund,Kristiansund BK,KRI,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,ctvzi2jbl1q6xzq0s3sexj73g,Bodø / Glimt,Bodø/Glimt,FK Bodø / Glimt,BOD,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
143,143,ss89y6cvhpm6oi9olq9tgphw,13,2025-07-05Z,16:00:00Z,2025-07-05,18:00:00,12,2,45,1,2025-05-31T13:07:33Z,Vålerenga vs Fredrikstad,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,3xenpvcwikjgjw2agmhcsi0vd,no,Intility Arena,Intility Arena,8q6cv8g4bd3xdl7m88kll16na,Vålerenga,Vålerenga,Vålerenga Fotball,VIF,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,e5txudmuc2qpc460bs4lb5aff,Fredrikstad,Fredrikstad,Fredrikstad FK,FFK,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
144,144,sefu5sdt49e4lf36u8cv28es,13,2025-07-05Z,14:00:00Z,2025-07-05,16:00:00,12,2,45,1,2025-06-13T14:57:13Z,Viking vs Strømsgodset,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,agm813i68jjxgcwbzddfko0tb,no,Lyse Arena,Lyse Arena,bsykw9d70ffqe9atosc92n1e9,Viking,Viking,Viking FK,VIK,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,ew0hpuiweoltpsg5f51r2w64t,Strømsgodset,Strømsgodset,Strømsgodset IF,GOD,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
145,145,q3eooxyrjsywiguozqrzwfmc,13,2025-07-05Z,12:00:00Z,2025-07-05,14:00:00,12,2,45,1,2025-06-22T14:52:37Z,HamKam vs Brann,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,1tn8dk1uqsjde41tkbzvii8jm,no,Briskeby Arena,Briskeby Arena,crlocdyqyb1fdhck54qxs65rl,HamKam,HamKam,Hamarkameratene Fotball,HAM,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,6oxoag5c6zbnn09wx08vz4iak,Brann,Brann,SK Brann,BRA,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
146,146,ncn9swp4xkfj6v9va50p5yc4,13,2025-06-30Z,17:00:00Z,2025-06-30,19:00:00,11,2,45,1,2025-05-25T14:24:02Z,Brann vs Sandefjord,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,cg9bm2t7a8gh6ib7lum3fzgnf,no,Brann Stadion,Brann Stadion,6oxoag5c6zbnn09wx08vz4iak,Brann,Brann,SK Brann,BRA,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,btaf9fuj3xctycyjeqwereaow,Sandefjord,Sandefjord,Sandefjord Fotball,SAN,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
147,147,ppru4g15qz2b4tf280x1z4es,13,2025-06-29Z,17:15:00Z,2025-06-29,19:15:00,11,2,45,1,2025-06-21T23:57:53Z,Strømsgodset vs Vålerenga,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,1thaz2k7uj3rxn0k8rxgfbfyp,no,Marienlyst Stadion,Marienlyst Stadion,ew0hpuiweoltpsg5f51r2w64t,Strømsgodset,Strømsgodset,Strømsgodset IF,GOD,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,8q6cv8g4bd3xdl7m88kll16na,Vålerenga,Vålerenga,Vålerenga Fotball,VIF,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
148,148,owcay3d7pwcqbgmsolf9trmc,13,2025-06-29Z,15:00:00Z,2025-06-29,17:00:00,11,2,45,1,2025-05-11T14:12:38Z,Molde vs KFUM,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,89owlqn6dhxx3iwqc2mttlji8,no,Aker Stadion,Aker Stadion,45v50owpvshpijizwwlcw4lni,Molde,Molde,Molde FK,MOL,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,4q0b35m26thti4c2on9a3npk0,KFUM,KFUM,KFUM Fotball,KFU,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
149,149,o4eha5vxjwaeuojfloi03i1g,13,2025-06-29Z,15:00:00Z,2025-06-29,17:00:00,11,2,45,1,2025-05-06T06:50:35Z,Fredrikstad vs Tromsø,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,3hogaplljvp0lbytw6nh0r8d4,no,Nye Fredrikstad Stadion,Nye Fredrikstad Stadion,e5txudmuc2qpc460bs4lb5aff,Fredrikstad,Fredrikstad,Fredrikstad FK,FFK,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,80hgdmpkvdrhw1ge9nks2kxvy,Tromsø,Tromsø,Tromsø IL,TIL,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
150,150,nqhnl6sj0przqaim1n83z7ys,13,2025-06-29Z,15:00:00Z,2025-06-29,17:00:00,11,2,45,1,2025-06-22T14:52:39Z,Bryne vs HamKam,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,68ub8x08xhjzslsau2ak2tyjq,no,Bryne Stadion,Bryne Stadion,eujf9nqky8c5jnahb2f76m86o,Bryne,Bryne,Bryne FK,BRY,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,crlocdyqyb1fdhck54qxs65rl,HamKam,HamKam,Hamarkameratene Fotball,HAM,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
151,151,myphevafkaiarv46teztmgic,13,2025-06-29Z,15:00:00Z,2025-06-29,17:00:00,11,2,45,1,2025-06-22T15:37:16Z,Bodø / Glimt vs Sarpsborg 08,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,9ynnnx1qmkizq1o3qr3v0nsuk,Eliteserien,Norwegian Eliteserien,ELI,Domestic league,7f16iy4w8u8ogyn6pfooqwv5z,Norway,59ghbl9ewb73y9y90c1d8hclw,2025-03-29Z,2025-11-30Z,2025,5a0dxqbhx2m6cs8q6vkm6yzh0,e2q01r9o9jwiq1fls93d1sslx,2025-03-29Z,2025-11-30Z,Regular Season,b6p4a9phtpw6nfzusbejm36ag,no,Aspmyra Stadion,Aspmyra Stadion,ctvzi2jbl1q6xzq0s3sexj73g,Bodø / Glimt,Bodø/Glimt,FK Bodø / Glimt,BOD,home,7f16iy4w8u8ogyn6pfooqwv5z,Norway,doohk95o6e8pkqah8vkop51dg,Sarpsborg 08,Sarpsborg,Sarpsborg 08 FF,S08,away,7f16iy4w8u8ogyn6pfooqwv5z,Norway,16,Fixture,,,,,,,,,,,,
