,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/missedPen,liveData/VAR
128,128,6iskr131jnlg9wrrp9he75qtw,13,2024-09-28Z,13:00:00Z,2024-09-28,15:00:00,11,2,45,2025-04-26T12:40:36Z,Horsens vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,db6ooyw998ggaa5aku3asfc4o,no,Nordstern Arena Horsens,Nordstern Arena Horsens,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,12,0,0,2,0,2,0,1651,,
129,129,6if08zg37ggz7llrlf5u9dt78,13,2024-09-28Z,13:00:00Z,2024-09-28,15:00:00,11,2,45,2025-05-05T03:06:45Z,Fredericia vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,14,2,0,3,0,3,0,875,,
130,130,6j66xlv32je2grhv7dyik7fh0,13,2024-09-28Z,12:00:00Z,2024-09-28,14:00:00,11,2,45,2025-05-22T21:21:40Z,Vendsyssel vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,97,49,0,0,0,1,0,1,718,"[{'contestantId': '8gxd9ry2580pu1b1dd5ny9ymy', 'periodId': 1, 'timeMin': 33, 'timeMinSec': '32:55', 'lastUpdated': '2024-09-28T12:33:06Z', 'timestamp': '2024-09-28T12:32:41Z', 'type': 'PM', 'playerId': '9tt9eo9bsff7dp7aqjal1obo4', 'playerName': 'F. Høgh', 'optaEventId': '2726852645'}, {'contestantId': '7gkglopz9cjsysn2u6sbhuvc5', 'periodId': 1, 'timeMin': 33, 'timeMinSec': '32:55', 'lastUpdated': '2024-10-29T03:58:44Z', 'timestamp': '2024-09-28T12:32:41Z', 'type': 'PS', 'playerId': '64vlnkuqfh7rnymg8qku8amwa', 'playerName': 'L. Schulz', 'optaEventId': '2726852703'}]",
131,131,6hnzluem2gv757lbm2l6crhn8,13,2024-09-27Z,17:00:00Z,2024-09-27,19:00:00,11,2,45,2025-05-09T10:35:46Z,Kolding vs OB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,4tjh9d0ks4vsosadk92ye8m1b,no,Autocentralen Park,Autocentralen Park,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,13,1,2,1,2,1,2,4241,,
132,132,6ggsvqnpncmaneafoxvhl7pjo,13,2024-09-23Z,17:00:00Z,2024-09-23,19:00:00,10,2,45,2025-05-01T06:44:19Z,Hillerød vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,97,27,0,1,0,3,0,3,386,"[{'contestantId': 'aqtkb4mgrz8c6iqfufj6qjbv9', 'periodId': 1, 'timeMin': 26, 'timeMinSec': '25:20', 'lastUpdated': '2024-09-23T17:27:42Z', 'timestamp': '2024-09-23T17:27:26Z', 'type': 'PM', 'playerId': 'uiyol728wan4mxco2foplknp', 'playerName': 'A. Justinussen', 'optaEventId': '2725082783'}]",
133,133,6guiqom5ylpwrcdv38o7euvpw,13,2024-09-22Z,13:00:00Z,2024-09-22,15:00:00,10,2,45,2025-03-21T03:07:24Z,OB vs Roskilde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,49,2,0,3,2,3,2,8716,,
134,134,6g34umdqv4osp470fpaxlkftg,13,2024-09-22Z,13:00:00Z,2024-09-22,15:00:00,10,2,45,2025-05-15T16:22:54Z,Hvidovre vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,28,1,1,3,2,3,2,1969,,
135,135,6exng4bmccar9h9d52fl9sems,13,2024-09-21Z,11:00:00Z,2024-09-21,13:00:00,10,2,45,2025-05-05T03:06:45Z,B 93 vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,8ys0zjq5owyqmyigwq8ivss5r,no,Østerbro Stadion,Østerbro Stadion,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,38,1,0,1,0,1,0,1993,,
136,136,6fbhkleeae3jwdyb8trxwvpck,13,2024-09-20Z,17:00:00Z,2024-09-20,19:00:00,10,2,45,2025-05-22T21:21:38Z,HB Køge vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,6,0,2,0,2,0,2,1046,,
137,137,6fpfhbeu0e6mchvnes1ayb4lw,13,2024-09-20Z,16:30:00Z,2024-09-20,18:30:00,10,2,45,2025-05-09T10:35:46Z,Hobro vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,49,1,0,1,0,1,0,917,,
138,138,6d0zvwpinn8gkmd7ge9zvay38,13,2024-09-16Z,16:30:00Z,2024-09-16,18:30:00,9,2,45,2025-03-29T08:39:27Z,Fredericia vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,94,9,0,0,1,1,1,1,1018,,
139,139,6dsjjr8usp19dal8k9h95j190,13,2024-09-15Z,12:00:00Z,2024-09-15,14:00:00,9,2,45,2025-05-15T16:22:50Z,Esbjerg vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7ndkid8ao9wjs2rnln7iuwgy7,no,Blue Water Arena,Blue Water Arena,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,34,2,0,4,3,4,3,3237,,
140,140,6e69fx5nlycw27z5clo8ieuxg,13,2024-09-14Z,17:00:00Z,2024-09-14,19:00:00,9,2,45,2025-05-22T16:30:59Z,Kolding vs HB Køge,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,4tjh9d0ks4vsosadk92ye8m1b,no,Autocentralen Park,Autocentralen Park,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,99,4,1,0,1,1,1,1,1927,,
141,141,6cnchfxgx4223d3np293c7d3o,13,2024-09-14Z,15:00:00Z,2024-09-14,17:00:00,9,2,45,2025-04-26T12:40:34Z,Horsens vs OB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,db6ooyw998ggaa5aku3asfc4o,no,Nordstern Arena Horsens,Nordstern Arena Horsens,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,95,16,1,1,2,2,2,2,3288,,
142,142,6ejuyiuumsxcefe97l3n4qt5g,13,2024-09-14Z,12:00:00Z,2024-09-14,14:00:00,9,2,45,2025-05-22T21:21:38Z,Vendsyssel vs Hillerød,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,97,24,0,2,0,3,0,3,905,,
143,143,6deu68dqge7uvia9jft0691jo,13,2024-09-13Z,17:00:00Z,2024-09-13,19:00:00,9,2,45,2025-03-21T03:07:16Z,Roskilde vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,50,1,0,2,0,2,0,1311,,
144,144,6vxmfx7bfhl9kzqpgldp56e50,13,2024-09-02Z,17:00:00Z,2024-09-02,19:00:00,8,2,45,2025-05-05T03:06:46Z,Hobro vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,7,0,1,0,1,0,1,802,,
145,145,6bugbbqhm9vjhnu2cgz0zdg5w,13,2024-09-01Z,11:00:00Z,2024-09-01,13:00:00,8,2,45,2025-05-22T16:30:59Z,HB Køge vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,106,13,2,3,3,4,3,4,874,,
146,146,6ac9wol3td1jcuu8hwzpgu7mc,13,2024-08-30Z,18:00:00Z,2024-08-30,20:00:00,8,2,45,2025-05-09T10:35:46Z,Hillerød vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,11,0,1,0,3,0,3,580,,
147,147,6bgxohpg2111nj34b43g8d2j8,13,2024-08-30Z,17:30:00Z,2024-08-30,19:30:00,8,2,45,2025-04-26T12:40:33Z,Hvidovre vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,99,42,1,2,3,3,3,3,2259,,
148,148,6b3jwbgjt8nnugx6thlhzbo5w,13,2024-08-30Z,17:30:00Z,2024-08-30,19:30:00,8,2,45,2025-05-15T16:22:50Z,Roskilde vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,36,0,0,1,2,1,2,1588,,
149,149,6aq2cnsvqhsfyz7s6ekjczjmc,13,2024-08-30Z,17:00:00Z,2024-08-30,19:00:00,8,2,45,2025-05-22T21:21:38Z,OB vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,41,1,0,2,0,2,0,8078,,
150,150,69ytnflzsrucnva2zz5hpqtqs,13,2024-08-25Z,13:00:00Z,2024-08-25,15:00:00,7,2,45,2025-03-21T03:07:16Z,Fredericia vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,30,0,1,0,1,0,1,919,,
