,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/missedPen,liveData/VAR
82,82,6ztmzyze3nrxuv35znex6a5uc,13,2025-02-21Z,18:00:00Z,2025-02-21,19:00:00,19,2,45,2025-05-05T03:06:50Z,B 93 vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,cju4mgd1yaw76ufi1igizb5wj,no,Sundby Idrætspark,Sundby Idrætspark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,23,2,1,4,2,4,2,500,,
83,83,71cecgkyuz2b3majpmlo0x4pg,13,2025-02-21Z,17:30:00Z,2025-02-21,18:30:00,19,2,45,2025-05-22T21:21:38Z,Hobro vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,5,0,0,1,0,1,0,753,,
84,84,6z292f6ysxdwxhamnhq19ao7o,13,2024-12-02Z,17:30:00Z,2024-12-02,18:30:00,18,2,45,2025-05-22T16:31:01Z,HB Køge vs Hillerød,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,94,21,1,1,1,5,1,5,1226,,
85,85,6yal1i5kl8vrq1y22l5if1r10,13,2024-12-01Z,14:00:00Z,2024-12-01,15:00:00,18,2,45,2025-05-05T03:06:46Z,OB vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,34,2,2,3,3,3,3,6588,,
86,86,6yokko7a3ldh6b9gkuodkjh90,13,2024-12-01Z,13:00:00Z,2024-12-01,14:00:00,18,2,45,2025-05-22T21:21:38Z,Vendsyssel vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,58,1,0,2,0,2,0,1014,,
87,87,6xizso2k8b0p798ehuonq6l1w,13,2024-11-30Z,12:00:00Z,2024-11-30,13:00:00,18,2,45,2025-03-21T03:07:16Z,Roskilde vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,12,0,0,0,2,0,2,619,,
88,88,6zfxiajojk8no62hce5ker66s,13,2024-11-29Z,18:00:00Z,2024-11-29,19:00:00,18,2,45,2025-03-29T08:39:28Z,Hvidovre vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,18,1,0,1,0,1,0,802,,
89,89,6xwq3m4imsa49pzzj12bn5gk4,13,2024-11-29Z,18:00:00Z,2024-11-29,19:00:00,18,2,45,2025-05-09T10:35:47Z,Kolding vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,4tjh9d0ks4vsosadk92ye8m1b,no,Autocentralen Park,Autocentralen Park,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,47,0,0,1,2,1,2,1721,,
90,90,6wpepimxfjyit7w5ep4ql0kr8,13,2024-11-25Z,17:30:00Z,2024-11-25,18:30:00,17,2,45,2025-05-22T21:21:40Z,Vendsyssel vs OB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,100,53,1,1,1,1,1,1,1075,,
91,91,6wbjx93fb9mjd2n4oor8uwftg,13,2024-11-24Z,15:00:00Z,2024-11-24,16:00:00,17,2,45,2025-05-15T16:22:51Z,Hillerød vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,7,0,2,1,2,1,2,536,,
92,92,6vjrby992uada9i0m6kjtap04,13,2024-11-24Z,14:00:00Z,2024-11-24,15:00:00,17,2,45,2025-05-09T10:35:47Z,Fredericia vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,38,0,0,1,0,1,0,1182,,
93,93,6v5s7nrll3dshk7gy49torg2c,13,2024-11-24Z,14:00:00Z,2024-11-24,15:00:00,17,2,45,2025-05-22T16:31:01Z,Horsens vs HB Køge,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,db6ooyw998ggaa5aku3asfc4o,no,Nordstern Arena Horsens,Nordstern Arena Horsens,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,11,0,0,0,0,0,0,1656,,
94,94,6x51x8knbue5jn2xnylnkndw4,13,2024-11-22Z,18:00:00Z,2024-11-22,19:00:00,17,2,45,2025-03-21T03:07:17Z,Hvidovre vs Roskilde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,28,0,0,2,0,2,0,1207,,
95,95,6c7w9mm8tjajk7k0gwp8vophw,13,2024-11-22Z,18:00:00Z,2024-11-22,19:00:00,17,2,45,2025-05-05T03:06:45Z,B 93 vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,cju4mgd1yaw76ufi1igizb5wj,no,Sundby Idrætspark,Sundby Idrætspark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,37,0,0,1,2,1,2,423,,
96,96,6u0ly1ddgnmywo28qtuvxl4b8,13,2024-11-11Z,18:00:00Z,2024-11-11,19:00:00,16,2,45,2025-05-01T06:44:18Z,Hobro vs Hillerød,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,98,7,0,2,2,2,2,2,730,,
97,97,6us21ewwuubgpluwg7gn92adw,13,2024-11-10Z,13:00:00Z,2024-11-10,14:00:00,16,2,45,2025-05-15T16:22:51Z,Esbjerg vs Roskilde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7ndkid8ao9wjs2rnln7iuwgy7,no,Blue Water Arena,Blue Water Arena,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,20,1,0,2,0,2,0,3323,,
98,98,6ueatfbq3p7e6j7fs4je9w8wk,13,2024-11-10Z,12:00:00Z,2024-11-10,13:00:00,16,2,45,2025-03-29T01:40:28Z,HB Køge vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,9,0,0,1,0,1,0,1414,,
99,99,6tmv9kmdnovqo0zlzp56y5lhw,13,2024-11-09Z,16:00:00Z,2024-11-09,17:00:00,16,2,45,2025-04-26T12:40:34Z,OB vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,4,2,1,3,2,3,2,6543,,
100,100,6t98mspcnv0xfzrji4xv9zdw4,13,2024-11-08Z,18:00:00Z,2024-11-08,19:00:00,16,2,45,2025-05-22T21:21:38Z,Kolding vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,4tjh9d0ks4vsosadk92ye8m1b,no,Autocentralen Park,Autocentralen Park,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,31,0,0,0,0,0,0,2532,,
101,101,6svkacgqtu468kpqc415a0b2s,13,2024-11-08Z,18:00:00Z,2024-11-08,19:00:00,16,2,45,2025-05-05T03:06:49Z,B 93 vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,8ys0zjq5owyqmyigwq8ivss5r,no,Østerbro Stadion,Østerbro Stadion,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,94,33,0,1,0,5,0,5,1210,,
102,102,6qwciawobtrn841b84n029xxw,13,2024-11-03Z,14:00:00Z,2024-11-03,15:00:00,15,2,45,2025-03-21T03:07:20Z,Fredericia vs OB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,27,0,1,1,4,1,4,3758,,
103,103,6qi7hyp93eiqos9sk9r1nkowk,13,2024-11-03Z,13:00:00Z,2024-11-03,14:00:00,15,2,45,2025-05-15T16:22:51Z,Esbjerg vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7ndkid8ao9wjs2rnln7iuwgy7,no,Blue Water Arena,Blue Water Arena,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,34,1,0,3,2,3,2,2520,,
104,104,6shw9y7wavr5eoj2ure7d0opg,13,2024-11-02Z,14:00:00Z,2024-11-02,15:00:00,15,2,45,2025-05-22T21:21:38Z,Vendsyssel vs HB Køge,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,49,0,1,1,1,1,1,870,,
105,105,6roesil4uug4nv2h7h3eu23v8,13,2024-11-02Z,12:00:00Z,2024-11-02,13:00:00,15,2,45,2025-05-08T11:31:56Z,Roskilde vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,99,17,0,0,0,1,0,1,762,,
