id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value
2808757273,317,1,1,31,11,2rdnn9p03qrmmv34tyx1nahpa,1,85.7,38.6,2025-05-02T15:31:26.128Z,2025-05-02T15:31:27Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694165283,141,23.0,5694165279,56,Center,5694165281,140,91.7,5694165287,213,5.25,5694165285,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757293,318,1,1,31,13,2rdnn9p03qrmmv34tyx1nahpa,1,91.7,23.0,2025-05-02T15:31:27.288Z,2025-05-02T15:31:41Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,1.0,,5694165389,141,41.8,5694165391,212,13.6,5694165393,213,1.92,5694165387,140,87.2,5694165385,56,Center,5694165699,210,15,5694165701,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757297,319,15,1,31,15,2rdnn9p03qrmmv34tyx1nahpa,1,88.3,44.0,2025-05-02T15:31:29.490Z,2025-05-03T10:55:14Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694165725,55,318,5694165551,20,,5694165413,17,,5694165721,29,,5694165729,102,50.0,5694165723,154,,5694165415,56,Center,5694165411,22,,5694165733,146,5696444379,120,98.8,5694165735,147,48.7,5694165743,233,5694165719,78,214,5694165731,103,,,,,,,,,,,5.1,
2808757291,214,10,1,31,15,duspptyvnr5kpx2iko5gerhnz,1,2.6,50.6,2025-05-02T15:31:29.590Z,2025-05-02T15:31:42Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694165427,179,,5694165425,177,,5694165759,233,319,5694165379,182,,5694165381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757419,216,1,1,31,47,duspptyvnr5kpx2iko5gerhnz,0,13.2,48.5,2025-05-02T15:32:01.558Z,2025-05-02T15:32:03Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694166099,56,Center,5694166103,141,77.5,5694166109,1,,5694166123,189,,5694166097,199,,5694166107,213,0.30,5694166105,212,66.9,5694166101,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757461,321,1,1,31,49,2rdnn9p03qrmmv34tyx1nahpa,1,27.7,30.7,2025-05-02T15:32:03.817Z,2025-05-02T15:32:11Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694166297,56,Back,5694166301,141,55.8,5694166299,140,15.1,5694166305,213,2.23,5694166303,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757467,322,1,1,31,56,2rdnn9p03qrmmv34tyx1nahpa,0,16.2,50.6,2025-05-02T15:32:11.057Z,2025-05-02T15:32:14Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694166351,213,6.03,5694166345,140,59.0,5694166349,212,46.5,5694166343,56,Center,5694166347,141,33.3,5694166353,1,,5694166341,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757475,217,44,1,31,59,duspptyvnr5kpx2iko5gerhnz,1,39.4,66.8,2025-05-02T15:32:13.753Z,2025-05-02T15:32:16Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694166377,56,Back,5694166379,285,,5694166383,233,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757473,323,44,1,31,59,2rdnn9p03qrmmv34tyx1nahpa,0,60.6,33.2,2025-05-02T15:32:13.754Z,2025-05-02T15:32:17Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694166389,233,217,5694166365,56,Center,5694166367,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757477,218,1,1,32,0,duspptyvnr5kpx2iko5gerhnz,0,37.0,67.0,2025-05-02T15:32:14.707Z,2025-05-02T15:32:17Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694166409,213,5.71,5694166403,140,62.2,5694166399,3,,5694166407,212,31.5,5694166405,141,41.8,5694166401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757483,324,3,1,32,3,2rdnn9p03qrmmv34tyx1nahpa,0,50.7,53.0,2025-05-02T15:32:17.650Z,2025-05-02T15:57:16Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694166453,286,,5694170899,233,219,5694166451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757485,219,7,1,32,3,duspptyvnr5kpx2iko5gerhnz,1,49.3,47.0,2025-05-02T15:32:17.651Z,2025-05-02T15:35:39Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694170825,233,324,5694166459,285,,5694166457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757491,221,1,1,32,5,duspptyvnr5kpx2iko5gerhnz,0,42.6,44.3,2025-05-02T15:32:20.204Z,2025-05-02T15:32:22Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694166493,1,,5694166487,141,0.0,5694166489,212,45.6,5694166485,140,74.0,5694166483,56,Right,5694166491,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757493,222,5,1,32,7,duspptyvnr5kpx2iko5gerhnz,0,70.8,-2.0,2025-05-02T15:32:21.874Z,2025-05-02T15:32:26Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694166553,233,325,5694166495,56,Right,5694166497,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757501,325,5,1,32,7,2rdnn9p03qrmmv34tyx1nahpa,1,29.2,102.0,2025-05-02T15:32:21.874Z,2025-05-02T15:53:09Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694166547,233,222,5694166543,56,Back,5694166545,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757563,326,1,1,32,22,2rdnn9p03qrmmv34tyx1nahpa,1,38.1,100.0,2025-05-02T15:32:36.961Z,2025-05-02T15:32:41Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694166863,140,34.3,5694166869,213,4.19,5694166859,107,,5694166861,56,Back,5694166865,141,91.4,5694166867,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757575,327,1,1,32,27,2rdnn9p03qrmmv34tyx1nahpa,1,33.8,88.4,2025-05-02T15:32:41.257Z,2025-05-02T15:36:02Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694166937,141,47.0,5694166939,212,30.9,5694166933,56,Back,5694166935,140,21.6,5694166931,155,,5694166941,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757581,328,1,1,32,30,2rdnn9p03qrmmv34tyx1nahpa,0,19.8,42.1,2025-05-02T15:32:44.378Z,2025-05-02T15:32:46Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694166989,213,5.10,5694166977,140,31.3,5694166985,212,31.6,5694166981,141,0.0,5694166969,155,,5694166973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757605,223,5,1,32,31,duspptyvnr5kpx2iko5gerhnz,1,68.9,101.2,2025-05-02T15:32:45.888Z,2025-05-02T15:53:09Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694167133,347,,5694167139,233,329,5694167131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757583,329,5,1,32,31,2rdnn9p03qrmmv34tyx1nahpa,0,31.1,-1.2,2025-05-02T15:32:45.888Z,2025-05-02T15:53:09Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694166995,347,,5694166993,56,Back,5694167143,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757609,224,1,1,32,35,duspptyvnr5kpx2iko5gerhnz,1,69.4,100.0,2025-05-02T15:32:49.812Z,2025-05-02T15:32:53Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694167169,141,94.2,5694167163,107,,5694167173,213,3.36,5694167165,56,Back,5694167167,140,46.4,5694167175,1,,5694167171,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757621,225,1,1,32,39,duspptyvnr5kpx2iko5gerhnz,1,43.0,81.2,2025-05-02T15:32:53.732Z,2025-05-02T15:33:08Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694167231,212,18.0,5694167229,141,67.7,5694167227,140,28.2,5694167233,213,3.68,5694167225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757639,226,1,1,32,42,duspptyvnr5kpx2iko5gerhnz,1,26.6,69.7,2025-05-02T15:32:56.420Z,2025-05-02T15:33:11Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694167345,56,Back,5694167347,140,15.4,5694167351,212,19.8,5694167349,141,46.2,5694167353,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757641,227,1,1,32,48,duspptyvnr5kpx2iko5gerhnz,0,23.1,41.5,2025-05-02T15:33:02.597Z,2025-05-02T15:33:05Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694167383,213,0.33,5694167377,140,76.5,5694167375,56,Center,5694167385,1,,5694167373,157,,5694167379,141,70.0,5694167381,212,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757655,331,1,1,32,53,2rdnn9p03qrmmv34tyx1nahpa,1,34.2,38.3,2025-05-02T15:33:07.953Z,2025-05-02T15:33:11Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694167463,212,27.1,5694167459,140,37.4,5694167465,213,1.45,5694167457,56,Back,5694167461,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757673,332,1,1,32,57,2rdnn9p03qrmmv34tyx1nahpa,1,39.6,78.1,2025-05-02T15:33:11.456Z,2025-05-02T15:33:18Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694167577,141,80.6,5694167573,56,Left,5694167579,212,14.6,5694167575,140,53.4,5694167581,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757681,333,1,1,33,4,2rdnn9p03qrmmv34tyx1nahpa,1,46.2,76.7,2025-05-02T15:33:18.281Z,2025-05-02T15:33:19Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694167629,213,4.37,5694167623,140,43.8,5694167625,141,66.4,5694167627,212,7.4,5694167621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757683,334,1,1,33,5,2rdnn9p03qrmmv34tyx1nahpa,1,43.8,66.4,2025-05-02T15:33:19.833Z,2025-05-02T15:33:21Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694167637,140,48.9,5694167635,56,Back,5694167643,213,6.25,5694167639,141,66.1,5694167641,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757687,335,1,1,33,6,2rdnn9p03qrmmv34tyx1nahpa,1,48.9,66.1,2025-05-02T15:33:20.929Z,2025-05-02T15:33:22Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694167659,56,Back,5694167663,141,57.3,5694167661,140,33.8,5694167667,213,3.50,5694167665,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757699,336,1,1,33,7,2rdnn9p03qrmmv34tyx1nahpa,1,33.8,57.3,2025-05-02T15:33:22.081Z,2025-05-02T15:33:25Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694167733,141,30.6,5694167731,140,42.0,5694167735,212,20.1,5694167729,56,Back,5694167737,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757713,337,1,1,33,11,2rdnn9p03qrmmv34tyx1nahpa,1,43.5,28.6,2025-05-02T15:33:25.457Z,2025-05-02T15:33:28Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694167791,56,Back,5694167797,212,13.0,5694167795,141,46.4,5694167793,140,47.9,5694167799,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757725,338,1,1,33,13,2rdnn9p03qrmmv34tyx1nahpa,1,47.9,46.4,2025-05-02T15:33:27.904Z,2025-05-02T15:33:30Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694167867,212,14.6,5694167869,213,2.46,5694167863,140,37.1,5694167865,141,60.0,5694167861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757737,339,1,1,33,16,2rdnn9p03qrmmv34tyx1nahpa,1,37.4,61.1,2025-05-02T15:33:30.265Z,2025-05-02T15:33:35Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694167957,212,13.7,5694167959,213,0.47,5694167955,141,70.2,5694167953,140,49.0,5694167951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757745,340,1,1,33,20,2rdnn9p03qrmmv34tyx1nahpa,1,52.5,72.6,2025-05-02T15:33:34.977Z,2025-05-02T15:36:26Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694168027,212,14.9,5694168025,141,83.5,5694168021,56,Left,5694168023,140,64.8,5694168029,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757757,341,1,1,33,23,2rdnn9p03qrmmv34tyx1nahpa,0,64.8,83.5,2025-05-02T15:33:37.961Z,2025-05-02T15:33:41Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694168083,1,,5694168079,212,37.5,5694168073,56,Center,5694168075,140,100.0,5694168077,141,77.6,5694168081,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757769,229,5,1,33,26,duspptyvnr5kpx2iko5gerhnz,1,-0.8,29.2,2025-05-02T15:33:40.864Z,2025-05-02T15:53:10Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694168127,233,342,5694168123,56,Back,5694168125,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757761,342,5,1,33,26,2rdnn9p03qrmmv34tyx1nahpa,0,100.8,70.8,2025-05-02T15:33:40.864Z,2025-05-02T15:33:49Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694168087,346,,5694168085,56,Center,5694168133,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757799,230,1,1,33,47,duspptyvnr5kpx2iko5gerhnz,1,4.5,47.2,2025-05-02T15:34:01.363Z,2025-05-02T15:34:03Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694168379,140,5.5,5694168381,141,24.6,5694168385,213,4.78,5694168377,56,Back,5694168375,124,,5694168389,237,,5694168383,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757803,231,1,1,33,48,duspptyvnr5kpx2iko5gerhnz,1,5.5,24.6,2025-05-02T15:34:03.235Z,2025-05-02T15:34:04Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694168413,213,1.76,5694168409,141,43.0,5694168411,212,12.7,5694168407,140,3.2,5694168405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757807,232,1,1,33,50,duspptyvnr5kpx2iko5gerhnz,1,3.2,43.0,2025-05-02T15:34:04.372Z,2025-05-02T15:34:05Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694168431,56,Back,5694168437,212,18.9,5694168433,140,17.8,5694168439,213,5.66,5694168435,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757811,233,1,1,33,51,duspptyvnr5kpx2iko5gerhnz,1,17.8,26.7,2025-05-02T15:34:05.587Z,2025-05-02T15:34:07Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694168485,156,,5694168461,56,Back,5694168465,141,10.3,5694168469,213,4.25,5694168463,140,12.5,5694168467,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757831,234,1,1,33,53,duspptyvnr5kpx2iko5gerhnz,0,12.5,10.3,2025-05-02T15:34:08.196Z,2025-05-02T15:34:11Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694168603,140,64.9,5694168609,213,0.09,5694168611,1,,5694168605,141,17.9,5694168607,212,55.3,5694168599,155,,5694168601,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757851,343,1,1,33,59,2rdnn9p03qrmmv34tyx1nahpa,0,36.8,79.1,2025-05-02T15:34:13.377Z,2025-05-02T15:36:46Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694168709,213,0.21,5694168695,56,Left,5694168697,140,60.9,5694168705,212,25.9,5694168693,3,,5694168701,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757865,235,50,1,34,1,duspptyvnr5kpx2iko5gerhnz,1,50.0,13.6,2025-05-02T15:34:16.019Z,2025-05-02T15:52:54Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694168783,56,Right,5694168785,286,,5694169017,233,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757901,344,7,1,34,1,2rdnn9p03qrmmv34tyx1nahpa,1,50.0,86.4,2025-05-02T15:34:16.020Z,2025-05-02T15:52:53Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694168997,56,Left,5694168999,285,,5694169001,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757903,345,61,1,34,5,2rdnn9p03qrmmv34tyx1nahpa,1,46.7,87.8,2025-05-02T15:34:19.955Z,2025-05-02T15:37:32Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694173241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757913,346,1,1,34,8,2rdnn9p03qrmmv34tyx1nahpa,1,46.7,87.8,2025-05-02T15:34:22.481Z,2025-05-02T15:37:26Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694169051,140,37.7,5694169057,213,3.23,5694169055,212,9.5,5694169049,56,Back,5694169053,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757917,347,1,1,34,9,2rdnn9p03qrmmv34tyx1nahpa,1,37.7,86.6,2025-05-02T15:34:23.497Z,2025-05-02T15:34:25Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694169067,141,73.3,5694169065,140,62.4,5694169071,213,5.95,5694169069,212,27.5,5694169063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757925,348,1,1,34,11,2rdnn9p03qrmmv34tyx1nahpa,0,62.4,73.3,2025-05-02T15:34:25.465Z,2025-05-02T15:37:57Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694169101,141,65.8,5694169105,213,6.10,5694169103,212,27.7,5694169097,56,Center,5694169099,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757941,237,1,1,34,13,duspptyvnr5kpx2iko5gerhnz,1,14.2,32.8,2025-05-02T15:34:27.443Z,2025-05-02T15:34:29Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694169177,212,25.3,5694169165,56,Back,5694169183,213,1.62,5694169169,140,13.1,5694169173,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757955,238,1,1,34,15,duspptyvnr5kpx2iko5gerhnz,1,12.9,70.0,2025-05-02T15:34:29.748Z,2025-05-02T15:34:33Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694169287,140,25.0,5694169285,56,Back,5694169293,213,0.95,5694169289,141,96.2,5694169291,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757977,239,1,1,34,19,duspptyvnr5kpx2iko5gerhnz,1,27.2,92.0,2025-05-02T15:34:33.348Z,2025-05-02T15:34:38Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694169399,140,11.8,5694169403,212,16.7,5694169401,141,85.9,5694169405,213,3.39,5694169397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757981,240,1,1,34,23,duspptyvnr5kpx2iko5gerhnz,0,11.7,87.1,2025-05-02T15:34:37.972Z,2025-05-02T15:34:38Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694169411,140,28.0,5694169409,56,Back,5694169415,212,17.1,5694169413,141,88.3,5694169417,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757991,349,50,1,34,26,2rdnn9p03qrmmv34tyx1nahpa,1,68.6,18.0,2025-05-02T15:34:40.931Z,2025-05-02T15:34:44Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694169487,286,,5694169529,233,241,5694169485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757993,241,7,1,34,26,duspptyvnr5kpx2iko5gerhnz,0,31.4,82.0,2025-05-02T15:34:40.932Z,2025-05-02T15:34:44Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694169489,56,Back,5694169491,285,,5694169521,233,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757999,350,1,1,34,28,2rdnn9p03qrmmv34tyx1nahpa,1,80.4,25.3,2025-05-02T15:34:42.905Z,2025-05-02T15:34:43Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694169545,213,2.81,5694169543,212,11.3,5694169539,140,70.2,5694169537,56,Center,5694169541,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758005,351,1,1,34,29,2rdnn9p03qrmmv34tyx1nahpa,1,70.2,30.7,2025-05-02T15:34:43.771Z,2025-05-02T15:34:44Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694169581,212,25.4,5694169579,141,26.5,5694169583,213,6.17,5694169575,56,Center,5694169577,140,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758009,352,1,1,34,30,2rdnn9p03qrmmv34tyx1nahpa,0,94.2,26.5,2025-05-02T15:34:44.794Z,2025-05-02T15:34:45Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694169591,56,Center,5694169605,213,2.34,5694169603,212,9.4,5694169595,140,88.0,5694169599,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758023,242,12,1,34,31,duspptyvnr5kpx2iko5gerhnz,1,14.9,55.1,2025-05-02T15:34:45.365Z,2025-05-02T15:34:51Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694169739,140,13.9,5694169737,56,Back,5694169743,212,14.3,5694169745,213,1.64,5694169741,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758029,243,1,1,34,37,duspptyvnr5kpx2iko5gerhnz,1,9.0,3.7,2025-05-02T15:34:51.748Z,2025-05-02T15:34:56Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694169773,213,0.30,5694169769,141,22.2,5694169763,157,,5694169771,212,43.1,5694169775,1,,5694169767,140,48.3,5694169765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758033,244,61,1,34,41,duspptyvnr5kpx2iko5gerhnz,0,47.9,21.8,2025-05-02T15:34:55.845Z,2025-05-02T15:34:56Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5694169787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758037,353,1,1,34,41,2rdnn9p03qrmmv34tyx1nahpa,1,72.9,85.4,2025-05-02T15:34:56.225Z,2025-05-02T15:34:57Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694169807,140,78.1,5694169805,56,Left,5694169811,212,7.3,5694169809,141,92.6,5694169813,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758053,355,1,1,34,44,2rdnn9p03qrmmv34tyx1nahpa,1,76.8,90.9,2025-05-02T15:34:59.081Z,2025-05-02T15:35:02Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694169893,213,5.12,5694169885,56,Left,5694169887,140,80.0,5694169889,141,79.6,5694169891,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758059,356,1,1,34,48,2rdnn9p03qrmmv34tyx1nahpa,1,73.5,80.3,2025-05-02T15:35:02.361Z,2025-05-02T15:35:05Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694169931,213,1.67,5694169929,212,9.1,5694169923,56,Left,5694169927,141,93.6,5694169925,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758065,357,1,1,34,50,2rdnn9p03qrmmv34tyx1nahpa,1,73.7,95.0,2025-05-02T15:35:05.147Z,2025-05-02T15:35:07Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694169977,212,7.7,5694169969,56,Left,5694169973,141,84.7,5694169979,213,4.29,5694169971,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758085,358,1,1,34,53,2rdnn9p03qrmmv34tyx1nahpa,1,70.6,82.0,2025-05-02T15:35:07.562Z,2025-05-02T15:35:09Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694170025,56,Center,5694170027,140,54.5,5694170035,213,3.75,5694170029,141,64.6,5694170031,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808758103,359,1,1,34,55,2rdnn9p03qrmmv34tyx1nahpa,1,54.5,64.5,2025-05-02T15:35:09.601Z,2025-05-02T15:35:12Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694170143,213,4.97,5694170137,140,59.2,5694170135,56,Center,5694170139,141,37.1,5694170141,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
