id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value
2808756557,192,74,1,27,15,duspptyvnr5kpx2iko5gerhnz,1,94.4,13.7,2025-05-02T15:27:30.146Z,2025-05-02T15:52:59Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5694160993,285,,5694161021,233,271,5694160991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756561,272,1,1,27,16,2rdnn9p03qrmmv34tyx1nahpa,1,10.2,84.8,2025-05-02T15:27:30.408Z,2025-05-02T15:35:00Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694161007,212,7.5,5694161005,141,79.4,5694160999,3,,5694161001,56,Back,5694161003,140,16.4,5694161009,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756565,273,1,1,27,20,2rdnn9p03qrmmv34tyx1nahpa,1,16.4,79.4,2025-05-02T15:27:34.391Z,2025-05-02T15:27:35Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694161041,56,Back,5694161047,212,10.9,5694161043,140,24.1,5694161049,213,0.74,5694161045,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756581,274,1,1,27,21,2rdnn9p03qrmmv34tyx1nahpa,0,24.1,90.2,2025-05-02T15:27:35.735Z,2025-05-02T15:33:09Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694161143,56,Back,5694161149,212,8.4,5694161145,140,25.9,5694161147,141,78.2,5694161151,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756587,193,3,1,27,24,duspptyvnr5kpx2iko5gerhnz,0,78.0,10.8,2025-05-02T15:27:38.350Z,2025-05-02T15:52:53Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694167743,286,,5694168977,233,275,5694161163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756583,275,7,1,27,24,2rdnn9p03qrmmv34tyx1nahpa,0,22.0,89.2,2025-05-02T15:27:38.351Z,2025-05-02T15:52:53Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694169159,233,193,5694169143,56,Back,5694169145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757759,228,61,1,27,25,duspptyvnr5kpx2iko5gerhnz,1,70.7,8.8,2025-05-02T15:27:39.684Z,2025-05-02T15:33:51Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694168255,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756599,194,5,1,27,26,duspptyvnr5kpx2iko5gerhnz,0,68.4,-1.3,2025-05-02T15:27:40.551Z,2025-05-02T15:53:07Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694161573,233,276,5694161199,56,Right,5694161203,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756593,276,5,1,27,26,2rdnn9p03qrmmv34tyx1nahpa,1,31.6,101.3,2025-05-02T15:27:40.551Z,2025-05-02T15:53:07Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694161553,233,194,5694161181,347,,5694161179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756635,277,1,1,27,30,2rdnn9p03qrmmv34tyx1nahpa,1,30.4,100.0,2025-05-02T15:27:44.919Z,2025-05-02T15:28:59Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694161341,140,22.7,5694161339,56,Back,5694161347,213,3.76,5694161345,212,9.9,5694161597,107,,5694161343,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756641,278,1,1,27,33,2rdnn9p03qrmmv34tyx1nahpa,1,22.7,92.3,2025-05-02T15:27:48.136Z,2025-05-02T15:28:20Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,1.0,,5694161409,140,77.9,5694161413,212,58.9,5694161727,210,15,5694161411,141,77.3,5694161405,157,,5694161407,56,Center,5694161415,213,6.11,5694161417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756645,279,15,1,27,41,2rdnn9p03qrmmv34tyx1nahpa,1,88.6,68.9,2025-05-02T15:27:55.464Z,2025-05-03T10:54:04Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694161433,22,,5694161759,100,,5694161437,56,Center,5694161435,64,,5694161751,55,278,5694161687,82,,5694161757,103,19,5694161755,102,51.3,5694161749,29,5696442183,215,,5694161769,233,195,5694161763,147,5694161745,72,61.2,5694161747,78,5694161761,146,95.2,,5694161765,230,99.1,5694161767,231,48.4,,
2808756651,195,10,1,27,41,duspptyvnr5kpx2iko5gerhnz,1,4.7,38.8,2025-05-02T15:27:55.564Z,2025-05-02T15:28:21Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694161459,94,,5694161773,233,279,5694161461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756657,196,6,1,27,42,duspptyvnr5kpx2iko5gerhnz,0,2.6,34.2,2025-05-02T15:27:56.824Z,2025-05-02T15:53:14Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694161517,233,280,5694161511,73,,5694161509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756649,280,6,1,27,42,2rdnn9p03qrmmv34tyx1nahpa,1,97.4,65.8,2025-05-02T15:27:56.824Z,2025-05-02T15:53:14Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694161479,73,,5694161477,56,Center,5694161513,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756733,281,1,1,28,25,2rdnn9p03qrmmv34tyx1nahpa,0,99.5,99.5,2025-05-02T15:28:39.538Z,2025-05-02T15:28:45Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694162031,141,20.4,5694162037,1,,5694162023,155,,5694162035,213,4.74,5694162029,140,100.0,5694162019,2,,5694162021,6,,5694162027,56,Right,5694162025,223,5694162033,212,,,,,,,,,,,,,,,53.8,,,,,,,,
2808756763,197,5,1,28,30,duspptyvnr5kpx2iko5gerhnz,1,-0.8,72.8,2025-05-02T15:28:45.182Z,2025-05-02T15:53:07Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694162273,56,Back,5694162275,346,,5694162301,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756767,282,5,1,28,30,2rdnn9p03qrmmv34tyx1nahpa,0,100.8,27.2,2025-05-02T15:28:45.182Z,2025-05-02T15:53:08Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694162297,56,Center,5694162299,346,,5694162305,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756771,198,1,1,28,43,duspptyvnr5kpx2iko5gerhnz,1,3.3,57.9,2025-05-02T15:28:58.211Z,2025-05-02T15:29:02Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694162329,213,4.84,5694162323,140,4.7,5694162319,124,,5694162321,56,Back,5694162325,141,40.6,5694162333,237,,5694162327,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756777,199,1,1,28,48,duspptyvnr5kpx2iko5gerhnz,1,11.2,38.2,2025-05-02T15:29:02.388Z,2025-05-02T15:29:04Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694162359,141,11.4,5694162363,213,4.85,5694162361,212,18.4,5694162355,56,Back,5694162357,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756783,200,1,1,28,50,duspptyvnr5kpx2iko5gerhnz,1,14.7,11.7,2025-05-02T15:29:04.452Z,2025-05-02T15:29:09Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694162401,56,Back,5694162409,213,6.23,5694162405,141,9.4,5694162403,140,44.2,5694162407,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756785,201,1,1,28,54,duspptyvnr5kpx2iko5gerhnz,1,40.5,15.8,2025-05-02T15:29:09.107Z,2025-05-02T15:29:10Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694162415,56,Back,5694162417,140,32.6,5694162421,212,8.8,5694162419,141,20.0,5694162423,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756793,202,1,1,28,56,duspptyvnr5kpx2iko5gerhnz,1,32.5,20.0,2025-05-02T15:29:10.533Z,2025-05-02T15:29:13Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694162461,140,68.7,5694162467,213,0.02,5694162465,212,38.0,5694162457,155,,5694162459,56,Center,5694162469,1,,5694162463,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756797,203,44,1,28,58,duspptyvnr5kpx2iko5gerhnz,1,63.8,27.4,2025-05-02T15:29:12.262Z,2025-05-02T15:52:57Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694162475,56,Center,5694162497,233,283,5694162477,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756789,283,44,1,28,58,2rdnn9p03qrmmv34tyx1nahpa,0,36.2,72.6,2025-05-02T15:29:12.263Z,2025-05-02T15:52:58Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694162445,285,,5694162443,56,Back,5694162505,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756799,204,61,1,28,58,duspptyvnr5kpx2iko5gerhnz,1,68.7,21.2,2025-05-02T15:29:12.748Z,2025-05-02T15:40:07Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694162479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756809,205,1,1,29,0,duspptyvnr5kpx2iko5gerhnz,1,71.3,23.0,2025-05-02T15:29:14.531Z,2025-05-02T15:29:16Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694162531,212,11.8,5694162529,141,14.1,5694162527,140,80.9,5694162533,213,5.74,5694162525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756815,206,1,1,29,2,duspptyvnr5kpx2iko5gerhnz,0,85.7,12.0,2025-05-02T15:29:16.787Z,2025-05-02T15:29:18Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694162577,212,15.4,5694162575,141,33.1,5694162567,2,,5694162571,56,Center,5694162579,213,1.20,5694162573,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756819,284,8,1,29,4,2rdnn9p03qrmmv34tyx1nahpa,1,13.8,66.7,2025-05-02T15:29:19.118Z,2025-05-02T15:29:19Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694162595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756837,285,12,1,29,6,2rdnn9p03qrmmv34tyx1nahpa,1,11.9,81.1,2025-05-02T15:29:21.111Z,2025-05-02T15:29:26Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694162713,213,5.62,5694162711,212,41.6,5694162707,140,43.2,5694162705,56,Back,5694162709,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756847,207,12,1,29,10,duspptyvnr5kpx2iko5gerhnz,1,61.3,77.9,2025-05-02T15:29:25.139Z,2025-05-02T15:29:32Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694162791,15,,5694162751,56,Left,5694162755,141,100.0,5694162757,212,16.0,5694162779,167,,5694162753,140,60.7,5694162759,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756849,208,5,1,29,12,duspptyvnr5kpx2iko5gerhnz,0,59.2,101.4,2025-05-02T15:29:26.408Z,2025-05-02T15:53:08Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694162781,233,286,5694162773,347,,5694162771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756843,286,5,1,29,12,2rdnn9p03qrmmv34tyx1nahpa,1,40.8,-1.4,2025-05-02T15:29:26.408Z,2025-05-02T15:53:08Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694162775,233,208,5694162741,347,,5694162739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756887,287,1,1,29,32,2rdnn9p03qrmmv34tyx1nahpa,1,48.0,0.0,2025-05-02T15:29:46.672Z,2025-05-02T15:29:48Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694163081,213,1.12,5694163075,140,52.5,5694163079,212,10.9,5694163073,56,Right,5694163077,141,12.5,5694163071,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756891,288,1,1,29,33,2rdnn9p03qrmmv34tyx1nahpa,1,52.5,12.5,2025-05-02T15:29:47.968Z,2025-05-02T15:29:50Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694163089,140,47.4,5694163091,141,8.3,5694163095,213,3.63,5694163087,56,Back,5694163093,212,6.1,5694163099,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756899,289,1,1,29,36,2rdnn9p03qrmmv34tyx1nahpa,0,45.9,5.6,2025-05-02T15:29:50.307Z,2025-05-02T15:29:52Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694163131,140,48.1,5694163149,286,,5694163143,236,,5694163137,213,0.91,5694163135,212,3.8,5694163145,233,209,5694163133,141,10.0,5694163139,1,,5694163129,56,5694163127,157,Back,,,,,,,,,,,,,,,,,,,,,,
2808756895,209,74,1,29,36,duspptyvnr5kpx2iko5gerhnz,1,58.0,95.4,2025-05-02T15:29:50.308Z,2025-05-02T15:29:52Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694163107,56,Left,5694163165,233,289,5694163109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756905,210,5,1,29,38,duspptyvnr5kpx2iko5gerhnz,0,55.8,102.0,2025-05-02T15:29:52.501Z,2025-05-02T15:29:56Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694163169,56,Left,5694163229,233,290,5694163171,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756913,290,5,1,29,38,2rdnn9p03qrmmv34tyx1nahpa,1,44.2,-2.0,2025-05-02T15:29:52.501Z,2025-05-02T15:53:08Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694163221,347,,5694163223,233,210,5694163219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756939,291,1,1,29,43,2rdnn9p03qrmmv34tyx1nahpa,1,48.3,0.0,2025-05-02T15:29:58.096Z,2025-05-02T15:30:04Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694163355,213,2.41,5694163347,56,Back,5694163345,107,,5694163351,141,7.7,5694163353,212,9.0,5694163349,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756937,211,83,1,29,49,duspptyvnr5kpx2iko5gerhnz,0,70.0,87.1,2025-05-02T15:30:04.102Z,2025-05-02T15:30:06Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694163385,399,7wysiv77u3wt6pk31uzzl7dre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756943,292,4,1,29,50,2rdnn9p03qrmmv34tyx1nahpa,1,33.0,11.5,2025-05-02T15:30:04.448Z,2025-05-02T15:53:12Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694163377,56,Back,5694163397,233,212,5694163421,285,,5694163375,13,,5694163379,152,,5694163381,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756945,212,4,1,29,50,duspptyvnr5kpx2iko5gerhnz,0,67.0,88.5,2025-05-02T15:30:04.449Z,2025-05-02T15:53:12Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694163391,152,,5694192311,286,,5694163389,56,Left,5694163415,233,292,5694163387,13,,5694163393,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808756989,293,1,1,30,6,2rdnn9p03qrmmv34tyx1nahpa,1,38.6,13.2,2025-05-02T15:30:20.488Z,2025-05-02T15:30:22Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694163655,56,Back,5694163657,140,32.0,5694163671,189,,5694163651,5,,5694163661,212,20.5,5694163653,152,,5694163659,141,41.5,5694163663,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757005,294,1,1,30,8,2rdnn9p03qrmmv34tyx1nahpa,1,32.0,41.5,2025-05-02T15:30:22.648Z,2025-05-02T15:30:25Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694163741,213,1.14,5694163737,141,82.1,5694163739,212,30.4,5694163735,140,44.2,5694163733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757013,295,1,1,30,10,2rdnn9p03qrmmv34tyx1nahpa,1,44.2,82.1,2025-05-02T15:30:25.128Z,2025-05-02T15:30:26Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694163793,141,73.0,5694163795,212,10.3,5694163797,213,3.78,5694163789,56,Back,5694163791,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757021,296,1,1,30,11,2rdnn9p03qrmmv34tyx1nahpa,1,36.3,73.0,2025-05-02T15:30:26.016Z,2025-05-02T15:30:29Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694163859,140,38.6,5694163863,212,20.1,5694163857,56,Back,5694163865,213,4.83,5694163861,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757031,297,1,1,30,15,2rdnn9p03qrmmv34tyx1nahpa,1,39.0,38.8,2025-05-02T15:30:29.608Z,2025-05-02T15:30:31Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694163927,140,43.2,5694163933,213,1.23,5694163925,56,Back,5694163929,141,56.9,5694163931,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757041,298,1,1,30,16,2rdnn9p03qrmmv34tyx1nahpa,1,43.3,57.0,2025-05-02T15:30:30.943Z,2025-05-02T15:30:34Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694163963,56,Back,5694163969,212,12.5,5694163971,213,3.00,5694163965,140,31.5,5694163967,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757049,299,1,1,30,19,2rdnn9p03qrmmv34tyx1nahpa,0,32.5,54.6,2025-05-02T15:30:34.032Z,2025-05-02T15:31:49Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694164013,213,1.34,5694164107,155,,5694164011,212,9.2,5694164007,140,34.5,5694164005,56,Back,5694164009,141,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757057,213,8,1,30,21,duspptyvnr5kpx2iko5gerhnz,1,66.6,32.7,2025-05-02T15:30:36.164Z,2025-05-02T15:31:04Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694164033,56,Center,5694164679,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757077,300,1,1,30,27,2rdnn9p03qrmmv34tyx1nahpa,1,39.7,88.3,2025-05-02T15:30:41.640Z,2025-05-02T15:30:43Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694164185,56,Back,5694164187,140,44.2,5694164193,213,5.08,5694164189,141,70.5,5694164191,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757097,301,1,1,30,28,2rdnn9p03qrmmv34tyx1nahpa,1,44.2,70.5,2025-05-02T15:30:42.976Z,2025-05-02T15:30:48Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694164295,56,Center,5694164301,212,28.2,5694164297,140,54.1,5694164299,141,31.9,5694164303,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757107,302,1,1,30,34,2rdnn9p03qrmmv34tyx1nahpa,1,63.6,37.0,2025-05-02T15:30:48.568Z,2025-05-02T15:30:51Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694164357,213,1.49,5694164355,212,13.8,5694164351,140,64.6,5694164353,141,57.2,5694164349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757129,303,1,1,30,36,2rdnn9p03qrmmv34tyx1nahpa,1,65.2,58.8,2025-05-02T15:30:51.072Z,2025-05-02T15:30:54Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694164421,140,70.9,5694164427,213,1.25,5694164425,212,18.9,5694164419,56,Left,5694164423,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757143,304,1,1,30,43,2rdnn9p03qrmmv34tyx1nahpa,1,76.5,95.1,2025-05-02T15:30:57.657Z,2025-05-02T15:30:58Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694164551,213,4.17,5694164543,56,Left,5694164549,212,8.0,5694164545,140,72.6,5694164547,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757145,305,1,1,30,44,2rdnn9p03qrmmv34tyx1nahpa,1,72.6,85.0,2025-05-02T15:30:58.864Z,2025-05-02T15:31:00Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694164563,213,0.95,5694164559,141,93.5,5694164557,140,76.5,5694164555,56,Left,5694164561,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757161,306,1,1,30,45,2rdnn9p03qrmmv34tyx1nahpa,1,76.5,93.5,2025-05-02T15:31:00.024Z,2025-05-02T15:31:03Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694164669,141,85.7,5694164673,213,3.60,5694164671,212,12.0,5694164665,56,Left,5694164667,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757175,307,1,1,30,48,2rdnn9p03qrmmv34tyx1nahpa,1,66.3,85.7,2025-05-02T15:31:03.008Z,2025-05-02T15:31:07Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694164747,141,53.0,5694164749,212,27.9,5694164743,56,Center,5694164745,140,50.2,5694164751,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757189,308,1,1,30,53,2rdnn9p03qrmmv34tyx1nahpa,1,51.4,50.4,2025-05-02T15:31:07.444Z,2025-05-02T15:31:09Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694164805,56,Center,5694164807,140,60.2,5694164811,212,14.0,5694164813,213,5.43,5694164809,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757193,309,1,1,30,55,2rdnn9p03qrmmv34tyx1nahpa,1,60.8,35.4,2025-05-02T15:31:09.409Z,2025-05-02T15:31:10Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694164829,213,1.16,5694164823,140,63.4,5694164821,56,Center,5694164825,141,44.6,5694164827,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757197,310,1,1,30,56,2rdnn9p03qrmmv34tyx1nahpa,1,63.4,44.6,2025-05-02T15:31:10.279Z,2025-05-02T15:31:11Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694164853,212,5.3,5694164855,213,2.80,5694164851,141,47.2,5694164847,56,Center,5694164849,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757201,311,1,1,30,56,2rdnn9p03qrmmv34tyx1nahpa,1,58.6,47.2,2025-05-02T15:31:11.192Z,2025-05-02T15:31:12Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694164887,212,12.1,5694164885,141,63.1,5694164889,213,1.11,5694164883,140,63.7,5694164881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757225,312,1,1,30,58,2rdnn9p03qrmmv34tyx1nahpa,1,63.7,63.1,2025-05-02T15:31:12.472Z,2025-05-02T15:31:16Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694165001,141,83.0,5694164997,56,Left,5694164999,140,63.9,5694165005,213,1.56,5694165003,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757231,313,1,1,31,1,2rdnn9p03qrmmv34tyx1nahpa,1,69.7,86.2,2025-05-02T15:31:16.112Z,2025-05-02T15:31:18Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694165051,213,5.49,5694165043,56,Center,5694165049,212,9.3,5694165045,140,75.9,5694165047,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757253,314,1,1,31,4,2rdnn9p03qrmmv34tyx1nahpa,1,75.9,76.4,2025-05-02T15:31:18.864Z,2025-05-02T15:31:22Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694165165,212,9.4,5694165167,213,1.26,5694165161,140,78.6,5694165163,141,89.6,5694165159,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757261,315,1,1,31,7,2rdnn9p03qrmmv34tyx1nahpa,1,78.7,87.5,2025-05-02T15:31:21.905Z,2025-05-02T15:31:24Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694165213,213,5.00,5694165209,141,56.9,5694165205,56,Center,5694165207,140,84.5,5694165211,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808757271,316,1,1,31,10,2rdnn9p03qrmmv34tyx1nahpa,1,84.5,56.9,2025-05-02T15:31:24.608Z,2025-05-02T15:31:26Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694165239,56,Center,5694165245,212,12.5,5694165247,213,4.81,5694165241,140,85.7,5694165243,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
