id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820350695,600,44,2,68,16,cy6zs39z79dcfbr4xzkp38z7q,1,43.2,18.6,2025-05-31T15:27:47.880Z,2025-05-31T15:45:41Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758247343,233,608,5758247311,285,,5758247309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350699,608,44,2,68,16,ea3yd0dgq6uy6pupkpn17j5xg,0,56.8,81.4,2025-05-31T15:27:47.881Z,2025-05-31T15:45:41Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5758247325,56,Left,5758247329,286,,5758247347,233,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350705,601,1,2,68,16,cy6zs39z79dcfbr4xzkp38z7q,0,39.3,14.6,2025-05-31T15:27:48.464Z,2025-05-31T15:27:50Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758247365,56,Back,5758247369,141,26.7,5758247367,140,48.2,5758247373,213,0.72,5758247363,3,,5758247371,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350713,609,44,2,68,17,ea3yd0dgq6uy6pupkpn17j5xg,1,51.8,73.4,2025-05-31T15:27:49.655Z,2025-05-31T15:45:42Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758247395,286,,5758247429,233,602,5758247393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350707,602,44,2,68,17,cy6zs39z79dcfbr4xzkp38z7q,0,48.2,26.6,2025-05-31T15:27:49.656Z,2025-05-31T15:27:51Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758247379,285,,5758247377,56,Back,5758247447,233,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350725,610,1,2,68,18,ea3yd0dgq6uy6pupkpn17j5xg,0,51.9,73.6,2025-05-31T15:27:49.963Z,2025-05-31T15:59:57Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758247463,56,Left,5758247471,213,0.28,5758247461,3,,5758247469,212,14.9,5758247465,140,65.5,5758247467,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350761,604,1,2,68,21,cy6zs39z79dcfbr4xzkp38z7q,1,20.3,10.4,2025-05-31T15:27:53.464Z,2025-05-31T15:27:59Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758247679,141,47.8,5758247683,213,2.04,5758247675,56,Back,5758247677,140,8.1,5758247681,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350779,605,1,2,68,27,cy6zs39z79dcfbr4xzkp38z7q,1,11.9,62.3,2025-05-31T15:27:59.305Z,2025-05-31T15:28:03Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758247775,155,,5758247783,212,31.2,5758247779,140,37.7,5758247777,56,Back,5758247781,141,85.1,5758247785,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350783,606,50,2,68,31,cy6zs39z79dcfbr4xzkp38z7q,1,39.3,82.8,2025-05-31T15:28:03.428Z,2025-05-31T15:28:07Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5758247789,56,Back,5758247791,286,,5758247827,233,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350787,611,7,2,68,31,ea3yd0dgq6uy6pupkpn17j5xg,0,60.7,17.2,2025-05-31T15:28:03.429Z,2025-05-31T15:28:06Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758247793,56,Right,5758247795,285,,5758247819,233,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350799,607,1,2,68,33,cy6zs39z79dcfbr4xzkp38z7q,1,34.9,81.4,2025-05-31T15:28:05.112Z,2025-05-31T15:28:07Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758247905,56,Back,5758247909,141,97.5,5758247913,213,0.84,5758247911,212,14.7,5758247907,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350803,608,1,2,68,35,cy6zs39z79dcfbr4xzkp38z7q,1,41.8,91.7,2025-05-31T15:28:07.271Z,2025-05-31T15:28:08Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758247931,56,Back,5758247937,212,4.3,5758247935,141,85.6,5758247939,213,4.49,5758247933,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350813,609,1,2,68,36,cy6zs39z79dcfbr4xzkp38z7q,1,40.9,85.6,2025-05-31T15:28:08.632Z,2025-05-31T15:28:12Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5758247997,1,,5758247985,155,,5758247989,140,80.3,5758247995,213,0.16,5758247987,56,Left,5758247993,212,41.9,5758247991,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350817,610,1,2,68,40,cy6zs39z79dcfbr4xzkp38z7q,0,84.3,96.7,2025-05-31T15:28:12.489Z,2025-05-31T15:28:16Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5758248017,213,4.99,5758248015,212,33.2,5758248009,56,Center,5758248053,1,,5758248013,141,49.7,5758248005,2,,5758248011,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350843,613,1,2,68,45,ea3yd0dgq6uy6pupkpn17j5xg,1,12.3,40.0,2025-05-31T15:28:16.786Z,2025-05-31T15:28:19Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5758248211,212,10.1,5758248203,123,,5758248207,140,20.1,5758248205,56,Back,5758248213,213,5.65,5758248209,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350857,614,1,2,68,47,ea3yd0dgq6uy6pupkpn17j5xg,1,21.8,29.1,2025-05-31T15:28:19.473Z,2025-05-31T15:28:23Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758248281,141,8.3,5758248277,56,Back,5758248283,212,19.3,5758248279,140,34.3,5758248285,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350891,615,1,2,68,51,ea3yd0dgq6uy6pupkpn17j5xg,1,36.4,5.8,2025-05-31T15:28:23.113Z,2025-05-31T15:28:31Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5758248379,141,2.9,5758248383,213,6.17,5758248375,56,Right,5758248377,140,52.9,5758248381,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351069,614,45,2,68,57,cy6zs39z79dcfbr4xzkp38z7q,0,37.2,88.0,2025-05-31T15:28:28.920Z,2025-05-31T15:29:21Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5758249321,285,,5758249317,56,Back,5758249535,233,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351101,630,3,2,68,57,ea3yd0dgq6uy6pupkpn17j5xg,1,62.8,12.0,2025-05-31T15:28:28.920Z,2025-05-31T15:29:20Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758249511,233,614,5758249507,56,Right,5758249509,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350905,616,1,2,69,0,ea3yd0dgq6uy6pupkpn17j5xg,1,59.3,2.9,2025-05-31T15:28:31.737Z,2025-05-31T15:28:35Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758248441,141,3.8,5758248439,140,52.1,5758248437,56,Right,5758248443,212,7.6,5758248445,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350911,617,1,2,69,3,ea3yd0dgq6uy6pupkpn17j5xg,1,54.2,4.9,2025-05-31T15:28:35.659Z,2025-05-31T15:28:37Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758248473,212,21.9,5758248471,141,36.9,5758248475,213,1.47,5758248469,140,56.4,5758248467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350917,618,1,2,69,5,ea3yd0dgq6uy6pupkpn17j5xg,1,56.4,36.9,2025-05-31T15:28:37.690Z,2025-05-31T15:28:39Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758248501,212,13.0,5758248503,213,5.21,5758248495,56,Right,5758248499,141,20.1,5758248497,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350929,619,1,2,69,8,ea3yd0dgq6uy6pupkpn17j5xg,1,62.3,20.1,2025-05-31T15:28:39.736Z,2025-05-31T15:28:42Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758248571,212,11.3,5758248567,140,54.9,5758248565,56,Right,5758248569,141,8.0,5758248573,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350935,620,1,2,69,10,ea3yd0dgq6uy6pupkpn17j5xg,1,54.9,11.1,2025-05-31T15:28:41.954Z,2025-05-31T15:28:44Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758248611,56,Center,5758248619,213,1.54,5758248615,141,28.5,5758248617,212,11.8,5758248613,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350941,621,1,2,69,12,ea3yd0dgq6uy6pupkpn17j5xg,1,54.1,28.6,2025-05-31T15:28:43.954Z,2025-05-31T15:28:45Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758248653,140,52.8,5758248651,56,Right,5758248659,213,4.60,5758248655,141,10.1,5758248657,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350957,622,1,2,69,13,ea3yd0dgq6uy6pupkpn17j5xg,1,52.8,10.1,2025-05-31T15:28:45.188Z,2025-05-31T15:28:49Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758248753,140,37.5,5758248761,212,19.9,5758248757,141,27.4,5758248763,213,2.51,5758248751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350971,623,1,2,69,18,ea3yd0dgq6uy6pupkpn17j5xg,1,38.8,33.9,2025-05-31T15:28:49.749Z,2025-05-31T15:28:51Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5758248825,140,43.3,5758248829,212,19.7,5758248827,141,62.1,5758248831,213,1.33,5758248823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820350997,624,1,2,69,19,ea3yd0dgq6uy6pupkpn17j5xg,1,43.3,62.1,2025-05-31T15:28:51.265Z,2025-05-31T15:28:57Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758248961,140,39.9,5758248963,141,38.9,5758248959,56,Back,5758248967,213,4.49,5758248965,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351011,625,1,2,69,25,ea3yd0dgq6uy6pupkpn17j5xg,1,41.1,35.5,2025-05-31T15:28:57.638Z,2025-05-31T15:29:00Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5758249031,141,78.4,5758249033,212,29.3,5758249029,140,38.9,5758249035,213,1.65,5758249027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351013,626,1,2,69,28,ea3yd0dgq6uy6pupkpn17j5xg,0,41.3,77.9,2025-05-31T15:29:00.419Z,2025-05-31T15:29:01Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758249055,1,,5758249053,213,5.94,5758249049,141,59.9,5758249045,56,Center,5758249047,140,73.5,5758249043,157,,5758249051,212,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351021,611,12,2,69,30,cy6zs39z79dcfbr4xzkp38z7q,1,25.5,38.9,2025-05-31T15:29:02.705Z,2025-05-31T15:29:05Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758249091,140,47.2,5758249101,15,,5758249093,141,36.7,5758249097,213,6.22,5758249089,56,Back,5758249095,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351053,627,1,2,69,32,ea3yd0dgq6uy6pupkpn17j5xg,1,54.7,66.0,2025-05-31T15:29:03.934Z,2025-05-31T15:29:08Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758249233,56,Center,5758249235,140,60.7,5758249241,213,0.54,5758249239,212,7.3,5758249237,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351035,612,83,2,69,33,cy6zs39z79dcfbr4xzkp38z7q,0,31.6,37.1,2025-05-31T15:29:05.224Z,2025-05-31T15:29:49Z,anfjghysnr4o03nqnxs98e0ic,O. Salmensuu,,,5758249371,399,7glr1eur910fj5b5fg743job9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351055,628,61,2,69,34,ea3yd0dgq6uy6pupkpn17j5xg,0,60.7,71.5,2025-05-31T15:29:05.980Z,2025-05-31T15:29:46Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5758249249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351047,613,4,2,69,35,cy6zs39z79dcfbr4xzkp38z7q,1,33.2,27.9,2025-05-31T15:29:07.536Z,2025-05-31T15:45:32Z,anfjghysnr4o03nqnxs98e0ic,O. Salmensuu,,,5758271349,285,,5758249349,233,629,5758249223,265,,5758249217,13,,5758249221,152,,5758249219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351063,629,4,2,69,35,ea3yd0dgq6uy6pupkpn17j5xg,0,66.8,72.1,2025-05-31T15:29:07.537Z,2025-05-31T15:45:33Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758249353,233,613,5758249341,56,Center,5758249339,13,,5758249345,265,,5758249365,286,,5758249343,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351169,615,18,2,70,2,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T15:29:34.264Z,2025-05-31T15:29:35Z,anfjghysnr4o03nqnxs98e0ic,O. Salmensuu,,,5758249861,59,80,5758249859,44,Forward,5758249857,42,,5758249891,55,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351171,616,19,2,70,2,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T15:29:34.265Z,2025-05-31T15:56:07Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5758249871,44,Midfielder,5758249863,42,,5758249873,55,615,5758249867,145,7,5758284595,292,7,5758249869,59,19,5758284597,293,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351195,617,18,2,70,10,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T15:29:42.536Z,2025-05-31T15:29:43Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5758250087,55,618,5758250039,42,,5758250041,44,Midfielder,5758250043,59,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351197,618,19,2,70,10,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T15:29:42.537Z,2025-05-31T15:56:05Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5758250055,55,617,5758284613,292,5,5758250053,44,Midfielder,5758284615,293,5,5758250045,42,,5758250049,145,4,5758250051,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351265,619,1,2,70,22,cy6zs39z79dcfbr4xzkp38z7q,1,35.4,42.1,2025-05-31T15:29:53.943Z,2025-05-31T15:29:56Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758250411,56,Back,5758250409,152,,5758250413,140,36.6,5758250407,5,,5758250415,141,46.7,5758250419,213,1.19,5758250417,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351277,620,1,2,70,24,cy6zs39z79dcfbr4xzkp38z7q,1,34.2,53.7,2025-05-31T15:29:56.503Z,2025-05-31T15:29:59Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5758250495,212,20.2,5758250497,213,1.69,5758250489,56,Back,5758250493,141,83.2,5758250491,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351297,621,1,2,70,27,cy6zs39z79dcfbr4xzkp38z7q,1,30.9,79.4,2025-05-31T15:29:59.319Z,2025-05-31T15:30:02Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758250571,213,4.45,5758250563,56,Back,5758250567,141,34.8,5758250569,212,31.4,5758250565,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351311,622,1,2,70,30,cy6zs39z79dcfbr4xzkp38z7q,1,23.2,36.3,2025-05-31T15:30:02.431Z,2025-05-31T15:30:05Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758250651,141,41.3,5758250653,212,7.9,5758250649,140,30.0,5758250647,56,Back,5758250655,213,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351317,623,1,2,70,33,cy6zs39z79dcfbr4xzkp38z7q,1,30.0,41.3,2025-05-31T15:30:05.247Z,2025-05-31T15:30:07Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5758250675,56,Back,5758250683,213,5.05,5758250679,141,12.3,5758250677,140,36.5,5758250681,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351321,624,1,2,70,35,cy6zs39z79dcfbr4xzkp38z7q,1,36.5,12.3,2025-05-31T15:30:07.135Z,2025-05-31T15:30:09Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758250697,212,21.7,5758250699,213,0.55,5758250695,141,28.9,5758250693,140,54.1,5758250691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351335,625,1,2,70,37,cy6zs39z79dcfbr4xzkp38z7q,1,54.5,27.0,2025-05-31T15:30:09.471Z,2025-05-31T15:30:12Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5758250785,1,,5758250781,212,35.4,5758250777,140,88.2,5758250775,56,Center,5758250783,213,6.24,5758250779,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351337,626,1,2,70,40,cy6zs39z79dcfbr4xzkp38z7q,0,88.2,24.7,2025-05-31T15:30:12.319Z,2025-05-31T15:30:13Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758250797,141,45.8,5758250801,213,1.32,5758250799,212,14.8,5758250795,140,91.7,5758250793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351345,631,12,2,70,41,ea3yd0dgq6uy6pupkpn17j5xg,1,8.4,54.5,2025-05-31T15:30:13.432Z,2025-05-31T15:30:15Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5758250863,56,Back,5758250871,213,0.86,5758250869,212,18.6,5758250865,140,20.0,5758250867,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351355,633,1,2,70,45,ea3yd0dgq6uy6pupkpn17j5xg,1,20.0,75.1,2025-05-31T15:30:16.760Z,2025-05-31T15:30:18Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758250897,56,Back,5758250905,213,5.70,5758250899,140,31.4,5758250903,212,14.4,5758250901,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351371,634,1,2,70,46,ea3yd0dgq6uy6pupkpn17j5xg,1,31.4,63.4,2025-05-31T15:30:18.135Z,2025-05-31T15:30:22Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758251001,56,Back,5758251009,213,1.58,5758251005,141,95.4,5758251007,212,21.8,5758251003,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351379,635,1,2,70,50,ea3yd0dgq6uy6pupkpn17j5xg,1,29.6,86.6,2025-05-31T15:30:21.899Z,2025-05-31T15:30:24Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758251053,213,4.48,5758251051,212,10.0,5758251047,140,27.4,5758251049,141,72.3,5758251045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351415,636,1,2,70,52,ea3yd0dgq6uy6pupkpn17j5xg,1,27.2,69.6,2025-05-31T15:30:24.713Z,2025-05-31T15:30:32Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758251257,196,,5758251265,212,43.5,5758251269,1,,5758251267,213,4.97,5758251259,56,Back,5758251263,141,7.7,5758251261,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351439,637,1,2,71,0,ea3yd0dgq6uy6pupkpn17j5xg,1,53.2,11.0,2025-05-31T15:30:32.118Z,2025-05-31T15:30:35Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758251377,141,17.1,5758251381,213,1.87,5758251379,212,4.3,5758251375,140,52.0,5758251373,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351443,638,1,2,71,3,ea3yd0dgq6uy6pupkpn17j5xg,1,57.9,14.1,2025-05-31T15:30:35.414Z,2025-05-31T15:30:37Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758251395,140,53.9,5758251403,212,8.6,5758251399,141,3.1,5758251391,56,Right,5758251405,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351445,639,1,2,71,5,ea3yd0dgq6uy6pupkpn17j5xg,1,53.9,3.1,2025-05-31T15:30:36.960Z,2025-05-31T15:30:39Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5758251427,141,35.1,5758251429,212,24.1,5758251425,140,44.0,5758251423,56,Back,5758251431,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351459,640,1,2,71,7,ea3yd0dgq6uy6pupkpn17j5xg,1,44.0,35.1,2025-05-31T15:30:39.647Z,2025-05-31T15:30:42Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5758251527,56,Back,5758251535,213,1.43,5758251529,140,46.2,5758251533,212,16.3,5758251531,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351477,641,1,2,71,11,ea3yd0dgq6uy6pupkpn17j5xg,1,49.0,64.5,2025-05-31T15:30:42.756Z,2025-05-31T15:30:47Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758251627,141,97.2,5758251625,140,60.8,5758251629,212,25.5,5758251631,213,1.06,5758251623,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351507,642,1,2,71,15,ea3yd0dgq6uy6pupkpn17j5xg,1,57.7,89.1,2025-05-31T15:30:47.380Z,2025-05-31T15:30:55Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758251793,56,Back,5758251795,140,45.1,5758251799,212,13.7,5758251797,141,84.1,5758251801,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351561,643,1,2,71,23,ea3yd0dgq6uy6pupkpn17j5xg,1,42.6,80.0,2025-05-31T15:30:55.224Z,2025-05-31T15:31:10Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758252045,140,55.5,5758252049,212,15.5,5758252047,141,91.1,5758252051,213,0.51,5758252043,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351575,644,1,2,71,38,ea3yd0dgq6uy6pupkpn17j5xg,1,85.1,92.7,2025-05-31T15:31:09.908Z,2025-05-31T15:31:13Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5758252125,212,31.0,5758252127,213,4.61,5758252117,155,,5758252123,141,47.3,5758252121,140,82.2,5758252119,56,Center,5758252115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351577,645,61,2,71,41,ea3yd0dgq6uy6pupkpn17j5xg,1,82.2,47.3,2025-05-31T15:31:13.079Z,2025-05-31T15:31:13Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5758252133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351583,646,1,2,71,42,ea3yd0dgq6uy6pupkpn17j5xg,1,85.7,56.9,2025-05-31T15:31:14.173Z,2025-05-31T15:31:15Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758252175,140,82.4,5758252179,212,5.5,5758252181,213,4.02,5758252177,141,50.7,5758252173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351591,647,1,2,71,43,ea3yd0dgq6uy6pupkpn17j5xg,0,82.4,50.7,2025-05-31T15:31:15.313Z,2025-05-31T15:31:16Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5758252207,212,18.8,5758252199,155,,5758252205,141,65.5,5758252209,213,0.57,5758252201,56,Center,5758252203,140,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820351599,628,1,2,71,48,cy6zs39z79dcfbr4xzkp38z7q,1,7.4,41.3,2025-05-31T15:31:19.871Z,2025-05-31T15:31:23Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758252271,56,Back,5758252273,140,12.3,5758252279,213,1.29,5758252269,123,,5758252275,141,67.2,5758252277,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
