id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805213861,624,1,2,76,31,cy6zs39z79dcfbr4xzkp38z7q,1,3.1,48.5,2025-04-23T17:37:34.338Z,2025-04-23T17:37:36Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674524267,140,10.8,5674524271,141,35.5,5674524263,124,,5674524279,213,5.45,5674524265,56,Back,5674524275,212,12.0,5674524287,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805213895,625,1,2,76,33,cy6zs39z79dcfbr4xzkp38z7q,1,12.4,45.7,2025-04-23T17:37:36.721Z,2025-04-23T17:37:38Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674524445,141,78.4,5674524441,56,Back,5674524449,213,1.75,5674524447,212,22.6,5674524443,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805213921,626,1,2,76,35,cy6zs39z79dcfbr4xzkp38z7q,1,8.6,78.4,2025-04-23T17:37:38.722Z,2025-04-23T17:37:41Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674524633,141,50.6,5674524635,212,19.4,5674524631,140,4.5,5674524629,56,Back,5674524637,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805213963,627,1,2,76,38,cy6zs39z79dcfbr4xzkp38z7q,1,4.6,50.7,2025-04-23T17:37:41.636Z,2025-04-23T17:37:45Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674524885,155,,5674524895,213,1.50,5674524889,140,6.2,5674524893,212,25.5,5674524887,56,Back,5674524891,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805213995,628,1,2,76,41,cy6zs39z79dcfbr4xzkp38z7q,1,6.2,88.1,2025-04-23T17:37:44.961Z,2025-04-23T17:37:47Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674525063,212,20.3,5674525055,56,Back,5674525065,213,0.16,5674525061,141,93.0,5674525059,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214023,629,1,2,76,44,cy6zs39z79dcfbr4xzkp38z7q,0,25.3,92.1,2025-04-23T17:37:47.490Z,2025-04-23T17:37:49Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5674525223,212,20.3,5674525219,140,10.0,5674525217,56,Back,5674525225,213,3.80,5674525221,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214035,630,51,2,76,46,cy6zs39z79dcfbr4xzkp38z7q,1,10.0,73.9,2025-04-23T17:37:49.985Z,2025-04-23T17:38:21Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5674525269,169,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214045,745,15,2,76,48,ea3yd0dgq6uy6pupkpn17j5xg,1,88.6,28.2,2025-04-23T17:37:51.362Z,2025-04-23T18:08:33Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5674525317,56,Center,5674526425,102,48.4,5674525313,22,,5674526455,233,631,5674526433,146,98.5,5674526431,458,,5674526429,215,,5674526867,72,,5674527585,468,5674526435,147,44.4,5674525315,63,,5674526423,78,5674526427,103,630,,2.5,,,,,,,,,,,,,,,,,,
2805214067,631,10,2,76,48,cy6zs39z79dcfbr4xzkp38z7q,1,2.1,53.4,2025-04-23T17:37:51.462Z,2025-04-23T17:38:23Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674525893,174,,5674525439,182,,5674525441,56,Back,5674525895,179,,5674526493,233,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214075,632,43,2,76,50,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-23T17:37:53.443Z,2025-04-23T17:37:55Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674525659,144,63,5674525495,56,Back,5674525491,178,0,5674525493,182,0,5674525487,173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214317,635,1,2,77,6,cy6zs39z79dcfbr4xzkp38z7q,1,12.1,49.4,2025-04-23T17:38:09.939Z,2025-04-23T17:38:11Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674526803,141,66.4,5674526799,140,20.7,5674526797,56,Back,5674526813,213,0.91,5674526809,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214367,636,1,2,77,8,cy6zs39z79dcfbr4xzkp38z7q,1,19.2,66.1,2025-04-23T17:38:11.554Z,2025-04-23T17:38:15Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5674527071,140,3.0,5674527075,212,21.3,5674527077,213,3.79,5674527069,56,Back,5674527073,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214403,637,1,2,77,11,cy6zs39z79dcfbr4xzkp38z7q,0,3.1,47.3,2025-04-23T17:38:14.932Z,2025-04-23T17:38:18Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674527289,141,0.0,5674527293,212,41.8,5674527285,140,27.2,5674527281,155,,5674527295,213,5.36,5674527299,1,,5674527283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214413,638,5,2,77,14,cy6zs39z79dcfbr4xzkp38z7q,0,27.2,-1.8,2025-04-23T17:38:17.981Z,2025-04-23T17:38:24Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674527331,56,Back,5674527749,233,746,5674527333,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214485,746,5,2,77,14,ea3yd0dgq6uy6pupkpn17j5xg,1,72.8,101.8,2025-04-23T17:38:17.981Z,2025-04-23T17:58:30Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674527743,233,638,5674527727,347,,5674527725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214537,747,1,2,77,19,ea3yd0dgq6uy6pupkpn17j5xg,1,72.9,100.0,2025-04-23T17:38:23.153Z,2025-04-23T17:38:28Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674528033,107,,5674528039,141,88.1,5674528037,140,84.9,5674528043,213,5.64,5674528035,56,Left,5674528041,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214557,748,1,2,77,25,ea3yd0dgq6uy6pupkpn17j5xg,0,93.7,95.7,2025-04-23T17:38:28.705Z,2025-04-23T17:38:30Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5674528173,141,82.6,5674528169,56,Left,5674528175,212,11.4,5674528171,140,86.9,5674528177,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214583,639,1,2,77,27,cy6zs39z79dcfbr4xzkp38z7q,0,14.9,15.8,2025-04-23T17:38:30.627Z,2025-04-23T17:38:31Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5674528305,212,4.6,5674528301,141,9.8,5674528307,213,5.21,5674528299,140,17.0,5674528295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214613,749,1,2,77,28,ea3yd0dgq6uy6pupkpn17j5xg,1,86.4,91.5,2025-04-23T17:38:31.545Z,2025-04-23T17:38:33Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674528513,212,12.7,5674528507,56,Center,5674528509,140,87.2,5674528511,141,72.9,5674528515,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214619,750,61,2,77,30,ea3yd0dgq6uy6pupkpn17j5xg,0,87.2,72.9,2025-04-23T17:38:33.729Z,2025-04-23T17:38:34Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674528537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214675,640,1,2,77,33,cy6zs39z79dcfbr4xzkp38z7q,0,22.1,26.4,2025-04-23T17:38:36.323Z,2025-04-23T17:38:36Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674528835,56,Back,5674528845,213,6.25,5674528841,141,25.9,5674528839,140,31.3,5674528843,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214707,751,1,2,77,34,ea3yd0dgq6uy6pupkpn17j5xg,0,74.6,74.8,2025-04-23T17:38:37.875Z,2025-04-23T17:38:38Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674528977,140,94.8,5674528979,141,56.7,5674528973,155,,5674528975,56,Center,5674528981,212,24.5,5674528983,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214873,642,1,2,77,39,cy6zs39z79dcfbr4xzkp38z7q,1,10.1,40.4,2025-04-23T17:38:43.011Z,2025-04-23T17:38:50Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674529901,123,,5674529907,141,7.7,5674529909,212,25.8,5674529903,56,Back,5674529905,140,22.5,5674529911,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214857,753,83,2,77,45,ea3yd0dgq6uy6pupkpn17j5xg,0,59.4,91.1,2025-04-23T17:38:48.752Z,2025-04-23T17:38:56Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5674530423,399,33va022bhya45v496wz8usn6y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214935,643,1,2,77,47,cy6zs39z79dcfbr4xzkp38z7q,1,35.1,14.6,2025-04-23T17:38:50.787Z,2025-04-23T17:38:53Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674530243,56,Back,5674530251,212,14.0,5674530249,141,34.2,5674530253,213,1.88,5674530247,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805214959,644,1,2,77,50,cy6zs39z79dcfbr4xzkp38z7q,1,33.6,37.0,2025-04-23T17:38:53.746Z,2025-04-23T17:38:55Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5674530413,140,28.8,5674530411,56,Back,5674530419,213,1.78,5674530417,212,24.7,5674530415,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215053,645,1,2,77,56,cy6zs39z79dcfbr4xzkp38z7q,1,29.0,72.4,2025-04-23T17:39:00.034Z,2025-04-23T17:39:03Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674530981,141,37.0,5674530983,212,24.1,5674530979,140,27.4,5674530977,56,Back,5674530985,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215103,646,1,2,78,0,cy6zs39z79dcfbr4xzkp38z7q,1,27.4,37.0,2025-04-23T17:39:03.507Z,2025-04-23T17:39:07Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674531259,141,49.6,5674531257,140,23.0,5674531263,213,2.07,5674531255,56,Back,5674531261,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215213,647,1,2,78,3,cy6zs39z79dcfbr4xzkp38z7q,1,23.0,49.6,2025-04-23T17:39:06.903Z,2025-04-23T17:39:13Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674531817,213,4.96,5674531815,212,14.4,5674531811,140,26.3,5674531809,56,Back,5674531813,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215257,648,1,2,78,10,cy6zs39z79dcfbr4xzkp38z7q,1,38.3,15.9,2025-04-23T17:39:13.475Z,2025-04-23T17:39:16Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674532027,56,Back,5674532037,141,18.2,5674532045,213,2.94,5674532041,212,7.7,5674532033,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215321,649,3,2,78,12,cy6zs39z79dcfbr4xzkp38z7q,1,29.4,22.0,2025-04-23T17:39:16.243Z,2025-04-23T17:39:21Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674532373,233,754,5674532351,285,,5674532349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215265,754,45,2,78,12,ea3yd0dgq6uy6pupkpn17j5xg,0,70.1,79.2,2025-04-23T17:39:16.243Z,2025-04-23T17:39:21Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674532403,233,649,5674532267,286,,5674532265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215381,650,1,2,78,17,cy6zs39z79dcfbr4xzkp38z7q,1,33.4,47.0,2025-04-23T17:39:20.419Z,2025-04-23T17:39:33Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674532665,213,1.52,5674532657,56,Back,5674532659,140,34.7,5674532663,212,27.9,5674532661,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215487,651,1,2,78,29,cy6zs39z79dcfbr4xzkp38z7q,1,35.2,62.3,2025-04-23T17:39:32.898Z,2025-04-23T17:39:35Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674533311,56,Back,5674533319,213,0.88,5674533317,212,23.9,5674533313,140,49.8,5674533315,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215519,652,1,2,78,31,cy6zs39z79dcfbr4xzkp38z7q,0,55.0,85.7,2025-04-23T17:39:35.092Z,2025-04-23T17:39:38Z,c9987xq26uc7bq68l76clyxud,M. Ojala,,,5674533535,141,65.8,5674533541,1,,5674533533,140,91.0,5674533531,56,Center,5674533529,155,,5674533539,213,5.94,5674533537,212,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215549,755,12,2,78,35,ea3yd0dgq6uy6pupkpn17j5xg,1,7.2,32.7,2025-04-23T17:39:38.737Z,2025-04-23T17:39:42Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674533705,213,3.99,5674533697,56,Back,5674533703,212,14.4,5674533699,140,0.0,5674533731,167,,5674533701,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215571,653,6,2,78,38,cy6zs39z79dcfbr4xzkp38z7q,1,100.0,83.2,2025-04-23T17:39:41.435Z,2025-04-23T18:00:13Z,c9987xq26uc7bq68l76clyxud,M. Ojala,,,5674533867,233,756,5674533847,56,Left,5674533849,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215553,756,6,2,78,38,ea3yd0dgq6uy6pupkpn17j5xg,0,0.0,16.8,2025-04-23T17:39:41.435Z,2025-04-23T17:39:46Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674533749,56,Back,5674533893,233,653,5674533751,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215807,654,1,2,79,2,cy6zs39z79dcfbr4xzkp38z7q,0,99.5,99.5,2025-04-23T17:40:05.492Z,2025-04-23T17:40:08Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674535179,2,,5674535185,224,,5674535195,213,4.27,5674535193,212,24.4,5674535187,56,Center,5674535189,140,89.6,5674535181,6,,5674535191,141,67.0,5674535183,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215825,757,12,2,79,6,ea3yd0dgq6uy6pupkpn17j5xg,1,6.0,39.7,2025-04-23T17:40:09.587Z,2025-04-23T17:40:22Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5674535299,213,6.00,5674535283,56,Back,5674535291,141,33.6,5674535345,15,,5674535287,140,19.4,5674535295,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805215831,655,13,2,79,6,cy6zs39z79dcfbr4xzkp38z7q,1,78.4,67.6,2025-04-23T17:40:09.810Z,2025-04-23T17:40:49Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5674536381,231,51.8,5674536367,77,,5674536373,215,,5674536371,103,73.6,5674536377,458,,5674536365,25,,5674536375,328,,5674535721,20,,5674536369,102,5674535313,56,Center,5674535311,18,,5674536379,230,,,63.7,98.0,,,,,,,,,,,,,,,,,,,
2805215845,656,5,2,79,7,cy6zs39z79dcfbr4xzkp38z7q,0,100.8,59.4,2025-04-23T17:40:10.851Z,2025-04-23T17:40:42Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5674535397,346,,5674537455,233,758,5674535395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216189,758,5,2,79,7,ea3yd0dgq6uy6pupkpn17j5xg,1,-0.8,40.6,2025-04-23T17:40:10.851Z,2025-04-23T17:58:30Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674537411,346,,5674537435,233,656,5674537407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216041,657,43,2,79,21,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-23T17:40:25.284Z,2025-04-23T17:40:28Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674536759,144,61,5674536543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216245,759,1,2,79,38,ea3yd0dgq6uy6pupkpn17j5xg,0,3.7,42.4,2025-04-23T17:40:41.348Z,2025-04-23T17:40:44Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5674537795,1,,5674537785,56,Center,5674537783,124,,5674537797,74,,5674537791,212,56.6,5674537793,213,6.23,5674537787,140,57.5,5674537789,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216267,658,1,2,79,42,cy6zs39z79dcfbr4xzkp38z7q,0,44.6,69.0,2025-04-23T17:40:45.380Z,2025-04-23T17:40:46Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674537897,213,1.60,5674537895,212,6.6,5674537891,140,44.4,5674537889,56,Back,5674537887,3,,5674537893,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216291,760,1,2,79,44,ea3yd0dgq6uy6pupkpn17j5xg,1,56.8,23.4,2025-04-23T17:40:47.761Z,2025-04-23T17:40:48Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5674538029,212,19.2,5674538031,213,1.32,5674538027,141,50.7,5674538025,140,61.3,5674538023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216343,761,1,2,79,45,ea3yd0dgq6uy6pupkpn17j5xg,1,61.3,50.7,2025-04-23T17:40:48.833Z,2025-04-23T17:40:55Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5674538357,213,2.29,5674538355,212,14.5,5674538351,140,52.2,5674538353,141,66.7,5674538349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216353,762,1,2,79,51,ea3yd0dgq6uy6pupkpn17j5xg,1,89.3,87.8,2025-04-23T17:40:55.185Z,2025-04-23T17:41:13Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,1.0,,5674538409,213,4.65,5674538407,212,22.2,5674538401,56,Center,5674539625,210,15,5674538397,2,,5674538403,140,88.0,5674538405,141,55.2,5674539627,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216381,763,15,2,79,55,ea3yd0dgq6uy6pupkpn17j5xg,1,91.4,68.2,2025-04-23T17:40:58.642Z,2025-04-23T18:09:14Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674538543,22,,5674539661,147,65.0,5674539655,102,48.2,5674538547,56,Center,5674539663,230,99.5,5674539659,146,92.8,5674538989,82,,5674539681,233,659,5674539649,154,5674636909,78,,5674539643,72,,5674539657,103,5674539665,231,,19,53.6,5674539651,55,762,5674538545,64,,5674539647,29,,,,,,,,,,
2805216401,659,10,2,79,55,cy6zs39z79dcfbr4xzkp38z7q,1,6.6,35.0,2025-04-23T17:40:58.742Z,2025-04-23T17:41:14Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674538683,94,,5674538685,56,Back,5674539767,233,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216421,660,6,2,79,56,cy6zs39z79dcfbr4xzkp38z7q,0,2.2,30.8,2025-04-23T17:41:00.211Z,2025-04-23T18:00:13Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674538783,73,,5674538811,233,764,5674538781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216397,764,6,2,79,56,ea3yd0dgq6uy6pupkpn17j5xg,1,97.8,69.2,2025-04-23T17:41:00.211Z,2025-04-23T18:00:13Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674538763,56,Center,5674538765,73,,5674538805,233,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216771,765,1,2,80,28,ea3yd0dgq6uy6pupkpn17j5xg,0,99.5,99.5,2025-04-23T17:41:31.954Z,2025-04-23T17:41:36Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674540977,1,,5674540945,2,,5674540955,56,Center,5674540961,140,91.6,5674540969,212,43.6,5674540973,213,4.52,5674540949,6,,5674540953,223,,5674540951,155,5674540965,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216789,661,44,2,80,32,cy6zs39z79dcfbr4xzkp38z7q,1,8.6,65.6,2025-04-23T17:41:35.857Z,2025-04-23T18:00:25Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674541139,233,766,5674541041,285,,5674541039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216785,766,44,2,80,32,ea3yd0dgq6uy6pupkpn17j5xg,0,91.4,34.4,2025-04-23T17:41:35.858Z,2025-04-23T18:00:25Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5674541027,56,Center,5674541153,233,661,5674541031,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216799,662,12,2,80,33,cy6zs39z79dcfbr4xzkp38z7q,1,9.0,69.3,2025-04-23T17:41:36.444Z,2025-04-23T17:41:37Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674541105,213,1.31,5674541103,212,5.2,5674541099,140,10.3,5674541123,15,,5674541097,56,Back,5674541101,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216877,664,1,2,80,37,cy6zs39z79dcfbr4xzkp38z7q,1,13.1,80.2,2025-04-23T17:41:40.423Z,2025-04-23T17:41:41Z,c9987xq26uc7bq68l76clyxud,M. Ojala,,,5674541485,212,25.1,5674541481,140,34.6,5674541479,56,Back,5674541489,213,0.45,5674541483,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216919,665,1,2,80,38,cy6zs39z79dcfbr4xzkp38z7q,1,33.3,93.6,2025-04-23T17:41:41.651Z,2025-04-23T17:41:44Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5674541715,213,6.23,5674541711,141,91.5,5674541707,56,Left,5674541713,212,29.0,5674541709,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216929,666,3,2,80,41,cy6zs39z79dcfbr4xzkp38z7q,1,66.9,82.6,2025-04-23T17:41:44.819Z,2025-04-23T17:41:50Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674541747,56,Left,5674542089,233,767,5674541749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216985,767,45,2,80,41,ea3yd0dgq6uy6pupkpn17j5xg,0,34.6,14.8,2025-04-23T17:41:44.819Z,2025-04-23T17:41:49Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5674542063,56,Back,5674542065,285,,5674542101,233,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805216937,667,1,2,80,42,cy6zs39z79dcfbr4xzkp38z7q,0,62.7,89.6,2025-04-23T17:41:45.428Z,2025-04-23T17:41:46Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674541799,140,64.4,5674541801,141,77.5,5674541805,213,4.93,5674541797,56,Center,5674541803,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805217029,769,1,2,80,47,ea3yd0dgq6uy6pupkpn17j5xg,1,31.5,22.8,2025-04-23T17:41:51.125Z,2025-04-23T17:41:52Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674542297,213,2.56,5674542283,56,Back,5674542291,141,45.4,5674542295,212,27.9,5674542287,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805217039,770,1,2,80,49,ea3yd0dgq6uy6pupkpn17j5xg,1,9.3,45.4,2025-04-23T17:41:52.563Z,2025-04-23T17:41:53Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5674542365,56,Back,5674542375,212,30.0,5674542373,141,66.6,5674542367,140,34.4,5674542363,155,,5674542379,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805217065,771,1,2,80,50,ea3yd0dgq6uy6pupkpn17j5xg,1,34.4,66.6,2025-04-23T17:41:53.602Z,2025-04-23T17:41:55Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674542517,213,3.55,5674542511,140,28.1,5674542515,212,7.2,5674542509,56,Back,5674542513,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
