id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2784811449,518,1,1,37,7,ajtb177oqwawkdwbqhldmq6mx,1,41.9,64.0,2025-03-07T18:37:30.442Z,2025-03-07T18:48:29Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562512301,141,36.1,5562512299,140,53.7,5562512297,56,Center,5562512305,213,5.29,5562512303,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784811591,519,1,1,37,8,ajtb177oqwawkdwbqhldmq6mx,1,52.6,38.2,2025-03-07T18:37:31.442Z,2025-03-07T18:48:40Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562513063,56,Back,5562513065,140,42.1,5562513067,141,46.1,5562513071,213,2.69,5562513069,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784811711,520,1,1,37,12,ajtb177oqwawkdwbqhldmq6mx,1,44.1,47.3,2025-03-07T18:37:35.442Z,2025-03-07T18:48:53Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562513731,56,Back,5562513739,213,1.37,5562513733,140,45.9,5562513735,141,61.2,5562513737,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784811793,521,1,1,37,18,ajtb177oqwawkdwbqhldmq6mx,1,45.7,62.7,2025-03-07T18:37:41.442Z,2025-03-07T18:49:01Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562514141,140,43.6,5562514139,56,Back,5562514143,141,36.0,5562514145,212,18.3,5562514147,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784811867,522,1,1,37,19,ajtb177oqwawkdwbqhldmq6mx,1,40.0,21.9,2025-03-07T18:37:42.442Z,2025-03-07T18:49:09Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562514601,141,15.3,5562514599,140,69.6,5562514597,56,Right,5562514603,212,31.4,5562514605,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784811871,523,1,1,37,19,ajtb177oqwawkdwbqhldmq6mx,0,65.2,13.8,2025-03-07T18:37:42.864Z,2025-03-07T18:58:38Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562514641,140,68.1,5562514645,212,4.1,5562514643,141,17.9,5562514639,56,Right,5562514647,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804023,281,61,1,37,19,8cfkisxf1fkxdqtt6tx1tup48,1,36.5,83.5,2025-03-07T18:37:42.865Z,2025-03-07T18:51:24Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562473053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784812215,524,61,1,37,24,ajtb177oqwawkdwbqhldmq6mx,0,79.3,44.8,2025-03-07T18:37:47.442Z,2025-03-07T18:49:43Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562516367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804107,282,12,1,37,24,8cfkisxf1fkxdqtt6tx1tup48,1,16.6,53.7,2025-03-07T18:37:47.977Z,2025-03-07T18:51:33Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5562473493,140,22.5,5562473495,141,56.4,5562473497,212,6.5,5562473499,213,0.29,5562473491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784812269,525,61,1,37,25,ajtb177oqwawkdwbqhldmq6mx,1,79.4,45.1,2025-03-07T18:37:48.442Z,2025-03-07T18:49:48Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562516585,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804395,285,1,1,37,47,8cfkisxf1fkxdqtt6tx1tup48,0,14.4,50.9,2025-03-07T18:38:11.401Z,2025-03-07T18:50:34Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562475009,212,53.4,5562475011,213,6.21,5562474999,157,,5562475001,198,,5562475007,141,44.9,5562475005,140,65.1,5562475003,56,Center,5562475013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784812747,526,44,1,37,51,ajtb177oqwawkdwbqhldmq6mx,1,35.6,62.4,2025-03-07T18:38:14.442Z,2025-03-07T19:01:24Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562519119,56,Back,5562519133,233,286,5562519121,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804397,286,44,1,37,51,8cfkisxf1fkxdqtt6tx1tup48,0,64.4,37.6,2025-03-07T18:38:14.443Z,2025-03-07T19:01:24Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562475021,56,Center,5562475023,286,,5562519179,233,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804403,287,43,1,37,51,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-03-07T18:38:15.361Z,2025-03-07T18:50:32Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562475061,168,0,5562475071,213,6.26,5562475069,212,3.4,5562518531,144,1,5562475065,140,68.3,5562475063,56,Center,5562475059,3,0,5562475067,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784812751,527,61,1,37,52,ajtb177oqwawkdwbqhldmq6mx,1,38.1,71.2,2025-03-07T18:38:15.442Z,2025-03-07T18:50:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562519127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813087,528,1,1,37,56,ajtb177oqwawkdwbqhldmq6mx,1,37.7,67.3,2025-03-07T18:38:19.442Z,2025-03-07T18:51:17Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562520771,140,29.4,5562520769,56,Back,5562520775,212,9.4,5562520773,141,62.3,5562520777,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813257,530,1,1,37,57,ajtb177oqwawkdwbqhldmq6mx,1,33.0,62.6,2025-03-07T18:38:20.542Z,2025-03-07T18:51:40Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562521731,212,30.4,5562521729,141,53.0,5562521725,56,Back,5562521727,140,4.7,5562521733,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813377,531,1,1,37,59,ajtb177oqwawkdwbqhldmq6mx,0,4.5,47.8,2025-03-07T18:38:22.442Z,2025-03-07T18:51:52Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562522507,56,Back,5562522505,157,,5562522515,213,0.26,5562522513,212,47.8,5562522517,1,,5562522509,140,48.5,5562522511,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804535,288,1,1,38,1,8cfkisxf1fkxdqtt6tx1tup48,1,53.7,30.9,2025-03-07T18:38:24.752Z,2025-03-07T18:38:25Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562475689,141,34.5,5562475691,212,10.0,5562475687,140,62.9,5562475693,213,0.25,5562475683,3,,5562475685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804605,290,1,1,38,2,8cfkisxf1fkxdqtt6tx1tup48,1,62.9,34.3,2025-03-07T18:38:25.976Z,2025-03-07T18:38:31Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562476055,56,Right,5562476063,212,12.2,5562476065,213,4.62,5562476059,140,61.8,5562476061,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804661,291,1,1,38,7,8cfkisxf1fkxdqtt6tx1tup48,1,71.4,9.7,2025-03-07T18:38:30.879Z,2025-03-07T18:38:36Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562476315,213,2.37,5562476313,212,11.8,5562476311,141,21.8,5562476309,140,63.3,5562476307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804703,292,1,1,38,12,8cfkisxf1fkxdqtt6tx1tup48,1,68.6,33.4,2025-03-07T18:38:35.961Z,2025-03-07T18:38:39Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562476557,155,,5562476561,140,89.8,5562476559,56,Right,5562476563,141,13.1,5562476565,212,26.2,5562476567,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804717,293,1,1,38,15,8cfkisxf1fkxdqtt6tx1tup48,0,90.3,12.9,2025-03-07T18:38:39.417Z,2025-03-07T18:38:40Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562476647,141,46.1,5562476643,56,Center,5562476645,140,92.9,5562476641,155,,5562476639,2,,5562476649,212,22.7,5562476651,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813535,532,12,1,38,18,ajtb177oqwawkdwbqhldmq6mx,1,4.4,53.9,2025-03-07T18:38:41.442Z,2025-03-07T18:52:19Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562523443,56,Back,5562523445,140,15.9,5562523447,141,70.9,5562523451,213,0.76,5562523449,212,16.7,5562523535,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804803,294,1,1,38,21,8cfkisxf1fkxdqtt6tx1tup48,1,84.1,52.7,2025-03-07T18:38:44.521Z,2025-03-07T18:38:45Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562477081,141,69.0,5562477079,140,78.5,5562477075,3,,5562477085,213,2.06,5562477083,212,12.5,5562477077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804843,295,1,1,38,22,8cfkisxf1fkxdqtt6tx1tup48,1,78.5,69.0,2025-03-07T18:38:45.759Z,2025-03-07T18:38:48Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562477303,213,0.95,5562477295,56,Left,5562477297,140,87.6,5562477299,141,88.6,5562477301,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804905,296,1,1,38,25,8cfkisxf1fkxdqtt6tx1tup48,1,87.6,88.7,2025-03-07T18:38:48.536Z,2025-03-07T18:38:51Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562477635,140,76.2,5562477637,141,76.9,5562477639,212,14.4,5562477631,56,Center,5562477641,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804943,297,1,1,38,27,8cfkisxf1fkxdqtt6tx1tup48,0,76.0,75.6,2025-03-07T18:38:51.441Z,2025-03-07T18:38:55Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562477801,213,5.29,5562477791,155,,5562477799,212,34.2,5562477797,141,33.4,5562477803,1,,5562477795,140,93.7,5562477793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813783,533,44,1,38,31,ajtb177oqwawkdwbqhldmq6mx,1,9.9,63.1,2025-03-07T18:38:54.442Z,2025-03-07T19:01:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562524767,56,Back,5562524769,285,,5562524777,233,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784804955,298,44,1,38,31,8cfkisxf1fkxdqtt6tx1tup48,0,90.1,36.9,2025-03-07T18:38:54.443Z,2025-03-07T19:01:25Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562477865,286,,5562477861,56,Center,5562524799,233,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813793,534,12,1,38,32,ajtb177oqwawkdwbqhldmq6mx,1,15.9,58.8,2025-03-07T18:38:55.442Z,2025-03-07T18:52:50Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562524869,212,17.4,5562524871,213,2.36,5562524861,15,,5562524867,141,76.9,5562524863,56,Back,5562524865,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784813947,535,12,1,38,36,ajtb177oqwawkdwbqhldmq6mx,1,2.6,79.3,2025-03-07T18:38:59.442Z,2025-03-07T18:53:16Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562525741,56,Back,5562525745,141,93.6,5562525743,140,32.1,5562525747,212,32.5,5562525749,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805043,299,1,1,38,37,8cfkisxf1fkxdqtt6tx1tup48,1,77.7,14.3,2025-03-07T18:39:01.312Z,2025-03-07T18:49:33Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5562478401,155,,5562478411,213,6.01,5562478409,212,14.5,5562478407,141,8.6,5562478405,140,91.0,5562478403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805047,300,61,1,38,40,8cfkisxf1fkxdqtt6tx1tup48,0,85.7,8.3,2025-03-07T18:39:04.063Z,2025-03-07T18:49:32Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562478427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784814095,536,12,1,38,42,ajtb177oqwawkdwbqhldmq6mx,1,16.6,95.6,2025-03-07T18:39:05.442Z,2025-03-07T18:53:31Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562526511,141,90.6,5562526507,56,Back,5562526509,140,42.0,5562526513,212,26.9,5562526515,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805077,301,1,1,38,44,8cfkisxf1fkxdqtt6tx1tup48,0,62.2,16.5,2025-03-07T18:39:07.632Z,2025-03-07T18:50:02Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562478561,213,0.28,5562478555,140,72.1,5562478553,56,Right,5562478559,212,10.8,5562478557,141,20.9,5562516549,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784814365,538,44,1,38,47,ajtb177oqwawkdwbqhldmq6mx,1,28.8,82.6,2025-03-07T18:39:10.822Z,2025-03-07T18:54:01Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562527851,56,Back,5562527877,233,302,5562527853,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805103,302,44,1,38,47,8cfkisxf1fkxdqtt6tx1tup48,0,71.2,17.4,2025-03-07T18:39:10.823Z,2025-03-07T18:54:01Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5562478739,56,Right,5562527905,233,538,5562478741,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784814117,537,1,1,38,48,ajtb177oqwawkdwbqhldmq6mx,0,26.3,83.8,2025-03-07T18:39:11.442Z,2025-03-07T19:00:32Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562526609,140,26.5,5562526611,141,100.0,5562526605,3,,5562526607,56,Back,5562526615,213,1.55,5562526613,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805133,303,5,1,38,57,8cfkisxf1fkxdqtt6tx1tup48,1,73.5,-1.8,2025-03-07T18:39:20.873Z,2025-03-07T19:01:01Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5562540319,233,461,5562478897,56,Right,5562478899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805197,461,5,1,38,57,ajtb177oqwawkdwbqhldmq6mx,0,26.5,101.8,2025-03-07T18:39:20.873Z,2025-03-07T20:47:45Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562479301,56,Back,5562540335,233,303,5562479303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805241,304,1,1,38,59,8cfkisxf1fkxdqtt6tx1tup48,1,69.6,0.0,2025-03-07T18:39:22.896Z,2025-03-07T18:59:00Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562479541,140,94.2,5562479539,56,Center,5562479549,1,,5562479537,107,,5562479547,213,0.66,5562479543,141,29.1,5562479545,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805245,305,50,1,39,0,8cfkisxf1fkxdqtt6tx1tup48,1,95.6,27.4,2025-03-07T18:39:23.998Z,2025-03-07T19:02:32Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562479565,56,Center,5562479567,286,,5562479767,233,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805285,462,7,1,39,0,ajtb177oqwawkdwbqhldmq6mx,1,4.4,72.6,2025-03-07T18:39:23.999Z,2025-03-07T19:02:32Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562479723,56,Back,5562479725,285,,5562479753,233,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805299,463,3,1,39,3,ajtb177oqwawkdwbqhldmq6mx,0,2.8,72.8,2025-03-07T18:39:27.224Z,2025-03-07T19:02:33Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562489165,233,306,5562488909,285,,5562479775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805289,306,7,1,39,3,8cfkisxf1fkxdqtt6tx1tup48,0,97.2,27.2,2025-03-07T18:39:27.225Z,2025-03-07T19:02:33Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562479731,56,Center,5562489083,233,463,5562481323,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805383,307,1,1,39,6,8cfkisxf1fkxdqtt6tx1tup48,1,86.4,15.5,2025-03-07T18:39:30.352Z,2025-03-07T18:39:33Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562480257,56,Center,5562480259,140,76.0,5562480265,213,2.48,5562480263,212,13.8,5562480261,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805389,308,1,1,39,9,8cfkisxf1fkxdqtt6tx1tup48,0,75.5,29.2,2025-03-07T18:39:33.273Z,2025-03-07T18:40:13Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562480291,141,51.0,5562480287,140,97.3,5562480297,213,0.57,5562480295,212,27.3,5562480283,155,,5562480285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805369,464,11,1,39,10,ajtb177oqwawkdwbqhldmq6mx,1,3.7,56.4,2025-03-07T18:39:33.711Z,2025-03-07T18:58:48Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562480203,88,,5562480201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805489,465,1,1,39,17,ajtb177oqwawkdwbqhldmq6mx,1,7.4,53.0,2025-03-07T18:39:41.103Z,2025-03-07T18:39:43Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562480757,213,5.32,5562480753,141,47.0,5562480755,212,5.0,5562480747,123,,5562480749,56,Back,5562480751,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805507,466,1,1,39,19,ajtb177oqwawkdwbqhldmq6mx,1,16.0,42.1,2025-03-07T18:39:43.047Z,2025-03-07T18:39:45Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562480867,141,28.8,5562480871,213,5.18,5562480869,212,10.2,5562480863,56,Back,5562480865,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805545,467,1,1,39,22,ajtb177oqwawkdwbqhldmq6mx,1,21.3,21.2,2025-03-07T18:39:45.510Z,2025-03-07T18:39:49Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562481055,213,1.02,5562481053,212,15.5,5562481051,141,40.7,5562481049,140,29.0,5562481047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805607,468,1,1,39,26,ajtb177oqwawkdwbqhldmq6mx,1,27.6,45.8,2025-03-07T18:39:49.814Z,2025-03-07T18:39:56Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562481377,212,18.7,5562481379,213,0.53,5562481375,141,59.7,5562481373,140,43.0,5562481371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805631,469,1,1,39,32,ajtb177oqwawkdwbqhldmq6mx,1,49.9,48.2,2025-03-07T18:39:56.199Z,2025-03-07T18:39:58Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562481501,140,45.0,5562481499,56,Back,5562481507,213,1.98,5562481503,141,65.5,5562481505,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805649,470,1,1,39,34,ajtb177oqwawkdwbqhldmq6mx,1,42.9,64.0,2025-03-07T18:39:58.135Z,2025-03-07T18:40:00Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562481621,56,Back,5562481629,213,4.72,5562481627,212,21.2,5562481623,140,43.1,5562481625,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805675,471,1,1,39,37,ajtb177oqwawkdwbqhldmq6mx,1,44.6,28.6,2025-03-07T18:40:00.575Z,2025-03-07T18:40:03Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562481783,212,22.5,5562481785,213,5.70,5562481777,56,Right,5562481779,140,62.5,5562481781,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805725,472,1,1,39,39,ajtb177oqwawkdwbqhldmq6mx,1,62.5,10.4,2025-03-07T18:40:03.159Z,2025-03-07T18:40:06Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562482001,141,19.1,5562481991,56,Right,5562481993,140,50.3,5562482003,212,14.1,5562482007,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805735,473,1,1,39,42,ajtb177oqwawkdwbqhldmq6mx,1,55.9,22.2,2025-03-07T18:40:06.431Z,2025-03-07T18:40:08Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562482051,56,Center,5562482059,213,2.10,5562482057,212,4.6,5562482053,140,53.7,5562482055,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805761,474,1,1,39,44,ajtb177oqwawkdwbqhldmq6mx,1,55.0,27.4,2025-03-07T18:40:07.879Z,2025-03-07T18:40:10Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562482221,213,5.74,5562482219,212,19.0,5562482215,140,70.5,5562482213,56,Right,5562482217,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805793,475,1,1,39,46,ajtb177oqwawkdwbqhldmq6mx,1,76.1,6.8,2025-03-07T18:40:10.222Z,2025-03-07T18:40:13Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562482371,140,66.1,5562482369,56,Right,5562482377,213,2.61,5562482373,141,15.8,5562482375,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805799,476,1,1,39,49,ajtb177oqwawkdwbqhldmq6mx,1,68.7,9.7,2025-03-07T18:40:13.230Z,2025-03-07T18:40:14Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562482415,213,2.81,5562482413,212,8.0,5562482409,140,61.5,5562482411,141,13.5,5562482407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805843,477,1,1,39,50,ajtb177oqwawkdwbqhldmq6mx,1,61.5,13.5,2025-03-07T18:40:14.070Z,2025-03-07T18:40:17Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562482601,212,20.3,5562482599,141,30.7,5562482603,213,2.53,5562482595,56,Back,5562482597,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805899,478,1,1,39,53,ajtb177oqwawkdwbqhldmq6mx,1,45.7,30.7,2025-03-07T18:40:17.126Z,2025-03-07T18:40:56Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,1.0,,5562482867,212,20.4,5562482863,140,65.1,5562482865,141,31.8,5562485053,210,15,5562482861,56,Center,5562482869,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805907,479,15,1,39,59,ajtb177oqwawkdwbqhldmq6mx,1,73.5,52.1,2025-03-07T18:40:22.527Z,2025-03-07T20:34:22Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562485067,55,478,5562484813,82,,5562485087,147,51.8,5562485073,103,19,5562485095,231,52.7,5562482899,18,,5562484809,72,,5562485065,29,,5562485063,78,,5562485083,146,82.3,5562485077,215,,5562485071,102,5562482901,56,5562485091,230,5562485175,233,5562482897,22,,51.2,Center,98.5,309,,,,,
2784805943,309,10,1,39,59,8cfkisxf1fkxdqtt6tx1tup48,1,15.8,47.1,2025-03-07T18:40:22.627Z,2025-03-07T18:40:58Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562483071,94,,5562485205,233,479,5562483073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805985,310,4,1,40,5,8cfkisxf1fkxdqtt6tx1tup48,1,38.7,23.9,2025-03-07T18:40:28.815Z,2025-03-07T19:01:08Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562483333,265,,5562483335,286,,5562483583,233,480,5562483327,13,,5562483329,56,Back,5562483331,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784805989,480,4,1,40,5,ajtb177oqwawkdwbqhldmq6mx,0,61.3,76.1,2025-03-07T18:40:28.816Z,2025-03-07T19:01:08Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562483555,13,,5562483559,152,,5562483557,56,Center,5562483563,285,,5562483625,233,310,5562483561,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
