id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787843235,429,1,1,45,58,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.2,52.5,2025-03-14T18:45:42.521Z,2025-03-14T18:45:44Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579099143,212,28.9,5579099135,155,,5579099145,213,6.17,5579099137,56,Center,5579099139,140,82.6,5579099141,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843293,441,12,1,46,0,ajtb177oqwawkdwbqhldmq6mx,1,15.1,51.5,2025-03-14T18:45:45.382Z,2025-03-14T18:50:18Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5579099459,212,31.2,5579099457,141,21.6,5579099455,140,37.6,5579099453,56,Back,5579099461,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843281,430,1,1,46,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.9,76.7,2025-03-14T18:45:47.488Z,2025-03-14T18:45:49Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5579099389,213,5.41,5579099381,56,Center,5579099383,140,74.6,5579099379,3,,5579099387,212,11.0,5579099385,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843311,431,3,1,46,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.8,74.8,2025-03-14T18:45:49.600Z,2025-03-14T20:12:37Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5579099553,286,,5579099715,233,442,5579099551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843299,442,45,1,46,5,ajtb177oqwawkdwbqhldmq6mx,0,30.2,25.2,2025-03-14T18:45:49.600Z,2025-03-14T20:12:38Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5579099491,285,,5579099489,56,Back,5579099753,233,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843319,432,1,1,46,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,86.5,83.0,2025-03-14T18:45:51.880Z,2025-03-14T18:45:54Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5579099607,141,55.7,5579099605,140,87.2,5579099603,56,Center,5579099611,213,4.75,5579099599,2,,5579099609,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843359,433,61,1,46,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.4,57.5,2025-03-14T18:45:54.759Z,2025-03-14T18:46:46Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5579099843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843491,443,12,1,46,10,ajtb177oqwawkdwbqhldmq6mx,1,9.8,51.2,2025-03-14T18:45:55.357Z,2025-03-14T18:50:17Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5579100609,141,39.2,5579100611,212,41.2,5579100601,56,Back,5579100613,213,6.08,5579100605,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843399,434,1,1,46,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.2,63.1,2025-03-14T18:45:56.856Z,2025-03-14T18:45:59Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579100095,141,53.7,5579100097,212,17.1,5579100093,140,67.3,5579100091,56,Center,5579100089,3,,5579100099,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843429,435,1,1,46,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.3,54.6,2025-03-14T18:45:58.855Z,2025-03-14T18:46:02Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5579100239,140,58.1,5579100241,141,33.1,5579100243,212,17.5,5579100235,155,,5579100245,213,4.13,5579100237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843489,436,1,1,46,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.1,24.4,2025-03-14T18:46:02.448Z,2025-03-14T18:46:07Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5579100581,140,32.9,5579100579,56,Back,5579100583,141,39.5,5579100585,212,15.6,5579100587,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843513,437,1,1,46,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.2,33.1,2025-03-14T18:46:06.896Z,2025-03-14T18:46:09Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579100769,212,17.5,5579100771,213,0.07,5579100763,56,Center,5579100767,141,34.8,5579100765,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843539,438,1,1,46,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,29.1,2025-03-14T18:46:09.175Z,2025-03-14T18:46:11Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5579100913,141,8.6,5579100915,212,15.3,5579100917,213,5.14,5579100909,56,Right,5579100911,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843575,439,1,1,46,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.5,8.2,2025-03-14T18:46:11.095Z,2025-03-14T18:46:14Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5579101099,141,6.5,5579101101,212,13.0,5579101103,213,6.19,5579101097,140,72.8,5579101095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843655,440,1,1,46,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.0,8.3,2025-03-14T18:46:14.311Z,2025-03-14T18:46:27Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,1.0,5579101933,210,13,5579101481,140,76.1,5579101485,212,10.1,5579101487,213,1.99,5579101479,56,Center,5579101483,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843659,441,13,1,46,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.1,28.4,2025-03-14T18:46:20.223Z,2025-03-15T18:13:31Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5579101939,29,,5579101619,20,,5579101937,85,,5579101945,102,49.6,5579101951,230,97.6,5579101953,231,45.8,5579101949,215,,5579101941,55,440,5579101947,103,52.8,5579101517,22,5583240845,18,,5579101521,56,,,,,,,,,,,,,Center,,,,
2787843673,442,5,1,46,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.4,52.8,2025-03-14T18:46:21.800Z,2025-03-14T20:03:03Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5579101611,346,,5579103297,233,444,5579101609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787843995,444,5,1,46,37,ajtb177oqwawkdwbqhldmq6mx,1,-1.4,47.2,2025-03-14T18:46:21.800Z,2025-03-14T20:03:03Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5579103275,346,,5579103273,56,Back,5579103287,233,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844033,445,1,1,47,7,ajtb177oqwawkdwbqhldmq6mx,0,5.0,38.9,2025-03-14T18:46:52.006Z,2025-03-14T18:46:57Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5579103471,141,12.0,5579103469,140,58.6,5579103475,213,5.97,5579103465,124,,5579103477,1,,5579103481,74,,5579103467,56,Right,5579103473,212,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844029,443,44,1,47,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.0,85.6,2025-03-14T18:46:56.351Z,2025-03-14T20:14:39Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5579103459,56,Back,5579103461,285,,5579103639,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844037,446,44,1,47,11,ajtb177oqwawkdwbqhldmq6mx,0,57.0,14.4,2025-03-14T18:46:56.352Z,2025-03-14T20:14:39Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5579103495,56,Right,5579103497,286,,5579103673,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844043,444,1,1,47,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.6,81.7,2025-03-14T18:46:56.631Z,2025-03-14T18:48:27Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5579103525,213,0.02,5579103523,212,20.0,5579103519,140,64.6,5579103515,3,,5579103517,56,Left,5579103521,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844047,445,44,1,47,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.4,83.8,2025-03-14T18:46:57.773Z,2025-03-14T20:14:40Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5579103545,286,,5579103677,233,447,5579103543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844051,447,44,1,47,13,ajtb177oqwawkdwbqhldmq6mx,0,41.6,16.2,2025-03-14T18:46:57.774Z,2025-03-14T18:48:26Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5579103655,233,445,5579103589,56,Back,5579103591,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844579,458,1,1,47,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.2,85.7,2025-03-14T18:46:58.408Z,2025-03-14T18:48:12Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5579106687,140,59.8,5579106685,56,Center,5579106693,213,4.34,5579106683,3,,5579106689,141,76.1,5579106691,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844069,446,44,1,47,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.0,79.4,2025-03-14T18:46:58.717Z,2025-03-14T20:14:40Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5579107369,233,448,5579103681,56,Left,5579103683,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844055,448,44,1,47,14,ajtb177oqwawkdwbqhldmq6mx,0,44.0,20.6,2025-03-14T18:46:58.718Z,2025-03-14T20:14:40Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5579103601,56,Back,5579107367,285,,5579107373,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844071,447,1,1,47,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.9,69.6,2025-03-14T18:46:59.423Z,2025-03-14T18:48:34Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5579103689,140,71.7,5579103691,141,62.6,5579103697,213,5.81,5579103695,212,10.4,5579103685,3,,5579103687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844103,449,1,1,47,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.5,63.4,2025-03-14T18:47:00.703Z,2025-03-14T18:47:05Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5579103899,212,17.8,5579103901,213,4.77,5579103893,56,Center,5579103897,141,37.3,5579103895,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844105,450,1,1,47,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.2,33.9,2025-03-14T18:47:05.343Z,2025-03-14T18:47:06Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5579103929,236,,5579103909,140,86.8,5579103931,233,449,5579103915,212,0.6,5579103919,213,0.00,5579103911,141,33.9,5579103907,56,Center,5579103935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844111,449,74,1,47,20,ajtb177oqwawkdwbqhldmq6mx,1,13.2,65.5,2025-03-14T18:47:05.344Z,2025-03-14T20:03:35Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5579103927,285,,5579103925,56,Back,5579103997,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844139,450,12,1,47,23,ajtb177oqwawkdwbqhldmq6mx,1,8.4,64.2,2025-03-14T18:47:07.758Z,2025-03-14T18:47:11Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5579104129,213,5.39,5579104121,56,Back,5579104123,140,36.2,5579104125,141,11.1,5579104127,212,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844165,452,1,1,47,28,ajtb177oqwawkdwbqhldmq6mx,0,31.1,7.3,2025-03-14T18:47:13.112Z,2025-03-14T18:47:14Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5579104297,155,,5579104303,140,51.7,5579104307,212,21.6,5579104305,141,7.3,5579104299,56,Right,5579104313,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844189,451,1,1,47,31,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.2,96.9,2025-03-14T18:47:16.016Z,2025-03-14T19:06:33Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579104435,212,4.5,5579104427,157,,5579104437,213,0.75,5579104433,141,100.0,5579104431,140,60.3,5579104439,1,,5579104429,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844193,452,5,1,47,32,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.3,101.6,2025-03-14T18:47:16.734Z,2025-03-14T20:03:04Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579104453,56,Left,5579105259,233,453,5579104455,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844327,453,5,1,47,32,ajtb177oqwawkdwbqhldmq6mx,1,38.7,-1.6,2025-03-14T18:47:16.734Z,2025-03-14T20:03:03Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5579105215,347,,5579105213,56,Back,5579105231,233,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844345,454,1,1,47,53,ajtb177oqwawkdwbqhldmq6mx,0,52.9,0.0,2025-03-14T18:47:37.423Z,2025-03-14T18:47:40Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5579105311,141,9.2,5579105307,56,Right,5579105305,107,,5579105309,140,78.7,5579105315,213,0.25,5579105317,1,,5579105313,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844355,453,44,1,47,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.2,86.3,2025-03-14T18:47:39.749Z,2025-03-14T20:14:41Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5579105403,233,455,5579105365,56,Back,5579105367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844351,455,44,1,47,55,ajtb177oqwawkdwbqhldmq6mx,0,78.8,13.7,2025-03-14T18:47:39.750Z,2025-03-14T20:14:41Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5579105415,233,453,5579105353,56,Right,5579105355,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844369,454,1,1,47,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.1,78.7,2025-03-14T18:47:40.727Z,2025-03-14T18:47:42Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5579105455,213,0.45,5579105447,56,Back,5579105453,212,6.5,5579105445,3,,5579105451,141,82.9,5579105449,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844371,455,1,1,47,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.6,83.5,2025-03-14T18:47:41.679Z,2025-03-14T18:47:42Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5579105471,1,,5579105461,56,Back,5579105469,213,5.95,5579105467,212,7.4,5579105459,157,,5579105465,141,79.9,5579105463,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844405,456,83,1,48,2,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.0,92.6,2025-03-14T18:47:46.854Z,2025-03-14T18:47:52Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5579105855,399,e8vt8711wb40afht2v13omket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844423,456,1,1,48,3,ajtb177oqwawkdwbqhldmq6mx,1,73.3,8.5,2025-03-14T18:47:47.727Z,2025-03-14T18:47:48Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5579105721,140,61.6,5579105719,56,Right,5579105723,141,10.0,5579105727,213,3.06,5579105725,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844439,457,1,1,48,4,ajtb177oqwawkdwbqhldmq6mx,1,61.6,10.0,2025-03-14T18:47:48.695Z,2025-03-14T18:47:50Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5579105805,213,3.03,5579105799,140,43.2,5579105803,212,19.4,5579105801,141,13.1,5579105797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844459,458,1,1,48,6,ajtb177oqwawkdwbqhldmq6mx,1,43.2,13.1,2025-03-14T18:47:50.743Z,2025-03-14T18:47:53Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5579105921,56,Right,5579105931,1,,5579105929,213,6.27,5579105927,212,32.4,5579105925,141,12.6,5579105923,140,74.1,5579105919,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844457,457,30,1,48,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-14T18:47:53.161Z,2025-03-14T18:47:53Z,,,,,5579105917,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787844463,459,30,1,48,8,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-14T18:47:53.161Z,2025-03-14T18:47:54Z,,,,,5579105949,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852249,465,32,2,45,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-14T19:03:30.841Z,2025-03-14T19:03:31Z,,,,,5579147161,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852265,468,32,2,45,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-14T19:03:30.841Z,2025-03-14T19:03:32Z,,,,,5579147223,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852331,466,1,2,45,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.8,50.1,2025-03-14T19:03:30.842Z,2025-03-14T19:03:34Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5579147529,213,3.20,5579147521,56,Back,5579147523,140,28.4,5579147533,279,S,5579147527,212,22.5,5579147525,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852369,467,1,2,45,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.4,48.1,2025-03-14T19:03:34.023Z,2025-03-14T19:03:36Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579147741,212,15.8,5579147737,141,28.3,5579147745,213,5.26,5579147727,56,Back,5579147733,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852421,468,1,2,45,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.3,28.3,2025-03-14T19:03:36.007Z,2025-03-14T19:03:38Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5579147999,56,Back,5579148001,140,29.9,5579148005,212,15.7,5579148007,213,2.01,5579148003,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852563,469,1,2,45,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.9,49.1,2025-03-14T19:03:38.752Z,2025-03-14T19:03:55Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5579148699,56,Center,5579148709,212,26.9,5579148707,141,36.6,5579148695,155,,5579148705,140,54.2,5579148713,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852591,470,1,2,45,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.9,36.7,2025-03-14T19:03:45.142Z,2025-03-14T19:03:46Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5579148883,140,43.9,5579148887,212,18.2,5579148885,141,16.1,5579148889,213,4.02,5579148881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852625,471,1,2,45,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.9,16.1,2025-03-14T19:03:46.143Z,2025-03-14T19:03:48Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5579149103,56,Right,5579149113,212,19.8,5579149105,140,61.8,5579149117,213,5.97,5579149109,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852651,472,1,2,45,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.8,7.1,2025-03-14T19:03:48.120Z,2025-03-14T19:03:50Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5579149273,236,,5579149251,141,7.0,5579149249,140,65.1,5579149275,233,469,5579149255,213,6.26,5579149279,286,,5579149247,56,Right,5579149253,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852617,469,74,2,45,17,ajtb177oqwawkdwbqhldmq6mx,1,27.2,91.7,2025-03-14T19:03:48.121Z,2025-03-14T19:03:49Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5579149323,233,472,5579149047,285,,5579149045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852675,473,61,2,45,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.1,7.0,2025-03-14T19:03:49.435Z,2025-03-14T19:03:50Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5579149381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852875,470,5,2,45,18,ajtb177oqwawkdwbqhldmq6mx,1,37.6,101.8,2025-03-14T19:03:49.712Z,2025-03-14T20:03:04Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5579150461,347,,5579150525,233,474,5579150459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852685,474,5,2,45,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.4,-1.8,2025-03-14T19:03:49.712Z,2025-03-14T20:03:04Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5579150575,233,470,5579149423,56,Right,5579149425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852935,471,1,2,45,29,ajtb177oqwawkdwbqhldmq6mx,1,37.0,100.0,2025-03-14T19:04:00.663Z,2025-03-14T19:04:03Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5579150789,56,Left,5579150805,213,6.13,5579150797,141,95.6,5579150801,212,28.8,5579150809,1,,5579150793,140,64.1,5579150787,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787852957,472,1,2,45,32,ajtb177oqwawkdwbqhldmq6mx,1,64.1,95.6,2025-03-14T19:04:02.983Z,2025-03-14T19:04:04Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5579150911,212,13.5,5579150967,156,,5579150905,140,51.7,5579150901,56,Left,5579150909,141,90.5,5579150913,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853013,473,1,2,45,34,ajtb177oqwawkdwbqhldmq6mx,1,51.7,90.5,2025-03-14T19:04:05.016Z,2025-03-14T19:04:06Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5579151233,140,68.7,5579151237,212,22.7,5579151235,141,69.9,5579151239,213,5.62,5579151231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853061,474,1,2,45,35,ajtb177oqwawkdwbqhldmq6mx,1,68.7,69.9,2025-03-14T19:04:06.472Z,2025-03-14T19:04:08Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5579151509,213,1.05,5579151501,56,Left,5579151503,140,75.2,5579151507,212,13.6,5579151505,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853103,475,1,2,45,37,ajtb177oqwawkdwbqhldmq6mx,1,75.2,87.2,2025-03-14T19:04:08.624Z,2025-03-14T19:04:10Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5579151693,56,Left,5579151697,140,68.5,5579151709,213,2.32,5579151701,141,98.4,5579151705,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853119,476,1,2,45,39,ajtb177oqwawkdwbqhldmq6mx,0,68.7,98.4,2025-03-14T19:04:10.184Z,2025-03-14T19:04:10Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5579151749,140,70.9,5579151759,213,4.94,5579151757,212,10.3,5579151753,141,83.6,5579151747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853129,475,8,2,45,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.9,8.8,2025-03-14T19:04:11.367Z,2025-03-14T19:04:11Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5579151807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853147,476,5,2,45,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.0,-1.3,2025-03-14T19:04:11.647Z,2025-03-14T20:03:05Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5579152637,233,477,5579151929,56,Back,5579151931,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787853281,477,5,2,45,40,ajtb177oqwawkdwbqhldmq6mx,1,66.0,101.3,2025-03-14T19:04:11.647Z,2025-03-14T20:03:05Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5579152605,56,Left,5579152611,347,,5579152621,233,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
