id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2799599167,202,50,1,22,11,7gkglopz9cjsysn2u6sbhuvc5,1,60.8,29.8,2025-04-12T12:22:18.272Z,2025-04-12T14:29:09Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643657097,56,Center,5643657099,286,,5643657353,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599203,194,7,1,22,11,bd4qakf7j0wwie8wke9km7uj8,0,39.2,70.2,2025-04-12T12:22:18.273Z,2025-04-12T12:24:03Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643657309,285,,5643657323,233,202,5643657305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599233,203,1,1,22,15,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,42.5,2025-04-12T12:22:22.167Z,2025-04-12T12:22:25Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643657477,212,12.8,5643657479,213,2.95,5643657471,56,Back,5643657475,141,46.0,5643657473,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599247,204,1,1,22,18,7gkglopz9cjsysn2u6sbhuvc5,1,42.3,46.0,2025-04-12T12:22:24.904Z,2025-04-12T12:22:25Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643657557,212,12.6,5643657553,140,51.0,5643657555,141,33.3,5643657551,56,Center,5643657559,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599287,205,1,1,22,19,7gkglopz9cjsysn2u6sbhuvc5,1,51.0,33.3,2025-04-12T12:22:25.703Z,2025-04-12T12:22:29Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5643657831,56,Right,5643657839,213,5.26,5643657837,212,18.0,5643657835,141,10.6,5643657833,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599293,206,61,1,22,22,7gkglopz9cjsysn2u6sbhuvc5,0,61.9,7.6,2025-04-12T12:22:29.128Z,2025-04-12T12:22:29Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5643657857,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599363,195,5,1,22,23,bd4qakf7j0wwie8wke9km7uj8,1,34.2,101.6,2025-04-12T12:22:29.563Z,2025-04-12T14:19:46Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643658151,347,,5643658149,56,Back,5643658183,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599299,207,5,1,22,23,7gkglopz9cjsysn2u6sbhuvc5,0,65.8,-1.6,2025-04-12T12:22:29.563Z,2025-04-12T14:19:46Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5643658201,233,195,5643657879,56,Right,5643657881,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599441,196,1,1,22,27,bd4qakf7j0wwie8wke9km7uj8,1,32.0,100.0,2025-04-12T12:22:34.058Z,2025-04-12T12:22:40Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643658617,56,Back,5643658627,213,4.27,5643658621,141,76.0,5643658619,140,24.3,5643658615,107,,5643658623,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599489,197,1,1,22,33,bd4qakf7j0wwie8wke9km7uj8,1,34.6,58.8,2025-04-12T12:22:40.297Z,2025-04-12T12:22:43Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643658899,141,34.5,5643658903,213,4.69,5643658897,140,34.2,5643658901,212,16.5,5643658895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599541,198,1,1,22,37,bd4qakf7j0wwie8wke9km7uj8,1,34.6,33.3,2025-04-12T12:22:43.666Z,2025-04-12T12:22:47Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643659153,140,43.2,5643659155,141,52.1,5643659157,212,15.7,5643659151,56,Back,5643659159,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599555,199,1,1,22,40,bd4qakf7j0wwie8wke9km7uj8,1,42.6,33.6,2025-04-12T12:22:46.930Z,2025-04-12T12:22:48Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,5643659223,212,23.3,5643659225,213,5.30,5643659221,141,5.0,5643659219,140,54.9,5643659217,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599573,200,1,1,22,42,bd4qakf7j0wwie8wke9km7uj8,1,54.9,5.0,2025-04-12T12:22:48.611Z,2025-04-12T12:22:50Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5643659313,141,13.5,5643659305,155,,5643659315,212,16.8,5643659307,56,Right,5643659317,213,0.35,5643659311,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599609,201,1,1,22,43,bd4qakf7j0wwie8wke9km7uj8,1,69.9,13.5,2025-04-12T12:22:50.194Z,2025-04-12T12:22:53Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5643659497,56,Right,5643659501,141,17.9,5643659499,140,79.4,5643659505,213,0.29,5643659495,168,,5643659493,3,,5643659503,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599631,202,1,1,22,46,bd4qakf7j0wwie8wke9km7uj8,0,87.2,15.3,2025-04-12T12:22:52.969Z,2025-04-12T12:22:53Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643659603,56,Center,5643659605,140,87.9,5643659611,213,1.44,5643659609,212,5.7,5643659607,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799599627,208,61,1,22,47,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,83.6,2025-04-12T12:22:53.464Z,2025-04-12T12:22:53Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643659587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600053,211,1,1,23,14,7gkglopz9cjsysn2u6sbhuvc5,0,13.5,35.5,2025-04-12T12:23:21.320Z,2025-04-12T12:23:26Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5643661745,157,,5643661761,212,54.4,5643661759,141,29.8,5643661765,1,,5643661753,56,Center,5643661763,213,6.21,5643661757,140,65.2,5643661749,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600065,203,44,1,23,18,bd4qakf7j0wwie8wke9km7uj8,1,32.6,69.6,2025-04-12T12:23:25.205Z,2025-04-12T14:09:35Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643661911,233,212,5643661801,56,Back,5643661807,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600067,212,44,1,23,18,7gkglopz9cjsysn2u6sbhuvc5,0,67.4,30.4,2025-04-12T12:23:25.206Z,2025-04-12T14:09:35Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,5643661829,286,,5643661923,233,203,5643661827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600073,204,1,1,23,19,bd4qakf7j0wwie8wke9km7uj8,0,28.8,68.7,2025-04-12T12:23:25.538Z,2025-04-12T12:23:26Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643661883,213,0.90,5643661879,141,86.8,5643661877,140,38.1,5643661875,56,Back,5643661873,3,,5643661881,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600103,213,1,1,23,21,7gkglopz9cjsysn2u6sbhuvc5,0,60.4,25.8,2025-04-12T12:23:27.815Z,2025-04-12T12:23:29Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643662063,140,65.8,5643662065,141,13.4,5643662069,213,5.30,5643662061,56,Right,5643662067,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600107,205,61,1,23,22,bd4qakf7j0wwie8wke9km7uj8,1,34.7,84.8,2025-04-12T12:23:29.065Z,2025-04-12T12:23:29Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,5643662077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600127,206,5,1,23,23,bd4qakf7j0wwie8wke9km7uj8,0,29.0,101.6,2025-04-12T12:23:30.266Z,2025-04-12T12:23:37Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,5643662167,347,,5643662473,233,214,5643662165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600167,214,5,1,23,23,7gkglopz9cjsysn2u6sbhuvc5,1,71.0,-1.6,2025-04-12T12:23:30.266Z,2025-04-12T14:19:47Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643662399,56,Right,5643662401,347,,5643662413,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600331,215,1,1,23,33,7gkglopz9cjsysn2u6sbhuvc5,1,68.7,0.0,2025-04-12T12:23:39.399Z,2025-04-12T12:23:44Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5643663171,107,,5643663179,212,7.5,5643663177,141,9.4,5643663173,56,Right,5643663181,213,1.39,5643663175,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600293,207,83,1,23,35,bd4qakf7j0wwie8wke9km7uj8,0,24.4,71.7,2025-04-12T12:23:42.209Z,2025-04-12T12:23:45Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643663251,399,9nafz0c0x2qvmo5ldm0djmcq1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600337,216,3,1,23,37,7gkglopz9cjsysn2u6sbhuvc5,0,77.2,20.2,2025-04-12T12:23:43.751Z,2025-04-12T12:23:50Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643663313,233,208,5643663211,286,,5643663207,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600343,208,7,1,23,37,bd4qakf7j0wwie8wke9km7uj8,0,22.8,79.8,2025-04-12T12:23:43.752Z,2025-04-12T12:23:49Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643663233,285,,5643663253,233,216,5643663231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600349,217,61,1,23,38,7gkglopz9cjsysn2u6sbhuvc5,1,70.3,13.2,2025-04-12T12:23:45.183Z,2025-04-12T12:23:46Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643663273,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600425,209,12,1,23,40,bd4qakf7j0wwie8wke9km7uj8,1,11.1,61.4,2025-04-12T12:23:46.858Z,2025-04-12T12:23:52Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643663707,212,37.4,5643663701,56,Back,5643663711,213,0.28,5643663705,141,76.6,5643663703,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600367,218,1,1,23,40,7gkglopz9cjsysn2u6sbhuvc5,0,74.1,28.2,2025-04-12T12:23:46.942Z,2025-04-12T12:24:52Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643663367,56,Center,5643663379,213,0.57,5643663371,141,35.8,5643663369,140,81.7,5643663375,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600503,219,12,1,23,44,7gkglopz9cjsysn2u6sbhuvc5,1,46.2,27.6,2025-04-12T12:23:50.895Z,2025-04-12T12:23:58Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643664117,213,0.05,5643664109,56,Center,5643664111,140,65.8,5643664115,212,20.6,5643664113,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600469,210,1,1,23,46,bd4qakf7j0wwie8wke9km7uj8,0,32.7,71.1,2025-04-12T12:23:52.657Z,2025-04-12T12:23:56Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643663943,1,,5643663931,3,,5643663939,212,37.7,5643663933,56,Left,5643663935,140,67.3,5643663941,213,0.27,5643663937,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600567,220,1,1,23,51,7gkglopz9cjsysn2u6sbhuvc5,1,32.3,17.1,2025-04-12T12:23:58.102Z,2025-04-12T12:24:06Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643664523,56,Back,5643664525,140,14.9,5643664529,212,22.5,5643664531,213,2.52,5643664527,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600607,221,1,1,23,59,7gkglopz9cjsysn2u6sbhuvc5,0,24.4,33.1,2025-04-12T12:24:05.870Z,2025-04-12T12:24:09Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5643664739,56,Right,5643664741,140,69.0,5643664749,1,,5643664747,213,5.81,5643664737,155,,5643664743,141,0.0,5643664745,212,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600611,211,5,1,24,3,bd4qakf7j0wwie8wke9km7uj8,1,32.5,102.0,2025-04-12T12:24:09.803Z,2025-04-12T14:19:47Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643664819,233,222,5643664781,347,,5643664779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600609,222,5,1,24,3,7gkglopz9cjsysn2u6sbhuvc5,0,67.5,-2.0,2025-04-12T12:24:09.803Z,2025-04-12T14:19:47Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5643664755,347,,5643664753,56,Right,5643664833,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600729,212,1,1,24,9,bd4qakf7j0wwie8wke9km7uj8,1,33.9,100.0,2025-04-12T12:24:15.945Z,2025-04-12T12:24:20Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643665367,56,Back,5643665371,141,89.3,5643665369,140,22.5,5643665375,213,3.74,5643665365,107,,5643665373,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600777,213,1,1,24,13,bd4qakf7j0wwie8wke9km7uj8,1,24.4,82.3,2025-04-12T12:24:20.281Z,2025-04-12T12:24:24Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643665609,212,27.7,5643665611,213,4.66,5643665603,56,Back,5643665605,140,23.1,5643665607,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600845,214,1,1,24,18,bd4qakf7j0wwie8wke9km7uj8,1,26.9,39.2,2025-04-12T12:24:24.457Z,2025-04-12T12:24:29Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643665979,212,17.5,5643665973,56,Back,5643665981,213,6.17,5643665975,140,43.5,5643665977,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600933,215,1,1,24,22,bd4qakf7j0wwie8wke9km7uj8,1,53.3,32.4,2025-04-12T12:24:29.137Z,2025-04-12T12:24:35Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643666345,141,69.1,5643666343,140,46.0,5643666347,212,26.1,5643666351,213,1.87,5643666341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799600989,216,1,1,24,29,bd4qakf7j0wwie8wke9km7uj8,1,56.7,67.6,2025-04-12T12:24:35.633Z,2025-04-12T12:24:39Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643666599,140,51.5,5643666601,141,47.6,5643666597,56,Center,5643666605,213,4.33,5643666603,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601005,217,1,1,24,33,bd4qakf7j0wwie8wke9km7uj8,1,57.9,38.8,2025-04-12T12:24:39.577Z,2025-04-12T12:24:41Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643666693,213,0.05,5643666687,140,74.4,5643666689,141,40.0,5643666685,56,Center,5643666691,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601023,218,1,1,24,34,bd4qakf7j0wwie8wke9km7uj8,1,74.4,40.0,2025-04-12T12:24:40.824Z,2025-04-12T12:24:42Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643666787,213,6.00,5643666781,140,80.2,5643666785,212,6.3,5643666783,141,37.4,5643666779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601031,219,50,1,24,34,bd4qakf7j0wwie8wke9km7uj8,1,76.1,37.4,2025-04-12T12:24:41.249Z,2025-04-12T14:14:09Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5643667211,233,223,5643666825,56,Center,5643666827,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601089,223,7,1,24,34,7gkglopz9cjsysn2u6sbhuvc5,1,23.9,62.6,2025-04-12T12:24:41.250Z,2025-04-12T12:27:32Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643667111,285,,5643667109,56,Back,5643667187,233,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601097,224,61,1,24,35,7gkglopz9cjsysn2u6sbhuvc5,1,35.1,66.9,2025-04-12T12:24:42.118Z,2025-04-12T12:27:35Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5643667161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601499,227,1,1,24,37,7gkglopz9cjsysn2u6sbhuvc5,1,25.3,61.4,2025-04-12T12:24:44.358Z,2025-04-12T12:26:08Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5643669263,213,1.94,5643669255,56,Back,5643669261,212,6.1,5643669259,141,69.7,5643669257,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601109,225,1,1,24,40,7gkglopz9cjsysn2u6sbhuvc5,0,30.2,76.4,2025-04-12T12:24:47.335Z,2025-04-12T12:27:40Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5643667255,1,,5643667253,213,5.75,5643667249,141,45.8,5643667245,56,Center,5643667243,157,,5643667247,140,63.6,5643667251,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601189,221,1,1,24,46,bd4qakf7j0wwie8wke9km7uj8,1,45.0,59.7,2025-04-12T12:24:52.705Z,2025-04-12T12:24:55Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643667599,141,33.6,5643667597,140,46.0,5643667601,212,17.8,5643667603,213,4.77,5643667595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601229,222,1,1,24,48,bd4qakf7j0wwie8wke9km7uj8,1,46.0,33.6,2025-04-12T12:24:55.241Z,2025-04-12T12:24:59Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643667845,141,11.3,5643667847,212,20.0,5643667837,56,Right,5643667849,213,5.42,5643667841,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601263,223,1,1,24,53,bd4qakf7j0wwie8wke9km7uj8,1,63.3,12.3,2025-04-12T12:24:59.585Z,2025-04-12T12:25:02Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643667999,140,77.5,5643668009,212,15.8,5643668015,213,5.95,5643668003,141,4.6,5643667995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601295,224,1,1,24,55,bd4qakf7j0wwie8wke9km7uj8,1,71.5,5.2,2025-04-12T12:25:02.360Z,2025-04-12T12:25:04Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5643668185,56,Center,5643668191,212,20.2,5643668189,141,21.3,5643668187,140,55.3,5643668193,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601347,225,1,1,24,58,bd4qakf7j0wwie8wke9km7uj8,1,55.3,21.3,2025-04-12T12:25:04.705Z,2025-04-12T12:25:08Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643668413,213,1.64,5643668403,56,Center,5643668409,141,67.0,5643668411,212,31.2,5643668407,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601401,226,1,1,25,1,bd4qakf7j0wwie8wke9km7uj8,1,55.8,74.1,2025-04-12T12:25:08.368Z,2025-04-12T12:25:14Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643668727,141,95.4,5643668729,212,15.7,5643668731,213,1.18,5643668725,140,61.5,5643668723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601435,227,1,1,25,7,bd4qakf7j0wwie8wke9km7uj8,1,61.2,65.7,2025-04-12T12:25:13.936Z,2025-04-12T12:25:17Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643668907,56,Center,5643668913,212,18.4,5643668915,213,4.30,5643668909,140,54.2,5643668911,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601461,228,1,1,25,10,bd4qakf7j0wwie8wke9km7uj8,1,55.1,35.7,2025-04-12T12:25:17.192Z,2025-04-12T12:25:20Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643669069,213,5.30,5643669061,56,Right,5643669067,212,25.6,5643669063,140,68.6,5643669065,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601511,229,1,1,25,13,bd4qakf7j0wwie8wke9km7uj8,0,67.7,6.5,2025-04-12T12:25:20.185Z,2025-04-12T12:25:24Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5643669335,1,,5643669325,56,Center,5643669323,155,,5643669333,213,0.51,5643669327,140,98.2,5643669329,141,33.0,5643669331,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601691,229,1,1,25,33,7gkglopz9cjsysn2u6sbhuvc5,1,11.8,55.5,2025-04-12T12:25:39.638Z,2025-04-12T12:25:40Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5643670311,140,14.5,5643670309,56,Back,5643670317,213,1.11,5643670313,141,64.0,5643670315,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601703,230,1,1,25,34,7gkglopz9cjsysn2u6sbhuvc5,1,14.5,64.0,2025-04-12T12:25:40.558Z,2025-04-12T12:25:41Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643670373,140,13.5,5643670383,213,1.63,5643670379,212,16.8,5643670369,56,Back,5643670377,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601771,231,1,1,25,35,7gkglopz9cjsysn2u6sbhuvc5,0,8.4,90.1,2025-04-12T12:25:41.806Z,2025-04-12T12:25:51Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5643670729,141,100.0,5643670731,212,18.4,5643670727,140,24.5,5643670733,213,0.40,5643670725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601839,230,5,1,25,38,bd4qakf7j0wwie8wke9km7uj8,1,70.9,-1.8,2025-04-12T12:25:44.569Z,2025-04-12T14:19:48Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5643671083,347,,5643671125,233,232,5643671081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601783,232,5,1,25,38,7gkglopz9cjsysn2u6sbhuvc5,0,29.1,101.8,2025-04-12T12:25:44.569Z,2025-04-12T14:19:48Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5643671151,233,230,5643670783,347,,5643670781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601877,231,1,1,25,45,bd4qakf7j0wwie8wke9km7uj8,1,70.5,0.0,2025-04-12T12:25:51.696Z,2025-04-12T12:25:55Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5643671321,56,Back,5643671331,1,,5643671329,213,2.74,5643671319,107,,5643671327,212,31.2,5643671323,140,43.2,5643671325,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601913,232,1,1,25,48,bd4qakf7j0wwie8wke9km7uj8,1,43.2,20.6,2025-04-12T12:25:54.976Z,2025-04-12T12:25:58Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5643671459,56,Back,5643671471,141,59.9,5643671481,213,1.67,5643671475,212,26.9,5643671465,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601951,233,1,1,25,52,bd4qakf7j0wwie8wke9km7uj8,0,41.4,65.2,2025-04-12T12:25:58.521Z,2025-04-12T12:26:03Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643671707,1,,5643671697,56,Left,5643671701,141,100.0,5643671699,140,67.6,5643671695,155,,5643671705,213,0.74,5643671703,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601967,233,5,1,25,56,7gkglopz9cjsysn2u6sbhuvc5,1,30.2,-1.6,2025-04-12T12:26:02.445Z,2025-04-12T12:26:07Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5643671753,347,,5643671769,233,234,5643671751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799601955,234,5,1,25,56,bd4qakf7j0wwie8wke9km7uj8,0,69.8,101.6,2025-04-12T12:26:02.445Z,2025-04-12T14:19:49Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643671723,347,,5643671721,56,Left,5643671813,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
