id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2727036091,755,1,2,78,31,6wwwud48qahpwrfxs20334qk5,1,19.2,30.7,2024-09-28T14:39:25.516Z,2024-09-28T14:39:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247793427,3,,5247793431,140,22.4,5247793435,212,8.1,5247793437,213,5.14,5247793433,141,19.8,5247793429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036175,757,1,2,78,33,6wwwud48qahpwrfxs20334qk5,1,27.7,9.7,2024-09-28T14:39:27.204Z,2024-09-28T14:39:29Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247793921,213,0.59,5247793919,212,9.7,5247793915,140,35.4,5247793913,56,Back,5247793917,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036191,758,1,2,78,34,6wwwud48qahpwrfxs20334qk5,1,35.4,17.6,2024-09-28T14:39:27.844Z,2024-09-28T14:39:29Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247794009,140,32.3,5247794013,212,6.3,5247794011,141,25.5,5247794015,213,2.12,5247794007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036287,759,1,2,78,35,6wwwud48qahpwrfxs20334qk5,1,33.6,25.9,2024-09-28T14:39:29.164Z,2024-09-28T14:39:32Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247794503,212,17.6,5247794495,56,Back,5247794499,141,49.0,5247794505,213,2.04,5247794497,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036453,760,1,2,78,38,6wwwud48qahpwrfxs20334qk5,1,27.0,50.7,2024-09-28T14:39:31.900Z,2024-09-28T14:39:36Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247795359,212,17.3,5247795351,56,Back,5247795355,140,33.4,5247795363,213,1.17,5247795357,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036533,761,1,2,78,42,6wwwud48qahpwrfxs20334qk5,1,32.6,74.4,2024-09-28T14:39:35.932Z,2024-09-28T15:01:57Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247795811,212,12.3,5247795815,213,4.64,5247795807,141,56.3,5247795805,140,31.8,5247795801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036695,762,1,2,78,44,6wwwud48qahpwrfxs20334qk5,1,29.0,54.0,2024-09-28T14:39:38.453Z,2024-09-28T14:39:42Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247796785,141,18.3,5247796789,213,5.68,5247796781,140,62.6,5247796779,56,Right,5247796787,212,42.8,5247796791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036795,763,1,2,78,48,6wwwud48qahpwrfxs20334qk5,1,66.8,21.5,2024-09-28T14:39:42.284Z,2024-09-28T14:39:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247797307,56,Right,5247797311,140,86.1,5247797317,141,10.0,5247797321,212,21.7,5247797325,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036841,764,1,2,78,50,6wwwud48qahpwrfxs20334qk5,0,92.6,10.6,2024-09-28T14:39:44.604Z,2024-09-28T14:39:46Z,91xtn2wlot8g8ue89zn4iiyqy,E. Dall,,,5247797575,140,87.9,5247797579,141,25.8,5247797571,56,Center,5247797565,2,,5247797583,212,11.5,5247797587,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727036883,814,61,2,78,52,ajtb177oqwawkdwbqhldmq6mx,1,11.2,80.0,2024-09-28T14:39:46.055Z,2024-09-28T14:39:46Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5247797833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037223,816,1,2,78,54,ajtb177oqwawkdwbqhldmq6mx,1,14.3,89.3,2024-09-28T14:39:47.991Z,2024-09-28T14:39:55Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247799701,213,0.35,5247799697,141,93.2,5247799695,140,21.2,5247799699,212,7.7,5247799691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037061,765,43,2,78,56,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-28T14:39:50.308Z,2024-09-28T15:00:55Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247800363,399,kqj7nh6pqmqbt0abyyu0fcpg,5247981847,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037331,817,1,2,79,1,ajtb177oqwawkdwbqhldmq6mx,1,37.5,65.2,2024-09-28T14:39:54.863Z,2024-09-28T14:39:57Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5247800237,212,18.7,5247800221,56,Back,5247800233,141,37.9,5247800227,140,35.4,5247800241,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037559,818,1,2,79,7,ajtb177oqwawkdwbqhldmq6mx,1,41.0,32.5,2024-09-28T14:40:00.695Z,2024-09-28T14:40:03Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247801509,213,2.12,5247801505,141,60.8,5247801501,56,Back,5247801507,212,22.6,5247801503,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037571,819,1,2,79,9,ajtb177oqwawkdwbqhldmq6mx,1,29.6,60.8,2024-09-28T14:40:02.951Z,2024-09-28T14:40:06Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247801569,56,Back,5247801575,141,58.2,5247801579,213,6.18,5247801571,140,45.6,5247801577,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037773,820,1,2,79,12,ajtb177oqwawkdwbqhldmq6mx,1,38.9,63.1,2024-09-28T14:40:06.511Z,2024-09-28T14:40:08Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247802615,213,6.11,5247802611,141,60.6,5247802607,56,Back,5247802613,212,10.1,5247802609,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727037827,821,1,2,79,14,ajtb177oqwawkdwbqhldmq6mx,1,48.4,60.6,2024-09-28T14:40:07.902Z,2024-09-28T14:40:09Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247802905,141,67.2,5247802909,213,2.64,5247802901,56,Back,5247802903,140,40.6,5247802907,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038153,822,1,2,79,17,ajtb177oqwawkdwbqhldmq6mx,1,40.6,67.2,2024-09-28T14:40:11.287Z,2024-09-28T14:40:17Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247804527,213,4.83,5247804523,141,44.3,5247804525,212,15.7,5247804521,140,42.3,5247804519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038255,823,1,2,79,23,ajtb177oqwawkdwbqhldmq6mx,1,45.5,33.4,2024-09-28T14:40:16.991Z,2024-09-28T14:40:19Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247805045,140,59.4,5247805041,56,Right,5247805049,141,5.6,5247805055,212,23.9,5247805059,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038353,824,1,2,79,25,ajtb177oqwawkdwbqhldmq6mx,1,54.7,8.9,2024-09-28T14:40:19.247Z,2024-09-28T14:40:21Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5247805605,212,25.3,5247805601,140,33.2,5247805603,141,25.6,5247805607,213,2.68,5247805599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038485,825,1,2,79,28,ajtb177oqwawkdwbqhldmq6mx,1,32.3,28.8,2024-09-28T14:40:21.703Z,2024-09-28T14:40:24Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5247806315,141,72.1,5247806311,56,Back,5247806319,213,1.54,5247806313,140,33.2,5247806317,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038695,826,1,2,79,30,ajtb177oqwawkdwbqhldmq6mx,1,33.2,72.1,2024-09-28T14:40:24.431Z,2024-09-28T14:40:30Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247807337,141,90.2,5247807347,213,0.46,5247807329,140,56.9,5247807325,56,Left,5247807343,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038821,827,1,2,79,36,ajtb177oqwawkdwbqhldmq6mx,1,72.7,90.3,2024-09-28T14:40:30.023Z,2024-09-28T14:40:33Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5247808049,141,74.1,5247808045,56,Back,5247808053,213,3.44,5247808051,212,37.0,5247808055,1,,5247808047,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038905,828,1,2,79,39,ajtb177oqwawkdwbqhldmq6mx,0,38.6,75.6,2024-09-28T14:40:33.303Z,2024-09-28T15:31:22Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247808403,56,Center,5247808419,213,6.24,5247808411,141,73.6,5247808415,212,30.5,5247808407,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727069579,946,61,2,79,43,ajtb177oqwawkdwbqhldmq6mx,1,75.6,90.9,2024-09-28T14:40:36.610Z,2024-09-28T14:58:22Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5247969883,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727038969,766,8,2,79,43,6wwwud48qahpwrfxs20334qk5,1,32.0,21.3,2024-09-28T14:40:37.334Z,2024-09-28T15:01:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247808765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727039109,829,2,2,79,44,ajtb177oqwawkdwbqhldmq6mx,1,65.8,68.2,2024-09-28T14:40:37.911Z,2024-09-28T14:40:41Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247809613,7,5mmgppapbchmcj9zdtyw0w5xw,5247809553,141,66.6,5247809551,140,87.9,5247809615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727039875,768,1,2,80,5,6wwwud48qahpwrfxs20334qk5,1,14.1,45.4,2024-09-28T14:40:59.374Z,2024-09-28T15:01:40Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5247813345,5,,5247813357,212,27.9,5247813349,56,Back,5247813353,141,12.0,5247813351,140,29.5,5247813361,213,5.33,5247813347,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727072891,941,1,2,80,6,6wwwud48qahpwrfxs20334qk5,1,13.3,29.4,2024-09-28T14:40:59.610Z,2024-09-28T15:01:39Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247986441,56,Back,5247986445,141,5.5,5247986449,213,5.18,5247986443,140,21.1,5247986447,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727039963,769,1,2,80,7,6wwwud48qahpwrfxs20334qk5,0,29.2,12.9,2024-09-28T14:41:01.565Z,2024-09-28T14:41:02Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247813857,213,0.84,5247813849,56,Back,5247813853,141,34.2,5247813855,212,19.4,5247813851,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040095,830,1,2,80,10,ajtb177oqwawkdwbqhldmq6mx,1,62.7,64.0,2024-09-28T14:41:03.615Z,2024-09-28T14:41:05Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247814531,56,Center,5247814539,213,0.48,5247814535,141,74.1,5247814533,140,75.3,5247814537,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040197,832,1,2,80,11,ajtb177oqwawkdwbqhldmq6mx,1,75.3,74.1,2024-09-28T14:41:05.591Z,2024-09-28T14:41:08Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5247815113,213,5.60,5247815101,56,Center,5247815105,140,89.4,5247815109,141,56.4,5247815111,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040339,834,61,2,80,12,ajtb177oqwawkdwbqhldmq6mx,0,71.1,62.0,2024-09-28T14:41:06.503Z,2024-09-28T15:16:25Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5247815891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040211,833,43,2,80,14,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-28T14:41:07.863Z,2024-09-28T14:41:15Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5247815191,286,0,5247815189,56,Center,5247816659,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040493,771,1,2,80,15,6wwwud48qahpwrfxs20334qk5,1,22.5,36.9,2024-09-28T14:41:08.974Z,2024-09-28T14:41:16Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247816739,56,Back,5247816741,140,27.3,5247816745,212,19.7,5247816743,141,64.9,5247816747,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040603,772,1,2,80,22,6wwwud48qahpwrfxs20334qk5,1,62.7,72.1,2024-09-28T14:41:15.814Z,2024-09-28T14:41:19Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5247817411,141,58.4,5247817407,56,Center,5247817409,140,64.9,5247817413,212,9.6,5247817417,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040575,835,83,2,80,25,ajtb177oqwawkdwbqhldmq6mx,0,33.0,30.4,2024-09-28T14:41:18.727Z,2024-09-28T14:42:10Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247817789,399,9jqox80arzpytv1b136jobhpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040653,773,1,2,80,25,6wwwud48qahpwrfxs20334qk5,1,67.0,57.2,2024-09-28T14:41:19.253Z,2024-09-28T14:41:20Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5247817667,140,51.4,5247817673,213,3.18,5247817671,212,16.4,5247817669,141,56.3,5247817665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040659,774,1,2,80,26,6wwwud48qahpwrfxs20334qk5,1,51.4,56.3,2024-09-28T14:41:20.565Z,2024-09-28T14:41:22Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247817731,56,Back,5247817739,213,2.15,5247817735,141,72.4,5247817733,140,44.6,5247817737,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040813,775,1,2,80,28,6wwwud48qahpwrfxs20334qk5,1,44.7,75.3,2024-09-28T14:41:22.109Z,2024-09-28T14:41:25Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247818627,212,6.7,5247818623,140,49.3,5247818621,56,Back,5247818629,213,5.52,5247818625,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040869,776,1,2,80,31,6wwwud48qahpwrfxs20334qk5,1,54.1,66.7,2024-09-28T14:41:25.125Z,2024-09-28T14:41:26Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247818901,56,Center,5247818903,140,51.3,5247818911,212,6.6,5247818915,213,2.03,5247818907,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727040945,777,1,2,80,32,6wwwud48qahpwrfxs20334qk5,1,50.6,75.6,2024-09-28T14:41:26.256Z,2024-09-28T14:41:28Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247819355,140,40.9,5247819361,213,4.35,5247819359,212,29.1,5247819353,56,Back,5247819357,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041007,778,1,2,80,34,6wwwud48qahpwrfxs20334qk5,1,41.1,35.1,2024-09-28T14:41:28.349Z,2024-09-28T14:41:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247819761,213,0.40,5247819759,212,13.2,5247819751,141,42.7,5247819743,140,52.7,5247819733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041053,779,1,2,80,36,6wwwud48qahpwrfxs20334qk5,1,53.3,44.2,2024-09-28T14:41:29.693Z,2024-09-28T14:41:31Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247820015,212,7.1,5247820019,213,3.55,5247820003,56,Back,5247820005,140,47.1,5247820009,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041187,780,1,2,80,37,6wwwud48qahpwrfxs20334qk5,1,46.9,41.2,2024-09-28T14:41:31.101Z,2024-09-28T14:41:33Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247820659,56,Back,5247820669,213,1.80,5247820665,141,62.0,5247820663,140,43.8,5247820667,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041235,781,1,2,80,40,6wwwud48qahpwrfxs20334qk5,1,43.3,62.0,2024-09-28T14:41:33.766Z,2024-09-28T14:41:34Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247820923,212,5.3,5247820925,213,1.05,5247820919,141,68.8,5247820915,140,45.8,5247820911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041389,782,1,2,80,41,6wwwud48qahpwrfxs20334qk5,1,45.8,68.8,2024-09-28T14:41:34.765Z,2024-09-28T14:41:38Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247821595,213,4.31,5247821591,141,39.1,5247821587,56,Back,5247821589,140,37.6,5247821593,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041479,783,1,2,80,44,6wwwud48qahpwrfxs20334qk5,1,37.2,39.7,2024-09-28T14:41:38.085Z,2024-09-28T14:41:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247822055,213,1.78,5247822051,141,57.5,5247822047,56,Back,5247822049,140,34.7,5247822053,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041717,784,1,2,80,46,6wwwud48qahpwrfxs20334qk5,1,34.7,57.5,2024-09-28T14:41:40.190Z,2024-09-28T14:41:45Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247823329,213,5.74,5247823321,56,Back,5247823325,141,48.8,5247823327,212,11.4,5247823323,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041905,785,1,2,80,51,6wwwud48qahpwrfxs20334qk5,1,48.1,42.1,2024-09-28T14:41:45.342Z,2024-09-28T14:41:50Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247824353,212,20.3,5247824349,140,67.1,5247824347,56,Center,5247824355,213,0.19,5247824351,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727041963,786,1,2,80,57,6wwwud48qahpwrfxs20334qk5,1,74.5,64.8,2024-09-28T14:41:50.806Z,2024-09-28T15:00:30Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247824637,141,48.8,5247824633,56,Center,5247824639,212,13.2,5247824635,140,81.6,5247824641,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727070983,939,61,2,80,58,6wwwud48qahpwrfxs20334qk5,1,84.2,35.1,2024-09-28T14:41:51.610Z,2024-09-28T15:00:04Z,91xtn2wlot8g8ue89zn4iiyqy,E. Dall,,,5247977275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727042073,787,61,2,81,1,6wwwud48qahpwrfxs20334qk5,0,76.7,48.7,2024-09-28T14:41:54.815Z,2024-09-28T15:00:28Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247825191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727042295,836,12,2,81,2,ajtb177oqwawkdwbqhldmq6mx,1,13.1,58.7,2024-09-28T14:41:56.176Z,2024-09-28T15:31:47Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247826215,140,56.2,5247826221,213,0.33,5247826219,212,47.8,5247826217,141,81.4,5247826213,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727042849,788,1,2,81,10,6wwwud48qahpwrfxs20334qk5,1,29.8,12.6,2024-09-28T14:42:03.678Z,2024-09-28T14:42:12Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247829209,212,29.4,5247829201,56,Back,5247829205,141,51.5,5247829211,213,1.12,5247829203,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727042899,789,1,2,81,18,6wwwud48qahpwrfxs20334qk5,1,43.0,51.0,2024-09-28T14:42:11.838Z,2024-09-28T14:42:13Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247829551,212,11.3,5247829547,140,53.4,5247829545,56,Center,5247829549,141,46.6,5247829553,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727042947,790,43,2,81,19,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-28T14:42:13.046Z,2024-09-28T14:52:30Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247829777,56,Center,5247829783,212,6.8,5247941427,144,1,5247829779,140,53.3,5247829781,141,56.1,5247829785,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043161,791,1,2,81,22,6wwwud48qahpwrfxs20334qk5,1,60.6,61.4,2024-09-28T14:42:16.333Z,2024-09-28T14:42:19Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247830857,141,56.1,5247830853,56,Back,5247830861,213,3.35,5247830855,140,44.5,5247830859,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043183,792,1,2,81,25,6wwwud48qahpwrfxs20334qk5,1,43.7,56.6,2024-09-28T14:42:18.862Z,2024-09-28T14:42:19Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247830977,212,8.3,5247830939,56,Center,5247830973,140,50.7,5247830975,141,50.9,5247830979,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043265,793,1,2,81,25,6wwwud48qahpwrfxs20334qk5,1,50.7,50.9,2024-09-28T14:42:19.462Z,2024-09-28T14:42:21Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247831337,212,9.1,5247831335,141,60.9,5247831339,213,2.29,5247831331,140,45.0,5247831327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043339,794,1,2,81,27,6wwwud48qahpwrfxs20334qk5,1,45.0,61.1,2024-09-28T14:42:20.998Z,2024-09-28T14:42:23Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247831783,141,70.5,5247831787,213,0.80,5247831781,140,50.9,5247831785,212,8.9,5247831779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043433,795,1,2,81,29,6wwwud48qahpwrfxs20334qk5,1,46.2,71.4,2024-09-28T14:42:23.390Z,2024-09-28T14:42:25Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247832303,141,59.4,5247832307,212,14.6,5247832313,213,3.74,5247832295,56,Back,5247832299,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043465,796,1,2,81,31,6wwwud48qahpwrfxs20334qk5,1,33.9,58.4,2024-09-28T14:42:25.510Z,2024-09-28T14:42:26Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247832491,213,0.79,5247832487,141,68.5,5247832483,56,Back,5247832489,212,9.7,5247832485,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043527,797,1,2,81,33,6wwwud48qahpwrfxs20334qk5,1,41.1,70.3,2024-09-28T14:42:26.615Z,2024-09-28T14:42:28Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247832811,56,Back,5247832821,213,3.94,5247832819,212,11.6,5247832815,140,33.4,5247832817,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727043795,798,1,2,81,34,6wwwud48qahpwrfxs20334qk5,1,32.8,56.1,2024-09-28T14:42:28.198Z,2024-09-28T14:42:35Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5247834219,56,Back,5247834221,140,38.0,5247834225,212,15.0,5247834223,141,76.6,5247834231,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727044035,799,1,2,81,41,6wwwud48qahpwrfxs20334qk5,1,58.5,66.3,2024-09-28T14:42:35.118Z,2024-09-28T14:42:41Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5247835447,141,87.5,5247835451,213,1.24,5247835443,56,Left,5247835445,140,63.2,5247835449,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
